标题,开发商,房子信息,发布信息,售价/万,单价
金兰小区 3室2厅 南,金兰小区 -罗浮广场,3室2厅 | 134.76平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,3人关注 / 25天以前发布,64.8,"4,809元/平"
地处金龙大道，此房户型方正，采光无遮挡,創世精典 -金龙大道,3室2厅 | 97.4平米 | 南 | 精装 | 低楼层(共23层)  | 塔楼,4人关注 / 3个月以前发布,75,"7,701元/平"
久昌鑫民苑 4室2厅 南,久昌鑫民苑 -未知商圈,4室2厅 | 136.89平米 | 南 | 精装 | 低楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,55.7,"4,069元/平"
南外花园小区  交通便利  购物方便 小区内还有健身房,一品南庭 -南客站,3室2厅 | 97.77平米 | 东南 | 简装 | 高楼层(共28层)  | 塔楼,10人关注 / 一年前发布,77,"7,876元/平"
华泰花园3室2厅2卫南北huot,华泰花园 -西客站,3室2厅 | 121.6平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,5人关注 / 一年前发布,65,"5,346元/平"
久昌鑫民苑 4室2厅 南,久昌鑫民苑 -未知商圈,4室2厅 | 136.89平米 | 南 | 精装 | 低楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,55.7,"4,069元/平"
升华广场花园小区中迪国际社区三房双卫户型,中迪·国际社区 -南客站,3室2厅 | 98.2平米 | 东 | 毛坯 | 高楼层(共33层)  | 塔楼,1人关注 / 一年前发布,68,"6,925元/平"
金龙大道旁3房毛坯房看房方便楼层适中采光通透,瓮福小区 -金龙大道,3室2厅 | 95平米 | 东南 | 毛坯 | 中楼层(共33层)  | 暂无数据,3人关注 / 8个月以前发布,59,"6,211元/平"
仁和春天国际花园 3室2厅 南,仁和春天国际花园 -金龙大道,3室2厅 | 81.5平米 | 南 | 毛坯 | 中楼层(共30层)  | 板塔结合,8人关注 / 一年前发布,64,"7,853元/平"
西城名苑 3室2厅 西南,西城名苑 -金龙大道,3室2厅 | 94.47平米 | 西南 | 其他 | 低楼层(共32层)  | 塔楼,0人关注 / 2个月以前发布,75,"7,940元/平"
北翎路精装房，急售，29万拎包入住，停车免费！,北翎路3号 -老车坝,3室2厅 | 82.33平米 | 南 | 精装 | 中楼层(共10层)  | 暂无数据,8人关注 / 一年前发布,29,"3,523元/平"
熙河湾 3室2厅 东,熙河湾 -金龙大道,3室2厅 | 90平米 | 东 | 精装 | 中楼层(共10层)  | 塔楼,15人关注 / 6个月以前发布,55,"6,112元/平"
中层 精装修三房，出门就是运动公园,熙河湾 -金龙大道,3室2厅 | 90平米 | 南 | 精装 | 中楼层(共10层)  | 塔楼,157人关注 / 一年前发布,45,"5,000元/平"
原装电梯正三房，河景房！！！！！！！！！,碧桂园珑樾湾 -塔坨,3室2厅 | 94平米 | 东南 | 其他 | 低楼层(共32层)  | 塔楼,0人关注 / 3个月以前发布,70,"7,447元/平"
侨兴名苑 原装电梯 精装修三房双卫,侨兴茗苑 -南客站,3室2厅 | 123平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,0人关注 / 1个月以前发布,67,"5,448元/平"
中间楼层电梯大三房、毛坯！房东诚意出售,美好广场 -南客站,3室2厅 | 121平米 | 南 | 毛坯 | 低楼层(共30层)  | 塔楼,0人关注 / 一年前发布,67,"5,538元/平"
南客站紧凑两房 适宜小两口和老人居住，总价低,一品南庭 -南客站,2室2厅 | 50.4平米 | 东南 | 精装 | 低楼层(共25层)  | 塔楼,5人关注 / 11个月以前发布,40,"7,937元/平"
视野开阔，采光好，近小区大门出行方便，近公园。,上观南城 -南客站,3室2厅 | 93.66平米 | 东 | 毛坯 | 高楼层(共32层)  | 塔楼,0人关注 / 5个月以前发布,75,"8,008元/平"
二号干道 步梯4楼 精装修三房双卫 带院停车,升华苑 -南客站,3室2厅 | 106平米 | 西北 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 2个月以前发布,52,"4,906元/平"
1号城邦 3室2厅 南,1号城邦 -复兴镇,3室2厅 | 98.82平米 | 南 | 毛坯 | 中楼层(共31层)  | 塔楼,5人关注 / 一年前发布,38,"3,846元/平"
正南大厦 3室1厅 南 北,正南大厦 -万达路,3室1厅 | 101平米 | 南 北 | 精装 | 低楼层(共15层)  | 板楼,4人关注 / 6个月以前发布,40,"3,961元/平"
南客站花园小区 地势平坦 精装修三房,御南苑 -南客站,3室2厅 | 93平米 | 南 | 精装 | 低楼层(共19层)  | 塔楼,0人关注 / 2个月以前发布,55,"5,914元/平"
宏升·國際新城 3室2厅 东南,宏升·國際新城 -西客站,3室2厅 | 106平米 | 东南 | 简装 | 低楼层(共23层)  | 平房,0人关注 / 3个月以前发布,60,"5,661元/平"
此房为准新房，实用大，无浪费面积。,仁和春天国际花园 -金龙大道,4室2厅 | 106平米 | 东南 | 毛坯 | 低楼层(共31层)  | 板塔结合,3人关注 / 一年前发布,80,"7,548元/平"
花园小区带停车场，大三房地段好配套设施齐全,龙座雅园 -三里坪,3室2厅 | 103.5平米 | 东 | 简装 | 高楼层(共27层)  | 板塔结合,8人关注 / 一年前发布,48,"4,638元/平"
中迪广场二期 3室2厅 东 东南,中迪广场二期 -莲花湖,3室2厅 | 98.1平米 | 东 东南 | 毛坯 | 中楼层(共30层)  | 板塔结合,14人关注 / 一年前发布,66,"6,728元/平"
好房出售、居家环境舒适、随时看房,国际新城 -罗浮广场,4室2厅 | 136平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,81.5,"5,993元/平"
碧桂园珑樾湾 4室2厅 东,碧桂园珑樾湾 -塔坨,4室2厅 | 115平米 | 东 | 毛坯 | 低楼层(共33层)  | 板塔结合,1人关注 / 4个月以前发布,115,"10,000元/平"
国梁大四房，低总价，步梯四楼，拎包入住，装修好材料,华泰花园 -西客站,4室2厅 | 147平米 | 东南 | 精装 | 高楼层(共7层)  | 板楼,4人关注 / 10个月以前发布,59.8,"4,069元/平"
市内精装4房136平41万/夜电0.22/卫生费无,牌楼路86号 -未知商圈,4室2厅 | 136平米 | 东 南 西 北 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 5个月以前发布,41.8,"3,074元/平"
金鹤家园+户型方正+采光充足+中间楼层,金鹤佳苑 -西客站,3室2厅 | 99.89平米 | 东南 | 毛坯 | 高楼层(共20层)  | 塔楼,2人关注 / 一年前发布,70,"7,008元/平"
精装的3房2卫，户型方正，全新家具家电，直接拎包入住,御景上城 -罗浮广场,3室2厅 | 84平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,28人关注 / 一年前发布,75,"8,929元/平"
侨兴·西苑 4室1厅 南,侨兴·西苑 -金龙大道,4室1厅 | 155.8平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,4人关注 / 8个月以前发布,85,"5,456元/平"
莲花湖优质大四房，小区绿化巴适，位置安逸。,天誉誉府 -莲花湖,4室1厅 | 142平米 | 西北 | 毛坯 | 低楼层(共32层)  | 塔楼,5人关注 / 9个月以前发布,105,"7,395元/平"
地段好，电梯房，楼层适中，适合养老过渡,龙脉·江南世家 -三里坪,3室1厅 | 114平米 | 东南 | 精装 | 低楼层(共27层)  | 板塔结合,0人关注 / 1个月以前发布,55,"4,825元/平"
金兰小区电梯三房 精装修拎包入住,金兰小区 -罗浮广场,3室2厅 | 146平米 | 南 | 精装 | 中楼层(共12层)  | 塔楼,3人关注 / 一年前发布,96,"6,576元/平"
四季花城·3期·睿城 4室1厅 东,四季花城·3期·睿城 -罗浮广场,4室1厅 | 115平米 | 东 | 毛坯 | 低楼层(共9层)  | 塔楼,1人关注 / 7个月以前发布,132,"11,479元/平"
标准3室2厅2卫小高层清水房出售,金地花园二区 -金龙大道,3室2厅 | 102平米 | 南 北 | 毛坯 | 高楼层(共7层)  | 板楼,26人关注 / 一年前发布,50,"4,902元/平"
莲花湖标准三房中高楼层业主诚心出售,万霖凤凰城 -莲花湖,3室1厅 | 84.9平米 | 东 | 毛坯 | 高楼层(共30层)  | 塔楼,0人关注 / 一年前发布,73,"8,599元/平"
标准3房，户型方正，采光充足，楼层低还可做商用,金碧世纪 -罗浮广场,3室2厅 | 103平米 | 东南 | 精装 | 低楼层(共22层)  | 塔楼,1人关注 / 一年前发布,75.8,"7,360元/平"
西外碧桂园河景房，房东诚心出售，户型好，采光好,碧桂园珑樾湾 -塔坨,3室2厅 | 94平米 | 东 | 毛坯 | 高楼层(共33层)  | 板塔结合,1人关注 / 2个月以前发布,63.88,"6,796元/平"
慧源商贸综合楼 3室1厅 东 南,慧源商贸综合楼 -罗浮广场,3室1厅 | 129平米 | 东 南 | 简装 | 中楼层(共6层)  | 暂无数据,4人关注 / 6个月以前发布,59.8,"4,636元/平"
莲花湖高品质小区，小洋房出售，业主诚心出售！~,中梁首府 -莲花湖,4室2厅 | 127平米 | 南 | 毛坯 | 低楼层(共11层)  | 板楼,5人关注 / 一年前发布,95,"7,481元/平"
罗浮广场商圈，棕榈岛小区，套三产权清晰,棕榈岛 -罗浮广场,3室2厅 | 86.59平米 | 南 | 简装 | 低楼层(共30层)  | 塔楼,8人关注 / 4个月以前发布,65,"7,507元/平"
仁和春天国际花园 4室1厅 西南,仁和春天国际花园 -金龙大道,4室1厅 | 126.6平米 | 西南 | 毛坯 | 中楼层(共26层)  | 板塔结合,1人关注 / 4个月以前发布,100,"7,899元/平"
黄龙寺10楼3房证80平带楼顶花园26万,箕星巷2号 -未知商圈,3室2厅 | 80平米 | 东南 | 简装 | 高楼层(共11层)  | 平房,4人关注 / 8个月以前发布,23.5,"2,938元/平"
邦泰·天著 3室2厅 东,邦泰·天著 -莲花湖,3室2厅 | 79平米 | 东 | 毛坯 | 高楼层(共29层)  | 塔楼,0人关注 / 4个月以前发布,66,"8,355元/平"
西外莲花湖品质电梯房现房急售。,天誉誉府 -莲花湖,4室2厅 | 142.62平米 | 东南 | 毛坯 | 高楼层(共32层)  | 塔楼,15人关注 / 一年前发布,103,"7,222元/平"
罗浮阳光 4室1厅 东南,罗浮阳光 -西客站,4室1厅 | 141.73平米 | 东南 | 精装 | 中楼层(共8层)  | 板塔结合,0人关注 / 11个月以前发布,77,"5,433元/平"
天誉誉府，现售好房，地理位置优越，生态宜居,天誉誉府 -莲花湖,3室2厅 | 107平米 | 西北 | 毛坯 | 高楼层(共33层)  | 塔楼,0人关注 / 一年前发布,76,"7,103元/平"
金龙大道旁大三房 户型方正 视野开阔 诚心出售,天誉誉府 -莲花湖,3室2厅 | 124.87平米 | 东南 | 毛坯 | 高楼层(共32层)  | 塔楼,1人关注 / 8个月以前发布,96,"7,688元/平"
往事不再过问，未来共赴前程。。,天誉誉府 -莲花湖,3室2厅 | 101平米 | 南 | 毛坯 | 低楼层(共33层)  | 暂无数据,3人关注 / 4个月以前发布,75,"7,426元/平"
满五唯一，花园小区，停车自由，购物方便，自有游泳池,锦州国际五区 -三里坪,3室2厅 | 98平米 | 东南 | 精装 | 高楼层(共18层)  | 板塔结合,1人关注 / 4个月以前发布,71,"7,245元/平"
天誉誉府 4室2厅 西,天誉誉府 -莲花湖,4室2厅 | 118平米 | 西 | 毛坯 | 低楼层(共33层)  | 塔楼,1人关注 / 一年前发布,96,"8,136元/平"
达一中旁边.房子外面带100个平方的大平台.3梯6,堰湾新区 -罗浮广场,3室2厅 | 115平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,2人关注 / 11个月以前发布,74,"6,435元/平"
莲花湖优质3房，业主诚心出售。,中联·莲湖广场 -莲花湖,3室2厅 | 93.53平米 | 南 | 简装 | 低楼层(共32层)  | 塔楼,4人关注 / 9个月以前发布,70,"7,485元/平"
此房满五唯一.空置有钥匙方便看房.业主诚心出售.,迎宾小区 -金龙大道,3室2厅 | 89.8平米 | 南 | 简装 | 中楼层(共7层)  | 板塔结合,0人关注 / 10个月以前发布,41,"4,566元/平"
房子户型方正，客厅阳台带阳台视野没遮挡,恒阳骊都一期 -罗浮广场,4室2厅 | 138平米 | 南 北 | 精装 | 中楼层(共8层)  | 塔楼,13人关注 / 一年前发布,79,"5,725元/平"
莲花湖改善毛坯套四双卫业主诚心出售,天誉誉府 -莲花湖,4室2厅 | 142平米 | 东 | 毛坯 | 低楼层(共32层)  | 塔楼,21人关注 / 一年前发布,99.5,"7,008元/平"
棕榈岛 4室2厅 南,棕榈岛 -罗浮广场,4室2厅 | 126平米 | 南 | 其他 | 中楼层(共30层)  | 塔楼,0人关注 / 2个月以前发布,95,"7,540元/平"
别墅式洋房，花园小区，实际面积200多,国际新城 -罗浮广场,6室2厅 | 177平米 | 西 | 毛坯 | 上叠(共4层)  | 板楼 | 叠拼别墅 ,107人关注 / 一年前发布,98,"5,537元/平"
莲花湖现房，房东诚心出售，看房方便,中梁首府 -莲花湖,3室2厅 | 92平米 | 西南 | 其他 | 中楼层(共34层)  | 塔楼,0人关注 / 一年前发布,82,"8,914元/平"
金兰小区电梯清水房中间楼层买了即装修,金兰小区 -罗浮广场,4室2厅 | 148平米 | 南 | 毛坯 | 中楼层(共7层)  | 板塔结合,17人关注 / 一年前发布,76,"5,136元/平"
江湾城二期 3室2厅 东南,江湾城二期 -江湾城,3室2厅 | 91平米 | 东南 | 精装 | 中楼层(共31层)  | 塔楼,3人关注 / 4个月以前发布,83,"9,121元/平"
电梯洋房跃层 .读书近 实得面积大,四季花城二期 -罗浮广场,4室2厅 | 97平米 | 南 | 毛坯 | 中楼层(共8层)  | 暂无数据,31人关注 / 一年前发布,92,"9,485元/平"
莲花湖高品质小区，小洋房出售，业主诚心出售！~,中梁首府 -莲花湖,4室2厅 | 127平米 | 南 | 毛坯 | 低楼层(共11层)  | 板楼,5人关注 / 一年前发布,95,"7,481元/平"
标准3室2厅2卫小高层清水房出售,金地花园二区 -金龙大道,3室2厅 | 102平米 | 南 北 | 毛坯 | 高楼层(共7层)  | 板楼,26人关注 / 一年前发布,50,"4,902元/平"
莲花湖优质大四房，小区绿化巴适，位置安逸。,天誉誉府 -莲花湖,4室1厅 | 142平米 | 西北 | 毛坯 | 低楼层(共32层)  | 塔楼,5人关注 / 9个月以前发布,105,"7,395元/平"
精装的3房2卫，户型方正，全新家具家电，直接拎包入住,御景上城 -罗浮广场,3室2厅 | 84平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,28人关注 / 一年前发布,75,"8,929元/平"
侨兴·西苑 4室1厅 南,侨兴·西苑 -金龙大道,4室1厅 | 155.8平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,4人关注 / 8个月以前发布,85,"5,456元/平"
地段好，电梯房，楼层适中，适合养老过渡,龙脉·江南世家 -三里坪,3室1厅 | 114平米 | 东南 | 精装 | 低楼层(共27层)  | 板塔结合,0人关注 / 1个月以前发布,55,"4,825元/平"
西外碧桂园河景房，房东诚心出售，户型好，采光好,碧桂园珑樾湾 -塔坨,3室2厅 | 94平米 | 东 | 毛坯 | 高楼层(共33层)  | 板塔结合,1人关注 / 2个月以前发布,63.88,"6,796元/平"
莲花湖标准三房中高楼层业主诚心出售,万霖凤凰城 -莲花湖,3室1厅 | 84.9平米 | 东 | 毛坯 | 高楼层(共30层)  | 塔楼,0人关注 / 一年前发布,73,"8,599元/平"
标准3房，户型方正，采光充足，楼层低还可做商用,金碧世纪 -罗浮广场,3室2厅 | 103平米 | 东南 | 精装 | 低楼层(共22层)  | 塔楼,1人关注 / 一年前发布,75.8,"7,360元/平"
电梯洋房跃层 .读书近 实得面积大,四季花城二期 -罗浮广场,4室2厅 | 97平米 | 南 | 毛坯 | 中楼层(共8层)  | 暂无数据,31人关注 / 一年前发布,92,"9,485元/平"
金龙大道旁大三房 户型方正 视野开阔 诚心出售,天誉誉府 -莲花湖,3室2厅 | 124.87平米 | 东南 | 毛坯 | 高楼层(共32层)  | 塔楼,1人关注 / 8个月以前发布,96,"7,688元/平"
四季花城二期 3室2厅 东南,四季花城二期 -罗浮广场,3室2厅 | 91平米 | 东南 | 毛坯 | 中楼层(共8层)  | 塔楼,18人关注 / 一年前发布,84,"9,231元/平"
六合世家 3室1厅 东,六合世家 -万达路,3室1厅 | 118平米 | 东 | 精装 | 高楼层(共26层)  | 塔楼,0人关注 / 1个月以前发布,69.8,"5,916元/平"
正规三房，业主诚心出售，出行方便,一品南庭 -南客站,3室2厅 | 98平米 | 西南 | 毛坯 | 中楼层(共22层)  | 塔楼,0人关注 / 5个月以前发布,70,"7,143元/平"
清晨御廷苑 3室2厅 东,清晨御廷苑 -南客站,3室2厅 | 95平米 | 东 | 精装 | 高楼层(共23层)  | 塔楼,6人关注 / 6个月以前发布,62.5,"6,579元/平"
中迪广场二期 3室2厅 东南,中迪广场二期 -莲花湖,3室2厅 | 83.04平米 | 东南 | 毛坯 | 高楼层(共30层)  | 塔楼,1人关注 / 一年前发布,65,"7,828元/平"
好一新三室两厅一卫，可拎包入住,环城好一新 -复兴镇,3室2厅 | 88.02平米 | 东南 | 精装 | 高楼层(共29层)  | 暂无数据,4人关注 / 6个月以前发布,43.8,"4,977元/平"
涛源国际公寓 3室1厅 东,涛源国际公寓 -南客站,3室1厅 | 58.78平米 | 东 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 7个月以前发布,42,"7,146元/平"
审计局精装4房，145平前后通透主卧带卫生间,达州市达川区审计局 -南客站,4室2厅 | 145平米 | 东南 | 精装 | 低楼层(共8层)  | 暂无数据,8人关注 / 7个月以前发布,73,"5,035元/平"
房东诚心出售，总价低，采光好，后期会装加装电梯,侨兴茗苑 -南客站,3室2厅 | 96.23平米 | 南 | 简装 | 中楼层(共9层)  | 板塔结合,1人关注 / 一年前发布,55,"5,716元/平"
此房是步行房.采光好.户型方正.出行方便.,健康巷46号 -南客站,3室2厅 | 152.8平米 | 西南 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,60.5,"3,960元/平"
南外花园小区步行房出售 家具家电带,利通花园 -万达路,3室2厅 | 117平米 | 西北 | 简装 | 中楼层(共10层)  | 板塔结合,0人关注 / 一年前发布,52,"4,445元/平"
精装修，中间楼层，满二税费低，地段好，花园小区,香榭国际 -金龙大道,4室2厅 | 91平米 | 西南 | 精装 | 中楼层(共30层)  | 塔楼,3人关注 / 4个月以前发布,75,"8,242元/平"
此房家电家具齐全，简单装修，诚心出售，可拎包入住,恒源科技大厦 -罗浮广场,3室2厅 | 99平米 | 南 | 精装 | 高楼层(共19层)  | 塔楼,1人关注 / 一年前发布,75,"7,576元/平"
楼龄新，标准套三双卫，楼层佳，户型采光佳，通风,上观南城 -南客站,3室1厅 | 102.48平米 | 西 | 毛坯 | 中楼层(共22层)  | 塔楼,4人关注 / 5个月以前发布,70,"6,831元/平"
阳光耍都大户型三室采光好单价2755元,侨兴花园 -万达路,3室2厅 | 127.8平米 | 南 | 简装 | 高楼层(共10层)  | 板楼,11人关注 / 6个月以前发布,34,"2,661元/平"
