标题,开发商,房子信息,发布信息,售价/万,单价
新上优质大四房 高楼层采光好 直望北龙湖 视野好,鑫苑名家 -北站,4室2厅 | 190.77平米 | 南 北 | 简装 | 中楼层(共23层)  | 板塔结合,2人关注 / 9天以前发布,265,"13,892元/平"
急售 精装修 一梯两户 楼层好 标准三房 得房率高,普罗旺世佛罗伦斯西院 -普罗旺世,3室2厅 | 91.38平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,5人关注 / 2个月以前发布,139,"15,212元/平"
金二环  双地铁  万达配套 满五唯一，配套齐全,万达3号院 -二七万达,2室2厅 | 87.71平米 | 南 | 简装 | 33层  | 板塔结合,3人关注 / 2个月以前发布,117,"13,340元/平"
郑东新区象湖旁伟业象湖湾毛坯四房+车位,伟业象湖湾 -白沙,4室2厅 | 168.79平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,12人关注 / 7个月以前发布,174,"10,309元/平"
紫域澜庭 3室2厅 南,紫域澜庭 -荥阳城区,3室2厅 | 92.11平米 | 南 | 简装 | 高楼层(共31层)  | 板塔结合,2人关注 / 2个月以前发布,56,"6,080元/平"
标准的小三房，户型方正，楼层好，采光好,锦艺金水湾观澜苑 -新北站,3室2厅 | 87.16平米 | 北 南 | 精装 | 中楼层(共34层)  | 板塔结合,10人关注 / 3个月以前发布,114,"13,080元/平"
金一环，精装修多层大两居，急售，婚房装修,金沙小区 -沙口路,2室2厅 | 82.99平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,1人关注 / 1个月以前发布,92,"11,086元/平"
业主诚心出售低楼层两房，有天燃气，小车棚。,十四中家属院 -火车站,2室1厅 | 67.23平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,1人关注 / 1个月以前发布,60.5,"8,999元/平"
户型好，精装，通透3房。产权清晰，交通便利。。。。,兰德喜多家 -电力新村,3室2厅 | 88.97平米 | 南 西 | 精装 | 中楼层(共26层)  | 塔楼,0人关注 / 1个月以前发布,133,"14,949元/平"
毛坯三房 全天采光 此房主要卖点就是业主事业蒸蒸日上,财信圣堤亚纳小区 -黄河南路,3室2厅 | 91.01平米 | 东 | 毛坯 | 高楼层(共34层)  | 板楼,3人关注 / 2个月以前发布,159,"17,471元/平"
鑫苑名家  xue校旁边    精装双气 自住,鑫苑名家 -北站,3室1厅 | 151.45平米 | 南 | 简装 | 中楼层(共12层)  | 板楼,8人关注 / 一年前发布,288,"19,017元/平"
楼层较高 采光不错 视野好 经典户型,东方港湾 -郑州东站,2室2厅 | 86.49平米 | 南 | 简装 | 高楼层(共27层)  | 板楼,9人关注 / 3个月以前发布,160,"18,500元/平"
富田太阳城低总价4房 诚心出售随时看房！,富田太阳城二期 -世纪欢乐园,4室2厅 | 135.84平米 | 南 | 简装 | 低楼层(共29层)  | 塔楼,119人关注 / 一年前发布,122,"8,982元/平"
楼层中间楼层，楼层好，小区安静，价格不高。,陇中南巷5号院 -市财政局,2室1厅 | 81.28平米 | 东南 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 7个月以前发布,51.5,"6,337元/平"
银基三期，精装修两房，满五唯一，户型方正，拎包入住,银基王朝三期万和园 -燕庄,2室1厅 | 80.95平米 | 西北 | 精装 | 高楼层(共28层)  | 塔楼,16人关注 / 6个月以前发布,125,"15,442元/平"
业主诚心出售价格还能谈，满五唯一无个税，看房方便,天伦星钻 -未来大厦,2室1厅 | 83.81平米 | 南 | 简装 | 高楼层(共33层)  | 板楼,7人关注 / 7个月以前发布,138,"16,466元/平"
店长推荐 南北通透小三房 中间楼层 地暖自住装修,新里卢浮公馆二期 -郑州东站,3室2厅 | 92.07平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,36人关注 / 7个月以前发布,163.5,"17,759元/平"
中州大道  恒升府第  精装双气3房 户型方正 采光好,恒升府第 -北站,3室1厅 | 100.16平米 | 南 东南 | 精装 | 高楼层(共23层)  | 塔楼,74人关注 / 8个月以前发布,110,"10,983元/平"
精装修看房随时，地铁口家属院，双气采光好,博瑞花园 -燕庄,3室2厅 | 130.9平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,40人关注 / 4个月以前发布,185,"14,133元/平"
南阳路黄河路双地铁口，业主急售三房好户型,郑纺机前街2号院 -沙口路,3室2厅 | 82.04平米 | 东 南 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,102,"12,433元/平"
永威4房，品质房，品质物业，业主诚心卖，价位可以谈,永威书香庭 -橄榄城,4室2厅 | 143.82平米 | 南 北 | 其他 | 高楼层(共34层)  | 板楼,3人关注 / 3个月以前发布,207,"14,393元/平"
全新装修，从未入住。满五年唯一。,富田太阳城二期 -世纪欢乐园,3室2厅 | 123平米 | 南 北 | 其他 | 中楼层(共29层)  | 塔楼,5人关注 / 3个月以前发布,133,"10,814元/平"
中间位置 双阳台双卫大三房户型通透，采光视野都很好,橡树玫瑰城 -阳光城,3室2厅 | 130.32平米 | 南 北 | 简装 | 26层  | 塔楼,0人关注 / 3个月以前发布,148,"11,357元/平"
北龙湖，恒大悦龙台，精装四房，随时能看,恒大悦龙花园 -北龙湖,4室1厅 | 160.82平米 | 南 北 | 其他 | 高楼层(共25层)  | 板塔结合,2人关注 / 14天以前发布,390,"24,251元/平"
一梯两户，通风好，双气，小区改造过了,铁工里37号院 -火车站,3室1厅 | 72.87平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,12人关注 / 7个月以前发布,54,"7,411元/平"
金晨嘉园，次新小区，人车分流，朝南两室，地铁口诚售,金晨嘉园 -陈寨,2室2厅 | 82.35平米 | 南 | 简装 | 低楼层(共30层)  | 板楼,8人关注 / 6个月以前发布,113,"13,722元/平"
人车分流小区 客厅不遮挡！中低楼层，位置安静，,惠众西城一品 -热电厂,3室1厅 | 100.44平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,1人关注 / 3个月以前发布,139,"13,840元/平"
永威物业，三房朝南，精装全配，看房随时，诚心急售！,永威南樾福苑 -航空港商圈,3室1厅 | 90.88平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,1人关注 / 3个月以前发布,64,"7,043元/平"
双地铁口精装大三居 四开间朝南 全明格局 满五年唯一,美景鸿城三期 -阳光城,3室1厅 | 121.83平米 | 南 | 精装 | 高楼层(共32层)  | 板楼,6人关注 / 3个月以前发布,163.5,"13,421元/平"
中州大道地铁口 精装修不到两年 业主诚心出售,中州锦绣花苑 -燕庄,1室1厅 | 47.49平米 | 北 | 精装 | 中楼层(共33层)  | 塔楼,33人关注 / 4个月以前发布,67,"14,109元/平"
北龙湖西岸地铁口  楼顶花园复式,金印阳光城 -汽配大世界,4室1厅 | 129.36平米 | 南 北 | 简装 | 高楼层(共18层)  | 板塔结合,22人关注 / 一年前发布,125,"9,663元/平"
纯南全明户型，采光无遮挡，诚心出售,鑫苑世纪东城东苑 -商业中心,2室2厅 | 86.73平米 | 东南 | 精装 | 高楼层(共33层)  | 板楼,24人关注 / 8个月以前发布,125,"14,413元/平"
4号线5号线地铁口，中州大道旁，精装修大三房,美景鸿城二期 -阳光城,3室1厅 | 90.16平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,3人关注 / 2个月以前发布,122,"13,532元/平"
19年次新小区 人车分流 户型方正 业主诚心出售,华储佳苑 -世纪欢乐园,3室2厅 | 118.64平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,3人关注 / 1个月以前发布,142,"11,969元/平"
金悦府魔改小三房，30万精装修，中间楼位置，视野开阔,华启金悦府 -郑州东站,2室2厅 | 87.93平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,82人关注 / 一年前发布,175,"19,903元/平"
中间位置，精装修，家具家电全带，有加长车位一个,联盟新城四期 -熙地港,3室2厅 | 171.09平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,17人关注 / 4个月以前发布,480,"28,056元/平"
海马公园隔壁   婚房装修3+1户型 有钥匙,新里卢浮公馆二期 -郑州东站,3室2厅 | 131.43平米 | 东 | 精装 | 中楼层(共34层)  | 平房,19人关注 / 7个月以前发布,248,"18,870元/平"
中州大道东区一路之隔、鑫苑名家电梯小高，诚心出售,鑫苑名家 -北站,3室2厅 | 147.7平米 | 东南 南 | 精装 | 中楼层(共11层)  | 板楼,9人关注 / 4个月以前发布,258,"17,468元/平"
纯东南户，户型方正，板楼，年代新，急售，看房方便,天伦星钻 -未来大厦,2室1厅 | 88.36平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,153,"17,316元/平"
蓝钻A区 方型厨房 精装修  看房随时,正商新蓝钻A区 -幸福港湾,3室1厅 | 141.52平米 | 南 北 | 精装 | 高楼层(共21层)  | 塔楼,15人关注 / 4个月以前发布,188,"13,285元/平"
此房满五不唯一、前面无遮挡，光线好。,英地天骄华庭二期 -文博广场,2室2厅 | 87.28平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,6人关注 / 4个月以前发布,223,"25,550元/平"
金林公馆北区 满五年 标准两室 诚心出售 随时看房,金林公馆 -燕庄,2室1厅 | 88.27平米 | 西南 | 精装 | 高楼层(共34层)  | 板楼,0人关注 / 3个月以前发布,146.5,"16,597元/平"
东区临河精装修两房，满五唯一，楼层好,中力七里湾 -通泰路,2室2厅 | 91.8平米 | 南 | 精装 | 高楼层(共26层)  | 板塔结合,0人关注 / 1个月以前发布,155,"16,885元/平"
燕庄 地铁口 花园式社区  满五唯一   诚心出售,金林公馆 -燕庄,2室2厅 | 87.22平米 | 南 北 | 简装 | 中楼层(共32层)  | 板塔结合,5人关注 / 2个月以前发布,152,"17,428元/平"
D铁口，边户3房，视野宽阔好户型,五龙新城香榭园 -五龙口,3室2厅 | 88.22平米 | 南 北 | 精装 | 33层  | 塔楼,10人关注 / 8个月以前发布,114.5,"12,979元/平"
锦艺旁   精装修 两室  采光好   诚心出售,六厂前街社区 -热电厂,2室1厅 | 55.48平米 | 南 | 其他 | 低楼层(共7层)  | 暂无数据,2人关注 / 2个月以前发布,53,"9,553元/平"
精装双气好楼层采光好费用低上学方便,秀水新华城 -新郑城区,3室2厅 | 110.78平米 | 南 | 精装 | 中楼层(共26层)  | 板塔结合,0人关注 / 3个月以前发布,69,"6,229元/平"
二环内+双地铁+满五唯一；喜多家2梯4户；电梯大4房,兰德喜多家 -电力新村,4室2厅 | 127.69平米 | 南 西 北 | 简装 | 中楼层(共28层)  | 塔楼,34人关注 / 一年前发布,167,"13,079元/平"
精装三房双卫、满五唯一、临660亩世纪公园、诚心出售,美景天城 -世纪欢乐园,3室2厅 | 139.88平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,12人关注 / 3个月以前发布,135,"9,652元/平"
丰乐花苑85.3平，满五年降价房，有钥匙无抵押业主急卖,丰乐花苑 -绿茵广场,2室2厅 | 85.3平米 | 南 北 | 精装 | 7层  | 板楼,23人关注 / 一年前发布,99.95,"11,718元/平"
2018年洋房社区 南北通透三居室 改善楼盘 人车分流,阳光城8号院 -阳光城,3室2厅 | 122.2平米 | 南 北 | 精装 | 中楼层(共21层)  | 板塔结合,10人关注 / 5个月以前发布,185,"15,140元/平"
中高楼层，视野好，户型方正，通风效果佳,阳光城9号院 -阳光城,3室2厅 | 89.52平米 | 南 | 毛坯 | 中楼层(共32层)  | 板楼,1人关注 / 2个月以前发布,145,"16,198元/平"
此房源满五年唯一，下沉式花园，业主诚心出售，,永威东棠 -黄河南路,2室2厅 | 88.48平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,40人关注 / 6个月以前发布,232,"26,221元/平"
农业路经二路   报业家属院 双气三房 低楼层 诚心出售,经二路北66号院 -枣庄,3室2厅 | 133.41平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,130,"9,745元/平"
业主诚心出售低楼层两房，有天燃气，小车棚。,十四中家属院 -火车站,2室1厅 | 67.23平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,1人关注 / 1个月以前发布,60.5,"8,999元/平"
一梯两户，通风好，双气，小区改造过了,铁工里37号院 -火车站,3室1厅 | 72.87平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,12人关注 / 7个月以前发布,54,"7,411元/平"
金晨嘉园，次新小区，人车分流，朝南两室，地铁口诚售,金晨嘉园 -陈寨,2室2厅 | 82.35平米 | 南 | 简装 | 低楼层(共30层)  | 板楼,8人关注 / 6个月以前发布,113,"13,722元/平"
二环内+双地铁+满五唯一；喜多家2梯4户；电梯大4房,兰德喜多家 -电力新村,4室2厅 | 127.69平米 | 南 西 北 | 简装 | 中楼层(共28层)  | 塔楼,34人关注 / 一年前发布,167,"13,079元/平"
D铁口，边户3房，视野宽阔好户型,五龙新城香榭园 -五龙口,3室2厅 | 88.22平米 | 南 北 | 精装 | 33层  | 塔楼,10人关注 / 8个月以前发布,114.5,"12,979元/平"
此房满五年，洋房社区和高层社区搭配，低密度,华启金悦府 -郑州东站,2室2厅 | 87.9平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,2人关注 / 3个月以前发布,182,"20,706元/平"
物业好，交通便利，环境优美，居民素质高,绿都澜湾枫园 -橄榄城,4室2厅 | 126.9平米 | 东 | 毛坯 | 中楼层(共33层)  | 板塔结合,5人关注 / 4个月以前发布,197,"15,525元/平"
富田太阳城108平3房2卫拎包入住 安静整洁有钥匙随时看,富田太阳城二期 -世纪欢乐园,3室2厅 | 107.69平米 | 东南 | 精装 | 低楼层(共29层)  | 塔楼,6人关注 / 3个月以前发布,108,"10,029元/平"
此房满五唯一，税费少，电梯小高层，采光无遮挡。,亿安花园 -北站,3室2厅 | 142.97平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,5人关注 / 5个月以前发布,167,"11,681元/平"
精装双气好楼层采光好费用低上学方便,秀水新华城 -新郑城区,3室2厅 | 110.78平米 | 南 | 精装 | 中楼层(共26层)  | 板塔结合,0人关注 / 3个月以前发布,69,"6,229元/平"
锦艺旁   精装修 两室  采光好   诚心出售,六厂前街社区 -热电厂,2室1厅 | 55.48平米 | 南 | 其他 | 低楼层(共7层)  | 暂无数据,2人关注 / 2个月以前发布,53,"9,553元/平"
一期 多层三层、满五 无贷、临660亩世纪公园、诚心卖,美景天城 -世纪欢乐园,3室2厅 | 126.05平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,6人关注 / 2个月以前发布,155,"12,297元/平"
次新小区 人车分流 品质小区  户型方正,绿都澜湾枫园 -橄榄城,2室2厅 | 80.83平米 | 东北 | 简装 | 高楼层(共34层)  | 板塔结合,1人关注 / 3个月以前发布,104,"12,867元/平"
丰乐花苑85.3平，满五年降价房，有钥匙无抵押业主急卖,丰乐花苑 -绿茵广场,2室2厅 | 85.3平米 | 南 北 | 精装 | 7层  | 板楼,23人关注 / 一年前发布,99.95,"11,718元/平"
精装三房双卫、满五唯一、临660亩世纪公园、诚心出售,美景天城 -世纪欢乐园,3室2厅 | 139.88平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,12人关注 / 3个月以前发布,135,"9,652元/平"
4号线5号线地铁口，中州大道旁，精装修大三房,美景鸿城二期 -阳光城,3室1厅 | 90.16平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,3人关注 / 2个月以前发布,122,"13,532元/平"
19年次新小区 人车分流 户型方正 业主诚心出售,华储佳苑 -世纪欢乐园,3室2厅 | 118.64平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,3人关注 / 1个月以前发布,142,"11,969元/平"
紫域澜庭 3室2厅 南,紫域澜庭 -荥阳城区,3室2厅 | 92.11平米 | 南 | 简装 | 高楼层(共31层)  | 板塔结合,2人关注 / 2个月以前发布,56,"6,080元/平"
郑东新区象湖旁伟业象湖湾毛坯四房+车位,伟业象湖湾 -白沙,4室2厅 | 168.79平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,12人关注 / 7个月以前发布,174,"10,309元/平"
纯南全明户型，采光无遮挡，诚心出售,鑫苑世纪东城东苑 -商业中心,2室2厅 | 86.73平米 | 东南 | 精装 | 高楼层(共33层)  | 板楼,24人关注 / 8个月以前发布,125,"14,413元/平"
朝南两室户型，精装修，户型好，楼层好，采光足,汇泉城2号院 -常西湖,2室2厅 | 76.49平米 | 东南 | 精装 | 高楼层(共32层)  | 板塔结合,3人关注 / 3个月以前发布,76.5,"10,002元/平"
地铁口50米，双气，南北通透户型，2梯4户,宏光合园 -恒大绿洲,3室1厅 | 113.05平米 | 南 北 | 简装 | 低楼层(共32层)  | 板塔结合,41人关注 / 8个月以前发布,125,"11,058元/平"
好楼层 一路之隔就是学 校 采光好 有阳台,龙祥苑 -通泰路,1室1厅 | 52.93平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,13人关注 / 5个月以前发布,66,"12,470元/平"
标准四房双卫，小区中间，不临街不临路，含两个教室,英地天骄华庭一期 -文博广场,4室2厅 | 133.3平米 | 南 | 简装 | 低楼层(共29层)  | 板楼,0人关注 / 1个月以前发布,375,"28,133元/平"
多层洋房，大阳台，户型方正，满五年，业主诚心出售,美景天城 -世纪欢乐园,3室2厅 | 139.88平米 | 北 南 | 精装 | 高楼层(共6层)  | 板楼,11人关注 / 3个月以前发布,140,"10,009元/平"
客厅挑高 空间感强 临河观景  正常税费 额外多40平方,中豪汇景湾 -郑州东站,4室2厅 | 124.28平米 | 南 北 | 简装 | 中楼层(共22层)  | 板塔结合,5人关注 / 8个月以前发布,315,"25,346元/平"
