标题,开发商,房子信息,发布信息,售价/万,单价
春天花园 中间楼层 纯毛坯 带23朝南车库 看房方便,春天花园 -能达商务区,3室1厅 | 124.86平米 | 南 | 毛坯 | 中楼层(共6层)  | 板塔结合,0人关注 / 6天以前发布,140,"11,213元/平"
小区首排，精装修，不靠高架，采光好，诚心出售,时光漫城 -能达商务区,3室2厅 | 92.5平米 | 南 | 精装 | 高楼层(共27层)  | 暂无数据,11人关注 / 7个月以前发布,145,"15,676元/平"
荟景苑 五层复式 90+35平阁楼 四房 近中南 五山风景区,荟景苑 -狼山,4室1厅 | 123.48平米 | 南 | 毛坯 | 高楼层(共5层)  | 板楼,12人关注 / 8个月以前发布,156,"12,634元/平"
此房新小区，出行方便，户型方正，居住方便舒适,三盛璞悦府 -如东县,4室2厅 | 155.91平米 | 南 | 毛坯 | 26层  | 板楼,1人关注 / 8个月以前发布,160,"10,263元/平"
林肯精装空调新风系统 洋房，永旺旁 地铁口,林肯公园 -能达商务区,4室2厅 | 123.37平米 | 南 北 | 精装 | 中楼层(共9层)  | 板塔结合,4人关注 / 9个月以前发布,242.6,"19,665元/平"
恒大威尼斯  三期带地暖  接地气，采光无忧 楼间距宽,恒大海上威尼斯 -启东市,3室2厅 | 97.21平米 | 南 | 精装 | 低楼层(共16层)  | 塔楼,40人关注 / 一年前发布,55.8,"5,741元/平"
此房是小区海景房，可以看海景观，户型方正，,恒大海上威尼斯 -启东市,2室1厅 | 61.07平米 | 南 | 精装 | 中楼层(共28层)  | 塔楼,28人关注 / 一年前发布,35,"5,732元/平"
开发区中南熙悦精装三房，环境好适合居住,中南熙悦(南通经济技术开发区) -能达商务区,3室2厅 | 94.22平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,49人关注 / 一年前发布,145,"15,390元/平"
星盛花园  大三居室  带朝南车库  地铁口,星盛花园 -能达商务区,3室2厅 | 121.9平米 | 南 | 毛坯 | 6层  | 板楼,1人关注 / 4个月以前发布,126,"10,337元/平"
开发商精装，6层的洋房，同意满2年过户,林肯公园 -能达商务区,4室2厅 | 124.08平米 | 南 | 精装 | 中楼层(共6层)  | 平房,0人关注 / 2个月以前发布,235,"18,940元/平"
恒大二期房子 精装 三房  随时看房,恒大海上威尼斯 -启东市,3室1厅 | 93平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼,0人关注 / 8个月以前发布,50,"5,377元/平"
中铁开发九溪原著143平精装修洋房 带央空调,九溪源著 -苏通,4室2厅 | 143.01平米 | 南 | 精装 | 6层  | 板楼,17人关注 / 9个月以前发布,166,"11,608元/平"
春风南岸品质小区  三房 双阳台  精装修 好楼层,春风南岸西园 -能达商务区,3室2厅 | 95.94平米 | 南 | 精装 | 中楼层(共25层)  | 板塔结合,67人关注 / 一年前发布,163,"16,990元/平"
此房户型方正 双阳台三室二厅二卫精装修,龙田花苑二期 -能达商务区,3室2厅 | 127.37平米 | 南 | 精装 | 21层  | 板楼,1人关注 / 1个月以前发布,126.8,"9,956元/平"
奥体新城首府，首看好房，值得一观。,奥体新城首府 -海安县,2室2厅 | 94.46平米 | 南 | 毛坯 | 低楼层(共25层)  | 板塔结合,6人关注 / 8个月以前发布,99.8,"10,566元/平"
本房全新精装交付本房全新精装交付，3朝阳户型,雅居乐万科中央公园 -海门,3室2厅 | 139平米 | 南 | 精装 | 低楼层(共18层)  | 暂无数据,1人关注 / 2个月以前发布,235.8,"16,965元/平"
诚心出售，面积大总价低，全面格局，户型方正,绿地新里城 -能达商务区,3室2厅 | 91.28平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,0人关注 / 3个月以前发布,122,"13,366元/平"
全新毛坯 电梯房 楼层好 采光充足 户型方正 交通便利,万和家园(海门市) -海门,3室2厅 | 131.95平米 | 南 | 毛坯 | 低楼层(共17层)  | 板楼,0人关注 / 1个月以前发布,149.8,"11,353元/平"
九龙纯洋房好楼层 精装 修 带空调 位置佳 采光棒,世茂九龙庭 -能达商务区,3室2厅 | 126.28平米 | 南 | 精装 | 18层  | 板塔结合,23人关注 / 3个月以前发布,188.6,"14,936元/平"
万科翡翠 品质小区 绝美洋房 好楼层 房东诚意出售,万科翡翠甲第 -海门,3室2厅 | 126.51平米 | 南 | 精装 | 高楼层(共10层)  | 暂无数据,0人关注 / 1个月以前发布,325.8,"25,753元/平"
万科品质洋房 精装三室 诚心出售,万科翡翠公园 -能达商务区,3室2厅 | 94.16平米 | 南 北 | 精装 | 高楼层(共11层)  | 板塔结合,3人关注 / 5个月以前发布,192,"20,391元/平"
中南熙悦 小区首排 价格可谈 中间楼层 视野全天,中南熙悦(南通经济技术开发区) -能达商务区,3室2厅 | 91.65平米 | 南 | 精装 | 高楼层(共31层)  | 板塔结合,20人关注 / 一年前发布,139,"15,167元/平"
兴石花园 新交房 方正户型  无    大     税,兴石花园 -观音山,2室1厅 | 83.53平米 | 南 | 毛坯 | 10层  | 塔楼,63人关注 / 一年前发布,100,"11,972元/平"
业主诚心出售，开发商精装修，看房方便,恒大海上威尼斯 -启东市,2室1厅 | 61.07平米 | 北 南 | 精装 | 低楼层(共28层)  | 板楼,15人关注 / 2个月以前发布,32.6,"5,339元/平"
采光充足 视野开阔  实施设备齐全 出行便捷,恒大海上威尼斯 -启东市,3室2厅 | 95.54平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,10人关注 / 3个月以前发布,52,"5,443元/平"
配套齐全，户型正气，楼层，开发商原装未入住,恒大海上威尼斯 -启东市,3室2厅 | 125.56平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,2人关注 / 1个月以前发布,75,"5,974元/平"
碧海银沙 异国风情 旖旎风光 旅游度假胜地,恒大海上威尼斯 -启东市,2室1厅 | 73.2平米 | 南 北 | 精装 | 高楼层(共31层)  | 塔楼,1人关注 / 5个月以前发布,42,"5,738元/平"
龙湖物业 品质住宅 小高层 得房率高 一梯一户,春风南岸西园 -能达商务区,4室2厅 | 136平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,7人关注 / 5个月以前发布,228,"16,765元/平"
绿地好楼层好赞好房急售！随时看房！价格可谈！,绿地新里城 -能达商务区,3室2厅 | 106平米 | 南 | 毛坯 | 中楼层(共34层)  | 板塔结合,7人关注 / 5个月以前发布,134.8,"12,717元/平"
中创区 首排  诚心急售  带朝南大车库,朝阳花苑 -小海,3室1厅 | 102.62平米 | 南 | 毛坯 | 中楼层(共6层)  | 塔楼,2人关注 / 7个月以前发布,139,"13,546元/平"
此房户型方正 双阳台三室二厅二卫精装修,龙田花苑二期 -能达商务区,3室2厅 | 127.37平米 | 南 | 精装 | 21层  | 板楼,1人关注 / 1个月以前发布,126.8,"9,956元/平"
春风南岸品质小区  三房 双阳台  精装修 好楼层,春风南岸西园 -能达商务区,3室2厅 | 95.94平米 | 南 | 精装 | 中楼层(共25层)  | 板塔结合,67人关注 / 一年前发布,163,"16,990元/平"
绿地新里城 首排 精装修 湖景 3房  价格好谈,绿地新里城 -能达商务区,3室2厅 | 116.3平米 | 南 | 简装 | 中楼层(共33层)  | 板塔结合,7人关注 / 5个月以前发布,163.8,"14,085元/平"
绿地好楼层好赞好房急售！随时看房！价格可谈！,绿地新里城 -能达商务区,3室2厅 | 106平米 | 南 | 毛坯 | 中楼层(共34层)  | 板塔结合,7人关注 / 5个月以前发布,134.8,"12,717元/平"
采光充足 视野开阔  实施设备齐全 出行便捷,恒大海上威尼斯 -启东市,3室2厅 | 95.54平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,10人关注 / 3个月以前发布,52,"5,443元/平"
满二过户，诚心出售，价格可以谈,中南熙悦(南通经济技术开发区) -能达商务区,4室2厅 | 119.44平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,7人关注 / 11个月以前发布,218,"18,252元/平"
仁恒三期  前排视野 紫琅湖 紫琅公园全景 停车方便,仁恒公园世纪 -观音山,4室2厅 | 134.89平米 | 南 | 精装 | 低楼层(共15层)  | 板楼,32人关注 / 5个月以前发布,449,"33,287元/平"
首排中上楼层，精装全屋白象实木地板，全屋定制，,世茂九龙庭 -能达商务区,3室1厅 | 89.55平米 | 南 北 | 精装 | 33层  | 板塔结合,1人关注 / 3个月以前发布,156,"17,421元/平"
近靠中创，地铁，尊享优质生活、品味奢华人生！！！,春风南岸西园 -能达商务区,4室2厅 | 122.16平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,12人关注 / 一年前发布,246,"20,138元/平"
户型方正 成本价出售 随时可看 房东诚售 万科品质小区,万科未来之光 -金新,3室2厅 | 111.72平米 | 南 | 简装 | 18层  | 板塔结合,2人关注 / 7个月以前发布,150,"13,427元/平"
万科品质小区 别墅带大院子  自带湖景 急售带车位,万科有湖（翡翠心湖） -能达商务区,4室2厅 | 127.84平米 | 南 | 毛坯 | 3层  | 板楼 | 联排别墅 ,0人关注 / 2个月以前发布,340,"26,596元/平"
云樾东方，中上楼层，开发商装修，房东诚心出售,云樾东方 -能达商务区,3室2厅 | 135.73平米 | 南 | 精装 | 34层  | 板塔结合,0人关注 / 1个月以前发布,205,"15,104元/平"
精装交付 精心打造高品质小区！！！！！！！！！,卓越万科新都会 -金沙,3室2厅 | 121.2平米 | 南 北 | 简装 | 高楼层(共18层)  | 板塔结合,4人关注 / 一年前发布,142,"11,717元/平"
欢迎带看，看房方便，价格有来去。,兴石花园 -观音山,3室2厅 | 128.92平米 | 南 | 毛坯 | 低楼层(共18层)  | 塔楼,2人关注 / 一年前发布,168,"13,032元/平"
房东急售，带落地观景窗户的房子，3室精装修，视野佳,文明佳苑 -白蒲,3室2厅 | 124.24平米 | 西北 | 精装 | 6层  | 板楼,3人关注 / 3个月以前发布,73.8,"5,941元/平"
好楼层 视野开阔 采光充足 诚心出售,招商新城雍景湾 -金沙,4室2厅 | 140.19平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,7人关注 / 4个月以前发布,192,"13,696元/平"
恒大威尼斯 精品房源 里面家电齐全 可拎包入住,恒大海上威尼斯 -启东市,3室2厅 | 111.3平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,73人关注 / 一年前发布,56,"5,032元/平"
保利云禧，户型方正，四开间朝南，阳光充足，诚意出售,保利云禧 -海门,3室2厅 | 127平米 | 南 | 精装 | 低楼层(共26层)  | 板塔结合,0人关注 / 2个月以前发布,239.8,"18,882元/平"
富力半岛花园 方正三房 精装修 楼层好 采光好,富力半岛花园 -张芝山,3室2厅 | 109.97平米 | 南 | 精装 | 低楼层(共20层)  | 板楼,2人关注 / 一年前发布,106,"9,639元/平"
人民西路 明道紫石  全新 毛坯房 没住过人 随时看房,长宏水岸名城 -海安县,3室2厅 | 125.83平米 | 南 | 毛坯 | 中楼层(共14层)  | 暂无数据,3人关注 / 7个月以前发布,109.8,"8,727元/平"
此房楼间距大 采光好 楼层好 户型方正， 居住舒适,丽景湾 -五接,3室2厅 | 117.43平米 | 南 北 | 毛坯 | 高楼层(共12层)  | 板楼,0人关注 / 4个月以前发布,102,"8,687元/平"
绿城沁园下套必卖好房 位置好 双阳台西边户有家电家具,绿城沁园 -永兴,3室2厅 | 132.91平米 | 南 | 精装 | 低楼层(共17层)  | 板塔结合,0人关注 / 2个月以前发布,298,"22,422元/平"
海上传奇户型方正，环境优美，交通便利,海上传奇 -苏通,3室2厅 | 88.92平米 | 南 | 精装 | 30层  | 板塔结合,3人关注 / 3个月以前发布,85,"9,560元/平"
位置老好了 视野开阔 采光充足 交通便利,惠蒲新世纪 -白蒲,3室2厅 | 119.7平米 | 南 北 | 毛坯 | 18层  | 板楼,2人关注 / 一年前发布,99,"8,271元/平"
地铁一号线（在建）深南路站，2房朝南，现代简约风,永兴佳园 -永兴,2室2厅 | 84.82平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,8人关注 / 7个月以前发布,118,"13,912元/平"
东方大道旁 全新毛坯三房 单价八千多,星怡花园 -能达商务区,3室2厅 | 120.6平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,108,"8,956元/平"
春风南岸精装洋房，大五房，视野采光好。,春风南岸东园 -能达商务区,5室2厅 | 142.2平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,21人关注 / 8个月以前发布,279,"19,621元/平"
中南江滨悦好楼层采光好视野开阔房东诚心！,中南江滨悦 -长江,3室2厅 | 116平米 | 南 | 毛坯 | 低楼层(共32层)  | 塔楼,0人关注 / 一年前发布,97,"8,363元/平"
海上传奇 前排 前排 115平 阳台已封 诚心出售,海上传奇 -苏通,3室1厅 | 114.64平米 | 南 | 简装 | 30层  | 板塔结合,16人关注 / 10个月以前发布,106,"9,247元/平"
户型方正，楼层适当，阳台开窗是花园，基本全天采光！,中南熙悦(如皋市) -如皋市区,4室2厅 | 205.55平米 | 南 | 精装 | 下叠(共4层)  | 板楼 | 叠拼别墅 ,9人关注 / 一年前发布,286,"13,914元/平"
海上传奇 精装洋房 品质小区 看房提前,海上传奇 -苏通,3室2厅 | 102.75平米 | 南 | 精装 | 9层  | 板塔结合,2人关注 / 9个月以前发布,107.6,"10,473元/平"
汇泰嘉园小区环境优美，电梯楼梯两相宜，采光充足.适,汇泰嘉园东区 -启东市,2室1厅 | 81.18平米 | 南 | 毛坯 | 低楼层(共17层)  | 暂无数据,1人关注 / 4个月以前发布,106,"13,058元/平"
2期高层 可看海 得房率高 有家具家电 产证满二,恒大海上威尼斯 -启东市,3室2厅 | 94.5平米 | 东 南 | 精装 | 中楼层(共32层)  | 塔楼,6人关注 / 4个月以前发布,51,"5,397元/平"
房东诚心出售，看房有钥匙近地铁,红星天铂 -观音山,3室2厅 | 117平米 | 南 | 精装 | 9层  | 板楼,5人关注 / 一年前发布,228,"19,488元/平"
此房精装修，拎包入住，物业负责。,海上传奇 -苏通,3室2厅 | 88.98平米 | 南 | 精装 | 30层  | 板塔结合,47人关注 / 一年前发布,69,"7,755元/平"
好楼层，好房型，好位置，好地段，你值得拥有,恒大海上威尼斯 -启东市,3室2厅 | 92.75平米 | 东南 南 | 精装 | 中楼层(共32层)  | 塔楼,0人关注 / 3个月以前发布,56,"6,038元/平"
中南熙悦 开发商精装修 楼层好 采光好 诚心出售,中南熙悦(如皋市) -如皋市区,3室2厅 | 96.01平米 | 南 | 简装 | 中楼层(共26层)  | 板楼,1人关注 / 2个月以前发布,124.8,"12,999元/平"
北上海花园A区好房出售随时可看房,北上海花园A区 -启东市,2室1厅 | 98.86平米 | 南 | 毛坯 | 中楼层(共10层)  | 板塔结合,0人关注 / 1个月以前发布,140,"14,162元/平"
出行便捷 低密度 环境优美。养老、结婚定居等用房需求,恒大海上威尼斯 -启东市,4室2厅 | 140.82平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,22人关注 / 8个月以前发布,70,"4,971元/平"
永旺东 南北通3房  楼层好  全明户型,时代尚城 -张芝山,3室2厅 | 108.19平米 | 南 | 毛坯 | 16层  | 板楼,0人关注 / 2个月以前发布,99,"9,151元/平"
楼层好 楼间距宽，采光好无遮挡视野好，户型方正,绿地新里城 -能达商务区,3室2厅 | 90.69平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,15人关注 / 一年前发布,128,"14,115元/平"
全新装修，拎包入住，视野采光位置佳,绿地新里城 -能达商务区,3室2厅 | 106.8平米 | 南 | 精装 | 低楼层(共34层)  | 塔楼,6人关注 / 一年前发布,158,"14,795元/平"
中创南，熙悦首排大四房，首排好房地铁口，,中南熙悦(南通经济技术开发区) -能达商务区,4室2厅 | 135.88平米 | 南 | 精装 | 低楼层(共30层)  | 板塔结合,37人关注 / 一年前发布,195,"14,351元/平"
中创南 能达芯 标准洋房 拎包入住,中南熙悦(南通经济技术开发区) -能达商务区,4室2厅 | 120.91平米 | 南 | 精装 | 中楼层(共10层)  | 板塔结合,0人关注 / 1个月以前发布,226,"18,692元/平"
星湖邻里 看101 夜景 精装  边户明亮,炜赋星湖邻里 -能达商务区,3室2厅 | 132.94平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,0人关注 / 3个月以前发布,168,"12,638元/平"
东区前排位置好，改善优质房，全天采光，大阳台,远创东樾 -观音山,4室2厅 | 140.22平米 | 南 | 精装 | 15层  | 板楼,5人关注 / 一年前发布,398,"28,384元/平"
云樾东方，地铁口，房东诚心出售，价格可议,云樾东方 -能达商务区,3室2厅 | 134.41平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,8人关注 / 5个月以前发布,210,"15,624元/平"
户型方正，全明户型，现房随时可看，万科物业品质小区,万科时代之光 -金新,3室2厅 | 93.32平米 | 南 北 | 精装 | 22层  | 板楼,7人关注 / 8个月以前发布,134,"14,360元/平"
绿地新里城，三房，紧靠生态长廊，视野采光好！,绿地新里城 -能达商务区,3室1厅 | 92.12平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,128,"13,895元/平"
育才旁，万达旁，南山湖旁，电梯新房，采光无遮挡,湖畔天下 -金沙,3室2厅 | 110.27平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,3人关注 / 一年前发布,198,"17,956元/平"
便宜好房 锦逸家园 中上楼层 多层房 毛坯 业主诚.....,锦逸家园 -启东市,3室1厅 | 97.07平米 | 南 | 毛坯 | 低楼层(共5层)  | 暂无数据,0人关注 / 2个月以前发布,117,"12,054元/平"
