标题,开发商,房子信息,发布信息,售价/万,单价
有大红本    早就满五   户型方正    采光充足,十八中宿舍 -旧省政府,2室1厅 | 66.56平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 26天以前发布,91.8,"13,793元/平"
建南南内环东岗路建设路工业管理宿舍两居室 拎包入住,工业管理学校宿舍 -建南汽车站商圈,2室1厅 | 48.41平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,3人关注 / 4个月以前发布,42,"8,676元/平"
迎泽桃园小户型一层两居采光好院子大可停车,水利厅宿舍 -桃北商圈,2室1厅 | 52.49平米 | 东 | 其他 | 低楼层(共3层)  | 板楼,26人关注 / 7个月以前发布,38,"7,240元/平"
和平公园旁 满五唯一 过户费低 拎包入住,电子厂宿舍小区 -理工大商圈,2室1厅 | 84.56平米 | 西 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,59,"6,978元/平"
晋祠路 中国银行宿舍 小三居 业主诚售,中国银行宿舍 -理工大商圈,3室1厅 | 82.1平米 | 南 北 | 简装 | 中楼层(共4层)  | 板楼,2人关注 / 3个月以前发布,62,"7,552元/平"
南内环并州路高层电梯房精装修交通便利生活方便,翰府 -亲贤商圈,2室2厅 | 95.11平米 | 南 北 | 精装 | 高楼层(共28层)  | 板楼,22人关注 / 11个月以前发布,92,"9,674元/平"
首开国风上观精装大三居，本满二，诚心卖,首开·国风上观 -龙城商圈,3室2厅 | 164.48平米 | 南 北 | 精装 | 低楼层(共24层)  | 板楼,39人关注 / 10个月以前发布,180,"10,944元/平"
恒大绿洲西区二次装修中间楼层家里保养新,恒大绿洲西区 -经济开发区商圈,3室1厅 | 120平米 | 南 北 | 其他 | 中楼层(共22层)  | 板塔结合,0人关注 / 14天以前发布,135,"11,250元/平"
亲贤街，佳地花园，大红本，可以贷款，诚心出售！,佳地花园 -亲贤商圈,3室2厅 | 166.38平米 | 南 东北 | 其他 | 中楼层(共26层)  | 板塔结合,0人关注 / 1个月以前发布,167,"10,038元/平"
中间层 南北通透 采光好 停车方便 配套齐全,邮电宿舍 -青年路商圈,3室1厅 | 81平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 15天以前发布,140,"17,284元/平"
青年路 迎泽公园 团校宿舍2居室 诚心出售,团校宿舍 -山西医科大商圈,2室2厅 | 73.9平米 | 南 北 | 简装 | 中楼层(共5层)  | 暂无数据,0人关注 / 1个月以前发布,67,"9,067元/平"
汾河公园旁 精装 单价低  学府街平阳路长风街 大社区,滨东花园 -学府商圈,3室2厅 | 173.98平米 | 北 南 | 精装 | 中楼层(共26层)  | 板塔结合,0人关注 / 2个月以前发布,198,"11,381元/平"
双塔公园  地铁一号线  迎泽大街东延 两卧朝阳,木器总厂东晟小区 -朝阳街,2室1厅 | 68.38平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 14天以前发布,63,"9,214元/平"
晋阳街体育路口，出行便利，配套齐全 楼层好，诚心卖,裕丰花园 -晋阳街商圈,3室2厅 | 117.95平米 | 南 北 | 简装 | 低楼层(共17层)  | 板楼,49人关注 / 一年前发布,119,"10,090元/平"
长治路王村南街单位宿舍交通便利生活方便停车方便,盲校宿舍 -亲贤商圈,3室1厅 | 74.34平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,1人关注 / 1个月以前发布,67,"9,013元/平"
府东街经园路山水庭院交通便利配套齐全。,山水庭院 -东客站,3室2厅 | 158.68平米 | 南 北 | 精装 | 低楼层(共17层)  | 板楼,2人关注 / 3个月以前发布,110,"6,933元/平"
观湖景三居 长风西街 绿化35% 看房预约 诚售,富力现代广场 -和平南路商圈,3室2厅 | 145平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,1人关注 / 12天以前发布,130,"8,966元/平"
西华苑三期北区 1室1厅 南,西华苑三期北区 -西客站商圈,1室1厅 | 60平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 14天以前发布,40,"6,667元/平"
龙城公园旁精装124平产权无瑕疵可随时看房随时签约,首开·国风上观 -龙城商圈,3室2厅 | 123.25平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,3人关注 / 4个月以前发布,158,"12,820元/平"
兴华街 中间楼层 大红本 出行方便 可按揭 南北通透,绿荫小区 -兴华,2室2厅 | 70.08平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 12天以前发布,44,"6,279元/平"
长风西街  富力现代广场  大红本满五唯一   精装修,富力现代广场 -和平南路商圈,3室2厅 | 149.2平米 | 南 | 其他 | 低楼层(共34层)  | 板楼,0人关注 / 一年前发布,135,"9,049元/平"
万科蓝山，精装3居室，房本满两年，小高层，诚心出售,万科蓝山3期 -和平南路商圈,3室2厅 | 127.3平米 | 南 北 | 精装 | 高楼层(共10层)  | 板楼,11人关注 / 4个月以前发布,143,"11,234元/平"
中间楼层，对太师，出行方便，地段好,皇庙东巷出版局宿舍 -文庙商圈,2室1厅 | 78.8平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 10个月以前发布,95,"12,056元/平"
煤气化小西区 2室1厅 南 北,煤气化小西区 -下元商圈,2室1厅 | 50.8平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 6天以前发布,37,"7,284元/平"
"精装修，环境优美，出入方便,桃南三七汾河公园咫尺.",热力公司宿舍 -桃园南路,3室2厅 | 88.11平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,140,"15,890元/平"
水龙盛大厦， 浇筑楼 单位宿舍,舒园小区 -亲贤商圈,2室1厅 | 78.18平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,73,"9,338元/平"
太原南站 万科城 朝南三居 大红本满二 精装修,太原万科城 -南站机场商圈,3室2厅 | 99.82平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,4人关注 / 4个月以前发布,131,"13,124元/平"
亲贤街长治路单位宿舍交通便利生活方便业主诚心出售,供电局小区 -亲贤商圈,2室1厅 | 61.02平米 | 东 西 | 简装 | 低楼层(共6层)  | 板楼,9人关注 / 4个月以前发布,45,"7,375元/平"
满二精装修，中间层，前面无遮挡，万科物业，停车方便,万科金域华府南区 -千峰北路商圈,3室2厅 | 98平米 | 南 北 | 其他 | 高楼层(共24层)  | 板塔结合,2人关注 / 2个月以前发布,92,"9,388元/平"
诚心出售 康乐街化二院宿舍 可停车 中间2层 三居室,化二院小区 -桃园南路,3室1厅 | 82.77平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,17人关注 / 9个月以前发布,114,"13,774元/平"
五一路二院旁 精装修三居室 复式结构 好停车过户费低,景泽苑 -小东门,3室2厅 | 66.27平米 | 东 | 精装 | 高楼层(共17层)  | 板塔结合,7人关注 / 4个月以前发布,83,"12,525元/平"
南北三居室 朝阳街 景泰花苑 大红本房,景泰花苑 -朝阳街,3室2厅 | 112平米 | 南 西 北 | 精装 | 低楼层(共26层)  | 暂无数据,2人关注 / 13天以前发布,70.5,"6,295元/平"
万科城 精装两居 满二 看方便,太原万科城 -南站机场商圈,2室1厅 | 85.56平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,4人关注 / 5个月以前发布,105,"12,273元/平"
青年路  可观迎泽公园  楼中楼,滨湖公园九号 -山西医科大商圈,3室2厅 | 143.69平米 | 南 北 | 其他 | 高楼层(共24层)  | 板楼,1人关注 / 2个月以前发布,230,"16,007元/平"
南内环 地铁口 大红本 看房方便,南内环小区 -亲贤商圈,2室2厅 | 78.78平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,33人关注 / 7个月以前发布,55,"6,982元/平"
南北通透，小三居，离公园路小xue20米，,应化所小区 -千峰北路商圈,3室1厅 | 78.73平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,59,"7,494元/平"
大红本满两年晋祠路汾河边精装大两居交通便利看房方便,华润·幸福里 -理工大商圈,2室1厅 | 104.74平米 | 南 北 | 精装 | 高楼层(共37层)  | 板楼,15人关注 / 一年前发布,147,"14,035元/平"
长风商务区 南中环现房 业主诚心出售,当代MOMA沿湖城 -亲贤商圈,3室2厅 | 146.5平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,2人关注 / 3个月以前发布,154,"10,512元/平"
新上好房 阳光汾河湾 毛坯 好楼层 大红本 全天采光,阳光·汾河湾 -晋阳湖商圈,3室2厅 | 116.96平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板楼,11人关注 / 3个月以前发布,148.5,"12,697元/平"
保利梧桐语 小三居 精装修 南北户型,保利梧桐语 -义井商圈,3室2厅 | 99平米 | 南 北 | 精装 | 高楼层(共34层)  | 塔楼,38人关注 / 一年前发布,123,"12,425元/平"
三千渡 滨河东路汾河景观房 汾河湿地园 森林公园旁,三千渡 -森林公园商圈,3室2厅 | 104.93平米 | 北 南 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,85,"8,101元/平"
长风商务区 南中环现房 业主诚心出售,当代MOMA沿湖城 -亲贤商圈,3室2厅 | 129平米 | 南 北 | 简装 | 中楼层(共22层)  | 板楼,0人关注 / 1个月以前发布,136,"10,543元/平"
保利梧桐语 精装修 小三居 南北户型,保利梧桐语 -义井商圈,3室2厅 | 98.93平米 | 南 北 | 精装 | 低楼层(共30层)  | 塔楼,19人关注 / 一年前发布,110,"11,119元/平"
恒大滨河左岸 中间层  正对小区中间景观 视野开阔,太原恒大滨河左岸 -千峰北路商圈,3室1厅 | 128平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,155,"12,110元/平"
兰亭御湖城东区 17号楼 南北两居 新装修,兰亭·御湖城东区 -义井商圈,2室1厅 | 82.41平米 | 南 北 | 其他 | 低楼层(共33层)  | 板塔结合,0人关注 / 7个月以前发布,90,"10,922元/平"
康宁街 地铁2号线 南北3居 满五年 低楼层,欢乐林栖 -经济开发区商圈,3室2厅 | 132平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,123,"9,319元/平"
随时看房，业主诚心卖，交通便利，配套方便,兴华北小区 -兴华,2室1厅 | 60平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,44,"7,334元/平"
南中环西街，晋阳湖北岸，出行方便，户型方正,圣湖万年花城 -晋阳湖商圈,3室2厅 | 124平米 | 南 北 | 其他 | 中楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,99,"7,984元/平"
亲贤街 昌盛双喜城 园林小区环境 大红本满五,昌盛双喜城 -建南汽车站商圈,3室2厅 | 169平米 | 南 | 其他 | 低楼层(共33层)  | 板塔结合,10人关注 / 6个月以前发布,229,"13,551元/平"
千峰南路 和平公园 南北通透大三居 采光好 楼层好,保利海德公园 -千峰南路商圈,3室2厅 | 126平米 | 南 北 东 | 其他 | 中楼层(共33层)  | 板塔结合,51人关注 / 一年前发布,155,"12,302元/平"
大红本，单价低，和平公园旁，千峰南路，出行便捷，,千泓花苑 -理工大商圈,3室2厅 | 148.76平米 | 南 北 | 其他 | 高楼层(共21层)  | 板楼,19人关注 / 5个月以前发布,99.9,"6,716元/平"
北宫花园  解放路  南北通透 有地下车位,北宫宿舍 -小商品商圈,3室2厅 | 139.12平米 | 南 北 | 其他 | 低楼层(共27层)  | 板楼,4人关注 / 5个月以前发布,98,"7,045元/平"
大红本 三居室 可按揭 首付低 南北通透,丽日小区 -兴华,3室1厅 | 83.29平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,52,"6,244元/平"
观景房，楼下就是公园，跟前是滨河西路,太原恒大滨河左岸 -千峰北路商圈,3室2厅 | 118.12平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,140,"11,853元/平"
北宫宿舍  花园房    毛坯房,北宫宿舍 -小商品商圈,3室2厅 | 139.12平米 | 南 | 其他 | 高楼层(共27层)  | 板楼,1人关注 / 2个月以前发布,102,"7,332元/平"
中正亲贤们，亲贤街繁华地段，精装修,中正·亲贤们 -亲贤商圈,3室2厅 | 142平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,0人关注 / 3个月以前发布,210,"14,789元/平"
长风商务区 南中环 全新家 业主诚心出售,当代MOMA沿湖城 -亲贤商圈,3室2厅 | 118平米 | 南 北 | 简装 | 中楼层(共33层)  | 板楼,3人关注 / 1个月以前发布,115,"9,746元/平"
长风西 富力现代广场 大红本满二 好楼层 看房方便！！,富力现代广场 -和平南路商圈,3室2厅 | 122.14平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,1人关注 / 1个月以前发布,120,"9,825元/平"
长风商务区，小区配套齐全，小三居，总价低,兰亭·御湖城东区 -义井商圈,3室1厅 | 105.58平米 | 东 北 | 精装 | 低楼层(共25层)  | 板塔结合,33人关注 / 一年前发布,87,"8,241元/平"
户型好、业主着急出售、小区园林绿化好,太原恒大城 -下元商圈,3室1厅 | 135.88平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,12人关注 / 11个月以前发布,145,"10,672元/平"
新上精装三居，温泉入户，好楼层,阳光·汾河湾 -晋阳湖商圈,3室2厅 | 116.81平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,1人关注 / 2个月以前发布,168,"14,383元/平"
长风商务区 南中环 全新家 业主诚心出售,当代MOMA沿湖城 -亲贤商圈,3室2厅 | 118平米 | 南 北 | 简装 | 中楼层(共33层)  | 板楼,3人关注 / 1个月以前发布,115,"9,746元/平"
东区大两居 本满二 户型好 采光好 带俩阳台,兰亭·御湖城东区 -义井商圈,2室2厅 | 88.77平米 | 南 北 | 其他 | 低楼层(共33层)  | 板塔结合,1人关注 / 1个月以前发布,68,"7,661元/平"
柳巷 开化寺地铁口 精装两居 4层 东西 大红本拎包住,校尉营社区 -柳巷商圈,2室1厅 | 58.57平米 | 东 西 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,45,"7,684元/平"
柳巷立达平台南北两居，公园旁大红本！！！,柳南小区 -柳巷商圈,2室1厅 | 56.26平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,5人关注 / 10个月以前发布,36,"6,399元/平"
诚心出售 多彩城旁大红本 南北大三居 户型好 格局方正,坤昇小区 -五龙口商圈,3室1厅 | 127.8平米 | 南 北 | 简装 | 高楼层(共22层)  | 暂无数据,0人关注 / 1个月以前发布,90,"7,043元/平"
生活便利  配套完善  小区有绿化,碧桂园朗悦湾 -兴华,3室2厅 | 128平米 | 南 | 其他 | 中楼层(共22层)  | 塔楼,3人关注 / 3个月以前发布,116,"9,063元/平"
解放北路 地铁口 南北通透 一天未入住 精装修交通方便,太钢二十小区 -太钢商圈,2室1厅 | 63.05平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,3人关注 / 1个月以前发布,44,"6,979元/平"
客厅双卧朝阳，采光无遮挡，全明户型,太原恒大城 -下元商圈,3室2厅 | 118.09平米 | 南 北 | 精装 | 低楼层(共30层)  | 板楼,64人关注 / 一年前发布,118,"9,993元/平"
外国语旁 单价5800 可贷款 配套全  非诚勿扰,汾西重工新建社区 -千峰北路商圈,2室1厅 | 60.18平米 | 南 北 | 精装 | 低楼层(共5层)  | 板楼,3人关注 / 3个月以前发布,35,"5,816元/平"
长风商务区 市政大厅旁 万象城 紫竹园,紫竹園 -义井商圈,3室2厅 | 156.49平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,124,"7,924元/平"
房东诚心出售，南北通透两居，高楼层，万象城商圈,保利梧桐语 -义井商圈,2室1厅 | 90.6平米 | 南 北 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 31天以前发布,100,"11,038元/平"
长风商务区 华润万象城 交通便利,晋阳·峰璟 -义井商圈,3室2厅 | 148.82平米 | 南 北 | 精装 | 低楼层(共30层)  | 板楼,11人关注 / 一年前发布,173,"11,625元/平"
优山美郡毛坯现房三居两卫 省人民医院 摄乐公园,辰兴·优山美郡 -三给,3室2厅 | 114.3平米 | 南 | 毛坯 | 中楼层(共30层)  | 板楼,1人关注 / 2个月以前发布,87,"7,612元/平"
南北朝向，双卧朝南，客厅朝北，大红本在手。2005年,兴龙苑 -千峰北路商圈,3室1厅 | 102.3平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,1人关注 / 1个月以前发布,69,"6,745元/平"
学府街煤炭医院旁 中辐院 温馨四居室 楼层好,中辐院东小区 -学府商圈,4室2厅 | 146平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,2人关注 / 2个月以前发布,123,"8,425元/平"
旱西关南二条，南北三室，对新建路，大红本可按揭,三桥街道桃园北路东社区 -十二中商圈,3室1厅 | 81.32平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,21人关注 / 一年前发布,95,"11,683元/平"
恒大名都优质三居诚意出售，有钥匙,恒大名都 -小商品商圈,3室2厅 | 120平米 | 南 北 | 精装 | 低楼层(共29层)  | 板塔结合,0人关注 / 1个月以前发布,115,"9,584元/平"
电子西街地铁口 精装南北通透四居 双卧客厅朝南 急售,康馨苑小区 -经济开发区商圈,4室2厅 | 205.27平米 | 南 北 | 精装 | 高楼层(共24层)  | 板楼,4人关注 / 6个月以前发布,180,"8,769元/平"
新本，三室一厨两卫，毛坯，格局方正，单价低,景泰花苑 -朝阳街,3室1厅 | 145.14平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 暂无数据,3人关注 / 1个月以前发布,86,"5,926元/平"
