标题,开发商,房子信息,发布信息,售价/万,单价
11层小高8楼西打头三室两卫 相当于毛坯 满二 随时看房,越秀星汇金沙 -北京中路,3室2厅 | 117.04平米 | 北 西南 | 简装 | 中楼层(共11层)  | 板楼,1人关注 / 7天以前发布,95,"8,117元/平"
丹阳小区东打头 ，耳朵户型格局好 精装修好楼层,丹阳小区 -德胜,3室2厅 | 102.05平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,56人关注 / 一年前发布,110,"10,780元/平"
带小棚，带车位。南北通透 好楼层 采光好,柳林小区 -万科城,2室2厅 | 76.97平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 6个月以前发布,59,"7,666元/平"
柳林小区多层住宅，楼间距大，生活配套齐全,柳林小区 -万科城,2室2厅 | 76平米 | 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 7个月以前发布,65,"8,553元/平"
此房南北通透，精装修拎包入住。,海信天山郡 -汽车西站,3室2厅 | 106.71平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,19人关注 / 5个月以前发布,107,"10,028元/平"
越秀西打头，婚房精装修，全明户型，满二无大税,越秀星汇金沙 -北京中路,3室2厅 | 109.28平米 | 南 北 | 精装 | 低楼层(共34层)  | 板楼,0人关注 / 1个月以前发布,95,"8,694元/平"
高档装修格力全屋空调，品牌家电3室2卫打头房。有小棚,佰和悦府 -高级中学,3室2厅 | 143.58平米 | 南 西 北 | 精装 | 高楼层(共18层)  | 板塔结合,2人关注 / 1个月以前发布,249,"17,343元/平"
南大街 只楚路 新桥国际家园 三居室,新桥国际佳苑 -新桥,3室2厅 | 123.78平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,3人关注 / 3个月以前发布,112,"9,049元/平"
房子很不错， 中间楼层 房主诚心出售 满两年,金桥澎湖湾 -北京中路,2室2厅 | 86.52平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,3人关注 / 6个月以前发布,69.9,"8,080元/平"
锦绣新城 二期  南北通透 三室两厅一厨两卫 采光好,锦绣新城三期 -只楚,2室2厅 | 89.62平米 | 南 北 | 其他 | 中楼层(共9层)  | 塔楼,0人关注 / 1个月以前发布,72,"8,034元/平"
佳苑街通透3居！楼层好!无物业费！免费停车！,佳苑街 -北岛,3室2厅 | 83.89平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 28天以前发布,66,"7,868元/平"
环山路 2室1厅 南,环山路 -厚安,2室1厅 | 77.81平米 | 南 | 简装 | 低楼层(共12层)  | 板楼,1人关注 / 23天以前发布,198,"25,447元/平"
桃花街 2室1厅 南 北,桃花街 -厚安,2室1厅 | 61.8平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 21天以前发布,62,"10,033元/平"
小高层单价6000多交通便利 家家悦弘意医院楼下菜市场,松霞新苑北小区 -松霞,3室2厅 | 102.08平米 | 南 北 | 其他 | 中楼层(共10层)  | 塔楼,0人关注 / 26天以前发布,70,"6,858元/平"
新桥红果里两室低楼层南北通透采光好,红果里 -新桥,2室1厅 | 64.59平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 19天以前发布,52,"8,051元/平"
一楼带院 出门就是海水浴场 宝龙旁 配套齐全,山汽改生活区 -蓬莱市,3室2厅 | 91.04平米 | 南 北 | 精装 | 低楼层(共3层)  | 板楼,0人关注 / 24天以前发布,82,"9,008元/平"
新桥红果里两室低楼层南北通透采光好,红果里 -新桥,2室1厅 | 64.59平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 19天以前发布,52,"8,051元/平"
不要看挂牌多少 价格只要合适就可以谈,伴山壹号紫林园 -世回尧,3室2厅 | 113.01平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,1人关注 / 21天以前发布,170,"15,043元/平"
不动产证，稳定的租客租了十年，好楼层，总价低,四马路 -二马路,1室1厅 | 33.36平米 | 南 | 简装 | 中楼层(共4层)  | 板楼,0人关注 / 17天以前发布,75,"22,483元/平"
9层电梯房，精装修，拎包入住，南北通透，楼间距大,联谊路79-88号 -世回尧,2室2厅 | 65.25平米 | 南 北 | 精装 | 低楼层(共9层)  | 板楼,0人关注 / 27天以前发布,65,"9,962元/平"
此房南北通透 中等装修  房主诚意出售 随时看房,通世新城 -通世南路,2室2厅 | 66.93平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,3人关注 / 1个月以前发布,55,"8,218元/平"
周乐街爱楼层一居室，低总价，年代新,周乐街 -解放路,1室1厅 | 43.46平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,5人关注 / 9个月以前发布,104.8,"24,115元/平"
南通路 中间楼层 总价低 离校近 生活方便 好出租,西南河路 -毓璜顶,1室1厅 | 41.19平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,1人关注 / 1个月以前发布,96,"23,307元/平"
高楼层，业主自己的精装修，采光好，南大街位置方便,名仕豪庭 -毓璜顶,1室1厅 | 36.42平米 | 西 | 精装 | 高楼层(共55层)  | 塔楼,1人关注 / 3个月以前发布,86,"23,614元/平"
开元盛世 2室2厅 南 北,开元盛世 -开元,2室2厅 | 90.6平米 | 南 北 | 其他 | 高楼层(共24层)  | 塔楼,0人关注 / 11天以前发布,100,"11,038元/平"
合创公馆，电梯房，采光好，可以贷款，70年产权,合创公馆 -通世南路,2室1厅 | 53.88平米 | 南 | 简装 | 高楼层(共25层)  | 板塔结合,2人关注 / 2个月以前发布,36,"6,682元/平"
富甲小区 西打头 带小棚 双阳卧室 单价低 诚心卖房,富甲小区 -魁玉路,2室1厅 | 85.17平米 | 北 南 | 精装 | 高楼层(共12层)  | 板楼,2人关注 / 3个月以前发布,76,"8,924元/平"
万科精装修！好楼层！南北通透2居室，有阳台！,万科青年特区 -北岛,2室1厅 | 84.41平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,1人关注 / 一年前发布,72.8,"8,625元/平"
海滨花园小区  离市场近  商圈配套齐全,海滨花园小区彩辉街 -后七夼,2室1厅 | 59.63平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,17人关注 / 一年前发布,88,"14,758元/平"
万象城 2室1厅 东 南,万象城 -大学城,2室1厅 | 63.9平米 | 东 南 | 简装 | 中楼层(共30层)  | 塔楼,3人关注 / 15天以前发布,65,"10,173元/平"
松霞小区 福利莱小区 爱楼层 框架房 打头房带小鹏急售,松霞新苑南小区 -松霞,2室1厅 | 64.75平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,2人关注 / 8个月以前发布,47,"7,259元/平"
芝罘里 1室1厅 南,芝罘里 -解放路,1室1厅 | 43.31平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 3个月以前发布,86,"19,857元/平"
西海岸南北通透，好楼层，一线海景房,西海岸路38号 -北岛,2室2厅 | 97.06平米 | 南 北 | 简装 | 中楼层(共16层)  | 塔楼,2人关注 / 3个月以前发布,100,"10,303元/平"
桦林 精装两室 通透户型 打头房 拎包入住,桦林·颐和苑 -魁玉路,2室2厅 | 85.14平米 | 东 南 北 | 精装 | 中楼层(共27层)  | 板楼,5人关注 / 8个月以前发布,76,"8,927元/平"
三站东方巴黎+诚意出售+随时可看+采光好,东方巴黎 -三站,1室1厅 | 55.21平米 | 南 | 简装 | 中楼层(共18层)  | 板塔结合,0人关注 / 2个月以前发布,44,"7,970元/平"
合创公馆 精装修，东南向两居室，采光好47.62平45万,合创公馆 -通世南路,2室1厅 | 47.62平米 | 东 | 简装 | 低楼层(共25层)  | 塔楼,0人关注 / 9个月以前发布,32,"6,720元/平"
双南卧室，做了两卫，全明户型，装修保持很好,祥隆天合城 -迎春大街,3室2厅 | 114.93平米 | 东南 | 精装 | 中楼层(共18层)  | 塔楼,7人关注 / 8个月以前发布,99,"8,614元/平"
三站东方巴黎+诚意出售+随时可看,东方巴黎 -三站,1室1厅 | 55.21平米 | 南 | 简装 | 低楼层(共18层)  | 板塔结合,0人关注 / 2个月以前发布,44,"7,970元/平"
壹中葡萄山 新精装修未住 低楼层 总价低,南迎祥路 -上夼,1室1厅 | 33.93平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,7人关注 / 6个月以前发布,123,"36,252元/平"
福海路 檀香苑 鸿福名城 精装修2室朝南 好楼层 好户型,鸿福名城 -鸿福街,2室1厅 | 65.17平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 5个月以前发布,46,"7,059元/平"
合创公馆，电梯房，采光好，可以贷款，70年产权,合创公馆 -通世南路,2室1厅 | 47.79平米 | 西 | 精装 | 高楼层(共25层)  | 塔楼,1人关注 / 4个月以前发布,35,"7,324元/平"
中建悦海和园 1室1厅 东 南,中建悦海和园 -北京中路,1室1厅 | 46.75平米 | 东 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 10天以前发布,40,"8,557元/平"
萧翔门口 南北通透 户型标准 采光好 双南卧,芝罘里 -解放路,2室1厅 | 57.85平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,11人关注 / 一年前发布,128,"22,127元/平"
人车分流，封闭管理，生活方便，电梯小区，地暖,万象城 -大学城,2室1厅 | 88.98平米 | 南 北 | 简装 | 低楼层(共24层)  | 板塔结合,0人关注 / 1个月以前发布,100,"11,239元/平"
金沟寨  区政府单位房  一梯两户  装修好直接住,金沟寨四街 -二马路,2室2厅 | 63.39平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,3人关注 / 2个月以前发布,158,"24,926元/平"
海信慧园西区+小高层+中间楼层+居家装修+满2年,海信慧园西区 -高级中学,1室1厅 | 52.5平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,14人关注 / 一年前发布,63,"12,000元/平"
闻涛山庄 中等楼层 一梯两户 南北通透 不临街 安静,闻涛山庄 -前七夼,2室1厅 | 72.49平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,9人关注 / 4个月以前发布,115,"15,865元/平"
萧翔门口 南北通透 户型标准 采光好 双南卧,芝罘里 -解放路,2室1厅 | 57.85平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,11人关注 / 一年前发布,128,"22,127元/平"
精装修两室，好楼层，采光视野好，70年产权，民水民电,合创公馆 -通世南路,2室1厅 | 48.49平米 | 南 北 | 精装 | 高楼层(共25层)  | 板塔结合,7人关注 / 11个月以前发布,31,"6,394元/平"
上海滩花园 南北双阳台 小高层 精装修 看房方便,大华上海滩花园 -三滩社区,2室2厅 | 99.31平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,2人关注 / 1个月以前发布,105,"10,573元/平"
铭士巷，采光没遮挡，位置好，出行方便，总价低,铭士巷 -毓璜顶,2室1厅 | 48.48平米 | 东 | 简装 | 低楼层(共6层)  | 板楼,1人关注 / 1个月以前发布,96,"19,802元/平"
此房精装修带家具家电。房屋很新,海韵苑 -蓬莱市,2室2厅 | 88.53平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,1人关注 / 2个月以前发布,68,"7,682元/平"
此房满五唯一，家里保护的很好，采光好，拎包入住,芝罘里 -解放路,2室1厅 | 56.67平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,107,"18,882元/平"
桦林颐和苑 中间位置 带小棚 南厅南卧室,桦林·颐和苑 -魁玉路,2室2厅 | 92.6平米 | 南 北 | 简装 | 中楼层(共11层)  | 板楼,11人关注 / 11个月以前发布,88,"9,504元/平"
西向一居室，户型方正，交通便利,绿色家园 -迎春大街,1室0厅 | 33.25平米 | 西 | 其他 | 中楼层(共10层)  | 板塔结合,9人关注 / 4个月以前发布,35,"10,527元/平"
此房满五唯一，楼层好，视野好，配套齐。,阳光首院 -首院,2室2厅 | 89.88平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,3人关注 / 6个月以前发布,63,"7,010元/平"
万象城 精装修 两居室 南向大阳台 楼新,万象城 -大学城,2室1厅 | 87.18平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,126,"14,453元/平"
芝罘中xue、满五唯一、南北通透、好楼层好位置,三马路东 -二马路,2室1厅 | 66.75平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 1个月以前发布,173,"25,918元/平"
海信慧园西区+小高层+中间楼层+居家装修+满2年,海信慧园西区 -高级中学,1室1厅 | 52.5平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,14人关注 / 一年前发布,63,"12,000元/平"
不要看挂牌多少 价格只要合适就可以谈,惠安小区 -惠安,2室1厅 | 64.9平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,65,"10,016元/平"
福海路香逸中 央 星河城 精装修好楼层 带阳台房东急售,香逸中央 -福海路,2室2厅 | 88.66平米 | 南 | 精装 | 低楼层(共22层)  | 塔楼,9人关注 / 一年前发布,68,"7,670元/平"
精装修两年 年代新 下楼就是东花园环境好，尚学近便,二马路 -二马路,2室1厅 | 37.98平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 2个月以前发布,96,"25,277元/平"
紫郡城北边 上夼东路 交警大院 框架房 拎包入住,上夼东路 -上夼,2室2厅 | 76.99平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 2个月以前发布,86,"11,171元/平"
银都财富 精装修采光好，楼层好，方便出租，拎包入住,银都财富中心 -毓璜顶,1室1厅 | 65.8平米 | 西 | 精装 | 中楼层(共52层)  | 塔楼,3人关注 / 1个月以前发布,125,"18,997元/平"
星海小区，框架房，实用面积大， 耳朵户型,星海小区 -碧海云天,3室2厅 | 123平米 | 南 北 | 简装 | 低楼层(共4层)  | 板楼,4人关注 / 5个月以前发布,119,"9,675元/平"
金沟寨128万+单价2.3+顶加阁+双南卧总价低,金沟寨四街 -二马路,2室1厅 | 55.44平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,5人关注 / 1个月以前发布,128,"23,089元/平"
业主诚意售，装修保持好，全明户型，公摊低，楼层合适,四季花城（莱山） -迎春大街,2室2厅 | 78.7平米 | 南 北 | 精装 | 低楼层(共10层)  | 板塔结合,7人关注 / 2个月以前发布,85,"10,801元/平"
翡翠小区 低楼层 装修好 总价低,通世里 -南通路,1室1厅 | 31.66平米 | 南 | 精装 | 低楼层(共7层)  | 板塔结合,0人关注 / 2个月以前发布,89,"28,112元/平"
滨海路 圈层改善 全封闭 多层洋楼 动静分离 大三居,银和怡海山庄 -前七夼,3室2厅 | 158.77平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,6人关注 / 2个月以前发布,298,"18,770元/平"
金东小区 5楼 南北通透 采光好 看房方便,金东小区 -金东,2室2厅 | 71.67平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,55,"7,675元/平"
南山世纪华庭 2室2厅 南,南山世纪华庭 -大学城,2室2厅 | 83.33平米 | 南 | 其他 | 低楼层(共39层)  | 塔楼,1人关注 / 3个月以前发布,59.9,"7,189元/平"
一梯两户，全明户型，带车位小棚。,德尚世家 -三滩社区,3室2厅 | 134.36平米 | 南 北 | 其他 | 高楼层(共11层)  | 塔楼,4人关注 / 3个月以前发布,149,"11,090元/平"
精装未住，双南卧南厅，全明户型，好楼层，看房方便,兴盛铭仕城 -高新区周边,2室1厅 | 77.02平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,15人关注 / 5个月以前发布,55,"7,142元/平"
东打头南北通透三居室，毛坯现房,山水龙城蝶苑 -通世南路,3室2厅 | 103.86平米 | 东 南 北 | 毛坯 | 中楼层(共31层)  | 板楼,2人关注 / 4个月以前发布,86,"8,281元/平"
半岛蓝湾二期步梯二楼毛坯俩室，有南北露台,半岛蓝湾 -蓬莱市,2室1厅 | 71.74平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板楼,5人关注 / 10个月以前发布,35,"4,879元/平"
11层电梯小高层，南北通透，采光没有遮挡,桦林彩雲城 -魁玉路,2室2厅 | 83.19平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,3人关注 / 9个月以前发布,69,"8,295元/平"
越秀精装2室，南厅双南卧，带两个阳台,越秀星汇金沙 -北京中路,2室2厅 | 83.1平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,9人关注 / 4个月以前发布,75,"9,026元/平"
松霞西小区，南北通透，好楼层，采光好，有暖气天然气,松霞西小区 -松霞,2室1厅 | 61平米 | 南 北 | 简装 | 低楼层(共3层)  | 板楼,0人关注 / 1个月以前发布,35,"5,738元/平"
东打头南北通透三居室，毛坯现房,山水龙城蝶苑 -通世南路,3室2厅 | 103.86平米 | 东 南 北 | 毛坯 | 中楼层(共31层)  | 板楼,2人关注 / 4个月以前发布,86,"8,281元/平"
半岛蓝湾二期步梯二楼毛坯俩室，有南北露台,半岛蓝湾 -蓬莱市,2室1厅 | 71.74平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板楼,5人关注 / 10个月以前发布,35,"4,879元/平"
精装未住，双南卧南厅，全明户型，好楼层，看房方便,兴盛铭仕城 -高新区周边,2室1厅 | 77.02平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,15人关注 / 5个月以前发布,55,"7,142元/平"
五期高层，开发商品质装修，一梯两户，全新状态,中海国际社区 -科技大道,3室2厅 | 128.26平米 | 南 北 | 其他 | 高楼层(共34层)  | 板楼,4人关注 / 2个月以前发布,120,"9,356元/平"
总高15层的小高层，一梯两户南北通透，室内空间宽敞,中海国际社区 -科技大道,3室2厅 | 136平米 | 南 北 | 其他 | 中楼层(共15层)  | 板楼,2人关注 / 2个月以前发布,137,"10,074元/平"
中海4期锦城，精装修，南北通透，采光无任何遮挡。,中海国际社区 -科技大道,2室2厅 | 84.88平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,1人关注 / 1个月以前发布,76,"8,954元/平"
