标题,开发商,房子信息,发布信息,售价/万,单价
三居室，明室明厅 精装修南北通透 观景房,松林亲水湾 -新城区,3室2厅 | 157.78平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,38人关注 / 一年前发布,143,"9,064元/平"
房主诚心卖，多套房产，现房，看房随时,农资家园 -红山区,2室2厅 | 92.4平米 | 南 北 | 简装 | 中楼层(共25层)  | 板楼,0人关注 / 4个月以前发布,47,"5,087元/平"
精装小户型 诚心出售 看房提前联系,荷枫水岸二期 -桥北新区,2室1厅 | 65.22平米 | 南 | 精装 | 中楼层(共17层)  | 塔楼,0人关注 / 1个月以前发布,47,"7,207元/平"
在水一方 电梯中层 南北通透 全天采光,在水一方小区 -松山区,2室2厅 | 104.23平米 | 南 北 | 简装 | 高楼层(共26层)  | 板塔结合,0人关注 / 3个月以前发布,82,"7,868元/平"
昭乌达梅园 2室1厅 南 北,昭乌达梅园 -红山区,2室1厅 | 62.56平米 | 南 北 | 简装 | 低楼层(共7层)  | 暂无数据,1人关注 / 6个月以前发布,30.5,"4,876元/平"
小区商场，市场，医院，银行，餐饮，娱乐，配置齐全,昭乌达松园小区 -红山区,2室1厅 | 53.63平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 6个月以前发布,23,"4,289元/平"
房子南北通透 步梯5楼  购物方便  交通便利,园丁小区 -红山区,2室1厅 | 71.58平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,48,"6,706元/平"
中梁首府壹号 3室2厅 南 北,中梁首府壹号 -松山区,3室2厅 | 108.8平米 | 南 北 | 其他 | 高楼层(共34层)  | 板楼,0人关注 / 10天以前发布,70,"6,434元/平"
步梯4层，南北通透西边户，精装修，视野开阔！,金百合南区 -红山区,2室1厅 | 77.65平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,5人关注 / 6个月以前发布,57,"7,341元/平"
金融物流港二期 2室1厅 北 南,金融物流港二期 -桥北新区,2室1厅 | 86.37平米 | 北 南 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,28,"3,242元/平"
松城家园 2室2厅 南 北,松城家园 -松山区,2室2厅 | 79.63平米 | 南 北 | 其他 | 中楼层(共11层)  | 板塔结合,0人关注 / 1个月以前发布,56,"7,033元/平"
学苑小区  步梯3楼  采光好  无捆绑 小税,学苑小区 -松山区,2室1厅 | 71.91平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,54,"7,510元/平"
蓝山庭院 电梯高层  精装修 双阳卧室,蓝山庭院东区 -松山区,2室2厅 | 94.14平米 | 南 | 精装 | 高楼层(共16层)  | 板塔结合,0人关注 / 一年前发布,66,"7,011元/平"
下洼子小区 2室1厅 南 北,下洼子小区 -新城区,2室1厅 | 75.32平米 | 南 北 | 其他 | 高楼层(共7层)  | 板塔结合,0人关注 / 6个月以前发布,34,"4,515元/平"
下洼子小区 2室1厅 南 北,下洼子小区 -新城区,2室1厅 | 75.32平米 | 南 北 | 其他 | 高楼层(共7层)  | 板塔结合,0人关注 / 6个月以前发布,34,"4,515元/平"
房子南北通透三室格局 中等装修看房提前联系 诚心卖,丽水河畔 -松山区,3室1厅 | 120.73平米 | 南 北 | 简装 | 低楼层(共15层)  | 板楼,0人关注 / 2个月以前发布,81,"6,710元/平"
园林小区      3楼  小税,园林小区 -红山区,2室1厅 | 64.12平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,43.6,"6,800元/平"
悦海康庭，10楼，采光好，看房方便,悦海康庭北区 -松山区,2室1厅 | 112平米 | 南 北 | 简装 | 中楼层(共26层)  | 板楼,0人关注 / 10个月以前发布,65,"5,804元/平"
玖玺台 新装修 小面积户型  看房随时,宇恒·玖玺台 -松山区,2室2厅 | 75.52平米 | 南 北 | 其他 | 中楼层(共24层)  | 板楼,0人关注 / 2个月以前发布,56.5,"7,482元/平"
昭乌达直入  精装  单价低 无捆绑 全天采光,首地·红山郡 -新城区,2室1厅 | 97.52平米 | 南 | 其他 | 高楼层(共24层)  | 板楼,1人关注 / 3个月以前发布,78,"7,999元/平"
王府花园二期 3室1厅 南 北,王府花园二期 -新城区,3室1厅 | 112.8平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,98.8,"8,759元/平"
松山区 旧兴华小区 1楼 边户 独立两室 小税,2013旧小区改造工程旧兴华家属楼 -松山区,2室2厅 | 60.61平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 7个月以前发布,30,"4,950元/平"
小税 南北通透 精装修 中间层！,永巨小区二组团 -红山区,2室1厅 | 85.5平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,61.6,"7,205元/平"
精装修干净整洁，因工作原因，想把房子变现,北辰市场 -松山区,3室2厅 | 103.5平米 | 南 北 | 其他 | 高楼层(共22层)  | 板楼,3人关注 / 5个月以前发布,38,"3,672元/平"
兴隆小区（红山区) 2室1厅 南 北,兴隆小区（红山区) -红山区,2室1厅 | 58.63平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,35,"5,970元/平"
看房随时  精装修  采光好   小区环境好,中天金御华城 -松山区,2室2厅 | 83.38平米 | 南 北 | 其他 | 低楼层(共22层)  | 板楼,0人关注 / 2个月以前发布,70,"8,396元/平"
怡和家园 2室1厅 南 北,怡和家园 -松山区,2室1厅 | 72.5平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,50.5,"6,966元/平"
翰林华府 2室2厅 南 北,翰林华府 -新城区,2室2厅 | 95.68平米 | 南 北 | 其他 | 低楼层(共17层)  | 板楼,0人关注 / 2个月以前发布,66,"6,898元/平"
春城家园南北通透两室拎包入住随时看房,春城家园 -新城区,2室2厅 | 74.24平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,46.8,"6,304元/平"
向阳小区七组团 2室2厅 南 北,向阳小区七组团 -松山区,2室2厅 | 81.92平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,53,"6,470元/平"
南北通透的三居室，视野开阔，户型好，使用率比较高,鹏宇.新希望 -未知商圈,3室2厅 | 112.88平米 | 南 北 | 简装 | 高楼层(共26层)  | 板楼,1人关注 / 5个月以前发布,71,"6,290元/平"
皇家丽景 3室2厅 南 北,皇家丽景 -松山区,3室2厅 | 117平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,82,"7,009元/平"
美林华苑小面积南北通透年限新地段好,美林华苑 -红山区,2室2厅 | 76.74平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,21人关注 / 一年前发布,42.5,"5,539元/平"
钟楼小区  步梯四楼    采光好,老钟楼小区 -红山区,2室1厅 | 48.25平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,8人关注 / 5个月以前发布,22,"4,560元/平"
水榭花都C公馆 1室0厅 东,水榭花都C公馆 -新城区,1室0厅 | 208.24平米 | 东 | 简装 | 低楼层(共6层)  | 板楼,4人关注 / 一年前发布,150,"7,204元/平"
此房过户小税，楼层低，采光好。,铁东小区（铁路东六栋） -红山区,2室1厅 | 38平米 | 南 北 | 简装 | 低楼层(共3层)  | 暂无数据,0人关注 / 3个月以前发布,11,"2,895元/平"
天合阳光城C区 1室1厅 西 北,天合阳光城C区 -红山区,1室1厅 | 64平米 | 西 北 | 精装 | 中楼层(共11层)  | 塔楼,6人关注 / 一年前发布,44.7,"6,985元/平"
精装修未住 南北通透 全明户型,虹桥丽景国际城 -松山区,3室2厅 | 95.58平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,0人关注 / 8天以前发布,85,"8,894元/平"
松山万达三期洋房 飞机户型 无捆绑,万达·松山万达 -松山区,3室2厅 | 121.08平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 暂无数据,0人关注 / 8天以前发布,83,"6,855元/平"
本房经典2室 属于紧凑户型 南北通透 功能间齐全,星光天地 -松山区,2室1厅 | 90平米 | 南 北 | 简装 | 中楼层(共28层)  | 塔楼,0人关注 / 7天以前发布,52,"5,778元/平"
红山尚景   大三阳格局    独3两室 格局方正 厨房独立,红山尚景 -桥北新区,3室2厅 | 128平米 | 南 北 | 简装 | 中楼层(共17层)  | 板楼,0人关注 / 6天以前发布,92,"7,188元/平"
三阳户型，三室两卫格局。南北通透.价位亲民.看房方便,水榭花都B区 -新城区,3室2厅 | 141.82平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 4天以前发布,92,"6,488元/平"
万达如意府，三室，好位置，前后无遮挡,万达·如意府 -红山区,3室2厅 | 108.39平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 暂无数据,0人关注 / 8天以前发布,82,"7,566元/平"
如园 电梯12楼 明厅三室  落地窗 无捆绑,中天·悦府二期如园 -新城区,3室2厅 | 111平米 | 南 北 | 精装 | 高楼层(共12层)  | 板楼,0人关注 / 7天以前发布,133,"11,982元/平"
如园 电梯12楼 明厅三室  落地窗 无捆绑,中天·悦府二期如园 -新城区,3室2厅 | 111平米 | 南 北 | 精装 | 高楼层(共12层)  | 板楼,0人关注 / 7天以前发布,133,"11,982元/平"
依云水岸 3室2厅 南 北,依云水岸 -松山区,3室2厅 | 142.19平米 | 南 北 | 毛坯 | 高楼层(共5层)  | 暂无数据,0人关注 / 4天以前发布,96,"6,752元/平"
摩尔城公寓  电梯6楼，边户阳面,维多利摩尔城 -桥北新区,2室2厅 | 51.25平米 | 南 | 精装 | 低楼层(共22层)  | 板楼,1人关注 / 7个月以前发布,41.5,"8,098元/平"
唯美品格 精装小公寓 看房方便 无捆 采光好,唯美品格（桥北） -桥北新区,1室1厅 | 49.37平米 | 南 | 简装 | 中楼层(共11层)  | 板塔结合,7人关注 / 一年前发布,28.5,"5,773元/平"
玉龙壹號院 3室2厅 南 北,玉龙壹號院 -新城区,3室2厅 | 179平米 | 南 北 | 其他 | 中楼层(共30层)  | 板楼,0人关注 / 7天以前发布,195,"10,894元/平"
向阳花园五组 2室1厅 南 西,向阳花园五组 -松山区,2室1厅 | 71平米 | 南 西 | 其他 | 低楼层(共7层)  | 板楼,0人关注 / 4天以前发布,48,"6,761元/平"
向阳花园五组 3室2厅 南 北,向阳花园五组 -松山区,3室2厅 | 95.96平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 6天以前发布,67,"6,983元/平"
松北家园 3室1厅 南 北,松北家园 -松山区,3室1厅 | 118平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 4天以前发布,75,"6,356元/平"
恒富·山水苑 2室2厅 南 北,恒富·山水苑 -红山区,2室2厅 | 87.61平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 4天以前发布,37,"4,224元/平"
天合阳光城C区 2室2厅 西,天合阳光城C区 -红山区,2室2厅 | 98平米 | 西 | 其他 | 高楼层(共11层)  | 板楼,0人关注 / 6天以前发布,95,"9,694元/平"
春天鞋业栋 1室1厅 东,春天鞋业栋 -红山区,1室1厅 | 1300平米 | 东 | 其他 | 低楼层(共7层)  | 塔楼,0人关注 / 6天以前发布,800,"6,154元/平"
大地璞玥风华 3室2厅 南 北,大地璞玥风华 -松山区,3室2厅 | 120.42平米 | 南 北 | 其他 | 低楼层(共27层)  | 板塔结合,0人关注 / 4天以前发布,76,"6,312元/平"
大地璞玥风华 3室2厅 南 北,大地璞玥风华 -松山区,3室2厅 | 120.42平米 | 南 北 | 其他 | 低楼层(共27层)  | 板塔结合,0人关注 / 4天以前发布,76,"6,312元/平"
通透户型 毛坯 电梯楼 价格可谈 手续正规车位不要钱,宝民·尚品嘉苑 -未知商圈,3室2厅 | 118.37平米 | 南 西 北 | 其他 | 低楼层(共26层)  | 暂无数据,0人关注 / 3天以前发布,83,"7,012元/平"
向阳小区六组团 3室2厅 南 北,向阳小区六组团 -松山区,3室2厅 | 165.05平米 | 南 北 | 其他 | 高楼层(共23层)  | 塔楼,1人关注 / 7天以前发布,116,"7,029元/平"
中梁·百合四季 3室1厅 南 北,中梁·百合四季 -红山区,3室1厅 | 107平米 | 南 北 | 毛坯 | 低楼层(共25层)  | 板楼,0人关注 / 3天以前发布,78,"7,290元/平"
小区环境优美  采光好  无任何遮挡  随时看房,临河小区 -松山区,3室0厅 | 94.01平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 4天以前发布,65.8,"7,000元/平"
恒茂大厦 电梯 2楼 楼间距宽,恒茂大厦 -松山区,2室1厅 | 72.09平米 | 南 | 简装 | 低楼层(共18层)  | 板楼,0人关注 / 6个月以前发布,37,"5,133元/平"
艾美国际，6楼，54平，建议实地看房,艾美国际 -红山区,1室1厅 | 54平米 | 北 | 简装 | 低楼层(共18层)  | 塔楼,15人关注 / 一年前发布,29.9,"5,538元/平"
富河国际D区 2室2厅 南 北,富河国际D区 -新城区,2室2厅 | 107平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 16天以前发布,95,"8,879元/平"
天丰商贸城 一拖二大厅 适合做生意,天丰商贸城 -红山区,1室1厅 | 437平米 | 南 | 简装 | 低楼层(共1层)  | 板楼,0人关注 / 6个月以前发布,300,"6,865元/平"
本房是大厅，诚心出售，碧水兰庭，户型不错,碧水蓝庭 -桥北新区,1室0厅 | 464.51平米 | 东 西 | 简装 | 中楼层(共4层)  | 板楼,0人关注 / 9个月以前发布,300,"6,459元/平"
玉龙壹號院 1室1厅 南 北,玉龙壹號院 -新城区,1室1厅 | 208.62平米 | 南 北 | 其他 | 低楼层(共9层)  | 暂无数据,0人关注 / 8个月以前发布,410,"19,653元/平"
红旗公寓   南面的采光挺好的  适合老人和陪读住,红旗公寓 -松山区,1室1厅 | 49.72平米 | 南 | 简装 | 低楼层(共16层)  | 板塔结合,0人关注 / 1个月以前发布,19.8,"3,983元/平"
星雨华府一期 3室2厅 南 北,星雨华府一期 -松山区,3室2厅 | 120.5平米 | 南 北 | 简装 | 中楼层(共30层)  | 板楼,0人关注 / 28天以前发布,77,"6,391元/平"
春城家园 2室1厅 南 西,春城家园 -新城区,2室1厅 | 59.7平米 | 南 西 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 19天以前发布,37,"6,198元/平"
大三阳格局 户型方正 楼层好 采光好 随意装修,盛航·盛安福郡 -红山区,3室2厅 | 129.93平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 21天以前发布,79,"6,081元/平"
双桥小区2001年6楼90.54平5081一平,双桥小区 -红山区,3室2厅 | 90.54平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 13天以前发布,46,"5,081元/平"
锅炉厂家属楼 2室1厅 南 北,锅炉厂家属楼 -红山区,2室1厅 | 57.88平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 16天以前发布,30,"5,184元/平"
东城二毛一生活区 2室1厅 南 北,东城二毛一生活区 -红山区,2室1厅 | 51平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 15天以前发布,21,"4,118元/平"
出售 丽都水岸 独立别墅  带前后小院,丽都水岸（新城区） -喀喇沁旗,8室4厅 | 624平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,1人关注 / 4个月以前发布,540,"8,654元/平"
润泰家园 3室2厅 南 北,润泰家园 -红山区,3室2厅 | 111.48平米 | 南 北 | 其他 | 中楼层(共17层)  | 塔楼,0人关注 / 1个月以前发布,67,"6,011元/平"
前排 二期洋房，带车位   明年交工,万达·松山万达 -松山区,3室2厅 | 135.37平米 | 南 | 毛坯 | 高楼层(共9层)  | 板楼,0人关注 / 1个月以前发布,98,"7,240元/平"
大三室 采光好 交通便捷  配套成熟 小区环境好,富兴嘉城A区 -新城区,3室1厅 | 100平米 | 南 北 | 毛坯 | 中楼层(共21层)  | 板楼,0人关注 / 1个月以前发布,89,"8,900元/平"
新降价房源！利丰新房（定金直接拿房）看房随时有钥匙,启辰·利丰雅苑 -桥北新区,3室2厅 | 108.35平米 | 南 北 | 简装 | 低楼层(共14层)  | 板楼,0人关注 / 1个月以前发布,65,"6,000元/平"
配套齐全，出行方便，适合老人居住。去旗县方便,东城二毛三生活区 -红山区,2室1厅 | 51.8平米 | 南 北 | 简装 | 低楼层(共5层)  | 板楼,0人关注 / 4个月以前发布,20,"3,862元/平"
江山风华 电梯好楼层  大三阳 3室2卫 价位合理 无捆绑,大地·江山风华 -松山区,3室2厅 | 123.76平米 | 南 北 | 毛坯 | 高楼层(共24层)  | 板楼,0人关注 / 5个月以前发布,97,"7,838元/平"
锦绣家园 大三阳格局 中装 可贷款 无捆绑,锦绣花园（新城区） -新城区,3室1厅 | 131.35平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,113,"8,603元/平"
红山区地段 ，成熟小区 ，环境好 ，配套齐全,消防队家属楼（钢铁街） -红山区,2室2厅 | 110平米 | 南 北 | 简装 | 高楼层(共18层)  | 塔楼,0人关注 / 1个月以前发布,50,"4,546元/平"
出售水榭花都B区南门一拖二商厅 价格合适,水榭花都B区 -新城区,1室2厅 | 616.21平米 | 南 北 | 简装 | 低楼层(共2层)  | 板楼,0人关注 / 2个月以前发布,590,"9,575元/平"
东方盛景 西移北扩区域， 户型明室明厅格局,盛景·东方胜景 -桥北新区,3室2厅 | 113平米 | 南 北 | 其他 | 中楼层(共13层)  | 板塔结合,0人关注 / 3个月以前发布,58.5,"5,177元/平"
降价5万！利丰雅苑（128平大三室）全天看房 看中能谈,启辰·利丰雅苑 -桥北新区,3室2厅 | 128.73平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,81,"6,293元/平"
电梯19楼 方式房主诚心出售 首付无要求过户中税,永业广场商住楼 -松山区,2室1厅 | 98.8平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,69.8,"7,065元/平"
此房源正常出售，大三阳格局，精装修，五室双卫格局,吉祥家园(新城区) -新城区,5室2厅 | 216.28平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,1人关注 / 一年前发布,185,"8,554元/平"
