标题,开发商,房子信息,发布信息,售价/万,单价
保利拉菲公馆东区 体育公园 小高层 南北通透 诚心出售,保利拉菲公馆朗菲园二期 -裕兴,3室2厅 | 148.54平米 | 南 北 | 简装 | 低楼层(共17层)  | 板楼,106人关注 / 9个月以前发布,282,"18,985元/平"
精装修方正户型不缺觉，三阳开泰户型，双阳卧室。,融创中心 -南焦,3室2厅 | 127.3平米 | 南 北 | 精装 | 中楼层(共24层)  | 板楼,166人关注 / 7个月以前发布,220,"17,283元/平"
中山尚城 三室两厅两卫 精装自住装修 低层方便出行,中山尚城 -鹿泉市,3室2厅 | 121.88平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,3人关注 / 5个月以前发布,96,"7,877元/平"
高远森霖城，三室两厅两卫  前后无遮挡 岔河旁,高远森霖城 -柳董庄,3室2厅 | 118.67平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,6人关注 / 4个月以前发布,139,"11,714元/平"
火车站塔谈商圈，泰丰观湖三室，2号地铁线，带地下室,泰丰观湖 -塔谈,3室2厅 | 155.61平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板楼,35人关注 / 6个月以前发布,243,"15,616元/平"
急售两室！精装婚房！拎包入住！带地下室,世纪康城 -赵陵铺,2室2厅 | 101.37平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 1个月以前发布,117,"11,542元/平"
金地！天鸿红星里，没住过，精装修，停车免费。,天鸿红星里 -赵陵铺,3室2厅 | 123.83平米 | 南 北 | 精装 | 低楼层(共31层)  | 板楼,18人关注 / 4个月以前发布,143,"11,549元/平"
楼层好，采光充足，实景园林，配套齐全,高远森霖城 -柳董庄,3室2厅 | 119.82平米 | 南 北 | 简装 | 中楼层(共30层)  | 塔楼,8人关注 / 6个月以前发布,142,"11,852元/平"
一环内+配套齐全+出门地铁口+户型通厅通卧大三室,碧景园 -育才,3室2厅 | 152.51平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,3人关注 / 1个月以前发布,236,"15,475元/平"
一环 改善三居 一步到位 小区环境优美 闹中取静,荣盛华府 -建北,3室2厅 | 163.49平米 | 南 北 | 毛坯 | 低楼层(共24层)  | 板塔结合,64人关注 / 10个月以前发布,332,"20,308元/平"
恒大御景半岛 精装采光好 新房未住  双阳台着急卖,恒大御景半岛 -高营,4室2厅 | 163.45平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,50人关注 / 8个月以前发布,180,"11,013元/平"
高档社区，2020年6月交房，高品质、低密度。,紫涵樾府 -兆通,3室2厅 | 118.49平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板楼,12人关注 / 5个月以前发布,132,"11,141元/平"
全明户型，通风效果好。动静分离。楼间距大，采光好,保利东郡小区 -藁城市,3室2厅 | 124.62平米 | 南 | 简装 | 26层  | 塔楼,3人关注 / 6个月以前发布,143,"11,475元/平"
业主急售，急售，急售，价格可谈，可谈，可谈,新都汇 -天山海世界,3室2厅 | 124.63平米 | 南 北 | 毛坯 | 高楼层(共30层)  | 板楼,0人关注 / 5个月以前发布,122,"9,789元/平"
和谐家园，南北通通，双阳卧室，精装修，业主急售,和谐家园 -西三庄,3室2厅 | 179.92平米 | 南 北 | 精装 | 低楼层(共22层)  | 板楼,3人关注 / 3个月以前发布,179,"9,949元/平"
燕都花园  一环边  低密度洋房 无遮挡,燕都花园 -胜北,3室2厅 | 156.86平米 | 南 | 精装 | 中楼层(共12层)  | 板楼,21人关注 / 3个月以前发布,225,"14,345元/平"
大四室经典户型，精装修，中间好楼层,高远森霖城 -柳董庄,4室2厅 | 137.09平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,10人关注 / 3个月以前发布,168,"12,255元/平"
新华区三室两卫好户型 总价低 中间楼层采光好,水印莱茵 -大郭,3室2厅 | 109.57平米 | 南 北 | 毛坯 | 中楼层(共24层)  | 板楼,36人关注 / 7个月以前发布,95,"8,671元/平"
毛坯大3室，首付18 万。急售急售急售,祥和苑 -新乐市,3室2厅 | 120.23平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 暂无数据,4人关注 / 7个月以前发布,86,"7,153元/平"
金马小区腾达院里三室大客厅，小区三室的户型很少,金马小区腾达园 -裕东,3室1厅 | 82.76平米 | 北 南 | 简装 | 中楼层(共6层)  | 板楼,21人关注 / 5个月以前发布,119,"14,379元/平"
品质社区 精装修 南北通厅通卧 高楼层 无遮挡采光好,西美五洲天地 -大马村,3室2厅 | 154.64平米 | 南 北 | 精装 | 高楼层(共35层)  | 板塔结合,5人关注 / 9个月以前发布,320,"20,694元/平"
二环内高层带电梯，全明户型，配套齐全，成熟社区！,柏林怡园 -柏林,3室2厅 | 135.31平米 | 南 北 | 简装 | 低楼层(共33层)  | 板楼,15人关注 / 4个月以前发布,128,"9,460元/平"
中间位置楼层好，视野宽阔采光充足，业主诚售看房随时,新都汇 -天山海世界,3室1厅 | 122.65平米 | 南 北 | 简装 | 低楼层(共30层)  | 板楼,10人关注 / 5个月以前发布,119,"9,703元/平"
体育公园保利拉菲观景三室，南北通透，采光好,保利拉菲公馆朗菲园二期 -裕兴,3室2厅 | 134.99平米 | 南 北 | 毛坯 | 高楼层(共23层)  | 板楼,35人关注 / 7个月以前发布,287,"21,261元/平"
D区有本可贷款，低楼层采光好，随时看房。,荣盛华府 -建北,3室2厅 | 188.94平米 | 南 北 | 毛坯 | 低楼层(共24层)  | 板楼,24人关注 / 7个月以前发布,375,"19,848元/平"
想象国际  大三居  好楼层  好位置  不临街,想象国际 -天山海世界,3室2厅 | 136.45平米 | 南 北 | 简装 | 中楼层(共33层)  | 板楼,44人关注 / 一年前发布,202,"14,804元/平"
双阳卧，一梯两户三居，业主诚心出售，看房随时,紫涵樾府 -兆通,3室2厅 | 118.41平米 | 南 北 | 毛坯 | 中楼层(共24层)  | 板楼,3人关注 / 2个月以前发布,128,"10,810元/平"
新上联强次顶通透三室，房东诚信出售,联强生活小区 -高柱,3室2厅 | 102平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,17人关注 / 4个月以前发布,92,"9,020元/平"
电梯小高层，总价低，刚需两室，可贷款,天伦锦城二区 -西南高校区,2室2厅 | 89.89平米 | 南 | 简装 | 中楼层(共33层)  | 板楼,2人关注 / 2个月以前发布,91,"10,124元/平"
新增 草场街+17 南北通透 阳面客厅 单价低  房龄新,市科技局宿舍 -红旗,3室2厅 | 146.82平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,35人关注 / 6个月以前发布,140,"9,536元/平"
启馨园 3室2厅 南,启馨园 -西南高校区,3室2厅 | 109.82平米 | 南 | 简装 | 高楼层(共33层)  | 板楼,6人关注 / 1个月以前发布,115,"10,472元/平"
看房方便，有钥匙，毛坯房，带地下室,盛邦花园三区 -孙村,3室2厅 | 115.62平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 板楼,9人关注 / 6个月以前发布,140,"12,109元/平"
藏龙通透三室，楼层好，采光佳，房主诚心出售,藏龙福地 -大马村,3室2厅 | 121.67平米 | 南 | 简装 | 高楼层(共33层)  | 板楼,55人关注 / 6个月以前发布,186,"15,288元/平"
裕华区双公园品质小区，优质好房,国仕山 -位同,1室1厅 | 66.68平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 25天以前发布,118,"17,697元/平"
抱犊寨阿尔卡迪亚 3室1厅 南 北,抱犊寨阿尔卡迪亚 -鹿泉市,3室1厅 | 111.66平米 | 南 北 | 毛坯 | 中楼层(共4层)  | 板楼,0人关注 / 28天以前发布,102,"9,135元/平"
：楼层好，视野开阔，采光充足，位置安静,金域蓝湾 -大马村,2室2厅 | 93.81平米 | 南 | 简装 | 中楼层(共26层)  | 板楼,1人关注 / 27天以前发布,150,"15,990元/平"
火车站商圈 润德天悦城精装三室 诚心出售,润德天悦城 -留村,4室2厅 | 135.36平米 | 南 | 精装 | 中楼层(共27层)  | 板楼,0人关注 / 23天以前发布,187,"13,816元/平"
急售 恒大万科商圈  通厅2室 带地下室 采光好 诚心卖,富瀛苏园（北区） -高营,2室2厅 | 92.68平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 板楼,0人关注 / 29天以前发布,110,"11,869元/平"
一环内 裕华路沿线 阳面两室 全天采光 好楼层 ..,华域城 -南长,2室1厅 | 90.88平米 | 南 | 简装 | 高楼层(共33层)  | 板楼,0人关注 / 27天以前发布,104,"11,444元/平"
联邦小两室，楼层好，总价低，两卫,联邦名都二期 -南长,2室1厅 | 70.51平米 | 北 | 精装 | 低楼层(共32层)  | 板塔结合,2人关注 / 3个月以前发布,95,"13,474元/平"
小两室 精装修 没住过 无大税,凤凰城梧桐苑南区 -南焦,2室1厅 | 65.34平米 | 西北 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,99,"15,152元/平"
2号地铁，电梯房，两室全阳，户型好，诚意出售，,东风小区 -东风,2室1厅 | 87.5平米 | 南 | 简装 | 高楼层(共33层)  | 板楼,2人关注 / 3个月以前发布,131,"14,972元/平"
奥北两室好户型  全天才光   满二无大税,奥冠奥北公元 -丰收路,2室2厅 | 92.02平米 | 南 | 简装 | 高楼层(共34层)  | 板楼,0人关注 / 1个月以前发布,132,"14,345元/平"
二环内，地铁口，采光好诚心出售,北城国际B区 -沿东,2室2厅 | 88.15平米 | 南 | 简装 | 30层  | 板楼,0人关注 / 1个月以前发布,120,"13,614元/平"
有钥匙，随时看房，价格可谈，还有车位，单独谈,奥冠奥北公元 -丰收路,2室2厅 | 90.6平米 | 南 北 | 简装 | 中楼层(共34层)  | 板楼,0人关注 / 4个月以前发布,135,"14,901元/平"
全屋精装修，全天采光，诚心出售。,保利花园 -丰收路,2室1厅 | 88.28平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,2人关注 / 2个月以前发布,139,"15,746元/平"
本房有地下室 中间好 产权清晰 有钥匙 业主姐很诚心卖,恒泰德钰名邸 -东苑,2室1厅 | 106.61平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,59人关注 / 一年前发布,129.8,"12,176元/平"
此房满五唯一  双阳卧 采光好  小区安静,农药厂宿舍 -东里,2室1厅 | 50.69平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,1人关注 / 1个月以前发布,68,"13,415元/平"
此房中高楼层，采光很棒，离大门口近，出行方便,简筑家园 -跃进,1室1厅 | 41.98平米 | 南 | 简装 | 中楼层(共27层)  | 板楼,16人关注 / 7个月以前发布,61,"14,531元/平"
建明小区，一室一厅，1998年房龄,建明小区 -谈固,1室1厅 | 37.32平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,4人关注 / 4个月以前发布,49,"13,130元/平"
高新区 水榭花都 一室首付9万,天山水榭花都 -天山海世界,1室1厅 | 38.45平米 | 南 | 简装 | 低楼层(共32层)  | 板楼,1人关注 / 2个月以前发布,42.5,"11,054元/平"
此房本满五年唯一住房，购房成本低，交通方便,铁路56宿舍 -新华路南,2室1厅 | 50.19平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,5人关注 / 2个月以前发布,42,"8,369元/平"
采光好，出行方便，配套齐全，满五唯一。,一建生活区 -北苑,2室1厅 | 57.47平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,99,"17,227元/平"
通透两室，懂得来，房子不贵 ..,东方观邸 -大马村,2室2厅 | 116.26平米 | 南 北 | 毛坯 | 中楼层(共12层)  | 板楼,32人关注 / 一年前发布,218,"18,752元/平"
中山华府海棠院两居室。此价位不含继承税,绿地中山华府海棠院 -大经,2室2厅 | 79.77平米 | 南 北 | 简装 | 低楼层(共33层)  | 板楼,301人关注 / 一年前发布,76,"9,528元/平"
房子是精装修的，采光好，通透，视野好，房产证满二，,安联新青年广场 -白佛,2室2厅 | 89.61平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,2人关注 / 1个月以前发布,101,"11,272元/平"
房本满五年，房子保养好，诚心出售，看房方便,恒大雅苑 -众美,2室2厅 | 95.32平米 | 南 | 精装 | 高楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,102,"10,701元/平"
此房满五年，楼层好，采光充足，配套设施齐全,联盟小区西厢园 -西三庄,2室1厅 | 67.69平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,6人关注 / 5个月以前发布,90,"13,296元/平"
万达商圈，一环边，2楼，小区安静,省电力研究所宿舍 -槐底,2室1厅 | 55.52平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,1人关注 / 2个月以前发布,76.8,"13,833元/平"
临长安万达，近谈固地铁，生活出行很方便,建明小区 -谈固,1室1厅 | 45平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,10人关注 / 一年前发布,47,"10,445元/平"
出门山水公园，南北通透小三室，诚心急售,荣御府 -天山海世界,3室2厅 | 107.54平米 | 南 北 | 简装 | 低楼层(共28层)  | 板楼,10人关注 / 6个月以前发布,123,"11,438元/平"
南北通透，采光好，视野好，配套好,三鹿宿舍东区 -北苑,2室1厅 | 70.89平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,13人关注 / 9个月以前发布,99,"13,966元/平"
D铁口。三室两卫。商品房。两梯四户。满两年,启程苑 -维明,3室2厅 | 119.39平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,3人关注 / 4个月以前发布,164,"13,737元/平"
成熟社区.中间楼层，配套设施齐全，交通便利。,星河御城 -赵陵铺,1室1厅 | 28.31平米 | 南 | 简装 | 中楼层(共27层)  | 板塔结合,23人关注 / 7个月以前发布,30.5,"10,774元/平"
此房满五唯一 南北通透格局 偏门 诚售通透二室有钥匙,市委宿舍 -育才,2室2厅 | 70.13平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,5人关注 / 3个月以前发布,133,"18,965元/平"
长安万达旁，正规一居室，18层小高,清木苑 -谈固,1室1厅 | 64.21平米 | 北 | 简装 | 中楼层(共18层)  | 板楼,1人关注 / 2个月以前发布,76,"11,837元/平"
草场街，钻石楼层，干净整洁 2000房龄大型社区,开达小区 -东里,2室2厅 | 112.65平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 2个月以前发布,165,"14,648元/平"
纺器二厂宿舍，一楼带院，两室总价低，诚意卖,纺器二厂宿舍 -富强,2室1厅 | 58.06平米 | 南 | 简装 | 低楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,125,"21,530元/平"
精装修 采光好 带地下室  业主诚心卖,天山国宾壹號 -天山海世界,2室1厅 | 77.86平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,44人关注 / 6个月以前发布,110,"14,128元/平"
亲亲小镇北区 1室1厅 南,亲亲小镇北区 -高营,1室1厅 | 55.41平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,8人关注 / 4个月以前发布,68,"12,273元/平"
通透两室 小区位置、楼层、采光好 视野开阔,东岗怡园北院 -青园,2室2厅 | 91.66平米 | 南 北 | 简装 | 中楼层(共19层)  | 板楼,7人关注 / 3个月以前发布,128,"13,965元/平"
建华大街4号线 奥北商圈 汇龙湾 中间层 两居,汇龙湾小区 -丰收路,2室2厅 | 101.11平米 | 南 | 简装 | 中楼层(共32层)  | 板楼,0人关注 / 11天以前发布,110,"10,880元/平"
阳面2室，中间楼层，采光好。.....,金正缔景城 -维明,2室2厅 | 93.82平米 | 南 | 简装 | 高楼层(共32层)  | 板楼,11人关注 / 一年前发布,149,"15,882元/平"
华泰家园 2室1厅 南,华泰家园 -二中,2室1厅 | 50.6平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 23天以前发布,63,"12,451元/平"
华泰家园 2室1厅 南,华泰家园 -二中,2室1厅 | 50.6平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 23天以前发布,63,"12,451元/平"
云锦园 新上两居 楼头户型 南北朝向 诚意出售价格可谈,润德天悦城 -留村,2室2厅 | 94.93平米 | 南 北 | 简装 | 低楼层(共33层)  | 板塔结合,1人关注 / 28天以前发布,117,"12,325元/平"
精装两室改一室户型，全屋定制。随时可看,天山熙湖 -天山海世界,1室1厅 | 65.65平米 | 南 | 精装 | 高楼层(共16层)  | 板楼,1人关注 / 31天以前发布,83,"12,643元/平"
南向结构 全明格局 物业费便宜。。,十二化建第二生活区（世纪公园） -世纪公园,2室1厅 | 53.75平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 31天以前发布,45,"8,373元/平"
合作路28本部，低层精装三室，采光好，总价低,省机械厅宿舍 -合作路,3室1厅 | 68.84平米 | 南 | 精装 | 中楼层(共4层)  | 板楼,0人关注 / 29天以前发布,148,"21,500元/平"
中门两室+业主自住精装+诚心出售+业主去外地了着急,剑桥春雨 -育才,2室2厅 | 96.51平米 | 南 | 精装 | 高楼层(共24层)  | 板楼,1人关注 / 26天以前发布,136,"14,092元/平"
不临街东易日盛30万精装全明三室拎包入住业主急售,保利花园 -丰收路,3室2厅 | 134.64平米 | 南 北 | 精装 | 低楼层(共34层)  | 板楼,4人关注 / 18天以前发布,216,"16,043元/平"
此房房本满五，南北偏门两室，装修方便。出行方便。,联盟小区西厢园 -西三庄,2室1厅 | 63.27平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 15天以前发布,96,"15,174元/平"
中间楼层 全屋定制精装 三面朝阳,润江·翡丽公馆 -藁城市,3室2厅 | 129.37平米 | 南 北 | 精装 | 中楼层(共25层)  | 板楼,0人关注 / 26天以前发布,143,"11,054元/平"
黄.金三楼两室，总价低，和平医院地铁口,友谊大街48号 -新华路南,2室1厅 | 55.78平米 | 东 西 | 简装 | 中楼层(共4层)  | 板楼,21人关注 / 5个月以前发布,54,"9,681元/平"
