标题,开发商,房子信息,发布信息,售价/万,单价
人民路南华康城 中 央公馆精装两室小区内价格合适一套,中央公馆三期 -立交桥,2室2厅 | 93平米 | 南 | 其他 | 低楼层(共28层)  | 板楼,5人关注 / 8个月以前发布,68,"7,312元/平"
国贸 中 心 B区，精装修，交通便利，楼层好,国贸中心B区 -银座,3室2厅 | 154.96平米 | 南 | 精装 | 中楼层(共29层)  | 板楼,16人关注 / 一年前发布,86,"5,550元/平"
金盾花园三室两厅两卫带车库低楼层 老证可贷款,金盾花园 -西客站,3室2厅 | 133平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,3人关注 / 一年前发布,93,"6,993元/平"
老证 此房为老证房源.税费低为多层洋房.公摊面积低.,惠泽花园 -岳程办事处,3室2厅 | 123.97平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,1人关注 / 一年前发布,72.9,"5,881元/平"
金泰小区三居室，精装修，满二老证，有地上储藏室,金泰小区 -大剧院,3室2厅 | 148平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,7人关注 / 一年前发布,90,"6,082元/平"
大三室朝阳，小区在中华路图书大厦旁,柏青花园小区 -图书大厦,3室2厅 | 150平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,5人关注 / 一年前发布,94,"6,267元/平"
房子3室2厅，方正朝阳，南北通透 采光充足,菏泽文化城 -二十二中,3室2厅 | 126.5平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板塔结合,14人关注 / 一年前发布,90,"7,115元/平"
剑桥学府精装带储藏室   房东诚心出售,剑桥学府 -一佳,3室1厅 | 119.87平米 | 南 | 简装 | 低楼层(共30层)  | 板楼,1人关注 / 8个月以前发布,77,"6,424元/平"
环翠苑小区两室两厅多层三楼带储藏室出售,环翠苑小区 -市立医院,3室1厅 | 85平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,8人关注 / 一年前发布,49.99,"5,882元/平"
御河丹城  精装大两室 带全新家具家电 随时看房,御河丹城 -牡丹园,2室2厅 | 99.58平米 | 南 北 | 简装 | 中楼层(共27层)  | 板楼,3人关注 / 一年前发布,64.9,"6,518元/平"
赵王河畔，鲁商精致三室，带储藏室，有证能贷款,鲁商凤凰城 -牡丹园,3室2厅 | 128.99平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,6人关注 / 一年前发布,85.5,"6,629元/平"
花都小商品城三室、老证，中低楼层，房东诚意出售,天华花都小商品城 -西客站,3室2厅 | 131平米 | 东 西南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 10个月以前发布,75.5,"5,764元/平"
简单装修带车位，诚心出售看房方便,二所嘉苑 -三院,3室2厅 | 132平米 | 南 | 简装 | 高楼层(共29层)  | 板楼,0人关注 / 2个月以前发布,87.99,"6,666元/平"
精装温馨2居室     房东诚心出售看房方便,水榭花都 -三院,2室2厅 | 89.8平米 | 南 北 | 精装 | 低楼层(共24层)  | 板楼,6人关注 / 一年前发布,53,"5,903元/平"
怡海花园3室2厅简装，空置，诚心出售，带储藏室。,怡海花园 -三院,3室2厅 | 134平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,78,"5,821元/平"
金盾花园3室2厅  大阳台  大车库 中装 多层好楼层,金盾花园 -西客站,3室2厅 | 132平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,5人关注 / 一年前发布,92,"6,970元/平"
佳合花园 3室2厅一厅 简装 包改合同 看房有钥匙,佳合花园 -图书馆,3室2厅 | 138平米 | 南 北 | 其他 | 中楼层(共7层)  | 板塔结合,6人关注 / 一年前发布,85.1,"6,167元/平"
万达广场 有证 带车位 三室南北通 随时看,天安万达广场 -万达广场,3室2厅 | 125平米 | 北 南 | 精装 | 中楼层(共33层)  | 板楼,12人关注 / 一年前发布,94,"7,520元/平"
三室房子，南北通透，厨房带个阳台,天泽园御府 -天香公园,3室2厅 | 137.17平米 | 东 东南 南 北 | 精装 | 低楼层(共18层)  | 板楼,8人关注 / 一年前发布,116.9,"8,523元/平"
老证 阳面 采光充足 视野宽阔精装修,中达尚城 -和平南路,2室2厅 | 112平米 | 南 | 简装 | 高楼层(共26层)  | 板楼,0人关注 / 一年前发布,86,"7,679元/平"
万达旁 简装三室 老证 可贷款 一楼带院,奥林花园 -和平南路,3室2厅 | 106平米 | 南 北 | 简装 | 低楼层(共12层)  | 板楼,6人关注 / 一年前发布,105,"9,906元/平"
老证 阳面 采光充足 视野宽阔精装修,中达尚城 -和平南路,2室2厅 | 112平米 | 南 | 简装 | 高楼层(共26层)  | 板楼,0人关注 / 一年前发布,86,"7,679元/平"
剑桥学府 3室2厅 南,剑桥学府 -一佳,3室2厅 | 119.87平米 | 南 | 精装 | 中楼层(共30层)  | 板楼,0人关注 / 1个月以前发布,82,"6,841元/平"
火车站 中华世纪城  两居室 储藏室 可按揭,中华世纪城 -火车站,2室2厅 | 83平米 | 南 | 其他 | 低楼层(共25层)  | 板楼,0人关注 / 一年前发布,65,"7,832元/平"
三室房子，南北通透，厨房带个阳台,天泽园御府 -天香公园,3室2厅 | 137.17平米 | 东 东南 南 北 | 精装 | 低楼层(共18层)  | 板楼,8人关注 / 一年前发布,116.9,"8,523元/平"
中达尚城简装两室，老证诚心出售，看房方便,中达尚城 -和平南路,2室1厅 | 76平米 | 南 | 简装 | 中楼层(共17层)  | 板楼,0人关注 / 4个月以前发布,60,"7,895元/平"
看房方便老证可贷款，视野宽阔采光充足配套设施齐全,曹州大观园 -青年湖,2室1厅 | 79.2平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,50.5,"6,377元/平"
业主诚售，牡丹新城南区，精装三室，边户,牡丹新城南区 -牡丹园,3室2厅 | 140.5平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,83,"5,908元/平"
此房证满两年业主诚心出售为孩子陪读好去处单位房,菏泽市检察院家属院 -万达广场,3室2厅 | 100平米 | 南 | 简装 | 高楼层(共5层)  | 塔楼,2人关注 / 一年前发布,71,"7,100元/平"
此房有房产证，简装修，整体厨卫，全明户型，采光好,剑桥公馆 -一佳,3室2厅 | 105平米 | 南 | 简装 | 中楼层(共17层)  | 塔楼,2人关注 / 一年前发布,67,"6,381元/平"
牡丹公馆 精装25万 带车位、储藏室 诚心出售,牡丹公馆 -牡丹园,4室2厅 | 162.15平米 | 南 北 | 精装 | 中楼层(共28层)  | 板楼,2人关注 / 一年前发布,95,"5,859元/平"
盛世豪庭，三室，精装全套广州定制家具，老证，带储,盛世豪庭 -立交桥,3室2厅 | 149平米 | 南 北 | 精装 | 低楼层(共11层)  | 板塔结合,10人关注 / 一年前发布,101.5,"6,813元/平"
房本满两年 老证过户 户型方正 临大市实验,奥林花园 -和平南路,3室1厅 | 102平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,6人关注 / 一年前发布,63,"6,177元/平"
万达旁 精装三室，好楼层 有证可按揭,融邦中山苑 -万达广场,3室2厅 | 131.59平米 | 南 | 精装 | 低楼层(共33层)  | 暂无数据,5人关注 / 11个月以前发布,125,"9,500元/平"
长江东路 电梯小高层 中间楼层 精装两居室 价格美丽,领将帅府 -广州南路,2室2厅 | 103.32平米 | 南 | 简装 | 高楼层(共17层)  | 板楼,15人关注 / 一年前发布,41,"3,969元/平"
华平小区 精装大两室，随时入住,华平小区 -万达广场,2室2厅 | 99平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,65,"6,566元/平"
精装修 看房随时  车位  储藏室 老证,华英嘉园 -惠慈医院,3室2厅 | 149平米 | 东南 | 其他 | 低楼层(共26层)  | 板塔结合,9人关注 / 一年前发布,97,"6,511元/平"
中华世纪城，精致三室，两室朝阳，方便看房,中华世纪城 -火车站,3室2厅 | 111平米 | 南 北 | 简装 | 高楼层(共22层)  | 板楼,8人关注 / 一年前发布,61.9,"5,577元/平"
龙燕阳光城 有证 车位  高档小区小高层 三居室户型,龙燕阳光城 -火车站,3室2厅 | 139平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,2人关注 / 11个月以前发布,86,"6,188元/平"
万达南邻 华侨城精装两居室 有证可贷款 带大露台一个,华侨城二期 -万达广场,2室1厅 | 51平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 暂无数据,23人关注 / 一年前发布,32.5,"6,373元/平"
万达广场旁 明轩嘉园 温馨两居室 带储藏室看房方便,明轩嘉园 -万达广场,2室2厅 | 92.86平米 | 南 | 简装 | 中楼层(共18层)  | 暂无数据,5人关注 / 一年前发布,69.49,"7,484元/平"
富贵嘉园 多层舒适小区 房主急售。,富贵嘉园 -惠慈医院,3室2厅 | 120平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,12人关注 / 一年前发布,67,"5,584元/平"
欧洲城3室，两梯两户，带车位储藏室,新洲欧洲城 -万达广场,3室2厅 | 143平米 | 南 北 | 精装 | 高楼层(共26层)  | 板楼,17人关注 / 一年前发布,109.7,"7,672元/平"
万达旁华平小区经典户型满五唯一老证,华平小区 -万达广场,2室2厅 | 82平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,2人关注 / 10个月以前发布,62,"7,561元/平"
中达尚城小高层16楼带车位储藏室有证可按揭诚心卖,中达尚城 -和平南路,3室2厅 | 121平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,4人关注 / 一年前发布,84.8,"7,009元/平"
大市实  小 旁奥林花园边户四居室带车库老证可贷款,奥林花园 -和平南路,4室2厅 | 145平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,3人关注 / 一年前发布,130.5,"9,000元/平"
老证满五唯一  房子使用面积大 房东急售,颐馨苑(牡丹区) -和平南路,3室2厅 | 118平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,80,"6,780元/平"
万达广场旁，房子精装修，拎包入住，有证，可按揭,天安万达广场 -万达广场,3室2厅 | 120.48平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 一年前发布,108,"8,965元/平"
万达旁 东边户 精装三室 好楼层  诚心出售,中达尚城 -和平南路,3室2厅 | 113平米 | 南 北 | 精装 | 高楼层(共26层)  | 板楼,0人关注 / 一年前发布,85.3,"7,549元/平"
中达尚城小三室，简装修，价格实惠,中达尚城 -和平南路,3室2厅 | 107平米 | 北 南 | 简装 | 高楼层(共6层)  | 板楼,7人关注 / 一年前发布,67.5,"6,309元/平"
此房满五老证过户费低、看房方便带车位,奥林花园 -和平南路,3室1厅 | 140平米 | 南 | 简装 | 中楼层(共11层)  | 板楼,4人关注 / 一年前发布,119,"8,500元/平"
党庄新区精装修长江路公摊小阁楼房东急售联系我带客户,党庄新区 -广州南路,3室2厅 | 85平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,39,"4,589元/平"
富贵嘉园 多层舒适小区 房主急售。,富贵嘉园 -惠慈医院,3室2厅 | 120平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,12人关注 / 一年前发布,67,"5,584元/平"
精装修 看房随时  车位  储藏室 老证,华英嘉园 -惠慈医院,3室2厅 | 149平米 | 东南 | 其他 | 低楼层(共26层)  | 板塔结合,9人关注 / 一年前发布,97,"6,511元/平"
长江东路 电梯小高层 中间楼层 精装两居室 价格美丽,领将帅府 -广州南路,2室2厅 | 103.32平米 | 南 | 简装 | 高楼层(共17层)  | 板楼,15人关注 / 一年前发布,41,"3,969元/平"
龙燕阳光城 有证 车位  高档小区小高层 三居室户型,龙燕阳光城 -火车站,3室2厅 | 139平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,2人关注 / 11个月以前发布,86,"6,188元/平"
中华世纪城，精致三室，两室朝阳，方便看房,中华世纪城 -火车站,3室2厅 | 111平米 | 南 北 | 简装 | 高楼层(共22层)  | 板楼,8人关注 / 一年前发布,61.9,"5,577元/平"
房子三室两厅两卫 户型方正 视野开阔，出行便利。,中华世纪城 -火车站,3室2厅 | 116平米 | 南 北 | 简装 | 中楼层(共22层)  | 板楼,1人关注 / 10个月以前发布,71,"6,121元/平"
大市实  小 旁奥林花园边户四居室带车库老证可贷款,奥林花园 -和平南路,4室2厅 | 145平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,3人关注 / 一年前发布,130.5,"9,000元/平"
万达广场旁，房子精装修，拎包入住，有证，可按揭,天安万达广场 -万达广场,3室2厅 | 120.48平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 一年前发布,108,"8,965元/平"
老证满五唯一  房子使用面积大 房东急售,颐馨苑(牡丹区) -和平南路,3室2厅 | 118平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,80,"6,780元/平"
中达尚城小高层16楼带车位储藏室有证可按揭诚心卖,中达尚城 -和平南路,3室2厅 | 121平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,4人关注 / 一年前发布,84.8,"7,009元/平"
此房满二老证 干净明亮 采光好小高层大l两室,中达金河湾 -二十一中,2室2厅 | 93平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,2人关注 / 一年前发布,95,"10,216元/平"
长江路与人民路交叉口经典两室房东诚心出售中间好楼层,名门世家 -人民南路,2室2厅 | 98平米 | 南 | 简装 | 中楼层(共32层)  | 板楼,4人关注 / 一年前发布,64,"6,531元/平"
奥林花园电梯小高层 带车位储藏室 可大刀砍  南北通,奥林花园 -和平南路,3室2厅 | 132平米 | 南 北 | 简装 | 中楼层(共11层)  | 板楼,5人关注 / 一年前发布,114,"8,637元/平"
此房老证，三室朝阳，公摊少，一楼出入方便,天华·领秀城 -广州路,4室2厅 | 153平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 一年前发布,102,"6,667元/平"
河西新村经典2室，诚心出售.地理位置优越,河西新村 -北外环,2室2厅 | 92平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,45.2,"4,914元/平"
华侨城二期  精装修 房东诚心出售,华侨城二期 -万达广场,3室2厅 | 123平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,8人关注 / 一年前发布,94,"7,643元/平"
看房方便，价格适中，位置好，出路方便！户型方正,酒厂家属院 -二十一中,2室1厅 | 62平米 | 南 | 简装 | 高楼层(共6层)  | 塔楼,3人关注 / 11个月以前发布,49,"7,904元/平"
万达旁 华平小区 经典三室朝阳 老证,华平小区 -万达广场,3室2厅 | 116.73平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 6个月以前发布,71.8,"6,151元/平"
天润嘉园四室两厅两卫 精装修老证可贷款带储藏室,天润嘉园 -火车站,4室2厅 | 193平米 | 北 南 | 精装 | 低楼层(共17层)  | 板楼,3人关注 / 一年前发布,180,"9,327元/平"
此房满五老证过户费低、看房方便带车位,奥林花园 -和平南路,3室1厅 | 140平米 | 南 | 简装 | 中楼层(共11层)  | 板楼,4人关注 / 一年前发布,119,"8,500元/平"
万达旁 东边户 精装三室 好楼层  诚心出售,中达尚城 -和平南路,3室2厅 | 113平米 | 南 北 | 精装 | 高楼层(共26层)  | 板楼,0人关注 / 一年前发布,85.3,"7,549元/平"
中达尚城小三室，简装修，价格实惠,中达尚城 -和平南路,3室2厅 | 107平米 | 北 南 | 简装 | 高楼层(共6层)  | 板楼,7人关注 / 一年前发布,67.5,"6,309元/平"
业主诚心出售，价格可议，中间楼层,长江路铁路小区 -桂陵南路,2室2厅 | 110平米 | 南 北 | 其他 | 中楼层(共6层)  | 塔楼,0人关注 / 一年前发布,67.9,"6,173元/平"
颐和家园 三室两厅一卫 干净美丽明亮精装三居室,颐和家园 -区委,3室2厅 | 110.47平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,2人关注 / 11个月以前发布,58,"5,251元/平"
万达旁华平小区经典户型满五唯一老证,华平小区 -万达广场,2室2厅 | 82平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,2人关注 / 10个月以前发布,62,"7,561元/平"
房本满两年 老证过户 户型方正 临大市实验,奥林花园 -和平南路,3室1厅 | 102平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,6人关注 / 一年前发布,63,"6,177元/平"
老证可按揭，户型好，两室朝阳，可拎包入住,菏泽市三院家属院 -三院,3室2厅 | 85.94平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,55,"6,400元/平"
一中旁   天润府大落地窗 好楼层  精装修  诚心出售,信友天润府 -大屯,3室2厅 | 136平米 | 南 北 | 精装 | 中楼层(共31层)  | 暂无数据,4人关注 / 11个月以前发布,97,"7,133元/平"
万达三室毛坯房  看房方便  诚心出售,天安万达广场 -万达广场,3室2厅 | 106平米 | 东南 | 毛坯 | 中楼层(共33层)  | 板楼,4人关注 / 一年前发布,82,"7,736元/平"
3-2-1-2 140.00m² 97 万,鲁商凤凰城 -牡丹园,3室2厅 | 139.45平米 | 南 北 | 简装 | 高楼层(共34层)  | 板楼,6人关注 / 一年前发布,87,"6,239元/平"
两室好户型简单装修老证业主诚心出售,锦绣鹏程 -万达广场,2室2厅 | 92.62平米 | 南 | 简装 | 中楼层(共26层)  | 板楼,0人关注 / 一年前发布,56.5,"6,101元/平"
业主真是在售，看房方便提前联系。。。。。。。。,御河丹城 -牡丹园,3室2厅 | 120平米 | 南 北 | 简装 | 中楼层(共34层)  | 板楼,4人关注 / 一年前发布,68.5,"5,709元/平"
