标题,开发商,房子信息,发布信息,售价/万,单价
金属材料公司家属院，精装好房，配套齐全,金属材料公司家属院 -驿城区,3室2厅 | 125.02平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 30天以前发布,46,"3,680元/平"
飞龙西区，步梯二楼，房子三室客厅两卧朝阳，干净老证,飞龙小区西区 -驿城区,3室1厅 | 113.86平米 | 南 | 精装 | 低楼层(共6层)  | 塔楼,1人关注 / 2个月以前发布,56.6,"4,972元/平"
开源小区顶层复式  新装修全屋全友家装,开源小区 -驿城区,5室3厅 | 235.87平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,1人关注 / 6个月以前发布,160,"6,784元/平"
（福華御苑A区3-2-1-2 136.08m² 78 万）,福華御苑A区 -驿城区,3室2厅 | 136.08平米 | 南 | 精装 | 低楼层(共21层)  | 板楼,7人关注 / 一年前发布,77.8,"5,718元/平"
莱茵湖３室２厅２卫精装修大阳台,民生 · 天都星城南区 -驿城区,3室2厅 | 147.66平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 3个月以前发布,102,"6,908元/平"
11小恒基名都三室两厅两 精装修户型很好 有车位,恒基名都 -驿城区,3室2厅 | 135.61平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,96,"7,080元/平"
业主委托美庐园小区交通生活便利,民生天都星城北区 -驿城区,3室1厅 | 87.43平米 | 南 | 毛坯 | 低楼层(共30层)  | 板塔结合,2人关注 / 5个月以前发布,53,"6,062元/平"
文化路中段  36 小  三室两厅两卫,同信府 -驿城区,3室2厅 | 130.11平米 | 南 | 毛坯 | 高楼层(共27层)  | 塔楼,7人关注 / 一年前发布,82.8,"6,364元/平"
美庐园小区，精装两室一楼带院，老证可按揭,民生天都星城北区 -驿城区,2室2厅 | 88.39平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,7人关注 / 一年前发布,73.5,"8,316元/平"
楼层好，采光足，户型方正，小区环境优美,建业十八城 -驿城区,3室2厅 | 135.44平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,2人关注 / 一年前发布,105,"7,753元/平"
天腾盛世 3室2厅 南,天腾盛世 -驿城区,3室2厅 | 136.68平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 1个月以前发布,95,"6,951元/平"
纱厂社区 2室1厅 南,纱厂社区 -驿城区,2室1厅 | 56平米 | 南 | 简装 | 6层  | 暂无数据,0人关注 / 3个月以前发布,19.8,"3,536元/平"
（高铁新城4-2-1-2 155.00m² 130 万精装,高铁新城 -驿城区,4室2厅 | 155平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,0人关注 / 2个月以前发布,118,"7,613元/平"
乐山路南段 二楼 户型方正 全天采光 带配房,麻纺厂家属院 -驿城区,3室2厅 | 121.45平米 | 南 | 精装 | 低楼层(共7层)  | 板塔结合,0人关注 / 2个月以前发布,56.3,"4,636元/平"
明珠港湾双气4室精装通厅通透 可以按揭 上 学近,明珠港湾 -驿城区,4室3厅 | 166.51平米 | 西 | 精装 | 低楼层(共11层)  | 板塔结合,1人关注 / 一年前发布,120,"7,207元/平"
户型方正，采光通风效果好，视野开阔，,交通技校家属院 -驿城区,2室2厅 | 78.8平米 | 南 西 | 简装 | 6层  | 板楼,1人关注 / 5个月以前发布,28.8,"3,655元/平"
文化路中大舒绮苑电梯三房 三十六小 采光好环境美,中大舒绮苑 -驿城区,3室2厅 | 133.51平米 | 东 | 毛坯 | 中楼层(共8层)  | 板塔结合,5人关注 / 一年前发布,81,"6,067元/平"
解放路西段  精装 大三房 中医院附 近 精装 老证,万博林地海湾 -驿城区,3室2厅 | 139.55平米 | 南 | 精装 | 33层  | 板楼,0人关注 / 2个月以前发布,91.8,"6,579元/平"
此房满5年，楼层好， 公摊小，居住舒适,飞龙小区东区 -驿城区,3室1厅 | 106.05平米 | 南 | 精装 | 6层  | 塔楼,7人关注 / 10个月以前发布,46,"4,338元/平"
秀山水泥厂家属院，价格合适！采光好！,秀山水泥厂家属院 -驿城区,2室1厅 | 70平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,1人关注 / 4个月以前发布,25,"3,572元/平"
同信府 3室2厅 南,同信府 -驿城区,3室2厅 | 140.26平米 | 南 | 毛坯 | 中楼层(共27层)  | 塔楼,0人关注 / 7个月以前发布,96.8,"6,902元/平"
位置好 交通便利 户型好 业主诚信卖，好沟通采光不错,中盛立方城 -驿城区,3室2厅 | 143.97平米 | 南 | 精装 | 低楼层(共25层)  | 塔楼,4人关注 / 11个月以前发布,93,"6,460元/平"
小区驿城大道旁交通畅通无阻旁边就是开源湖生态环境好,置地弘润山 -驿城区,3室2厅 | 122.07平米 | 西北 | 毛坯 | 高楼层(共25层)  | 塔楼,1人关注 / 5个月以前发布,80.8,"6,620元/平"
区法院旁边，万博林地海湾毛坯房，3室，老证可按揭,万博林地海湾 -驿城区,3室2厅 | 129.61平米 | 南 | 毛坯 | 33层  | 塔楼,0人关注 / 6个月以前发布,72,"5,556元/平"
天中豪园高品质社区，环境优美，交通便利，设施齐全,天中豪园 -驿城区,3室2厅 | 135.96平米 | 南 北 | 毛坯 | 27层  | 板楼,0人关注 / 2个月以前发布,95,"6,988元/平"
此房采光好，无遮挡，视野开阔，,惠邦联盟新城 -驿城区,3室2厅 | 134.18平米 | 南 | 精装 | 33层  | 塔楼,0人关注 / 3个月以前发布,107.8,"8,034元/平"
鹏宇新城 精装三房 老证 可按揭,鹏宇新城 -驿城区,3室2厅 | 102.14平米 | 南 | 精装 | 中楼层(共6层)  | 塔楼,5人关注 / 6个月以前发布,59.9,"5,865元/平"
西园隔壁  一卧朝阳   户型合理   采光充足    可按揭,市供销社家属院 -驿城区,3室1厅 | 99.96平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,52,"5,203元/平"
人民公园旁，有钥匙，老证过户便宜,信合学府春天 -驿城区,3室2厅 | 141.5平米 | 南 | 毛坯 | 高楼层(共26层)  | 板楼,1人关注 / 3个月以前发布,70,"4,947元/平"
此房老证 南北格局户型方正合理 客厅落地窗 两卧朝南,置地广场北苑二期 -驿城区,4室3厅 | 225.62平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,0人关注 / 4个月以前发布,135,"5,984元/平"
此小区位于驿城区北区位置，繁华地段，前排洋房,美域美家 -驿城区,3室2厅 | 96.62平米 | 西南 西 | 精装 | 高楼层(共10层)  | 塔楼,3人关注 / 10个月以前发布,75,"7,763元/平"
位置好、配套齐、户型好、采光通风佳、老证过户费低,驻马店技师学院解放路家属院 -驿城区,3室2厅 | 115.39平米 | 南 北 | 简装 | 6层  | 板楼,0人关注 / 2个月以前发布,49.5,"4,290元/平"
位置好、配套齐、户型好、通风采光佳、老证过户费低,农行家属院 -驿城区,3室2厅 | 115.67平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,39,"3,372元/平"
此小区位于驿城区北区位置，繁华地段，前排洋房,美域美家 -驿城区,3室2厅 | 96.62平米 | 西南 西 | 精装 | 高楼层(共10层)  | 塔楼,3人关注 / 10个月以前发布,75,"7,763元/平"
低楼层，公摊小，采光充足，交通便利，配套设施齐全。,柴油机厂家属院 -驿城区,3室2厅 | 94.72平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,3人关注 / 5个月以前发布,45,"4,751元/平"
置地阳光花园一梯两户纯洋房小区南北通双气老证中间层,置地阳光花园 -驿城区,3室2厅 | 132.93平米 | 西 南 | 毛坯 | 中楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,113,"8,501元/平"
恒大名都，精装三房，视野开阔，房屋干净整洁，老证。,驻马店恒大名都 -驿城区,3室2厅 | 142.55平米 | 南 | 精装 | 33层  | 板楼,1人关注 / 5个月以前发布,104.5,"7,331元/平"
急售置地百盛园精装修三房，老证可按揭,置地百盛园 -驿城区,3室2厅 | 130.58平米 | 南 | 简装 | 26层  | 板楼,1人关注 / 3个月以前发布,96,"7,352元/平"
鸿泰花园.小区环境好房子优质.交通四通八达,鸿泰花园 -驿城区,3室2厅 | 100平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,47,"4,700元/平"
户型方正，格局分布合理，居住舒适，难得的好房,佳美桂园 -驿城区,3室1厅 | 122.68平米 | 南 | 精装 | 26层  | 板塔结合,1人关注 / 29天以前发布,69.5,"5,666元/平"
九号院洋房中间楼层，诚心出售，老证可按揭,蓝天玖号院 -驿城区,3室2厅 | 138.92平米 | 南 北 | 毛坯 | 中楼层(共9层)  | 塔楼,0人关注 / 16天以前发布,125.8,"9,056元/平"
CBD爱克·首府 3室2厅 南,CBD爱克·首府 -驿城区,3室2厅 | 127平米 | 南 | 简装 | 中楼层(共11层)  | 板塔结合,0人关注 / 6天以前发布,94,"7,402元/平"
明珠港湾 3室2厅 南,明珠港湾 -驿城区,3室2厅 | 127.11平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼,0人关注 / 6天以前发布,95,"7,474元/平"
莱茵湖，电梯房双气，３室２厅２卫，精装修,民生 · 天都星城南区 -驿城区,4室2厅 | 147.66平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 2天以前发布,105,"7,111元/平"
驻马店恒大名都 3室2厅 南 北,驻马店恒大名都 -驿城区,3室2厅 | 126平米 | 南 北 | 精装 | 23层  | 板楼,0人关注 / 2天以前发布,100,"7,937元/平"
明珠港湾精装修4房.楼层好.采光好有证可按揭,明珠港湾 -驿城区,4室2厅 | 140平米 | 南 | 精装 | 中楼层(共27层)  | 塔楼,0人关注 / 2天以前发布,115,"8,215元/平"
开源公园旁一梯一户大平层，4开间朝南，带5个观景阳台,西湖庄园 -驿城区,5室2厅 | 217平米 | 南 | 毛坯 | 高楼层(共31层)  | 板楼,0人关注 / 6天以前发布,190,"8,756元/平"
同信江屿洲3-2-1-1 80.00m²,同信江屿洲 -驿城区,3室2厅 | 80平米 | 西南 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 3天以前发布,58,"7,250元/平"
步梯中层 户型方正 精装老证 采光刺眼 小区内环境优美,驻马店建业森林半岛 -驿城区,4室2厅 | 169平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 6天以前发布,116,"6,864元/平"
驻马店恒大名都 3室2厅 南,驻马店恒大名都 -驿城区,3室2厅 | 143.88平米 | 南 | 精装 | 33层  | 板楼,0人关注 / 6天以前发布,112,"7,785元/平"
人保家属院 3室2厅 南 北,人保家属院 -驿城区,3室2厅 | 84平米 | 南 北 | 简装 | 中楼层(共5层)  | 板塔结合,0人关注 / 8天以前发布,45,"5,358元/平"
大三室 公园旁 纯洋房 出门方便,福華御苑A区 -驿城区,3室2厅 | 153.06平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,0人关注 / 28天以前发布,99.9,"6,527元/平"
小区绿化好，鸟语花香空气清新，楼层高通风好，噪音低,驻马店恒大名都 -驿城区,3室2厅 | 134.53平米 | 南 | 精装 | 33层  | 板塔结合,0人关注 / 28天以前发布,98,"7,285元/平"
小区位于交通路与骏马路交叉口，双气老证，西园，四中,驻马店市环境监测站家属院 -驿城区,3室2厅 | 150平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 21天以前发布,83,"5,534元/平"
房子户型方正，位置好，老证，小区出行方便,民生天都星城北区 -驿城区,3室2厅 | 90.88平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 29天以前发布,67,"7,373元/平"
此房通透，户型方正，布局合理，小区环境优美,CBD爱克首府B区 -驿城区,4室2厅 | 202平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,1人关注 / 22天以前发布,128,"6,337元/平"
开源小区，大平层，户型方正采光良好，电梯洋房。,开源小区 -驿城区,4室2厅 | 195.99平米 | 南 | 毛坯 | 低楼层(共9层)  | 板楼,3人关注 / 5个月以前发布,118,"6,021元/平"
金水湾一梯两户精装修两房老证可按揭户型方正诚心出售,金水湾 -驿城区,2室2厅 | 80.82平米 | 南 | 精装 | 中楼层(共11层)  | 塔楼,0人关注 / 20天以前发布,55,"6,806元/平"
燃料公司家属院  两卧室朝南  精装修  房东诚心出售,燃料公司家属院 -驿城区,2室1厅 | 70平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 17天以前发布,36.8,"5,258元/平"
天基城花园简装，房东急售看房方便,天基·城中心花园 -驿城区,1室1厅 | 74.56平米 | 南 | 简装 | 低楼层(共26层)  | 板塔结合,0人关注 / 19天以前发布,35,"4,695元/平"
精装两房，住宅，户型方正，老证可按揭,鹏宇天下城 -驿城区,1室1厅 | 69平米 | 南 | 精装 | 高楼层(共29层)  | 板楼,0人关注 / 19天以前发布,40.2,"5,827元/平"
配套齐全，生活便利，出行方便。小区干净,纱厂社区 -驿城区,2室1厅 | 65.89平米 | 南 北 | 简装 | 6层  | 暂无数据,0人关注 / 31天以前发布,26,"3,946元/平"
前排洋房，，楼层好，满五唯一，采光好,天腾盛世 -驿城区,2室2厅 | 97.13平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 27天以前发布,64.8,"6,672元/平"
小区环境优美，如公园中的家，前无遮挡视野好，双气，,蓝天壹品 -驿城区,2室2厅 | 92.32平米 | 南 | 精装 | 中楼层(共28层)  | 塔楼,0人关注 / 16天以前发布,69,"7,475元/平"
福華御苑A区 2室2厅 南,福華御苑A区 -驿城区,2室2厅 | 81.46平米 | 南 | 精装 | 高楼层(共21层)  | 板楼,0人关注 / 13天以前发布,37.5,"4,604元/平"
天中豪园 全新精装三室 两卧朝阳 双气 老证,天中豪园 -驿城区,3室2厅 | 129.32平米 | 南 | 精装 | 26层  | 板楼,0人关注 / 12天以前发布,113,"8,739元/平"
碧海花园 三室精装老证 带全部家具家电 拎包入住,碧海花园 -驿城区,3室1厅 | 84.65平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 15天以前发布,46.6,"5,506元/平"
金尚•帝景蓝湾 3室2厅 南 北,金尚•帝景蓝湾 -驿城区,3室2厅 | 143.93平米 | 南 北 | 简装 | 18层  | 板塔结合,0人关注 / 24天以前发布,88,"6,115元/平"
建业春天里 3室2厅 南,建业春天里 -驿城区,3室2厅 | 116平米 | 南 | 毛坯 | 低楼层(共27层)  | 塔楼,0人关注 / 31天以前发布,72,"6,207元/平"
户型方正、南北通风采光好 楼层佳,农业银行台胞新村 -驿城区,3室2厅 | 115平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 22天以前发布,37.6,"3,270元/平"
单纯售房，空置，等价格合适，房子精装修，户型通透，,鹏宇天下城 -驿城区,3室2厅 | 113平米 | 南 | 精装 | 高楼层(共24层)  | 板楼,0人关注 / 22天以前发布,75,"6,638元/平"
置地大道东段，环境安静，配套齐全，出行方便。,驻马店建业森林半岛 -驿城区,4室2厅 | 163平米 | 南 北 | 精装 | 中楼层(共12层)  | 板楼,0人关注 / 22天以前发布,126,"7,731元/平"
江屿洲半装修小三房户型方正看房方便诚心出售,同信江屿洲 -驿城区,3室2厅 | 99.7平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 20天以前发布,63,"6,319元/平"
金盾花园富强路置地大道口，全天采光，满五唯一,金盾花园 -驿城区,3室1厅 | 140平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 29天以前发布,76,"5,429元/平"
天中广场近，爱克首 府，精装修没住人,CBD爱克首府B区 -驿城区,3室2厅 | 119平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 25天以前发布,86,"7,227元/平"
森林公园旁精装修三房未住人带全新家具，可按揭公积金,同信滨江1号 -驿城区,3室2厅 | 115平米 | 南 北 | 精装 | 中楼层(共18层)  | 塔楼,0人关注 / 18天以前发布,93.8,"8,157元/平"
建业春天里  现房  纯毛坯  有证可按揭,建业春天里 -驿城区,3室2厅 | 136.77平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 塔楼,0人关注 / 24天以前发布,82.5,"6,033元/平"
西班牙一期又名天中上镜  23楼中间楼层  双气 可按揭,天中上境I期 -驿城区,3室2厅 | 157平米 | 南 | 精装 | 34层  | 塔楼,0人关注 / 24天以前发布,93,"5,924元/平"
镜盾花园 3号楼 采光优秀  老证可按揭,金盾花园 -驿城区,3室2厅 | 142.5平米 | 南 | 毛坯 | 低楼层(共34层)  | 板楼,0人关注 / 22天以前发布,85.5,"6,000元/平"
驿城碧桂园 3室2厅 南,驿城碧桂园 -驿城区,3室2厅 | 119平米 | 南 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 19天以前发布,75,"6,303元/平"
天水雅居 步梯三楼，精装三室127平南北，户型方正有证,天水雅居 -驿城区,3室2厅 | 127.8平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 19天以前发布,66,"5,165元/平"
户型方正，交通便利，低楼层，环境优美,市畜牧局家属院 -驿城区,3室2厅 | 110.68平米 | 南 | 简装 | 18层  | 板楼,0人关注 / 27天以前发布,72,"6,506元/平"
驿城碧桂园 3室2厅 西南,驿城碧桂园 -驿城区,3室2厅 | 120平米 | 西南 | 精装 | 高楼层(共27层)  | 暂无数据,0人关注 / 21天以前发布,78.8,"6,567元/平"
置地广场北苑二期 3室2厅 南,置地广场北苑二期 -驿城区,3室2厅 | 137.8平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 23天以前发布,68.8,"4,993元/平"
飞龙西区，一梯两户电梯房，中间楼层，老证，停车方便,飞龙小区西区 -驿城区,3室2厅 | 130平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,0人关注 / 22天以前发布,74.8,"5,754元/平"
（同信滨江1号4-2-1-2 159.58m² 103 万）,同信滨江1号 -驿城区,4室2厅 | 159.58平米 | 东 | 毛坯 | 中楼层(共10层)  | 塔楼,0人关注 / 17天以前发布,102.8,"6,442元/平"
电视台家属院，三卧朝南，中间楼层，采光无遮挡老证,电视台家属院 -驿城区,3室2厅 | 110平米 | 南 | 精装 | 5层  | 板楼,0人关注 / 29天以前发布,48,"4,364元/平"
