标题,开发商,房子信息,发布信息,售价/万,单价
四季园著经典小两房格局好，配套设施齐..,荣成四季园著 -一七五,2室1厅 | 48.66平米 | 西 北 | 简装 | 低楼层(共18层)  | 板楼,0人关注 / 17天以前发布,68.6,"14,098元/平"
动静分离，明厨明卫，格局方正，品质小区，物业服务好,融信西西里 -南滨大道,3室1厅 | 89平米 | 西南 | 毛坯 | 低楼层(共21层)  | 暂无数据,0人关注 / 7天以前发布,89,"10,000元/平"
小区南面是主干道江滨路，自驾出行便捷，,中骏蓝湾香郡三期 -湘桥湖周边,4室2厅 | 125.64平米 | 南 北 | 简装 | 低楼层(共33层)  | 板塔结合,0人关注 / 8天以前发布,148,"11,780元/平"
位于元光南路以北 机电大厦 小区电梯小两房90平公摊小,机电大厦 -女排大润发,2室2厅 | 92.14平米 | 东南 | 简装 | 高楼层(共9层)  | 暂无数据,0人关注 / 3天以前发布,90,"9,768元/平"
三房两厅，格局方正. 采光充足.视野宽阔,融信西西里 -南滨大道,3室2厅 | 106.37平米 | 西南 | 毛坯 | 高楼层(共21层)  | 板楼,0人关注 / 7天以前发布,101,"9,496元/平"
世纪广场小区 2室1厅 南 北,世纪广场小区 -中医院,2室1厅 | 102.37平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 1天以前发布,105,"10,257元/平"
厦门西  万达高层  边套大三房  南北通透户型  地铁口,万达中央华城2期 -角美台商投资区,3室2厅 | 108.15平米 | 南 北 | 其他 | 高楼层(共17层)  | 板楼,0人关注 / 1个月以前发布,140,"12,945元/平"
江滨新城大三房 毛坯 户型佳 通风采光佳 随时可看房,江滨新城 -江滨,3室1厅 | 128.35平米 | 南 | 其他 | 低楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,180,"14,025元/平"
高层九龙江江景房，业主诚意出售,漳州万科城璟园 -金峰,3室2厅 | 92.61平米 | 南 | 其他 | 中楼层(共38层)  | 塔楼,0人关注 / 28天以前发布,160,"17,277元/平"
出售 书香名苑旁 惠民花园二期 两房,惠民花园二期 -金峰,2室2厅 | 69.83平米 | 南 | 其他 | 中楼层(共12层)  | 板楼,0人关注 / 31天以前发布,64.3,"9,209元/平"
西班牙风情海景大盘卡达凯斯海景三房业主诚意出售,招商卡达凯斯 -南滨大道,3室2厅 | 109.08平米 | 东 | 其他 | 32层  | 板塔结合,0人关注 / 27天以前发布,114.53,"10,500元/平"
两证在手，框架结构房龄新，边套三面采光,商检宿舍 -女排大润发,3室1厅 | 93.3平米 | 南 北 | 简装 | 中楼层(共9层)  | 暂无数据,0人关注 / 28天以前发布,149,"15,970元/平"
急售户型好南北朝向，优质楼层，边套,蓝海国际 -招商大道,3室2厅 | 99.56平米 | 南 北 | 其他 | 中楼层(共27层)  | 板楼,0人关注 / 18天以前发布,95,"9,542元/平"
厦门湾南岸 海峡国际湾区 大四房 满五唯一 一线海景,海峡国际湾区 -港尾镇,4室2厅 | 116.76平米 | 南 | 其他 | 高楼层(共32层)  | 板楼,0人关注 / 26天以前发布,153,"13,104元/平"
南北朝向，小区设施配套齐全，交通便捷,信隆花园 -人民广场,4室1厅 | 133.68平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,0人关注 / 22天以前发布,166,"12,418元/平"
前排国贸天成148平4房2卫南北通透，全景看江,国贸天成 -碧湖万达,4室2厅 | 148.87平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,0人关注 / 22天以前发布,347.8,"23,363元/平"
永鸿·厦门湾南岸 3室2厅 南,永鸿·厦门湾南岸 -南滨大道,3室2厅 | 91.26平米 | 南 | 毛坯 | 中楼层(共32层)  | 板楼,0人关注 / 24天以前发布,85,"9,315元/平"
锦绣一方 3室2厅 南,锦绣一方 -人民广场,3室2厅 | 128.47平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,0人关注 / 19天以前发布,205.5,"15,996元/平"
万科城复式一线江景152.66复式三层,万科滨江府 -金峰,5室2厅 | 152.66平米 | 南 北 | 毛坯 | 高楼层(共40层)  | 板塔结合,0人关注 / 31天以前发布,255,"16,704元/平"
水仙大街旁边，金茂广场121平3房精装修有证,金茂广场 -沃尔玛,3室2厅 | 121平米 | 东南 | 其他 | 低楼层(共24层)  | 板楼,0人关注 / 26天以前发布,163.3,"13,496元/平"
漳浦碧桂园两房两厅明厨明卫通风采光好,漳浦碧桂园 -漳浦城东,2室2厅 | 81.44平米 | 东南 | 其他 | 低楼层(共29层)  | 板塔结合,0人关注 / 17天以前发布,54,"6,631元/平"
漳州开发区  融信半山云顶  2房户型,融信半山云顶 -招商大道,2室2厅 | 78.83平米 | 南 北 | 其他 | 中楼层(共31层)  | 板楼,0人关注 / 19天以前发布,75,"9,515元/平"
此房满五唯一，户型方正，南北通透,悦港新村 -沃尔玛,2室1厅 | 100.45平米 | 南 北 | 简装 | 低楼层(共7层)  | 暂无数据,0人关注 / 18天以前发布,90.5,"9,010元/平"
此房格局通透，楼层位置好，视野开阔，全明无遮挡..,中骏四季阳光一期 -角美台商投资区,3室2厅 | 102.29平米 | 南 北 | 其他 | 中楼层(共32层)  | 塔楼,0人关注 / 23天以前发布,146,"14,274元/平"
满五中楼层，四房两厅两卫，采光通透。,天利仁和 -碧湖万达,4室2厅 | 177.44平米 | 南 北 | 其他 | 高楼层(共16层)  | 板楼,0人关注 / 20天以前发布,372,"20,965元/平"
永鸿南岸二期 3室1厅 南,永鸿南岸二期 -南滨大道,3室1厅 | 100.37平米 | 南 | 毛坯 | 中楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,110,"10,960元/平"
高速口 澜悦城 精装修 拎包入住,永鸿澜悦城 -南滨大道,3室2厅 | 102.63平米 | 东南 | 精装 | 中楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,130,"12,667元/平"
闽南水乡福隆城，高层大平层，采光通风好,福隆城南区 -福隆城商圈,5室2厅 | 177.83平米 | 东 东南 | 毛坯 | 高楼层(共31层)  | 板楼,0人关注 / 25天以前发布,204,"11,472元/平"
此房户型方正，正规三房，采光好明厨明卫，交通便利,永鸿·厦门湾南岸 -南滨大道,4室2厅 | 144平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 30天以前发布,135,"9,375元/平"
沃尔玛商圈 地段好交通方便 旁边吾悦广场在建中,百江花园 -沃尔玛,3室1厅 | 115平米 | 南 北 | 简装 | 中楼层(共15层)  | 板塔结合,0人关注 / 24天以前发布,162.88,"14,164元/平"
对望鼓浪屿 新城海世界大三房 三个卧室朝南,新城海世界 -招商大道,3室2厅 | 133.15平米 | 南 北 | 毛坯 | 中楼层(共30层)  | 板楼,0人关注 / 1个月以前发布,143,"10,740元/平"
高层视野开阔，采光好.户型方正.一线海景.全明格局.,港昌海先生 -南滨大道,3室1厅 | 118平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 23天以前发布,158,"13,390元/平"
漳州港 嘉元亿景海岸 户型好 楼层好 视野好,嘉元亿景海岸 -南滨大道,3室2厅 | 131.17平米 | 南 | 毛坯 | 低楼层(共15层)  | 板楼,0人关注 / 23天以前发布,102.32,"7,801元/平"
附 中正对 面 南岸二期 好户型 好楼层边套,永鸿南岸二期 -南滨大道,3室2厅 | 103平米 | 东南 | 毛坯 | 中楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,91.7,"8,903元/平"
漳州港开发区，静海湾高层湖景三房,静海湾 -南滨大道,3室2厅 | 104.6平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板楼,0人关注 / 26天以前发布,71,"6,788元/平"
漳州鑫荣小区西区3房2厅1厨2卫,鑫荣小区西区 -女排大润发,3室1厅 | 135.5平米 | 南 北 | 精装 | 高楼层(共9层)  | 板楼,0人关注 / 25天以前发布,188,"13,875元/平"
龙成尊庭电梯大三房 一梯两户 19年重新装修,龙成尊庭 -府前,3室2厅 | 126.38平米 | 南 北 | 精装 | 中楼层(共9层)  | 板楼,0人关注 / 29天以前发布,89.7,"7,098元/平"
采光充足/通风好/可看小区中庭/明厨明卫/格局方正,漳浦钱隆首府北区 -漳浦江滨,3室3厅 | 113平米 | 南 | 精装 | 中楼层(共18层)  | 暂无数据,0人关注 / 24天以前发布,104,"9,204元/平"
三房户型，适合小家庭，小区环境好，人车分流,大唐金峰里 -金峰,3室1厅 | 99.59平米 | 南 | 毛坯 | 中楼层(共26层)  | 暂无数据,1人关注 / 1个月以前发布,90,"9,038元/平"
国贸珑溪大观 3室1厅 南,国贸珑溪大观 -湘桥湖周边,3室1厅 | 124平米 | 南 | 毛坯 | 31层  | 板楼,0人关注 / 23天以前发布,183,"14,759元/平"
建发玺苑三房  朝南户型 前面视野开阔 人车分流,漳浦建发·玺院 -漳浦城东,3室2厅 | 109平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,87.2,"8,000元/平"
御景山庄低密度的小区，环境优美居住舒适，头牌无遮挡,御景山庄 -漳浦城东,3室2厅 | 117平米 | 南 西 北 | 其他 | 低楼层(共17层)  | 板楼,0人关注 / 19天以前发布,69,"5,898元/平"
荣昌东方广场 3室1厅 南 北,荣昌东方广场 -湘桥湖周边,3室1厅 | 131.1平米 | 南 北 | 毛坯 | 高楼层(共16层)  | 板楼,0人关注 / 24天以前发布,115,"8,772元/平"
山 湖 海 碧桂园洋房花园式小区,碧桂园山湖海 -港尾镇,3室2厅 | 88平米 | 南 北 | 毛坯 | 6层  | 板楼,0人关注 / 21天以前发布,82,"9,319元/平"
西湖·正荣府 3室2厅 南,西湖·正荣府 -金峰,3室2厅 | 110.58平米 | 南 | 毛坯 | 中楼层(共25层)  | 板楼,1人关注 / 31天以前发布,154.8,"13,999元/平"
国贸珑溪大观 前后大露台 109平3房 使用率高,国贸珑溪大观 -湘桥湖周边,3室2厅 | 109.54平米 | 南 北 | 毛坯 | 低楼层(共23层)  | 板楼,0人关注 / 22天以前发布,164.29,"14,999元/平"
朝南户型 好楼层 视野开阔 采光充足,海西如意城 -漳浦城北,3室2厅 | 133.36平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板塔结合,0人关注 / 27天以前发布,64,"4,800元/平"
一品江山一期 精装修大3房 朝南 东边套 采光好,一品江山一期 -湘桥湖周边,3室1厅 | 125平米 | 南 北 | 精装 | 中楼层(共40层)  | 板塔结合,0人关注 / 31天以前发布,170,"13,600元/平"
静湖公园，漳州港客运码头，海滨12年一站式，楼间距宽,福泰海湾新城 -招商大道,4室2厅 | 124平米 | 南 | 毛坯 | 低楼层(共29层)  | 板楼,0人关注 / 17天以前发布,147,"11,855元/平"
此房是正规的三房，视野好 ，满五年，看湖,融信观山海 -南滨大道,3室2厅 | 123平米 | 东南 南 | 精装 | 低楼层(共33层)  | 板塔结合,0人关注 / 29天以前发布,130,"10,570元/平"
宝龙旁精装三房二厅两卫 南北通透 复古精装修 不沿街,阳光美地一期 -蓝田宝龙商圈,3室2厅 | 100.26平米 | 南 北 | 精装 | 低楼层(共12层)  | 板楼,0人关注 / 22天以前发布,108.2,"10,792元/平"
此房采光好，视野好，不动产证已出，满五唯一,伊丽莎白 -漳浦城北,4室2厅 | 136.1平米 | 南 | 毛坯 | 高楼层(共31层)  | 塔楼,0人关注 / 21天以前发布,106.2,"7,804元/平"
招商花园城，南北朝向大四房，格局方正，通风采光好,招商花园城 -招商大道,3室2厅 | 113.26平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板塔结合,0人关注 / 17天以前发布,107.5,"9,492元/平"
宝龙云景里 110平正3房，南北通透，免个税，宝龙广场,宝龙云景里（漳州宝龙广场） -蓝田宝龙商圈,3室2厅 | 110.77平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 17天以前发布,135,"12,188元/平"
福晟钱隆公馆二期 3室1厅 南 北,福晟钱隆公馆二期 -蓝田宝龙商圈,3室1厅 | 115.14平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 30天以前发布,109,"9,467元/平"
业主诚心出售，楼层高采光通风好,水云天 -南滨大道,4室2厅 | 106平米 | 东南 | 毛坯 | 中楼层(共24层)  | 板塔结合,0人关注 / 22天以前发布,76,"7,170元/平"
万达高层，视野开阔采光佳 业主稳定出售,万达中央华城1期 -角美台商投资区,3室2厅 | 99.72平米 | 南 | 其他 | 高楼层(共17层)  | 板楼,0人关注 / 一年前发布,140,"14,040元/平"
九龙花园 112.74m²方正3房 只要7521,九龙花园 -一七五,3室2厅 | 112.74平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,22人关注 / 一年前发布,84.8,"7,522元/平"
阳光城丽景湾小区 精装三房89平 诚意出售,阳光城·丽景湾 -南滨大道,3室2厅 | 89.15平米 | 南 | 其他 | 高楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,125,"14,022元/平"
（漳州港客运码头—厦门海沧阿罗海城市广场），,永鸿澜悦城 -南滨大道,3室2厅 | 91.42平米 | 南 | 毛坯 | 高楼层(共9层)  | 板塔结合,0人关注 / 一年前发布,75,"8,204元/平"
交通便利空气新鲜   购物方便  风景好,翔烨澎湖湾 -南滨大道,4室2厅 | 131.53平米 | 东南 | 毛坯 | 中楼层(共5层)  | 板楼,4人关注 / 一年前发布,210,"15,966元/平"
央企开发  兰溪谷南区 正规三房 业主诚意出售,招商兰溪谷 -南滨大道,3室2厅 | 98.14平米 | 南 北 | 毛坯 | 中楼层(共8层)  | 板楼,0人关注 / 2个月以前发布,123,"12,534元/平"
此房源满五唯一东南朝向，采光通透，价格便宜。,绿海学城 -南滨大道,4室2厅 | 156.44平米 | 东南 | 毛坯 | 高楼层(共5层)  | 板楼,39人关注 / 一年前发布,91.5,"5,849元/平"
满五唯一免个税拎包入住 大3房带露台的房子,港昌·新苏格兰 -南滨大道,3室2厅 | 94平米 | 南 | 其他 | 低楼层(共11层)  | 板楼,4人关注 / 一年前发布,115,"12,235元/平"
漳州港芯云谷 融信观山海 品质社区 南北大三房 有钥匙,融信观山海 -南滨大道,3室2厅 | 123.3平米 | 南 北 | 其他 | 中楼层(共33层)  | 板塔结合,2人关注 / 一年前发布,110.7,"8,979元/平"
三盛国际海岸边套三房两厅稳定卖,三盛国际海岸 -港尾镇,3室2厅 | 99.75平米 | 南 北 | 其他 | 28层  | 板楼,0人关注 / 9个月以前发布,79.8,"8,000元/平"
华坤花园  电梯房 交通方便  楼层中高 采光好,华坤花园一期 -龙池开发区,3室2厅 | 118.57平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,2人关注 / 一年前发布,135,"11,386元/平"
房东急售跳楼价 双免 中高楼层3房 采光充足 视野宽阔,融信西西里 -南滨大道,3室2厅 | 89平米 | 东南 | 毛坯 | 中楼层(共21层)  | 暂无数据,8人关注 / 7个月以前发布,74,"8,315元/平"
汇金置地 精装三房 挑高5米用两层！交通便利 诚售,汇金置地卡卡公寓 -角美台商投资区,3室2厅 | 78.98平米 | 南 北 | 精装 | 高楼层(共20层)  | 板楼,6人关注 / 一年前发布,86.9,"11,003元/平"
永鸿南岸户型方正高层视野广采光充足通透边套,永鸿南岸二期 -南滨大道,3室2厅 | 109.66平米 | 南 | 其他 | 高楼层(共32层)  | 板楼,0人关注 / 8个月以前发布,121,"11,035元/平"
"此房满五唯一,有阁楼，全明格局，户型方正",港昌·新苏格兰 -南滨大道,4室2厅 | 139.77平米 | 北 南 | 毛坯 | 高楼层(共18层)  | 板楼,9人关注 / 一年前发布,140,"10,017元/平"
户型方正，南北通透，正规四房，满五唯一,港昌·新苏格兰 -南滨大道,4室2厅 | 140平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,11人关注 / 一年前发布,127.5,"9,108元/平"
漳州开发区 招商花园城 自住装修 诚意出售,招商花园城 -招商大道,3室2厅 | 116.23平米 | 南 北 | 简装 | 低楼层(共16层)  | 板楼,0人关注 / 11个月以前发布,134,"11,529元/平"
大润发隔壁 锦绣一方  人民广场,锦绣一方 -人民广场,3室2厅 | 146.19平米 | 南 北 | 其他 | 低楼层(共11层)  | 板楼,16人关注 / 一年前发布,168,"11,492元/平"
漳州开发区 招商花园城 自住装修 诚意出售,招商花园城 -招商大道,3室2厅 | 116.23平米 | 南 北 | 简装 | 低楼层(共16层)  | 板楼,0人关注 / 11个月以前发布,134,"11,529元/平"
万达商圈 地铁站 朝南户型 房东诚意出售,万达中央华城3期 -角美台商投资区,3室2厅 | 89.93平米 | 南 | 毛坯 | 高楼层(共17层)  | 板楼,8人关注 / 一年前发布,124,"13,789元/平"
漳州港海湾新城海滨学  习海景码头厦门四房,福泰海湾新城 -招商大道,4室2厅 | 123.65平米 | 东 南 北 | 其他 | 高楼层(共24层)  | 塔楼,5人关注 / 一年前发布,155,"12,536元/平"
地铁口三房  万达广场  高层视野好  装修三房  厦门西,万达中央华城4期 -角美台商投资区,3室2厅 | 87.91平米 | 南 | 其他 | 高楼层(共32层)  | 板楼,0人关注 / 6个月以前发布,115,"13,082元/平"
漳州港永鸿南岸楼 王采光充足视野开阔看海看湖景,永鸿南岸二期 -南滨大道,3室2厅 | 89.92平米 | 东南 | 毛坯 | 中楼层(共32层)  | 塔楼,7人关注 / 8个月以前发布,82,"9,120元/平"
漳州港 海景方正舒适三代同堂 得房率高  优秀户型,福泰海湾新城 -招商大道,3室2厅 | 124平米 | 北 南 | 毛坯 | 中楼层(共32层)  | 板楼,4人关注 / 一年前发布,163.8,"13,210元/平"
愿你有套房子.朝朝暮暮相依.三餐四季.不负相遇.,永鸿·厦门湾南岸 -南滨大道,3室2厅 | 87平米 | 北 | 毛坯 | 中楼层(共32层)  | 板楼,13人关注 / 11个月以前发布,77,"8,851元/平"
漳州港海景城 户型方正 采光充足 业主诚售,鸿源海景城 -南滨大道,3室2厅 | 110.87平米 | 东南 | 其他 | 低楼层(共32层)  | 板塔结合,0人关注 / 7个月以前发布,80,"7,216元/平"
漳州港  永鸿御珑湾南北三房 位置安静 中庭,永鸿御珑湾 -南滨大道,3室2厅 | 118平米 | 南 北 | 其他 | 低楼层(共26层)  | 板楼,3人关注 / 11个月以前发布,81.2,"6,882元/平"
