标题,开发商,房子信息,发布信息,售价/万,单价
二楼户型方正，通风采光好，生活便利,民族里(环城西二路) -象山区,1室1厅 | 46.03平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,0人关注 / 5天以前发布,15.8,"3,433元/平"
广源国际步梯5楼毛坯128.89平110万,广源·国际社区 -秀峰区,3室2厅 | 125.89平米 | 南 | 毛坯 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,89,"7,070元/平"
吾悦旁边，中间楼层，朝南采光好，看房方便,鑫隆公园大地 -临桂区,2室2厅 | 88.27平米 | 南 | 简装 | 中楼层(共24层)  | 板塔结合,0人关注 / 8个月以前发布,41.8,"4,736元/平"
润鸿水尚 一梯两户湖景大三房急卖,润鸿•水尚 -象山区,3室2厅 | 131.57平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,10人关注 / 6个月以前发布,57.8,"4,394元/平"
广源国际步梯5楼毛坯128.89平110万,广源·国际社区 -秀峰区,3室2厅 | 125.89平米 | 南 | 毛坯 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,89,"7,070元/平"
楼栋楼层都很好，视野开阔，看山水公园美景,彰泰城市一号 -临桂区,3室2厅 | 110.74平米 | 南 | 毛坯 | 高楼层(共33层)  | 塔楼,0人关注 / 1个月以前发布,67.3,"6,078元/平"
此房配套设施齐全，电梯房，户型方正好用,竣为·景观360 -七星区,3室2厅 | 135.54平米 | 南 | 毛坯 | 中楼层(共11层)  | 塔楼,24人关注 / 一年前发布,78.6,"5,800元/平"
华润万象城旁耀和荣誉精装大4房,耀和荣裕 -秀峰区,4室2厅 | 137.83平米 | 东南 | 其他 | 低楼层(共8层)  | 板塔结合,0人关注 / 3个月以前发布,118,"8,562元/平"
万象城旁精致三房两厅两卫人车分流配套齐全环境优美！,華潤 · 中央公园 -秀峰区,3室2厅 | 85.6平米 | 南 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 4个月以前发布,86,"10,047元/平"
满五年 唯一 户型方正 实用面积大 采光好业主诚心卖,市检察院公寓 -秀峰区,4室2厅 | 156.91平米 | 南 北 | 毛坯 | 高楼层(共15层)  | 暂无数据,7人关注 / 一年前发布,110,"7,011元/平"
带车位的大三房！视野开阔！证件齐全无欠款！,碧园•印象桂林 -临桂区,3室2厅 | 116.96平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,3人关注 / 3个月以前发布,49,"4,190元/平"
漓江郡府银桂府四房143.5平米有前后花园190万,兴进漓江郡府银桂府 -七星区,4室2厅 | 143.47平米 | 南 | 毛坯 | 低楼层(共10层)  | 板塔结合,6人关注 / 9个月以前发布,190,"13,244元/平"
坐北朝南大三房二厅二卫 带18平米车库,仙湖小区 -临桂区,3室2厅 | 128.31平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 6个月以前发布,49,"3,819元/平"
彰泰睿城 电梯清水大三房 三个阳台 景观阳台视野宽,彰泰睿城 -七星区,3室2厅 | 128.34平米 | 南 | 毛坯 | 高楼层(共11层)  | 板楼,14人关注 / 一年前发布,145,"11,299元/平"
此房唯一，税费低，证件齐全，随时可过户,里约湖岸 -临桂区,3室1厅 | 109.18平米 | 南 | 其他 | 中楼层(共32层)  | 暂无数据,0人关注 / 5个月以前发布,52,"4,763元/平"
安厦漓江大美 优质3房 清水房 楼层好 一梯两户,安厦漓江大美 -象山区,3室2厅 | 106.89平米 | 南 | 毛坯 | 中楼层(共12层)  | 板楼,36人关注 / 一年前发布,68.8,"6,437元/平"
七星区 七星公园 龙隐本 一楼一户,公园绿涛湾小区西园 -七星区,3室1厅 | 110.53平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,10人关注 / 一年前发布,115,"10,405元/平"
花样年.花样城  精装3房2卫  68万！带车位（另计）,花样年花样城二期 -临桂区,3室2厅 | 114.65平米 | 西南 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,68,"5,932元/平"
象山区春天家园 顶楼复式一层得二层 有证无贷款,春天家园 -象山区,3室2厅 | 130.84平米 | 南 | 毛坯 | 高楼层(共12层)  | 板楼,5人关注 / 8个月以前发布,82,"6,268元/平"
育才  明珠花园 电梯高层140平大三房,明珠花园 -七星区,3室2厅 | 139.3平米 | 南 | 精装 | 高楼层(共13层)  | 板楼,8人关注 / 9个月以前发布,136,"9,764元/平"
本房业主诚心出售，看房方便，毛坯房,安厦漓江大美 -象山区,4室2厅 | 124.81平米 | 南 | 毛坯 | 中楼层(共12层)  | 暂无数据,6人关注 / 一年前发布,78,"6,250元/平"
五楼，适中楼层，装修好干净整洁，南北通风好，公摊少,迎春門 -象山区,3室2厅 | 84.66平米 | 南 北 | 简装 | 高楼层(共6层)  | 塔楼,1人关注 / 9个月以前发布,40,"4,725元/平"
2009年步梯3房，有小区物业，居住舒适好房,气象路3号 -叠彩区,3室2厅 | 89.99平米 | 东 | 简装 | 中楼层(共5层)  | 暂无数据,13人关注 / 一年前发布,49,"5,446元/平"
象山区繁华地段南北朝向精品三房,惠龙城 -象山区,3室2厅 | 133.6平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,75,"5,614元/平"
花样年麓湖国际 小区环境优雅 各方面配套齐全,花样年•麓湖国际 -临桂区,3室2厅 | 124.7平米 | 北 | 精装 | 低楼层(共33层)  | 板塔结合,15人关注 / 一年前发布,66,"5,293元/平"
大门口栖霞府南苑高层远视野117平米3房,栖霞府南苑 -七星区,3室2厅 | 117.45平米 | 南 | 毛坯 | 高楼层(共14层)  | 暂无数据,1人关注 / 一年前发布,109,"9,281元/平"
七星万达商圈 精装  3房2厅 电梯4楼 拎包入住,彰泰兰乔圣菲 -七星区,3室2厅 | 97.38平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,5人关注 / 一年前发布,112,"11,502元/平"
采光好 双阳台 带露台6平米步梯二楼大三房,彰泰鸣翠新都 -象山区,3室2厅 | 122.26平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,2人关注 / 一年前发布,98.5,"8,057元/平"
联达广场植物园四季花城电梯高层140平舒适3房130万,四季花城 -象山区,3室2厅 | 140.16平米 | 南 北 | 精装 | 高楼层(共10层)  | 暂无数据,1人关注 / 5个月以前发布,129,"9,204元/平"
龙光普罗旺斯，汽车南站旁，5楼四房出售,龙光普罗旺斯南区 -象山区,4室2厅 | 111.03平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,3人关注 / 7个月以前发布,72,"6,485元/平"
环城西二路 一梯两户 舒适大三房,环城西二路69号 -象山区,3室2厅 | 100.19平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,52.5,"5,241元/平"
普罗旺斯一梯两户中间楼采光好层户型方正价格包车位,龙光普罗旺斯南区 -象山区,4室2厅 | 122.14平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,3人关注 / 10个月以前发布,83,"6,796元/平"
安厦漓江大美 优质3房 清水房 楼层好 一梯两户,安厦漓江大美 -象山区,3室2厅 | 106.89平米 | 南 | 毛坯 | 中楼层(共12层)  | 板楼,36人关注 / 一年前发布,68.8,"6,437元/平"
普罗旺斯一梯两户中间楼采光好层户型方正价格包车位,龙光普罗旺斯南区 -象山区,4室2厅 | 122.14平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,3人关注 / 10个月以前发布,83,"6,796元/平"
漓江边漓江大美一梯两户，实用三房出售,安厦漓江大美 -象山区,3室2厅 | 99.01平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,2人关注 / 一年前发布,73,"7,373元/平"
七星区 奇峰小筑 银峰苑 150平自用天台,奇峰小筑 -七星区,4室2厅 | 139.35平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,6人关注 / 11个月以前发布,65,"4,665元/平"
桂林市七星区兴达江山领秀精装4房出售,兴达江山领秀 -七星区,3室2厅 | 130.14平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 4个月以前发布,130,"9,990元/平"
环城西二路 一梯两户 舒适大三房,环城西二路69号 -象山区,3室2厅 | 100.19平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,52.5,"5,241元/平"
荣和林溪府悦琴 精装三房 中间楼层 万象商圈,荣和林溪府•悦琴 -秀峰区,3室2厅 | 86.48平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 3个月以前发布,93,"10,754元/平"
联达雅居  三房两厅  两卫 出售,联达雅居二期 -象山区,3室2厅 | 126平米 | 南 北 | 其他 | 中楼层(共7层)  | 板塔结合,0人关注 / 3个月以前发布,82,"6,508元/平"
七星区 七星公园 龙隐本 一楼一户,公园绿涛湾小区西园 -七星区,3室1厅 | 110.53平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,10人关注 / 一年前发布,115,"10,405元/平"
大门口栖霞府南苑高层远视野117平米3房,栖霞府南苑 -七星区,3室2厅 | 117.45平米 | 南 | 毛坯 | 高楼层(共14层)  | 暂无数据,1人关注 / 一年前发布,109,"9,281元/平"
象山区繁华地段南北朝向精品三房,惠龙城 -象山区,3室2厅 | 133.6平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,75,"5,614元/平"
花样年麓湖国际 小区环境优雅 各方面配套齐全,花样年•麓湖国际 -临桂区,3室2厅 | 124.7平米 | 北 | 精装 | 低楼层(共33层)  | 板塔结合,15人关注 / 一年前发布,66,"5,293元/平"
花样年花样城，大三房，房东急售,花样年花样城 -临桂区,3室2厅 | 124.29平米 | 东南 | 毛坯 | 低楼层(共32层)  | 板楼,1人关注 / 3个月以前发布,56,"4,506元/平"
彰泰新城，宽敞大三房，户型方正,彰泰新城 -临桂区,3室2厅 | 148.07平米 | 北 | 毛坯 | 高楼层(共26层)  | 塔楼,0人关注 / 4个月以前发布,68,"4,593元/平"
美好家园 洋房 电梯复式带天面露台  诚心出售,耀辉美好家园 -临桂区,6室1厅 | 218.78平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 板塔结合,3人关注 / 8个月以前发布,110,"5,028元/平"
麓湖国际剑桥郡湖景毛坯三房两卫中高好楼层,花样年•麓湖国际 -临桂区,3室2厅 | 100.37平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,2人关注 / 一年前发布,52.5,"5,231元/平"
"公园旁新小区,，地段好、户型方正，生活便利。",奥林匹克花园悉尼蓝湾 -临桂区,3室2厅 | 132平米 | 南 | 毛坯 | 高楼层(共32层)  | 塔楼,1人关注 / 5个月以前发布,66,"5,000元/平"
时代枫林福祥里3栋二单元3房2厅2卫,时代枫林（时代枫林商贸城） -临桂区,3室2厅 | 106平米 | 南 | 毛坯 | 低楼层(共29层)  | 暂无数据,2人关注 / 7个月以前发布,47,"4,434元/平"
国际西苑 4室2厅 南,国际西苑 -临桂区,4室2厅 | 145.49平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 1个月以前发布,63.6,"4,372元/平"
和公馆 3室2厅 南 北,和公馆 -临桂区,3室2厅 | 84.03平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 暂无数据,1人关注 / 10个月以前发布,49.8,"5,927元/平"
彰泰峰誉97.49平精装售价66万家具家电齐全,彰泰峰誉 -灵川,4室2厅 | 97.49平米 | 东南 | 精装 | 中楼层(共40层)  | 板塔结合,8人关注 / 10个月以前发布,61,"6,258元/平"
前后双大院子 61万精装3房 欧洲小镇 生活便利 拎包住,欧洲小镇四区 -灵川,3室2厅 | 129.2平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,1人关注 / 5个月以前发布,61,"4,722元/平"
交通方便 电梯房中间楼层装修好,兴盛爱地社区 -临桂区,3室2厅 | 90.45平米 | 西北 | 精装 | 低楼层(共34层)  | 板楼,1人关注 / 一年前发布,38.5,"4,257元/平"
欢迎大家多多上客，价格还可以谈。,华利小区 -临桂区,3室2厅 | 120.81平米 | 东南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,43,"3,560元/平"
此房满二年，户型采光好，中间好楼层，成交率高,鑫府家园 -临桂区,3室2厅 | 131.52平米 | 北 | 精装 | 中楼层(共25层)  | 暂无数据,1人关注 / 11个月以前发布,55,"4,182元/平"
漓江边象山区宽敞两房两厅宜居之选,惠龙世纪城 -象山区,2室2厅 | 81.45平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,9人关注 / 一年前发布,50,"6,139元/平"
房龄2001年 普陀路 电梯房3房2厅 带80平天面 带杂物间,普陀路54号 -七星区,3室2厅 | 112.8平米 | 南 | 精装 | 高楼层(共7层)  | 塔楼,15人关注 / 一年前发布,69.8,"6,188元/平"
七星融创万达一期现房有证满二年，大三房直通地下车库,栖霞府北苑 -七星区,3室2厅 | 114.75平米 | 东南 | 毛坯 | 中楼层(共17层)  | 板塔结合,3人关注 / 一年前发布,115,"10,022元/平"
工商大院八里五路交通配套齐全欢迎看房,工商大院 -灵川,3室2厅 | 148.97平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,3人关注 / 一年前发布,49.5,"3,323元/平"
带大露台 42万精装3房 金色年华 刚需安居 生活便利,金色年华 -灵川,3室2厅 | 129.04平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,2人关注 / 5个月以前发布,42,"3,255元/平"
房龄2001年 普陀路 电梯房3房2厅 带80平天面 带杂物间,普陀路54号 -七星区,3室2厅 | 112.8平米 | 南 | 精装 | 高楼层(共7层)  | 塔楼,15人关注 / 一年前发布,69.8,"6,188元/平"
前后双大院子 61万精装3房 欧洲小镇 生活便利 拎包住,欧洲小镇四区 -灵川,3室2厅 | 129.2平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,1人关注 / 5个月以前发布,61,"4,722元/平"
漓江边象山区宽敞两房两厅宜居之选,惠龙世纪城 -象山区,2室2厅 | 81.45平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,9人关注 / 一年前发布,50,"6,139元/平"
叠彩区沃尔玛商圈有物业小区电梯三房两厅两卫，,罗马花园 -叠彩区,3室2厅 | 129.13平米 | 南 | 精装 | 高楼层(共16层)  | 板楼,0人关注 / 1个月以前发布,88,"6,815元/平"
天下桂林步行街精装三房，诚心出售,天下桂林步行街 -临桂区,3室2厅 | 101平米 | 南 | 精装 | 高楼层(共4层)  | 板楼,8人关注 / 6个月以前发布,31,"3,070元/平"
东晖国际电梯搞层一梯两户143平大3房100万,东晖国际公馆 -七星区,3室1厅 | 142.8平米 | 南 | 精装 | 中楼层(共12层)  | 板楼,5人关注 / 6个月以前发布,99,"6,933元/平"
七星区奇峰小筑使用3房2厅 107.22平62万,奇峰小筑 -七星区,3室2厅 | 107.22平米 | 东南 | 简装 | 中楼层(共7层)  | 板塔结合,4人关注 / 8个月以前发布,58,"5,410元/平"
漓江边 50万精装3房 漓江明珠 拎包入住,漓江明珠 -灵川,3室2厅 | 118.24平米 | 南 北 | 精装 | 低楼层(共17层)  | 板塔结合,0人关注 / 2个月以前发布,50,"4,229元/平"
七星区 水晶郦城养生2楼 精装三房 拎包入住！,冠泰水晶郦城 -七星区,3室2厅 | 97.31平米 | 东南 | 精装 | 低楼层(共14层)  | 塔楼,12人关注 / 一年前发布,70,"7,194元/平"
户型方正，采光很好，南北通风，地段很好  闹中取静,无线电三厂宿舍 -七星区,2室2厅 | 68.48平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,2人关注 / 7个月以前发布,31.5,"4,600元/平"
带花园，实用面积大，配套完善，有阳光游泳池，采光好,安厦漓江大美 -象山区,3室2厅 | 130.63平米 | 南 | 精装 | 低楼层(共12层)  | 板楼,10人关注 / 8个月以前发布,88,"6,737元/平"
象山博望园精装四房诚意出售！家电家具齐全拎包入住,象山博望园 -象山区,4室2厅 | 110.71平米 | 南 北 | 精装 | 中楼层(共10层)  | 板塔结合,4人关注 / 一年前发布,90,"8,130元/平"
东岸枫景电梯10楼，采光通风好，看房方便,冠泰东岸枫景 -七星区,3室2厅 | 131.75平米 | 南 北 | 精装 | 高楼层(共12层)  | 板塔结合,2人关注 / 一年前发布,128,"9,716元/平"
电梯一梯两户小高层 大平层 南北 通透 漓江边,安厦世纪城揽翠湾 -象山区,3室2厅 | 145.32平米 | 东南 | 精装 | 低楼层(共9层)  | 板楼,1人关注 / 2个月以前发布,135,"9,290元/平"
兰乔圣菲  清水3房 边户一梯两户通透格局,彰泰兰乔圣菲 -七星区,3室2厅 | 128.12平米 | 南 | 毛坯 | 低楼层(共8层)  | 板楼,6人关注 / 9个月以前发布,122,"9,523元/平"
桂林七星区长盛时代广场简装3房2厅2卫低价出售,长盛时代广场 -七星区,3室2厅 | 135.9平米 | 北 | 简装 | 中楼层(共13层)  | 板塔结合,4人关注 / 9个月以前发布,75,"5,519元/平"
安厦漓江大美清水电梯6楼152.93平113万,安厦漓江大美 -象山区,4室2厅 | 152.93平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,3人关注 / 9个月以前发布,113,"7,390元/平"
漓江边复式楼带有露台的挑空大客厅有车位急售,安厦漓江大美 -象山区,5室2厅 | 266.22平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 板楼,0人关注 / 3个月以前发布,205,"7,701元/平"
交通方便 电梯房中间楼层装修好,兴盛爱地社区 -临桂区,3室2厅 | 90.45平米 | 西北 | 精装 | 低楼层(共34层)  | 板楼,1人关注 / 一年前发布,38.5,"4,257元/平"
欢迎大家多多上客，价格还可以谈。,华利小区 -临桂区,3室2厅 | 120.81平米 | 东南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,43,"3,560元/平"
八里一路49号3-2-1-1 109.60m² 售价34.9 万,八里一路49号 -灵川,3室2厅 | 109.6平米 | 东 | 简装 | 高楼层(共7层)  | 暂无数据,8人关注 / 一年前发布,34,"3,103元/平"
视野开阔 118万电梯精装大3房 恒大广场 舒适享有,桂林恒大广场 -叠彩区,3室2厅 | 186.31平米 | 南 | 精装 | 高楼层(共23层)  | 暂无数据,2人关注 / 9个月以前发布,118,"6,334元/平"
此房满二年，户型采光好，中间好楼层，成交率高,鑫府家园 -临桂区,3室2厅 | 131.52平米 | 北 | 精装 | 中楼层(共25层)  | 暂无数据,1人关注 / 11个月以前发布,55,"4,182元/平"
时代花园好楼层出售，装修好的。,时代花园 -临桂区,3室2厅 | 139.11平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,51.8,"3,724元/平"
