标题,开发商,房子信息,发布信息,售价/万,单价
豪庭御都 3室2厅 南 北,豪庭御都 -北湖区,3室2厅 | 158平米 | 南 北 | 精装 | 低楼层(共17层)  | 板塔结合,0人关注 / 7天以前发布,126,"7,975元/平"
海能国际精装修2室，户型好楼层棒，诚意出售看房方便,海能国际 -西城区,2室2厅 | 105平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,1人关注 / 7个月以前发布,99,"9,429元/平"
洋房花园社区，精装有储，即买即住，车位单算,凤凰家园 -万达区,3室1厅 | 88平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,1人关注 / 3个月以前发布,92,"10,455元/平"
金屯小区 3室2厅 南 北,金屯小区 -高新区,3室2厅 | 113平米 | 南 北 | 其他 | 高楼层(共10层)  | 暂无数据,0人关注 / 1个月以前发布,65,"5,753元/平"
海关路师专宿舍 中间楼层 三室朝阳双阳台,济宁学院宿舍（海关路） -万达区,3室2厅 | 98平米 | 南 北 | 其他 | 中楼层(共5层)  | 板塔结合,4人关注 / 一年前发布,137,"13,980元/平"
此房满五不唯一，可走z与，户型方正,新世纪花园  -济北区,3室2厅 | 134平米 | 南 | 精装 | 中楼层(共10层)  | 板塔结合,28人关注 / 一年前发布,135,"10,075元/平"
华都·金色兰庭 3室1厅 南,华都·金色兰庭 -济北区,3室1厅 | 98.62平米 | 南 | 精装 | 中楼层(共24层)  | 板楼,0人关注 / 1个月以前发布,92,"9,329元/平"
京杭佳苑C区 3室2厅 南 北,京杭佳苑C区 -北湖区,3室2厅 | 122平米 | 南 北 | 其他 | 高楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,87,"7,132元/平"
出门就是市场 北兴小区 三室两厅 好户型 有证可贷款,北兴小区 -邹城市,3室2厅 | 122平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 5个月以前发布,80,"6,558元/平"
银资小区 3室1厅 南 北,银资小区 -南池区,3室1厅 | 71.38平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,61,"8,546元/平"
市区精装小高层中间楼层，精装修，业主诚信出售,古槐家園 -西城区,4室2厅 | 188平米 | 南 北 | 其他 | 高楼层(共13层)  | 板塔结合,1人关注 / 2个月以前发布,140,"7,447元/平"
急售燕京花园三室两厅，好楼层，带储藏室。,燕京花园东区 -邹城市,3室2厅 | 92平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,66,"7,174元/平"
正阳小区三室一厅东边户通透敞亮带储藏室,正阳小区 -邹城市,3室2厅 | 91平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,67,"7,363元/平"
金山新苑三室两厅好户型 价格可谈,金山新苑 -邹城市,3室2厅 | 125平米 | 南 | 其他 | 中楼层(共28层)  | 暂无数据,1人关注 / 一年前发布,105,"8,400元/平"
输油泵站家属院 3室1厅 南 北,输油泵站家属院 -邹城市,3室1厅 | 85平米 | 南 北 | 其他 | 低楼层(共5层)  | 板塔结合,0人关注 / 1个月以前发布,59,"6,942元/平"
出入方便，南北格局，户型方正，采光好,府河小区 -万达区,3室1厅 | 84.55平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,74,"8,753元/平"
中间楼层，足不出户就找到好房！！！,恒兴经典 -邹城市,3室2厅 | 95平米 | 南 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 4个月以前发布,106,"11,158元/平"
出行方便 峄化小区  三室一厅 户型好 出行方便,峄化小区 -邹城市,3室1厅 | 78平米 | 南 | 简装 | 高楼层(共5层)  | 板塔结合,3人关注 / 7个月以前发布,33.4,"4,283元/平"
森泰壹世界酒店公寓 1室1厅 南,森泰壹世界酒店公寓 -万达区,1室1厅 | 37平米 | 南 | 其他 | 中楼层(共20层)  | 板塔结合,1人关注 / 6个月以前发布,16,"4,325元/平"
银资小区 3室1厅 南 北,银资小区 -南池区,3室1厅 | 71.38平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,61,"8,546元/平"
华都·金色兰庭 3室1厅 南,华都·金色兰庭 -济北区,3室1厅 | 98.62平米 | 南 | 精装 | 中楼层(共24层)  | 板楼,0人关注 / 1个月以前发布,92,"9,329元/平"
京杭佳苑C区 3室2厅 南 北,京杭佳苑C区 -北湖区,3室2厅 | 122平米 | 南 北 | 其他 | 高楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,87,"7,132元/平"
出门就是市场 北兴小区 三室两厅 好户型 有证可贷款,北兴小区 -邹城市,3室2厅 | 122平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 5个月以前发布,80,"6,558元/平"
新世纪广场 地上储 两室朝阳 随时看房,府河小区 -万达区,2室1厅 | 55平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,1人关注 / 3个月以前发布,48,"8,728元/平"
此房11层洋房 低楼层采光足 满五税少 楼间距大采光好,都市花园 -西城区,3室2厅 | 135平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,1人关注 / 5个月以前发布,153,"11,334元/平"
龙翔御苑 2室2厅 南,龙翔御苑 -济北区,2室2厅 | 74平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,3人关注 / 6个月以前发布,49.5,"6,690元/平"
此房满五不唯一，可走z与，户型方正,新世纪花园  -济北区,3室2厅 | 134平米 | 南 | 精装 | 中楼层(共10层)  | 板塔结合,28人关注 / 一年前发布,135,"10,075元/平"
圣湖世家 124平 精装修  中间楼层,华城圣湖世家 -万达区,3室2厅 | 124平米 | 南 | 精装 | 中楼层(共30层)  | 板塔结合,2人关注 / 3个月以前发布,135,"10,888元/平"
电梯房 出售精装修 户型合理 有证可贷款,王府景 -西城区,2室1厅 | 95平米 | 南 | 精装 | 高楼层(共30层)  | 板塔结合,1人关注 / 4个月以前发布,155,"16,316元/平"
杨柳国际新城G区 2室2厅 南,杨柳国际新城G区 -济北区,2室2厅 | 86平米 | 南 | 其他 | 中楼层(共7层)  | 板塔结合,0人关注 / 2个月以前发布,64,"7,442元/平"
杨柳丽宫 电梯洋房精装修复式 带车库 看房方便,杨柳国际新城▪丽宫 -济北区,4室2厅 | 139平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 4个月以前发布,115,"8,274元/平"
碧桂园 小三室 精装修 房间全部朝南 现状很好少住,邹城碧桂园 -邹城市,3室2厅 | 95平米 | 南 | 其他 | 高楼层(共24层)  | 塔楼,0人关注 / 1个月以前发布,72,"7,579元/平"
海亮公馆 3室2厅 南,海亮公馆 -济北区,3室2厅 | 106.56平米 | 南 | 其他 | 低楼层(共27层)  | 板楼,0人关注 / 2个月以前发布,97,"9,103元/平"
杨柳国际新城G区 2室1厅 南,杨柳国际新城G区 -济北区,2室1厅 | 81平米 | 南 | 其他 | 高楼层(共7层)  | 板塔结合,1人关注 / 10个月以前发布,56,"6,914元/平"
杨柳国际新城公寓 3室2厅 南,杨柳国际新城公寓 -济北区,3室2厅 | 138平米 | 南 | 其他 | 中楼层(共26层)  | 板楼,0人关注 / 4个月以前发布,83,"6,015元/平"
旭园小区81平三室精装修自住支持贷款,旭园小区 -邹城市,3室1厅 | 81平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,62.8,"7,754元/平"
满二唯一 南风花园 带车位储 精装诚心出售随时过户,南风花园 -北湖区,3室2厅 | 178.8平米 | 南 北 | 精装 | 中楼层(共30层)  | 板楼,0人关注 / 1个月以前发布,262,"14,654元/平"
急售 刚需三室 置城八号公馆 有证可贷款,置城八号公馆 -济北区,3室1厅 | 118平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,1人关注 / 3个月以前发布,100,"8,475元/平"
杨柳国际新城▪丽宫 3室2厅 南,杨柳国际新城▪丽宫 -济北区,3室2厅 | 123平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,89,"7,236元/平"
济州印象 3室2厅 南,济州印象 -西城区,3室2厅 | 127平米 | 南 | 精装 | 高楼层(共34层)  | 平房,2人关注 / 6个月以前发布,155,"12,205元/平"
旭园小区81平三室精装修自住支持贷款,旭园小区 -邹城市,3室1厅 | 81平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,62.8,"7,754元/平"
挨着文昌阁 楼龄新，户型好，视野宽阔，采光充足,古槐名邸 -西城区,3室2厅 | 117.44平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,105,"8,941元/平"
燕京花园 3室2厅 南 北,燕京花园 -邹城市,3室2厅 | 100平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,5人关注 / 1个月以前发布,50,"5,000元/平"
此房户型方正，客厅卧室都朝阳，格局好，采光充足,中海城 -西城区,3室2厅 | 110平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,1人关注 / 5个月以前发布,112,"10,182元/平"
邮电新苑 3室2厅 南 北,邮电新苑 -济北区,3室2厅 | 93.75平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 8个月以前发布,110,"11,734元/平"
菱花富贵园 3室2厅 南,菱花富贵园 -济北区,3室2厅 | 140平米 | 南 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,130,"9,286元/平"
向阳苑 3室1厅 南 北,向阳苑 -邹城市,3室1厅 | 70平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,1人关注 / 6个月以前发布,43,"6,143元/平"
挨着二实小 建业园小区 低楼层 三室朝阳户型,建业园小区 -邹城市,3室1厅 | 128平米 | 南 | 简装 | 中楼层(共7层)  | 塔楼,2人关注 / 3个月以前发布,78,"6,094元/平"
济州印象 3室2厅 南,济州印象 -西城区,3室2厅 | 127平米 | 南 | 精装 | 高楼层(共34层)  | 平房,2人关注 / 6个月以前发布,155,"12,205元/平"
杏花村西  三室一厅精装修   未入住  68平43.8万,科技路永新巷253号 -邹城市,3室1厅 | 68平米 | 南 | 精装 | 低楼层(共3层)  | 暂无数据,0人关注 / 2个月以前发布,43,"6,324元/平"
京杭佳苑F区精装修观景好楼层带储藏室,京杭佳苑F区 -北湖区,3室2厅 | 127平米 | 南 | 其他 | 高楼层(共32层)  | 板塔结合,1人关注 / 3个月以前发布,87,"6,851元/平"
名鉴金地 带地下车位 好楼层 三室两厅,名鉴金地 -邹城市,3室2厅 | 143平米 | 南 | 其他 | 中楼层(共24层)  | 塔楼,0人关注 / 4个月以前发布,136,"9,511元/平"
翠都国际城 3室1厅 南 北,翠都国际城 -济北区,3室1厅 | 146.6平米 | 南 北 | 其他 | 高楼层(共27层)  | 板楼,0人关注 / 1个月以前发布,137,"9,346元/平"
警韵之家三室精装好楼层小河北 公务员小区,警韵之家 -济北区,3室2厅 | 134平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 3个月以前发布,178,"13,284元/平"
薛口育贤家园精装修三室朝阳 两室大阳台带车位储藏室,薛口育賢家園 -济北区,3室2厅 | 144.37平米 | 东 | 精装 | 高楼层(共17层)  | 板楼,11人关注 / 一年前发布,150,"10,390元/平"
绿地洋房区，贼便宜的价格。忍痛割爱变现。,绿地公馆二期 -万达区,3室2厅 | 120平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,26人关注 / 4个月以前发布,136,"11,334元/平"
急售几十万装修 全屋定制 带家具家电 方正户型 4室2厅,皇营东郡 -高新区,4室2厅 | 134平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,2人关注 / 4个月以前发布,128,"9,553元/平"
满二唯一 南风花园 带车位储 精装诚心出售随时过户,南风花园 -北湖区,3室2厅 | 178.8平米 | 南 北 | 精装 | 中楼层(共30层)  | 板楼,0人关注 / 1个月以前发布,262,"14,654元/平"
急售 刚需三室 置城八号公馆 有证可贷款,置城八号公馆 -济北区,3室1厅 | 118平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,1人关注 / 3个月以前发布,100,"8,475元/平"
兴东居委宿舍 3室1厅 南 北,兴东居委宿舍 -西城区,3室1厅 | 71平米 | 南 北 | 精装 | 中楼层(共5层)  | 暂无数据,1人关注 / 4个月以前发布,57,"8,029元/平"
风韵荷都B区精装修好楼层下证过户,风韵荷都B区 -北湖区,1室1厅 | 77平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,6人关注 / 4个月以前发布,49,"6,364元/平"
精装两居室 全明户型 带储 采光好 无遮挡,宁建嘉园 -万达区,2室1厅 | 69平米 | 南 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,55,"7,972元/平"
带车储 精装修，两室两厅 证满四年,鲁商运河公馆 -南池区,2室2厅 | 85平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,0人关注 / 3个月以前发布,95,"11,177元/平"
北湖春天 2室1厅 南,北湖春天 -万达区,2室1厅 | 92平米 | 南 | 其他 | 低楼层(共28层)  | 暂无数据,0人关注 / 2个月以前发布,67,"7,283元/平"
一楼带院，新精装修，价格可议。,济宁市运公司宿舍 -南池区,2室1厅 | 43.6平米 | 南 | 精装 | 低楼层(共3层)  | 暂无数据,23人关注 / 7个月以前发布,40,"9,175元/平"
越河家园 2室1厅 南 北,越河家园 -南池区,2室1厅 | 72平米 | 南 北 | 简装 | 高楼层(共10层)  | 暂无数据,0人关注 / 1个月以前发布,70,"9,723元/平"
阳光花园 3楼2室1厅 两室朝阳 满五唯一,阳光花园(任城区) -西城区,2室1厅 | 79平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 3个月以前发布,63,"7,975元/平"
红星小区，位置真心棒，购物方便，停车方便,红星小区 -万达区,2室1厅 | 60.64平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,8人关注 / 一年前发布,50,"8,246元/平"
古塔小区两室一厅 简单装修售价35万 带地下储藏室,古塔小区 -邹城市,2室1厅 | 60平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,0人关注 / 1个月以前发布,35,"5,834元/平"
凤凰城 满五唯一，诚心出售，东门十五中,凤凰城 -南池区,2室2厅 | 85.8平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,1人关注 / 6个月以前发布,75,"8,742元/平"
滨河安居苑 2室1厅 南,滨河安居苑 -西城区,2室1厅 | 70平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,7人关注 / 4个月以前发布,38,"5,429元/平"
万达华府 2室2厅 南,万达华府 -万达区,2室2厅 | 86平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,107.5,"12,500元/平"
来鹤小区北区 2室2厅 南,来鹤小区北区 -南池区,2室2厅 | 84.25平米 | 南 | 其他 | 低楼层(共6层)  | 板塔结合,0人关注 / 3个月以前发布,72,"8,546元/平"
房东诚心出售，房子采光好，停车方便,菱花集团化肥厂宿舍 -万达区,2室1厅 | 80平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,1人关注 / 2个月以前发布,39,"4,875元/平"
东南华城翠竹园 精装两室 满五唯一  随时看房,华城翠竹园 -万达区,2室1厅 | 84平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,86,"10,239元/平"
房主急售电梯房3室2厅 世纪豪庭 有证可贷款,世纪豪庭 -邹城市,3室1厅 | 106平米 | 东南 北 | 其他 | 低楼层(共27层)  | 暂无数据,0人关注 / 1个月以前发布,65,"6,133元/平"
两室朝阳，中间楼层，带储藏室，通透,鸿泰新苑 -济北区,3室1厅 | 89.6平米 | 南 | 简装 | 中楼层(共7层)  | 暂无数据,42人关注 / 11个月以前发布,38,"4,242元/平"
高校生活园两室两厅全明户型无配套精装修拎包入住,北湖高校生活园 -北湖区,2室2厅 | 100.4平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,8人关注 / 一年前发布,99,"9,861元/平"
百丰大厦办公价格便宜，看房方便,百丰大厦 -济北区,1室1厅 | 50平米 | 南 | 简装 | 低楼层(共27层)  | 塔楼,0人关注 / 9个月以前发布,21,"4,200元/平"
此房满五唯一，楼层好，配套设施齐全，交通方便,梦园小区(任城区) -西城区,2室1厅 | 60.33平米 | 南 | 精装 | 中楼层(共5层)  | 板塔结合,0人关注 / 3个月以前发布,53,"8,786元/平"
龙行小区两室精装房，低楼层 配套齐全,龙行小区 -南池区,2室1厅 | 75平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 8个月以前发布,70,"9,334元/平"
九九花园2-2-1-1 68.00m² 52 万）,九九花园 -西城区,2室2厅 | 68平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,52,"7,648元/平"
龙山路 3室1厅 南 北,龙山路 -邹城市,3室1厅 | 63平米 | 南 北 | 其他 | 低楼层(共2层)  | 暂无数据,2人关注 / 6个月以前发布,36,"5,715元/平"
诚信出售 产权清晰 本房源无任何纠纷，看房方便，,中煤家园 -邹城市,2室1厅 | 80平米 | 南 北 | 毛坯 | 中楼层(共4层)  | 暂无数据,17人关注 / 一年前发布,35,"4,375元/平"
9万精装，全新，拎包入住，楼层2层，视野好，居住舒适,圣龙家园 -西城区,2室1厅 | 71平米 | 北 南 | 精装 | 低楼层(共7层)  | 暂无数据,63人关注 / 7个月以前发布,58,"8,170元/平"
此房刚满两年，经典小户型 上学方便,万达华府 -万达区,2室1厅 | 80平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,7人关注 / 7个月以前发布,99,"12,375元/平"
中泰名城 2室1厅 西北,中泰名城 -西城区,2室1厅 | 90平米 | 西北 | 精装 | 高楼层(共8层)  | 板楼,2人关注 / 3个月以前发布,28,"3,112元/平"
岗山苑一室一厅    简装48平仅售18万,岗山苑 -邹城市,1室1厅 | 48平米 | 南 | 简装 | 中楼层(共4层)  | 暂无数据,0人关注 / 3个月以前发布,18,"3,750元/平"
如意新城 2室1厅 南 北,如意新城 -高新区,2室1厅 | 76.5平米 | 南 北 | 其他 | 低楼层(共18层)  | 塔楼,1人关注 / 3个月以前发布,32,"4,184元/平"
杨柳国际MOHO公寓 3室2厅 南,杨柳国际MOHO公寓 -济北区,3室2厅 | 168.4平米 | 南 | 简装 | 高楼层(共12层)  | 暂无数据,1人关注 / 1个月以前发布,60,"3,563元/平"
