标题,开发商,房子信息,发布信息,售价/万,单价
北京一号院，精装双卧朝南，有钥匙看房方便,北京壹号院 -张北县,2室1厅 | 91.33平米 | 南 | 精装 | 低楼层(共6层)  | 塔楼,9人关注 / 7个月以前发布,46,"5,037元/平"
郡都苑小区（永春农贸市场南） 2室2厅 南 北,郡都苑小区（永春农贸市场南） -张北县,2室2厅 | 87平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 3天以前发布,36,"4,138元/平"
长河湾小区 2室1厅 东南,长河湾小区 -张北县,2室1厅 | 80平米 | 东南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 4天以前发布,22,"2,750元/平"
客卧响阳格局很好，采光足，适合任何人群,盛华家园小区 -桥东区,3室2厅 | 136平米 | 南 北 | 毛坯 | 中楼层(共15层)  | 塔楼,0人关注 / 12天以前发布,100,"7,353元/平"
低楼层大产权 户型方正 北京新城精装两居室,北京新城 -张北县,2室2厅 | 76平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 15天以前发布,34,"4,474元/平"
中都府 2室2厅 南,中都府 -张北县,2室2厅 | 82平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 10天以前发布,41,"5,000元/平"
上东红郡好户型，电梯好楼层，精装拎包入住。,上东红郡 -桥东区,3室2厅 | 136平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,0人关注 / 11天以前发布,125,"9,192元/平"
生活便利，交通便利，户型也不错，里面干净。,张家口市宝善小区 -桥东区,3室2厅 | 101平米 | 南 北 | 其他 | 低楼层(共7层)  | 板楼,0人关注 / 16天以前发布,75,"7,426元/平"
兰顿庄园 3室1厅 南 北,兰顿庄园 -沙城,3室1厅 | 109平米 | 南 北 | 其他 | 中楼层(共24层)  | 暂无数据,1人关注 / 11天以前发布,93,"8,533元/平"
此房为中户.适合老人居住.看房方便.业主诚心出售.,龙腾小区 -张北县,2室1厅 | 67.07平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 11天以前发布,31,"4,623元/平"
丰泰亲河苑 2室2厅 南 北,丰泰亲河苑 -桥东区,2室2厅 | 97平米 | 南 北 | 其他 | 中楼层(共18层)  | 板塔结合,0人关注 / 12天以前发布,73,"7,526元/平"
惠安苑小区 3室2厅 南 北,惠安苑小区 -桥东区,3室2厅 | 112平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 8天以前发布,76,"6,786元/平"
不挡光，视野宽阔，公摊小，户型好,欣欣家园 -桥西区,2室1厅 | 85.29平米 | 南 | 其他 | 高楼层(共17层)  | 塔楼,0人关注 / 9天以前发布,43,"5,042元/平"
龙山水郡 1室0厅 南 北,龙山水郡 -桥东区,1室0厅 | 70平米 | 南 北 | 其他 | 低楼层(共28层)  | 塔楼,0人关注 / 9天以前发布,55,"7,858元/平"
张家口市宝善小区 4室2厅 南 北,张家口市宝善小区 -桥东区,4室2厅 | 174.46平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 9天以前发布,72,"4,128元/平"
急售好房， 不挡光电梯楼，可贷款 看房预约,丰泰亲河苑 -桥东区,2室2厅 | 97平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 12天以前发布,75,"7,732元/平"
光中路-好位置。正3楼。谁买了谁合适,南五道庙 -桥西区,2室1厅 | 42平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 19天以前发布,23,"5,477元/平"
电梯洋房。视野通透。得房率高。。。。,新五一广场2区 -桥东区,3室2厅 | 133平米 | 南 北 | 其他 | 低楼层(共9层)  | 板塔结合,0人关注 / 20天以前发布,103,"7,745元/平"
红旗楼商圈，尚峰悦庭，电梯房，诚心出售,尚峰悦庭 -桥东区,2室2厅 | 110平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 暂无数据,0人关注 / 1个月以前发布,65,"5,910元/平"
此房楼层挺好，步梯二楼 新装修  新家具,仁爱住宅小区 -张北县,2室1厅 | 71平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 17天以前发布,30.5,"4,296元/平"
业主急售，一手手续，现房即买即住，卫华,尚峰悦庭 -桥东区,3室2厅 | 122.43平米 | 南 北 | 其他 | 中楼层(共26层)  | 板塔结合,3人关注 / 3个月以前发布,99,"8,087元/平"
此房格局好，采光充足，居住适宜，交通便利。,惠民花园 -桥西区,2室2厅 | 70平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,0人关注 / 4个月以前发布,40,"5,715元/平"
此房满北通透，采光好，小区邻里和谐，,张家口市医药公司家属楼 -桥东区,2室2厅 | 100平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,40,"4,000元/平"
正五楼 满五唯一 带地下室 相中可面议 双阳卧 三居室,西沙河大街副88号 -桥西区,2室1厅 | 51平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,25,"4,902元/平"
地理位置优越，出行方便，配套齐全，小区环境好,东辰杏花 -张北县,2室2厅 | 90平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,26,"2,889元/平"
此房无抵押，产权清晰，带地下室一间，户型阳厅阳卧,虹府嘉苑小区 -宣化区,2室1厅 | 66.3平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,2人关注 / 3个月以前发布,22.5,"3,394元/平"
（钻石花园2-1-1-1 110.00m² 88 万）,钻石花园 -桥东区,2室1厅 | 110平米 | 南 北 | 其他 | 高楼层(共11层)  | 板楼,0人关注 / 3个月以前发布,88,"8,000元/平"
馨苑家园东区 3室2厅 南,馨苑家园东区 -桥东区,3室2厅 | 107.66平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,61,"5,666元/平"
有本，能过户，北朝向，楼层好，视野开阔，采光好,旭日嘉园 -宣化区,2室1厅 | 79.1平米 | 北 | 其他 | 高楼层(共16层)  | 塔楼,0人关注 / 2个月以前发布,40,"5,057元/平"
九岳房产推荐，一梯两户，精装修，房本，满五,皇苑小区 -宣化区,3室2厅 | 186平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,13人关注 / 一年前发布,132.5,"7,124元/平"
明德路商圈 户型好楼层好。。。。。。。,明德南街49号院 -桥西区,2室1厅 | 76.28平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,9人关注 / 一年前发布,32,"4,196元/平"
房本满五唯一三居，精装修，明德，路学，区，九，中,香江名城 -桥西区,3室2厅 | 128.03平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,55人关注 / 一年前发布,84,"6,561元/平"
和谐华苑 2室1厅 北 南,和谐华苑 -张北县,2室1厅 | 77平米 | 北 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 19天以前发布,35,"4,546元/平"
香江名城南 北 楼层好配套设施齐全 采光充足 视野开阔,香江名城 -桥西区,3室2厅 | 156平米 | 南 北 | 其他 | 高楼层(共11层)  | 板楼,12人关注 / 一年前发布,130,"8,334元/平"
岭秀城，南北通透大三居，毛坯现房,岭秀城（嶺秀城） -桥西区,3室2厅 | 123.17平米 | 南 北 | 简装 | 高楼层(共18层)  | 板塔结合,12人关注 / 一年前发布,86,"6,983元/平"
精装大三居，前后无遮挡，有房本，可贷款,名爵滨河花园 -下花园,3室2厅 | 138平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,35人关注 / 一年前发布,99,"7,174元/平"
总价低 交通便利，配套成熟 就近入学 诚意出售,商务街小区 -桥东区,3室2厅 | 100.29平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,22人关注 / 一年前发布,45,"4,487元/平"
桥西金鼎商圈，户型明亮，购物方便，交通便利,绿景逸苑 -桥西区,4室2厅 | 226.27平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板塔结合,10人关注 / 一年前发布,161,"7,116元/平"
采光充足   地理位置好  设施齐全,伊梅园小区 -桥东区,2室2厅 | 106平米 | 南 北 | 简装 | 低楼层(共11层)  | 板楼,8人关注 / 一年前发布,65,"6,133元/平"
维多利亚广场临街好楼层采光好视野好邻里和睦,永昌维多利亚广场C区 -桥东区,2室1厅 | 106.08平米 | 南 北 | 简装 | 中楼层(共29层)  | 塔楼,0人关注 / 7天以前发布,85,"8,013元/平"
房子价格合理，户型好住，看房提前联系,福安北苑 -张北县,2室1厅 | 88.7平米 | 南 | 简装 | 低楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,38,"4,285元/平"
三居室 地理位置优越 无遮挡 采光充足,峰海小区 -张北县,2室1厅 | 79.66平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,32,"4,018元/平"
金鼎商圈  南北通透  户型好  随时看房,天河桐盛 -桥西区,2室1厅 | 65平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,6人关注 / 一年前发布,43,"6,616元/平"
此房有房本，电梯房，采光好，家中精装修，南北通透,军营凤凰城 -宣化区,2室1厅 | 88.08平米 | 南 北 | 精装 | 高楼层(共21层)  | 板楼,1人关注 / 一年前发布,60.9,"6,915元/平"
局内小区精装双阳卧，三楼一梯两户。,局内小区 -桥东区,2室1厅 | 65.59平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,18人关注 / 一年前发布,49.5,"7,547元/平"
邻纬三路，机场 高铁，桃源名仕小区4居室 诚信出售,桃源名仕小区 -桥东区,4室2厅 | 297.06平米 | 南 北 | 精装 | 2层  | 暂无数据 | 独栋别墅 ,45人关注 / 一年前发布,549,"18,482元/平"
桃源小区 两居 H户型 南北通透,桃源小区 -下花园,2室2厅 | 93.22平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,7人关注 / 一年前发布,45,"4,828元/平"
欣辰小区        欣辰小区,欣辰小区 -下花园,2室2厅 | 98.4平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,6人关注 / 一年前发布,44.9,"4,564元/平"
东辰御园 近高铁 南北通透大两居 毛坯可自由装修,东辰御园 -下花园,2室2厅 | 98.65平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,29人关注 / 一年前发布,40,"4,055元/平"
凤凰城 边户大俩句居出售    毛坯现房可随意装修,凤凰城 -桥东区,2室2厅 | 101.65平米 | 南 北 | 毛坯 | 高楼层(共15层)  | 板楼,7人关注 / 一年前发布,85,"8,363元/平"
红旗楼 鑫业家园 电梯中层 H户型 首付30万 毛坯房,鑫業家园 -桥东区,2室2厅 | 105.76平米 | 南 | 毛坯 | 高楼层(共20层)  | 塔楼,35人关注 / 一年前发布,84,"7,943元/平"
天河桐盛精装修 板楼6楼 采光好,天河桐盛 -桥西区,2室1厅 | 85平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 7天以前发布,48,"5,648元/平"
价格便宜，出行方便，医院，银行，配套设施好,京铁温馨家园 -桥东区,3室2厅 | 139.94平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,11人关注 / 一年前发布,89,"6,360元/平"
长宁小区2-1-1-1 107.95平米65万,长宁小区 -宣化区,3室1厅 | 107.95平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,6人关注 / 一年前发布,60,"5,559元/平"
您还在等待吗？这套房子就是犹豫终结者，买它！！！,怡景小区 -桥东区,2室2厅 | 91.49平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,10人关注 / 一年前发布,52,"5,684元/平"
宝善小区低楼层，位置好，适合老人小孩居住,张家口市宝善小区 -桥东区,2室2厅 | 60平米 | 东 西 | 其他 | 低楼层(共5层)  | 暂无数据,2人关注 / 一年前发布,45,"7,500元/平"
毛坯新房急售！急售！急售!价钱可议,境门华府 -桥西区,2室1厅 | 70平米 | 南 北 | 简装 | 低楼层(共30层)  | 板楼,3人关注 / 一年前发布,58,"8,286元/平"
也许时间是一种解药，也是我现在所服下的毒药,宣钢龙烟住宅楼 -宣化区,2室1厅 | 82平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,36,"4,391元/平"
天宝花园 2室1厅 北 南,天宝花园 -桥西区,2室1厅 | 86.53平米 | 北 南 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 19天以前发布,57,"6,588元/平"
开元溪府 有本能过户 高新区 新一中,开元溪府 -桥西区,3室2厅 | 116平米 | 南 北 | 其他 | 中楼层(共25层)  | 塔楼,4人关注 / 一年前发布,85,"7,328元/平"
房子高层公摊小，少有的H户型，南北通透,丰泰亲河苑 -桥东区,2室1厅 | 97平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,27人关注 / 一年前发布,62,"6,392元/平"
建国路 阳光锦园小区 此房房本满五不唯一 税费低 精装,阳光·锦園 -桥东区,5室2厅 | 154.6平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,17人关注 / 一年前发布,90,"5,822元/平"
香格里拉优质好房楼层位置好有房本正常过户贷款急售,首府香格里拉 -桥东区,3室2厅 | 135.38平米 | 南 北 | 精装 | 低楼层(共17层)  | 塔楼,29人关注 / 一年前发布,108,"7,978元/平"
房本满五年 南北通透 好楼层 配套完善 采光充足,金凤家园 -桥西区,3室2厅 | 110.6平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,36人关注 / 一年前发布,66,"5,968元/平"
。。。。。。。。。。。。。。。,永泰嘉园 -张北县,3室2厅 | 101平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 19天以前发布,42,"4,159元/平"
东辰杏花 2室1厅 南,东辰杏花 -张北县,2室1厅 | 97.2平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 5天以前发布,42,"4,321元/平"
人大家属楼优质房源有本可协助贷款适合做生意,人大家属楼 -桥东区,3室2厅 | 90.11平米 | 南 | 简装 | 低楼层(共7层)  | 板塔结合,12人关注 / 一年前发布,56,"6,215元/平"
店长推荐，南北通透采光充足。小区停车方便,工商银行家属楼 -桥东区,3室2厅 | 116平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 14天以前发布,68,"5,863元/平"
生活方便   采光好 交通便利 配套设施完善,张家口市宝善小区 -桥东区,4室2厅 | 145.97平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,2人关注 / 7个月以前发布,102,"6,988元/平"
北新村，有本，精装修跃层，交通便,福源阳光公寓 -桥西区,4室2厅 | 189平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,23人关注 / 一年前发布,123,"6,508元/平"
繁华地段，出入方便，配套齐全。,嘉和园 -张北县,3室2厅 | 114平米 | 南 北 | 毛坯 | 低楼层(共5层)  | 板楼,0人关注 / 20天以前发布,49,"4,299元/平"
满五唯一，出行方便，购物方便，通透性好,世纪家园 -桥东区,2室1厅 | 62.17平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,47.9,"7,705元/平"
五一店长推荐，，花园街社区，视野开阔，采光充足。,三医院家属楼 -桥东区,2室2厅 | 76.28平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,8人关注 / 一年前发布,38,"4,982元/平"
房子位置好，环境好，，视野开阔，空气清新，,山水逸 -下花园,2室1厅 | 88平米 | 南 北 | 精装 | 11层  | 板楼,8人关注 / 一年前发布,69,"7,841元/平"
翠云小区，采光充足，房本满五唯一，看房方便,翠云小区 -桥西区,2室1厅 | 62平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,12人关注 / 一年前发布,37,"5,968元/平"
满五唯一，南北通透，采光好，不临街,马车社住宅楼 -下花园,2室1厅 | 78.42平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,12人关注 / 一年前发布,16,"2,041元/平"
格局好，没有遮挡物，有房本，可贷款,天宝花园 -桥西区,2室2厅 | 94.25平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,52,"5,518元/平"
桥东区 红旗楼 惠安苑 首付20万 单价9000,惠安苑小区 -桥东区,2室2厅 | 106.86平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,10人关注 / 一年前发布,77,"7,206元/平"
京都花园南区，满五年且唯一，户型方正，,京都花园 -桥东区,2室2厅 | 99.31平米 | 南 | 简装 | 低楼层(共18层)  | 塔楼,28人关注 / 一年前发布,75,"7,553元/平"
天成绿洲 2室2厅 南 北,天成绿洲 -下花园,2室2厅 | 90.53平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,59,"6,518元/平"
燕鸣建安公司住宅楼140平大三居  南北通透  采光充足,燕鸣建安公司住宅楼 -下花园,3室2厅 | 140平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 8个月以前发布,67,"4,786元/平"
四通八达，马路宽广，对过就是县2中，没有堵车的现象,顺达东苑小区 -张北县,3室2厅 | 108平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,52,"4,815元/平"
此房 业主 诚意出售，格局方正好住，无遮挡采光,境门华府 -桥西区,1室1厅 | 48平米 | 北 | 毛坯 | 低楼层(共30层)  | 板楼,9人关注 / 一年前发布,39,"8,125元/平"
高新区 府东福源里 板楼五楼 明厅明卧 可贷款,福源里 -桥东区,3室2厅 | 112.9平米 | 南 北 | 简装 | 高楼层(共6层)  | 塔楼,1人关注 / 一年前发布,88,"7,795元/平"
南北通透  大两居  有房本  可议贷款   毛坯房,温馨家园(盛华东大街) -桥东区,2室1厅 | 130平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 暂无数据,5人关注 / 一年前发布,69,"5,308元/平"
东方丽景小区位置好，交通便利，离校近。,东方丽景 -张北县,2室1厅 | 84平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,13人关注 / 一年前发布,33,"3,929元/平"
军幼旁边，优秀房源，配套齐全。,部队家属院二期 -桥东区,3室2厅 | 120平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,7人关注 / 一年前发布,95,"7,917元/平"
