标题,开发商,房子信息,发布信息,售价/万,单价
世纪城五区 好楼层 南北通透 精装修 可贷款,世纪城▪五区 -市区商圈,3室2厅 | 127平米 | 南 北 | 其他 | 高楼层(共26层)  | 板楼,0人关注 / 15天以前发布,186,"14,646元/平"
毛坯房给您更多的装修空间 买的就是大户 图的就是省心,和润新城畅园 -开发区商圈,3室2厅 | 135.56平米 | 南 北 | 其他 | 低楼层(共27层)  | 板塔结合,0人关注 / 一年前发布,125,"9,222元/平"
御水多层二楼 三阳格局 采光好 交通方便,御水花园西区 -双滦区,3室2厅 | 111平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,77,"6,937元/平"
兴隆集荣丽景三室二卫格局合理市价出售,集荣丽景 -兴隆县,3室2厅 | 119平米 | 南 北 | 其他 | 低楼层(共24层)  | 暂无数据,1人关注 / 一年前发布,83,"6,975元/平"
隆湾帝园B区 3室1厅 南 北,隆湾帝园B区 -兴隆县,3室1厅 | 119平米 | 南 北 | 其他 | 高楼层(共17层)  | 暂无数据,0人关注 / 6个月以前发布,75,"6,303元/平"
兴隆 财富广场三居毛坯房， 看房有钥匙,财富广场 -兴隆县,3室2厅 | 118平米 | 南 北 | 其他 | 低楼层(共28层)  | 暂无数据,1人关注 / 一年前发布,80,"6,780元/平"
房子南北通透  平地不上坡  可贷款 价钱可商量,世纪城二区 -市区商圈,3室2厅 | 130平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,160,"12,308元/平"
世纪城五区 南北通透 户型方正 品质小区,世纪城▪五区 -市区商圈,3室2厅 | 136.07平米 | 南 北 | 其他 | 高楼层(共18层)  | 塔楼,0人关注 / 一年前发布,220,"16,169元/平"
世纪城五区 南北通透 户型方正 品质小区,世纪城▪五区 -市区商圈,3室2厅 | 136.07平米 | 南 北 | 其他 | 高楼层(共18层)  | 塔楼,0人关注 / 一年前发布,220,"16,169元/平"
丽水南区.208平米阁楼.露台都有.毛坯房.随时看房,兴盛·丽水南区 -市区商圈,4室2厅 | 208平米 | 南 北 | 其他 | 高楼层(共4层)  | 暂无数据,0人关注 / 3个月以前发布,578,"27,789元/平"
房子南北通透  平地不上坡  可贷款 价钱可商量,世纪城二区 -市区商圈,3室2厅 | 130平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,160,"12,308元/平"
交通便利，出行方便，小区物业管理规范，好停车,福地华园西区 -市区商圈,3室2厅 | 135平米 | 南 北 | 其他 | 低楼层(共27层)  | 板塔结合,3人关注 / 5个月以前发布,132,"9,778元/平"
文博园 简装两室 采光良好 前后无遮挡,文博园小区 -市区商圈,2室1厅 | 59.25平米 | 东北 | 其他 | 低楼层(共6层)  | 暂无数据,1人关注 / 8个月以前发布,50,"8,439元/平"
五中家属楼 南北两居室  全天采光,头道沟五中集资楼 -市区商圈,2室1厅 | 77.87平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 8个月以前发布,56,"7,192元/平"
银都海棠，房屋出售南北通透，一楼有花园，看房子方便,银都海棠园 -市区商圈,3室1厅 | 134平米 | 南 北 | 简装 | 低楼层(共31层)  | 暂无数据,1人关注 / 5个月以前发布,129,"9,627元/平"
带90平大院子市区好房源，户型通透，居住舒服,万华小区A区 -市区商圈,3室2厅 | 83.38平米 | 南 北 | 其他 | 低楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,75,"8,995元/平"
紧挨山庄通透户型中间楼层  宜居养老,小溪沟小区北区 -市区商圈,2室2厅 | 63平米 | 东 西 | 其他 | 中楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,60,"9,524元/平"
汇水湾A区大三居，仅售8000一平，户型通透采光好,兴盛汇水湾 -市区商圈,3室2厅 | 123平米 | 南 北 | 其他 | 中楼层(共28层)  | 暂无数据,1人关注 / 一年前发布,103,"8,374元/平"
户型方正 南北通透 全天采光 公摊小视野开阔,金世纪家园B区 -平泉市,3室1厅 | 91.66平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,71,"7,747元/平"
兴隆鹏鸣小区，新楼盘，位置好，生活便利,鹏鸣 -兴隆县,3室1厅 | 134平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 暂无数据,3人关注 / 一年前发布,98,"7,314元/平"
生态家园，南北通透，毛坯房，有钥匙随时看房,生态家园 -双滦区,3室2厅 | 126.52平米 | 南 北 | 其他 | 高楼层(共26层)  | 板塔结合,1人关注 / 一年前发布,76,"6,007元/平"
兴隆碧桂园一梯一户三室二厅两卫好房子,兴隆·碧桂园 -兴隆县,3室1厅 | 128平米 | 南 北 | 精装 | 中楼层(共15层)  | 暂无数据,6人关注 / 一年前发布,99,"7,735元/平"
兴隆天马华庭位置好，交通便利配套齐全,天马华庭 -兴隆县,4室1厅 | 137.33平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板塔结合,2人关注 / 一年前发布,97,"7,064元/平"
兴隆建龙小区上下二层，三室，首付低,龙祥源 -兴隆县,3室2厅 | 108平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,62,"5,741元/平"
格局好，楼层好，视野宽阔，配套设施齐全,隆城国际 -兴隆县,3室1厅 | 103平米 | 南 北 | 其他 | 低楼层(共22层)  | 暂无数据,1人关注 / 9个月以前发布,85,"8,253元/平"
南北通透格局，楼层高，视野开阔，配套齐全,天马华庭 -兴隆县,3室1厅 | 106平米 | 南 北 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,80,"7,548元/平"
使用140平带车位带地下室好房源 ，带两个露台可贷款,承德·天山水榭花都 -市区商圈,3室1厅 | 131.5平米 | 南 北 | 毛坯 | 中楼层(共4层)  | 暂无数据,14人关注 / 8个月以前发布,148,"11,255元/平"
欢乐江山南北通透毛坯可随意装修,欢乐江山三期 -双滦区,3室2厅 | 122平米 | 南 北 | 其他 | 低楼层(共10层)  | 暂无数据,2人关注 / 一年前发布,95,"7,787元/平"
兴隆县玉兴花园，中间楼层，视野开阔,玉兴花园小区 -兴隆县,3室1厅 | 127平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,77,"6,063元/平"
兴隆财富广场三居二卫，繁华地段，就学方便，首付低,财富广场 -兴隆县,3室1厅 | 118平米 | 南 北 | 其他 | 低楼层(共28层)  | 暂无数据,0人关注 / 一年前发布,75,"6,356元/平"
和润新城畅园大三居南北通透户型采光好视野开阔,和润新城畅园 -开发区商圈,3室2厅 | 127.68平米 | 南 北 | 其他 | 中楼层(共27层)  | 暂无数据,2人关注 / 5个月以前发布,103,"8,068元/平"
诚心出售和润新城160平经典大平层动静分离采光好,和润新城畅园 -开发区商圈,4室2厅 | 162平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 暂无数据,1人关注 / 一年前发布,165,"10,186元/平"
诚心出售和润新城畅园106平两室90万,和润新城畅园 -开发区商圈,2室2厅 | 106平米 | 南 | 其他 | 高楼层(共27层)  | 暂无数据,1人关注 / 一年前发布,85,"8,019元/平"
和润朗园 3室2厅 南 北,和润朗园 -开发区商圈,3室2厅 | 132平米 | 南 北 | 其他 | 中楼层(共17层)  | 暂无数据,0人关注 / 1个月以前发布,120,"9,091元/平"
兴隆开发区三室毛坯房可自主装修，楼层好,至尊门第 -兴隆县,3室2厅 | 121.6平米 | 南 北 | 其他 | 高楼层(共28层)  | 暂无数据,1人关注 / 一年前发布,85,"6,991元/平"
御龙瀚府精装三居室好楼层采光无遮挡,御龍瀚府 -开发区商圈,3室2厅 | 123平米 | 南 北 | 精装 | 低楼层(共22层)  | 板塔结合,1人关注 / 2个月以前发布,115,"9,350元/平"
御龙瀚府南向大两居全天采光无遮挡，本二年税费低。,御龍瀚府 -开发区商圈,2室1厅 | 101.53平米 | 南 | 其他 | 中楼层(共27层)  | 板塔结合,0人关注 / 6个月以前发布,100,"9,850元/平"
繁华地势电梯好楼层，全天采光视野开阔，随时可看。,祥悦城 -平泉市,2室2厅 | 90.15平米 | 南 北 | 其他 | 中楼层(共26层)  | 暂无数据,0人关注 / 1个月以前发布,65,"7,211元/平"
长安小区一期复式，6跃7，带大露台，南北通透，本五,长安小区一期 -市区商圈,3室2厅 | 139平米 | 南 北 | 其他 | 高楼层(共8层)  | 暂无数据,2人关注 / 10个月以前发布,95,"6,835元/平"
市区小面积电梯房，南向采光好 平地无坡,鑫通上城 -市区商圈,1室1厅 | 46.76平米 | 南 | 其他 | 高楼层(共21层)  | 塔楼,0人关注 / 2个月以前发布,42,"8,983元/平"
财富九龙城 1室1厅 北,财富九龙城 -兴隆县,1室1厅 | 40平米 | 北 | 其他 | 中楼层(共21层)  | 暂无数据,0人关注 / 15天以前发布,28,"7,000元/平"
燕隆秀水小区 1室0厅 南,燕隆秀水小区 -兴隆县,1室0厅 | 57平米 | 南 | 其他 | 低楼层(共25层)  | 暂无数据,0人关注 / 10天以前发布,42,"7,369元/平"
财富九龙城 1室0厅 南,财富九龙城 -兴隆县,1室0厅 | 34平米 | 南 | 其他 | 中楼层(共19层)  | 暂无数据,0人关注 / 10天以前发布,25,"7,353元/平"
铂悦山方正大四居 带车位地下室 房本2年,铂悦山一期 -开发区商圈,3室2厅 | 162.32平米 | 南 北 | 毛坯 | 低楼层(共9层)  | 暂无数据,1人关注 / 一年前发布,200,"12,322元/平"
石洞子沟 欧尚风景 精装前排 小三室 不上坡采光棒棒的,欧尚风景 -市区商圈,3室2厅 | 90.4平米 | 南 北 | 精装 | 中楼层(共9层)  | 暂无数据,4人关注 / 一年前发布,103,"11,394元/平"
此房全天采光视野开阔无遮挡，电梯好楼层，繁华地势。,祥悦城 -平泉市,2室1厅 | 90.17平米 | 南 北 | 其他 | 低楼层(共26层)  | 暂无数据,0人关注 / 1个月以前发布,65,"7,209元/平"
御龙瀚府前排南北通透大三居毛坯房全天采光,御龍瀚府 -开发区商圈,3室2厅 | 147平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 板塔结合,2人关注 / 一年前发布,145,"9,864元/平"
满五唯一，南北通透，精装修，带地下室,祥泰家园 -平泉市,3室2厅 | 97平米 | 南 北 | 精装 | 中楼层(共17层)  | 暂无数据,0人关注 / 28天以前发布,65,"6,702元/平"
西边户大三室，带下越77平带花园，随时可看。,五号公馆 -平泉市,3室2厅 | 137.8平米 | 南 北 | 毛坯 | 低楼层(共8层)  | 板楼,0人关注 / 一年前发布,130,"9,434元/平"
前排无遮挡，全天采光，新装未住，拎包入住。,承德卧龙山庄 -开发区商圈,2室1厅 | 78平米 | 南 北 | 简装 | 低楼层(共18层)  | 暂无数据,0人关注 / 27天以前发布,58,"7,436元/平"
开发区大四居，南北通透户型，中间楼层，毛坯虽有装修,阳光四季城桃李苑 -开发区商圈,4室2厅 | 180平米 | 南 北 | 毛坯 | 低楼层(共30层)  | 暂无数据,1人关注 / 一年前发布,149,"8,278元/平"
经典一居室，采光好，楼层好，平地不上坡，环境舒适。,御龍瀚府 -开发区商圈,1室1厅 | 65.18平米 | 南 | 简装 | 中楼层(共26层)  | 板塔结合,0人关注 / 31天以前发布,60,"9,206元/平"
御龙瀚府大三居。南北通透户型。采光好。位置优越。,御龍瀚府 -开发区商圈,3室2厅 | 151.22平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 板塔结合,0人关注 / 一年前发布,140,"9,259元/平"
马市街  位置好平地没坡  两居室  价钱合理,马市街油坊小区 -市区商圈,2室1厅 | 60.65平米 | 南 北 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 28天以前发布,55,"9,069元/平"
诚心出售阳光四季城桃李苑中间层大四居,阳光四季城桃李苑 -开发区商圈,4室2厅 | 182.39平米 | 南 北 | 其他 | 中楼层(共30层)  | 暂无数据,0人关注 / 一年前发布,150,"8,225元/平"
承泽府 高层把东户毛坯房3室有车位可贷款有钥匙价面议,世纪城·承泽府 -市区商圈,3室2厅 | 146.98平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 板楼,0人关注 / 一年前发布,296,"20,139元/平"
气象局 南北两居室  低楼层 全明格局,气象局家属楼 -市区商圈,2室1厅 | 55平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 28天以前发布,58,"10,546元/平"
南北通透，小区环境优美，交通便利，小区物业好,冀东花园 -市区商圈,3室2厅 | 152.33平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 暂无数据,1人关注 / 一年前发布,150,"9,848元/平"
南北通透，采光好，格局设计合理，出行方便,森源·保利城 -平泉市,2室1厅 | 89平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 暂无数据,1人关注 / 22天以前发布,49,"5,506元/平"
此房，满五唯一税点低，房子一直自住 保养的很干净。,金世纪家园B区 -平泉市,2室2厅 | 80.3平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 18天以前发布,60,"7,472元/平"
此房满五，南北通透，采光好视野开阔，配套设施齐全,金世纪家园B区 -平泉市,2室1厅 | 73平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 31天以前发布,55,"7,535元/平"
文轩名苑，位置好，内部道路平摊，环境优美。,文軒茗園 -开发区商圈,2室1厅 | 98.64平米 | 南 | 简装 | 低楼层(共27层)  | 暂无数据,0人关注 / 19天以前发布,85,"8,618元/平"
荣丰华府小区环境好，车位充足停车方便,荣丰华府 -兴隆县,2室1厅 | 78.98平米 | 南 北 | 毛坯 | 低楼层(共15层)  | 暂无数据,0人关注 / 24天以前发布,51,"6,458元/平"
精装修，全明户型 次顶楼 通透 可贷款  平地无坡,陕西营小区 -市区商圈,2室2厅 | 60.72平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,3人关注 / 一年前发布,68,"11,199元/平"
西大街 平的不上坡 低楼层简装两室一厅,小胡同楼 -市区商圈,2室1厅 | 57.33平米 | 南 北 | 简装 | 中楼层(共5层)  | 暂无数据,3人关注 / 一年前发布,42,"7,327元/平"
房本满两年 精装修 家具家电都是牌子的 采光好 视野佳,和润新城 -开发区商圈,2室2厅 | 93.27平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,93,"9,972元/平"
万华新世界电梯房交通便利适合老人居住,万华·新世界 -市区商圈,2室2厅 | 69.19平米 | 南 | 其他 | 低楼层(共17层)  | 暂无数据,3人关注 / 一年前发布,59,"8,528元/平"
小溪沟南北通透两居室.一楼.全天采光,小溪沟小区北区 -市区商圈,2室1厅 | 62.74平米 | 东 西 | 其他 | 低楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,50,"7,970元/平"
出售美风小区大两居 精装修 全天采光,新美风小区 -市区商圈,2室2厅 | 72.59平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 18天以前发布,68,"9,368元/平"
精装修临河观景两居室 通透房 带产权车位,世纪城▪五区 -市区商圈,2室2厅 | 96平米 | 南 北 | 其他 | 中楼层(共20层)  | 板楼,0人关注 / 18天以前发布,166,"17,292元/平"
万树园小区出售小平带阁楼，精装修,萬樹園小區 -市区商圈,2室1厅 | 42.5平米 | 南 | 其他 | 高楼层(共5层)  | 板楼,2人关注 / 一年前发布,50,"11,765元/平"
出售碧峰三区大两居 全天采光 老本可贷款,碧峰家园三区 -市区商圈,2室1厅 | 65平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 18天以前发布,65,"10,000元/平"
石洞子沟付家沟简单装修两居室中间楼层业主诚心出售,付家沟西区 -市区商圈,2室1厅 | 61.71平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,56,"9,075元/平"
头道沟家园 精装修 两室一厅一厨一卫,头道沟家园 -市区商圈,2室1厅 | 70平米 | 东南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 17天以前发布,63,"9,000元/平"
水岸龙庭，高层采光视野好，可以贷款，简装看房方便,水岸龙庭 -市区商圈,2室1厅 | 97.6平米 | 南 北 | 其他 | 高楼层(共29层)  | 暂无数据,0人关注 / 17天以前发布,78,"7,992元/平"
市区平地不上坡 南向两室 看房方便,房产局家属楼 -市区商圈,2室1厅 | 49.51平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,30,"6,060元/平"
西大街工行家属楼   平地不上坡  75平  南北通透,小北沟工行家属楼 -市区商圈,2室1厅 | 74.19平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 16天以前发布,80,"10,784元/平"
南北朝向  看房方便 采光好无遮挡 位置好 交通便利,翠桥工行家属楼 -市区商圈,3室1厅 | 81.2平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,63,"7,759元/平"
晨都花园电梯房 平地不上坡  精装大两室 可贷款,晨都花园 -市区商圈,2室2厅 | 95.86平米 | 南 | 简装 | 低楼层(共11层)  | 暂无数据,0人关注 / 6个月以前发布,85,"8,868元/平"
乾正家园好位置精装大两居有本可贷款采光好视野佳,乾正家园 -开发区商圈,2室2厅 | 100平米 | 南 | 其他 | 低楼层(共28层)  | 暂无数据,0人关注 / 14天以前发布,82,"8,200元/平"
精装修，好楼层，视野开阔，采光好，楼间距大,中冶兴隆新城 -兴隆县,2室2厅 | 80平米 | 南 北 | 其他 | 中楼层(共16层)  | 暂无数据,0人关注 / 16天以前发布,58,"7,250元/平"
