标题,开发商,房子信息,发布信息,售价/万,单价
近南站，视野看湖看别墅，户型实用大五房，配套齐全,星河丹堤G区 -南站新城,5室2厅 | 124.39平米 | 南 北 | 毛坯 | 33层  | 板塔结合,0人关注 / 7天以前发布,208,"16,722元/平"
私家花园大社区环境好，装修交房户型方正,碧桂园中萃公园 -大亚湾中心区,4室2厅 | 103.47平米 | 南 北 | 简装 | 17层  | 板塔结合,84人关注 / 一年前发布,86,"8,312元/平"
临深 精装修   拎包入住  高楼层  朝南 视野好,锦地繁花 -西区新寮,3室2厅 | 89.49平米 | 南 | 精装 | 21层  | 塔楼,1人关注 / 3个月以前发布,115,"12,851元/平"
临深  近白云地铁站800米  公园里的家 天虹步行可到,万城 -白云新城,4室2厅 | 108.29平米 | 东南 | 精装 | 17层  | 板塔结合,9人关注 / 6个月以前发布,120,"11,082元/平"
房子精装修拎包入住 户型方正采光通风好,蓝湾半岛(大亚湾区) -澳头,4室2厅 | 143.07平米 | 南 北 | 精装 | 29层  | 塔楼,1人关注 / 3个月以前发布,110,"7,689元/平"
近南站，近万达，小区环境好，中间楼层,三远大爱城 -灿邦,3室1厅 | 88.21平米 | 南 | 精装 | 32层  | 板塔结合,2人关注 / 7个月以前发布,98,"11,110元/平"
近西区六小，精装修出售，业主诚心出售，红本在手,恒鑫御园 -万达,3室2厅 | 71.67平米 | 南 北 | 精装 | 26层  | 塔楼,2人关注 / 1个月以前发布,85.9,"11,986元/平"
私家花园大社区环境好，装修交房户型方正,碧桂园中萃公园 -大亚湾中心区,4室2厅 | 103.47平米 | 南 北 | 简装 | 17层  | 板塔结合,84人关注 / 一年前发布,86,"8,312元/平"
锦绣壹号 临深200米 高楼层 南北通透四房 税费少,富康锦绣壹号 -西区新寮,4室2厅 | 108.38平米 | 南 北 | 精装 | 33层  | 塔楼,7人关注 / 1个月以前发布,168,"15,502元/平"
惠州南 百万大盘 中高楼层看湖景 南北通透 带入户花园,星河丹堤E区 -南站新城,4室2厅 | 121.42平米 | 南 北 | 精装 | 32层  | 板塔结合,2人关注 / 1个月以前发布,187,"15,402元/平"
轻轨站旁地理位置好，业主诚心出售，已是低价大刀勿扰,惠恺新时代 -仲恺,3室1厅 | 80.85平米 | 东南 | 简装 | 低楼层(共25层)  | 板塔结合,16人关注 / 一年前发布,59,"7,298元/平"
此房看花园、高中部球场，视野好，安静舒适,星河丹堤G区 -南站新城,3室2厅 | 98.07平米 | 东南 | 精装 | 34层  | 板塔结合,0人关注 / 1个月以前发布,166,"16,927元/平"
万达商圈，满五唯一，灿邦商圈朝南正两房，中高楼层,水墨林溪雅苑 -灿邦,2室1厅 | 80.49平米 | 南 | 毛坯 | 32层  | 塔楼,0人关注 / 24天以前发布,65,"8,076元/平"
金山湖中海凯旋城适合换房改善户型,中海凯旋城五六期 -河南岸,4室2厅 | 132平米 | 南 北 | 毛坯 | 31层  | 板塔结合,0人关注 / 1个月以前发布,175,"13,258元/平"
美地花园城三期 实用三房两卫 有钥匙 急卖,美地花园城 -河南岸,3室2厅 | 93.08平米 | 北 | 简装 | 低楼层(共30层)  | 塔楼,13人关注 / 9个月以前发布,83,"8,918元/平"
大爱城，中间楼层，复式南北通，原值高税费少，,三远大爱城 -灿邦,5室2厅 | 127.47平米 | 南 | 毛坯 | 32层  | 板塔结合,58人关注 / 7个月以前发布,150,"11,768元/平"
惠州一中旁 104平精装3加1房 阳台朝南视野开阔 满五年,东江学府五期 -三栋镇,4室2厅 | 103.69平米 | 东南 南 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,138,"13,309元/平"
业主重新装修，视野开阔，公园旁,水岸花都 -河南岸,3室2厅 | 108平米 | 北 | 精装 | 10层  | 板塔结合,3人关注 / 3个月以前发布,116,"10,741元/平"
四房两厅 前排视野开阔 中楼层看湖 无个无增,星河丹堤G区 -南站新城,4室2厅 | 140.31平米 | 北 | 毛坯 | 33层  | 板塔结合,1人关注 / 1个月以前发布,225,"16,036元/平"
业主回深发展，诚意急售，钥匙在门店,威廉城邦 -河南岸,3室2厅 | 79平米 | 南 | 精装 | 高楼层(共23层)  | 塔楼,0人关注 / 2个月以前发布,86.5,"10,950元/平"
南翠花园 精装三房 格局方正实用 楼层好 看房方便,南翠花园 -麦地,3室2厅 | 106平米 | 西北 | 精装 | 中楼层(共16层)  | 塔楼,2人关注 / 5个月以前发布,110,"10,378元/平"
国商大厦 全新精装修 格局方正 采光好 诚心出售,国商大厦 -河南岸,3室2厅 | 119平米 | 南 北 | 精装 | 28层  | 塔楼,2人关注 / 2个月以前发布,66,"5,547元/平"
区政府高速出口配套齐 交通方便 楼层好视野宽阔.满五,新祺园 -新行政区,4室2厅 | 129平米 | 东南 | 毛坯 | 31层  | 板塔结合,6人关注 / 4个月以前发布,125,"9,690元/平"
万林湖单价Z抵标准三房业主急售！满五年税费低！,万林湖 -龙丰,3室2厅 | 140.67平米 | 东南 | 毛坯 | 中楼层(共18层)  | 板塔结合,15人关注 / 一年前发布,147,"10,450元/平"
大楼盘，户型好，环境美，居住舒适，心身健康,合生滨海城 -澳头,4室2厅 | 161平米 | 南 | 毛坯 | 31层  | 板塔结合,1人关注 / 一年前发布,123,"7,640元/平"
无欠款 过户简便，业主诚意出售，放心买卖,东江学府五期 -三栋镇,4室2厅 | 138平米 | 南 | 毛坯 | 高楼层(共30层)  | 板塔结合,3人关注 / 11个月以前发布,186,"13,479元/平"
此房原价高，无个税，诚心出售，看房方便,美泰天韵 -万达,4室2厅 | 148.87平米 | 南 北 | 毛坯 | 15层  | 板楼,1人关注 / 2个月以前发布,150,"10,076元/平"
北站新城中洲3期 采光好南北通透 88平3+1房中间楼层,华基江山 -博罗中心区,3室2厅 | 87.24平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 塔楼,93人关注 / 一年前发布,60,"6,878元/平"
临深大盘龙光城全新装修五房未入住过，南北通透采光好,龙光城南二期 -龙光城,5室2厅 | 136.99平米 | 南 北 | 精装 | 33层  | 板塔结合,0人关注 / 1个月以前发布,193.95,"14,158元/平"
金山湖中洲湾上湖景5房诚心出售,中洲湾上花园 -河南岸,5室2厅 | 202平米 | 南 西南 | 毛坯 | 中楼层(共32层)  | 板塔结合,3人关注 / 11个月以前发布,455,"22,525元/平"
虎头公园旁 ，花园中间，自住，拎包入住,金沙世纪城 -大亚湾中心区,4室2厅 | 130.63平米 | 南 | 精装 | 32层  | 板塔结合,9人关注 / 一年前发布,124,"9,493元/平"
精装修房源，拎包入住，税费少，业主置换,中海凯旋城四期 -河南岸,4室2厅 | 116平米 | 南 北 | 精装 | 31层  | 塔楼,0人关注 / 6个月以前发布,158,"13,621元/平"
万林湖单价Z抵标准三房业主急售！满五年税费低！,万林湖 -龙丰,3室2厅 | 140.67平米 | 东南 | 毛坯 | 中楼层(共18层)  | 板塔结合,15人关注 / 一年前发布,147,"10,450元/平"
此房原价高，无个税，诚心出售，看房方便,美泰天韵 -万达,4室2厅 | 148.87平米 | 南 北 | 毛坯 | 15层  | 板楼,1人关注 / 2个月以前发布,150,"10,076元/平"
无欠款 过户简便，业主诚意出售，放心买卖,东江学府五期 -三栋镇,4室2厅 | 138平米 | 南 | 毛坯 | 高楼层(共30层)  | 板塔结合,3人关注 / 11个月以前发布,186,"13,479元/平"
原购价高税少业主急卖价格可谈 看房联系 维护人KAIWEN,龙光城北十二期 -龙光城,5室2厅 | 126.9平米 | 南 北 | 精装 | 32层  | 板塔结合,10人关注 / 2个月以前发布,164.8,"12,987元/平"
大亚湾唯一纯板式结构，采光通风好,菩提园 -万达,4室2厅 | 209平米 | 南 北 | 毛坯 | 31层  | 塔楼,7人关注 / 一年前发布,195,"9,331元/平"
满五唯一.业主急售卖.看房方便.,二月天花园 -大亚湾中心区,4室2厅 | 89.93平米 | 东南 南 北 | 精装 | 26层  | 板塔结合,10人关注 / 8个月以前发布,83,"9,230元/平"
中信凯旋城五期红本在手132平毛坯诚意出售,中海凯旋城五六期 -河南岸,5室2厅 | 132.16平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板塔结合,14人关注 / 6个月以前发布,175,"13,242元/平"
精装房子保养好，高楼层看海看湖，南北通透，阳光充足,合生滨海城 -澳头,4室2厅 | 162平米 | 南 北 | 精装 | 31层  | 板塔结合,75人关注 / 7个月以前发布,139,"8,581元/平"
精美装修 好楼层 配套齐全 欧式风格,王府·钓鱼台 -博罗中心区,4室2厅 | 140.05平米 | 北 | 精装 | 30层  | 塔楼,0人关注 / 1个月以前发布,95,"6,784元/平"
麦地 高档小区 环境好 配套成熟,华晟豪庭 -麦地,3室1厅 | 86平米 | 东 | 精装 | 高楼层(共31层)  | 塔楼,0人关注 / 1个月以前发布,122,"14,187元/平"
看湖，楼层好，华附旁，南北通透，户型格局好大5房,星河丹堤G区 -南站新城,5室2厅 | 125平米 | 南 北 | 毛坯 | 33层  | 板塔结合,3人关注 / 1个月以前发布,220,"17,600元/平"
地铁3公里 朝南 户型通透 采光好 原价高税费少,龙光城北四期 -龙光城,3室2厅 | 92平米 | 南 | 毛坯 | 33层  | 板塔结合,0人关注 / 22天以前发布,125,"13,587元/平"
直达沙田站 看坪山河景  全新装修 满五唯一,秋谷康城 -龙光城,3室2厅 | 100.77平米 | 西南 | 精装 | 28层  | 板塔结合,4人关注 / 22天以前发布,113,"11,214元/平"
临深 碧桂园大盘 业主寄卖 看房方便,碧桂园深荟花园 -白云新城,3室1厅 | 91.75平米 | 南 | 简装 | 32层  | 板楼,2人关注 / 28天以前发布,137,"14,932元/平"
万达200米，小高层洋房，南北向前后双阳台,熊猫国际三期 -万达,3室2厅 | 126平米 | 南 北 | 简装 | 11层  | 塔楼,0人关注 / 26天以前发布,126,"10,000元/平"
一线临深熙雀房源，带200平方大平台小户型三房总价低,锦河湾 -西区新寮,3室1厅 | 83.5平米 | 南 | 其他 | 33层  | 板塔结合,2人关注 / 22天以前发布,98,"11,737元/平"
房子视 野好，看别墅，没用遮挡,龙光城北四期 -龙光城,3室2厅 | 92平米 | 南 | 毛坯 | 33层  | 板塔结合,1人关注 / 29天以前发布,115,"12,500元/平"
三房带全新装修     业主诚心出售,锦河湾 -西区新寮,3室2厅 | 83.86平米 | 南 | 精装 | 33层  | 塔楼,0人关注 / 18天以前发布,100,"11,925元/平"
地铁草洋站 富丽达花园 满五 税费少，采光好,富丽达花园 -草洋新区,2室2厅 | 51.48平米 | 西南 | 精装 | 30层  | 塔楼,0人关注 / 18天以前发布,47.8,"9,286元/平"
临深大盘，环境优美，交通便利，户型方正,富康锦绣壹号 -西区新寮,4室1厅 | 111.56平米 | 南 | 精装 | 33层  | 塔楼,2人关注 / 19天以前发布,166,"14,880元/平"
中洲三期 户型方正 采光好   南北通透 视野开阔,华基江山 -博罗中心区,3室2厅 | 86.95平米 | 南 北 | 其他 | 中楼层(共32层)  | 塔楼,0人关注 / 21天以前发布,59,"6,786元/平"
临深800米中型社区，次新房  环境优美，品质小区,锦地繁花骏园 -西区新寮,3室2厅 | 98平米 | 东南 | 毛坯 | 30层  | 塔楼,0人关注 / 16天以前发布,120,"12,245元/平"
户型方正 看花园  朝南 温馨小三房 方便看房,壹城中心2区 -仲恺,3室1厅 | 89.12平米 | 南 | 其他 | 中楼层(共28层)  | 塔楼,0人关注 / 25天以前发布,83,"9,314元/平"
天虹旁 十月花花园精装全新四房出售 看房方便,十月花花园 -大亚湾中心区,4室2厅 | 119.08平米 | 南 北 | 其他 | 低楼层(共33层)  | 板塔结合,0人关注 / 28天以前发布,115,"9,658元/平"
世纪东江学府六期 三房两厅两卫 楼间距宽 采光好,世纪东江学府六期 -河南岸,3室2厅 | 91.4平米 | 南 | 其他 | 30层  | 板楼,0人关注 / 17天以前发布,130,"14,224元/平"
天地源御湾 3室2厅 南,天地源御湾 -水口,3室2厅 | 92平米 | 南 | 精装 | 17层  | 板塔结合,0人关注 / 26天以前发布,94,"10,218元/平"
天地源御湾 3室2厅 南,天地源御湾 -水口,3室2厅 | 92平米 | 南 | 简装 | 17层  | 板塔结合,0人关注 / 26天以前发布,90,"9,783元/平"
新锦江公寓 2室1厅 东南,新锦江公寓 -区政府,2室1厅 | 45.44平米 | 东南 | 精装 | 15层  | 塔楼,1人关注 / 23天以前发布,33.8,"7,439元/平"
税费少，配套齐全，户型方正，朝向好采光充足,诚杰壹中心 -区政府,2室1厅 | 84.22平米 | 东南 南 | 毛坯 | 29层  | 塔楼,1人关注 / 23天以前发布,75,"8,906元/平"
如果这个价格卖不掉，我就再降20000.,南宝大厦 -白云新城,2室1厅 | 76.6平米 | 南 | 毛坯 | 13层  | 板塔结合,2人关注 / 28天以前发布,47.8,"6,241元/平"
税费少，配套齐全，户型方正，朝向好采光充足,诚杰壹中心 -区政府,2室1厅 | 84.22平米 | 东南 南 | 毛坯 | 29层  | 塔楼,1人关注 / 23天以前发布,75,"8,906元/平"
此房格局方正 标准3房 朝南税费少 视野开阔无遮挡,龙光城北三期 -龙光城,3室2厅 | 80.22平米 | 南 | 毛坯 | 中楼层(共34层)  | 板塔结合,0人关注 / 13天以前发布,112,"13,962元/平"
满五税少，全新装修，两卫上下两层定制家私，诚心出售,中御海立方 -灿邦,2室1厅 | 61.47平米 | 北 | 精装 | 34层  | 板塔结合,62人关注 / 8个月以前发布,45,"7,321元/平"
一线海景，楼层好景观美，躺在沙发上可以看夕阳,融创海湾半岛 -惠东沿海,1室1厅 | 54.66平米 | 西南 | 精装 | 34层  | 板塔结合,31人关注 / 4个月以前发布,28.8,"5,269元/平"
高档大社区 高尔夫球场 酒店公寓级户型 急售,恒大棕榈岛 -白云新城,1室2厅 | 81.22平米 | 东南 | 精装 | 4层  | 塔楼,20人关注 / 8个月以前发布,96,"11,820元/平"
万达商圈交通便利户型方正带装修,华达颐华庭 -开城大润发,2室1厅 | 77.48平米 | 南 | 其他 | 中楼层(共11层)  | 板塔结合,2人关注 / 4个月以前发布,63,"8,132元/平"
地段好 配套齐，宽敞明亮，户型方正，适合居家,三远大爱城 -灿邦,2室2厅 | 73.04平米 | 北 | 毛坯 | 32层  | 板塔结合,0人关注 / 13天以前发布,80,"10,953元/平"
万达旁 新社区 楼龄新 毛坯房  户户朝南,润丰四季 -万达,3室2厅 | 85.69平米 | 南 | 毛坯 | 17层  | 板塔结合,3人关注 / 一年前发布,68,"7,936元/平"
大湾区海边，临深，华润央企标杆、品质大社区，,华润小径湾二期 -霞涌,1室1厅 | 79.59平米 | 西北 | 其他 | 32层  | 板塔结合,7人关注 / 3个月以前发布,59,"7,413元/平"
采光好，通风好，小区环境优美，成熟配套商圈，近轻轨,TPAPK时尚公园 -仲恺,2室1厅 | 62.43平米 | 东南 | 其他 | 高楼层(共27层)  | 塔楼,4人关注 / 1个月以前发布,44,"7,048元/平"
满五唯一 税费少 带装修 业主诚心出售 看房方便,钱江花园 -草洋新区,2室1厅 | 46.56平米 | 南 | 简装 | 7层  | 板楼,2人关注 / 1个月以前发布,28,"6,014元/平"
中梁V城市 天虹大润发旁，好出租 交通便利,中梁V城市 -开城大润发,1室1厅 | 41.95平米 | 西 | 精装 | 31层  | 板塔结合,0人关注 / 3个月以前发布,32,"7,629元/平"
此房满五唯一，楼层好，视野开阔，采光充足，交通便利,晨曦大地花园二期 -草洋新区,2室2厅 | 77.35平米 | 东南 | 毛坯 | 26层  | 塔楼,5人关注 / 6个月以前发布,64,"8,275元/平"
润德学府 毛坯三房 大社区 带露台 随时看房,国鹏润德学府 -仲恺,3室2厅 | 82.63平米 | 南 | 其他 | 低楼层(共29层)  | 塔楼,0人关注 / 9天以前发布,66,"7,988元/平"
府河名居，小2房，户型方正，淡水河旁，,府河名居 -开城大润发,2室2厅 | 68.97平米 | 南 | 其他 | 高楼层(共25层)  | 板塔结合,1人关注 / 31天以前发布,51.5,"7,468元/平"
急！售！精装修！拎包入住！惠州南站！繁华地段,中天彩虹城南区 -开城大润发,1室0厅 | 30.85平米 | 南 | 简装 | 30层  | 板塔结合,31人关注 / 一年前发布,17,"5,511元/平"
惠州南站毛坯大两房户型方正业主诚意出售有钥匙,府河名居 -开城大润发,2室1厅 | 68.82平米 | 北 | 毛坯 | 中楼层(共25层)  | 板塔结合,3人关注 / 7个月以前发布,55,"7,992元/平"
高层看深圳视野开阔，使用率80平,龙光城南四期 -龙光城,3室2厅 | 71.65平米 | 南 | 其他 | 34层  | 板塔结合,3人关注 / 1个月以前发布,98,"13,678元/平"
万达旁大2房，南向，高楼层，采光视野好,秋谷阳光里 -万达,2室2厅 | 74.25平米 | 南 | 其他 | 18层  | 塔楼,3人关注 / 1个月以前发布,61,"8,216元/平"
大社区 视野开阔，采光通风特好 交通便利 配套齐全,花样年别样城二期 -新行政区,1室1厅 | 28.53平米 | 北 | 简装 | 29层  | 板塔结合,5人关注 / 7个月以前发布,22,"7,712元/平"
锦地繁花 2室1厅 南,锦地繁花 -西区新寮,2室1厅 | 76.26平米 | 南 | 毛坯 | 21层  | 塔楼,0人关注 / 8天以前发布,86,"11,278元/平"
小区干净整洁。有花园有停车位 南北通透二房空间大,四海花园 -草洋新区,2室2厅 | 68.52平米 | 南 北 | 简装 | 7层  | 板塔结合,3人关注 / 2个月以前发布,36,"5,254元/平"
龙岗大道旁品质小区，税费少，上下两层,牧云溪谷二期云尚 -秋长,3室2厅 | 84.23平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,50人关注 / 4个月以前发布,165,"19,590元/平"
