标题,开发商,房子信息,发布信息,售价/万,单价
建发品质 新中式风格小区  温馨三房两厅两卫,建发中泱天成 -洛江区,3室2厅 | 89.94平米 | 南 北 | 简装 | 中楼层(共26层)  | 暂无数据,3人关注 / 8个月以前发布,160,"17,790元/平"
百信御江帝景一线江景大4房！自住精装！双主卧！诚售,百信御江帝景一期 -泉州桥南,4室2厅 | 195.8平米 | 南 | 精装 | 中楼层(共36层)  | 塔楼,0人关注 / 1个月以前发布,420,"21,451元/平"
桥南经典小三房|带装修|配套齐全,海丝景城 -泉州桥南,3室1厅 | 81.09平米 | 南 | 简装 | 低楼层(共17层)  | 板塔结合,16人关注 / 5个月以前发布,110,"13,566元/平"
小区环境优美，房龄新，房子保养好，楼层高景观好,恒大名都 -石狮中心,3室2厅 | 113平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,135,"11,947元/平"
碧桂园万顺城央壹品 3室2厅 南,碧桂园万顺城央壹品 -陈埭镇,3室2厅 | 88.92平米 | 南 | 精装 | 中楼层(共14层)  | 板塔结合,0人关注 / 1个月以前发布,115,"12,933元/平"
濠江时代广场 4室2厅 南,濠江时代广场 -石狮中心,4室2厅 | 153.36平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 7个月以前发布,134.6,"8,777元/平"
海西大霞，128平3房2厅2卫，精装，出售140万,海西大厦 -惠安县,3室2厅 | 128平米 | 东南 | 精装 | 高楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,138,"10,782元/平"
南北朝向，明厨明卫，带阳台，环境好,万商城市花园 -泉港区,4室2厅 | 138.8平米 | 南 | 毛坯 | 中楼层(共28层)  | 板塔结合,0人关注 / 1个月以前发布,83,"5,980元/平"
释雅山公园旁，健康楼层，居家装修，空户，诚意出售,何衙埕29号 -东街,3室2厅 | 101.07平米 | 东南 | 简装 | 高楼层(共4层)  | 暂无数据,0人关注 / 1个月以前发布,160,"15,831元/平"
东海湾雅园  精装大四房  面向朝南  房东诚意出售,东海湾雅园 -东海,4室2厅 | 164.8平米 | 南 | 精装 | 低楼层(共21层)  | 板楼,0人关注 / 1个月以前发布,338,"20,510元/平"
金山南路 3室2厅 东 西,金山南路 -泉港区,3室2厅 | 117.84平米 | 东 西 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,49,"4,159元/平"
电梯高层精装小两房 诚意出售 半封闭式管理 拎包入住,铭人世家 -丰泽街,2室1厅 | 48.01平米 | 南 | 精装 | 高楼层(共16层)  | 板楼,1人关注 / 21天以前发布,99,"20,621元/平"
"锦峰小区，113平三房，户型方正，采光通风好,看房方便",锦峰苑 -晋江万达,3室1厅 | 113.1平米 | 南 | 简装 | 低楼层(共18层)  | 暂无数据,0人关注 / 24天以前发布,237.3,"20,982元/平"
鲤城东门空户 看房子方便，业主 急售，急售,东街防疫站宿舍 -东街,2室2厅 | 77平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 26天以前发布,179,"23,247元/平"
毛坯两房出售，可按照自己喜欢风格装修,石狮金域华府 -石狮中心,2室2厅 | 96.86平米 | 南 北 | 毛坯 | 中楼层(共22层)  | 板楼,0人关注 / 25天以前发布,68,"7,021元/平"
鼎盛天玺一口价房源，看房方便，提前预约.,石狮鼎盛天玺 -服装城,3室2厅 | 116.25平米 | 南 | 毛坯 | 低楼层(共32层)  | 暂无数据,0人关注 / 28天以前发布,125,"10,753元/平"
格局好楼层好视野宽阔采光充足配套设施齐全交通便利,福隆商业广场一期 -宝龙广场,1室1厅 | 38平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 24天以前发布,54,"14,211元/平"
交通便捷 人车分流   采光充足   视野开阔,永嘉天地 -泉港区,3室1厅 | 102.25平米 | 东北 | 精装 | 高楼层(共20层)  | 板塔结合,6人关注 / 一年前发布,69,"6,749元/平"
濠江明珠小区 26.23平方米一房 业主急售 楼层采光好,濠江明珠 -石狮中心,1室0厅 | 26.23平米 | 西 | 简装 | 低楼层(共16层)  | 板楼,0人关注 / 1个月以前发布,21,"8,007元/平"
嘉惠A2，123平3房2厅2卫，毛呸，出售98万,嘉惠小区A2区 -惠安县,3室2厅 | 123平米 | 东南 | 毛坯 | 高楼层(共18层)  | 平房,0人关注 / 1个月以前发布,99,"8,049元/平"
小区里有就有幼儿园博泽幼儿园、100米就有丰泽二实小,海宸尊域 -东海,2室1厅 | 99.2平米 | 东南 南 | 精装 | 中楼层(共42层)  | 板楼,1人关注 / 8个月以前发布,226,"22,783元/平"
精装复式 标准两房 中高层 拎包入住 看房方便,幸福电商城 -展览城,2室1厅 | 45.91平米 | 南 北 | 精装 | 高楼层(共14层)  | 板楼,15人关注 / 一年前发布,55,"11,980元/平"
名城大厦  鲤城户口 电梯房 业主诚意出售,名城大厦 -丰泽街,3室2厅 | 124平米 | 南 | 简装 | 高楼层(共20层)  | 塔楼,0人关注 / 3个月以前发布,240,"19,355元/平"
正规大两房，业主诚意出售，看房提前预约,溜石花园二期 -泉州桥南,2室2厅 | 94.69平米 | 南 | 精装 | 高楼层(共30层)  | 板楼,15人关注 / 一年前发布,115,"12,145元/平"
百信御江帝景太阳城 环境好 电梯 诚意出售,百信御江帝景太阳城 -泉州桥南,3室2厅 | 99.43平米 | 东 东南 南 | 毛坯 | 中楼层(共26层)  | 塔楼,0人关注 / 一年前发布,190,"19,109元/平"
洛江嘉琳两房两卫 高层 视野好 看中庭,嘉琳广场 -洛江区,2室2厅 | 82.66平米 | 北 东北 | 简装 | 高楼层(共34层)  | 板楼,1人关注 / 2个月以前发布,105,"12,703元/平"
台商蓝郡国际精装修两房中高楼层诚意出售，产权证满,蓝郡国际 -台商投资区,2室2厅 | 82平米 | 南 | 精装 | 中楼层(共29层)  | 塔楼,0人关注 / 1个月以前发布,78,"9,513元/平"
百捷精装复式小三房，业主诚意出售。,百捷中央公园华府 -泉州桥南,3室2厅 | 59.85平米 | 南 | 精装 | 中楼层(共22层)  | 塔楼,0人关注 / 1个月以前发布,118,"19,716元/平"
美食街温馨小两房二梯三户，电梯高层.拎包入住.采光好,泉府大第 -丰泽街,2室1厅 | 68平米 | 南 | 精装 | 高楼层(共15层)  | 塔楼,3人关注 / 4个月以前发布,170,"25,000元/平"
复式三房楼下有房间，房东诚意出售，户型格局方正，,中航城天骏 -宝龙广场,3室2厅 | 106.34平米 | 东南 | 毛坯 | 中楼层(共31层)  | 板楼,0人关注 / 2个月以前发布,186,"17,492元/平"
小区生活配套齐全；该户型楼层好，视野宽阔，采光充.,龙湖嘉天下紫宸 -池店南,3室2厅 | 114平米 | 东 东南 | 毛坯 | 中楼层(共34层)  | 板塔结合,0人关注 / 3个月以前发布,211,"18,509元/平"
锦绣江南两房边套，视野采光好，附件配套齐，出行方便,锦绣江南 -清濛开发区,2室2厅 | 82.08平米 | 东 | 简装 | 高楼层(共7层)  | 板楼,2人关注 / 3个月以前发布,78.7,"9,589元/平"
世茂御龙府 楼中楼 使用130平方 看房方便,世茂御龙府 -池店南,3室2厅 | 87.38平米 | 南 | 毛坯 | 低楼层(共40层)  | 板楼,4人关注 / 4个月以前发布,138,"15,794元/平"
晋江御龙湾旁梅屿苑正规两房毛坯出售，高层采光好,梅屿苑 -晋江万达,2室2厅 | 93.11平米 | 东南 | 毛坯 | 中楼层(共32层)  | 板塔结合,1人关注 / 1个月以前发布,105,"11,277元/平"
紫帽70年产权住宅公寓  可读书,世茂紫云轩 -紫帽镇,1室0厅 | 39.41平米 | 南 | 毛坯 | 低楼层(共17层)  | 暂无数据,0人关注 / 3个月以前发布,28,"7,105元/平"
永嘉天地二期  4房 带车位 中层,永嘉天地尚学苑 -泉港区,4室2厅 | 138.88平米 | 南 | 毛坯 | 低楼层(共32层)  | 暂无数据,1人关注 / 4个月以前发布,92,"6,625元/平"
福隆商业广场三期 2室2厅 南,福隆商业广场三期 -晋江万达,2室2厅 | 126.23平米 | 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,170,"13,468元/平"
嘉琳广场94平大两房因置换出售看房方便,嘉琳广场 -洛江区,2室1厅 | 94.36平米 | 东 东南 南 | 简装 | 低楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,132,"13,989元/平"
此房户型方正南北朝向电梯高层视野开阔,百捷·中央公园御府 -泉州桥南,3室2厅 | 86.31平米 | 东南 | 毛坯 | 中楼层(共32层)  | 板楼,0人关注 / 4个月以前发布,180,"20,856元/平"
百信御江帝景高档小区，环境好，封闭式下区,百信御江帝景一期 -泉州桥南,4室2厅 | 125.15平米 | 东 南 | 毛坯 | 高楼层(共32层)  | 塔楼,7人关注 / 9个月以前发布,300,"23,972元/平"
富临华庭2-2-1-3 99.83m² 52 万）,富临华庭 -泉港区,2室2厅 | 98.84平米 | 南 | 简装 | 低楼层(共13层)  | 暂无数据,3人关注 / 一年前发布,42,"4,250元/平"
采光很好 全明结构 交通便利 满两年,荷盛小区 -泉港区,2室1厅 | 104平米 | 南 | 精装 | 低楼层(共12层)  | 暂无数据,0人关注 / 8个月以前发布,52,"5,000元/平"
格林春天三期，楼层好，视野宽阔,浔兴格林春天 -晋江万达,4室2厅 | 132.32平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,239,"18,063元/平"
唐宁湖郡 复式看湖 诚意出售 可交易,唐宁湖郡 -惠安县,3室2厅 | 122.59平米 | 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 1个月以前发布,104,"8,484元/平"
忍痛出售~宝龙城市广场宽敞公寓欧式装修带阳台,宝龙广场公寓 -宝龙广场,1室1厅 | 47.04平米 | 东南 | 精装 | 中楼层(共29层)  | 板楼,1人关注 / 2个月以前发布,46,"9,779元/平"
低楼层，边套，四房，全明格局。,名仕华府 -泉港区,4室2厅 | 143平米 | 南 | 毛坯 | 低楼层(共19层)  | 暂无数据,3人关注 / 一年前发布,79.9,"5,588元/平"
优质经典三房 ，带装修自住户型方正朝南业主诚意出售,海丝景城 -泉州桥南,3室2厅 | 125平米 | 东南 南 | 毛坯 | 中楼层(共17层)  | 板塔结合,1人关注 / 1个月以前发布,158,"12,640元/平"
世纪大道南侧 封闭小区 大三居  精装修 拎包即可入住,丽都阳光 -惠安县,3室2厅 | 147平米 | 西南 | 精装 | 高楼层(共11层)  | 暂无数据,0人关注 / 1个月以前发布,115,"7,824元/平"
房东诚意出售 中间楼层 采光很好 喜欢来撩,嘉龙现代城 -清濛开发区,3室2厅 | 96.37平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,99,"10,273元/平"
万达旁希信正隔壁中威得房率高四房出售,中威中心城 -晋江万达,4室2厅 | 134平米 | 南 | 精装 | 低楼层(共28层)  | 板楼,3人关注 / 一年前发布,290,"21,642元/平"
金色外滩，精装3房，高层看江无遮挡，看房方便,金色外滩 -浮桥,3室1厅 | 87.21平米 | 东南 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 1个月以前发布,190,"21,787元/平"
东湖公园旁 小三房 采光好  业主诚意出售,省水利水电局宿舍 -东湖,3室1厅 | 65.67平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,2人关注 / 3个月以前发布,78,"11,878元/平"
房东厦门的公务员急售条件比较好谈,明发商业城 -南安水头镇,3室2厅 | 82平米 | 南 | 毛坯 | 中楼层(共23层)  | 板楼,0人关注 / 3个月以前发布,43,"5,244元/平"
房子精装房东自己住的，看房方便,中骏蓝湾悦庭 -泉州桥南,3室2厅 | 101.65平米 | 东南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,229.8,"22,607元/平"
上悦城旁 百捷华府 房东自住精装3房 朝南户型三面采光,百捷中央公园华府 -泉州桥南,3室2厅 | 81.14平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,150,"18,487元/平"
南北朝向，好楼层，光线好视野佳.生活便利,海峡一号 -南安水头镇,3室2厅 | 88平米 | 东南 南 | 毛坯 | 中楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,74,"8,410元/平"
精装修将近30万，业主自住看房方便,百捷星光城 -泉州桥南,3室2厅 | 91平米 | 南 | 精装 | 低楼层(共31层)  | 板楼,3人关注 / 5个月以前发布,175,"19,231元/平"
中间楼层，重新装修带车位，家具家电全部留下,恒大雅苑 -泉港区,3室1厅 | 122.87平米 | 南 北 | 精装 | 中楼层(共33层)  | 暂无数据,1人关注 / 5个月以前发布,98,"7,976元/平"
金石花园3-2-1-2 129.00m²,金石花园 -惠安县,3室2厅 | 129平米 | 东南 | 精装 | 中楼层(共18层)  | 暂无数据,0人关注 / 7个月以前发布,145,"11,241元/平"
桥南繁华地段，精装3房，房东诚意出售，产权证满。,百捷中央墅府 -泉州桥南,3室2厅 | 90.2平米 | 东南 | 精装 | 高楼层(共25层)  | 板楼,2人关注 / 6个月以前发布,198,"21,952元/平"
石狮市花园路三房两厅两卫便宜出售,石狮市花园路814、816号 -石狮中心,3室1厅 | 88.32平米 | 南 | 精装 | 高楼层(共8层)  | 暂无数据,3人关注 / 3个月以前发布,42,"4,756元/平"
梅龙小区，精装修，三居室，诚意出售,梅龙小区 -晋江万达,3室2厅 | 118.77平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,3人关注 / 一年前发布,235,"19,787元/平"
此房房东诚意出售，户型方正，通透性好,百宏香榭丽璟 -晋江周边,3室2厅 | 100平米 | 南 | 简装 | 高楼层(共23层)  | 塔楼,5人关注 / 5个月以前发布,105,"10,500元/平"
户型格局好，视野好，采光充足，配套设施齐全,源昌锦绣壹号 -泉港区,3室2厅 | 120.92平米 | 东南 | 毛坯 | 中楼层(共31层)  | 板塔结合,0人关注 / 2个月以前发布,92,"7,609元/平"
灵源街道、百宏小区、世纪大道旁、国科大旁、精装三房,百宏香榭丽璟 -晋江周边,3室2厅 | 127平米 | 南 | 精装 | 高楼层(共31层)  | 塔楼,0人关注 / 1个月以前发布,130.81,"10,300元/平"
南北朝向格局，楼层好，通风采光充足,时代新城 -南安水头镇,3室2厅 | 123平米 | 东南 | 毛坯 | 高楼层(共32层)  | 暂无数据,0人关注 / 5个月以前发布,83,"6,748元/平"
证满省税，好楼层，好户型，南北对流通透，高层视野好,百宏丽璟天成 -惠安县,3室2厅 | 140平米 | 东南 | 精装 | 高楼层(共12层)  | 暂无数据,0人关注 / 3个月以前发布,170,"12,143元/平"
畔山云海精装三房拎包入住，看房提前预约,畔山云海 -石狮中心,3室2厅 | 141平米 | 西南 | 精装 | 低楼层(共33层)  | 暂无数据,0人关注 / 1个月以前发布,164,"11,632元/平"
大三房 配套齐全 业主诚意出售....................,东明商厦 -洛江区,3室2厅 | 125.11平米 | 南 | 精装 | 高楼层(共13层)  | 板楼,0人关注 / 1个月以前发布,158,"12,629元/平"
百德康桥假日 精装三房一厅两卫一厨 朝南采光足,百德康桥假日 -石狮中心,3室1厅 | 145平米 | 南 | 精装 | 中楼层(共29层)  | 板楼,0人关注 / 3个月以前发布,186,"12,828元/平"
溜石花园二期 电梯中层 房东自住精装2房改3房 诚意售,溜石花园二期 -泉州桥南,3室2厅 | 95.1平米 | 东南 南 | 精装 | 中楼层(共20层)  | 板楼,0人关注 / 2个月以前发布,134,"14,091元/平"
泉秀路 星光不夜城旁 居家3房 带有一个车库 南北朝向,泉秀花园 -泉秀街,3室2厅 | 128平米 | 东南 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 11个月以前发布,178,"13,907元/平"
"小区规模较大,配套齐全,整体服务质量好，环境优美.",恒大雅苑 -泉港区,3室2厅 | 128.16平米 | 南 | 精装 | 中楼层(共24层)  | 暂无数据,5人关注 / 一年前发布,96,"7,491元/平"
畔山云海三房诚意出售，仅售140万,畔山云海 -石狮中心,3室2厅 | 100平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,140,"14,000元/平"
世纪王朝 大四房 电梯高层 近大洋百货 泉州万达,世纪王朝 -泉秀街,4室2厅 | 179.83平米 | 东南 | 精装 | 中楼层(共10层)  | 板楼,6人关注 / 一年前发布,279,"15,515元/平"
汽车站旁  逸涛小区  三房低层  证满  可拎包入,逸涛商住城 -泉港区,3室2厅 | 110平米 | 南 | 简装 | 低楼层(共6层)  | 暂无数据,9人关注 / 10个月以前发布,44.2,"4,019元/平"
万达华府A区144平户型通透方正，诚意出售,万达华府A区 -晋江万达,3室2厅 | 144.57平米 | 东南 | 精装 | 中楼层(共31层)  | 板楼,1人关注 / 10个月以前发布,323,"22,343元/平"
"小区规模较大,配套齐全,整体服务质量好，环境优美.",恒大雅苑 -泉港区,3室2厅 | 128.16平米 | 南 | 精装 | 中楼层(共24层)  | 暂无数据,5人关注 / 一年前发布,96,"7,491元/平"
万不曾入住是你追求生活品质的选择呢!!!,建发中泱天成 -洛江区,3室2厅 | 89.97平米 | 东南 | 精装 | 高楼层(共17层)  | 暂无数据,0人关注 / 2个月以前发布,175,"19,451元/平"
泉州  晋江  安海  恒隆国际花园  精致装修 拎包入住,恒隆国际花园 -安海镇,3室2厅 | 90.48平米 | 南 北 | 精装 | 高楼层(共30层)  | 板塔结合,0人关注 / 1个月以前发布,108,"11,937元/平"
泉秀路精装三房 潮 楠边套 双阳台 做婚房,泉秀新村 -泉秀街,3室1厅 | 92.44平米 | 东南 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 3个月以前发布,146,"15,795元/平"
福新花园城 电梯四房 业主自住装修 户型方正,福新花园城 -丰泽街,4室2厅 | 184.6平米 | 东南 | 精装 | 低楼层(共27层)  | 塔楼,0人关注 / 4个月以前发布,380,"20,586元/平"
成熟小区 配套完善 住家装修 出行和生活方便 幼儿园,中升花苑小区 -东湖,3室2厅 | 106平米 | 东南 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,178,"16,793元/平"
笋江优质大两房     诚意出售,笋江花园城 -南环路,2室2厅 | 81.63平米 | 西南 | 简装 | 高楼层(共7层)  | 板塔结合,0人关注 / 2个月以前发布,97,"11,883元/平"
