标题,开发商,房子信息,发布信息,售价/万,单价
特警支队宿舍 宽敞的3房2厅诚心出售,海口特警支队宿舍 -海甸岛,3室2厅 | 88.45平米 | 南 北 | 精装 | 中楼层(共9层)  | 暂无数据,1人关注 / 15天以前发布,146,"16,507元/平"
海口湾品质小区 紫荆花园二期 海景房 全明户型 毛坯房,紫荆花园Ⅱ区 -海口湾,4室2厅 | 297.12平米 | 南 北 | 其他 | 高楼层(共25层)  | 板塔结合,0人关注 / 24天以前发布,684,"23,022元/平"
海口湾品质小区 紫荆花园二期 海景房 全明户型 毛坯,紫荆花园Ⅱ区 -海口湾,4室2厅 | 199.79平米 | 南 北 | 其他 | 高楼层(共25层)  | 板塔结合,1人关注 / 24天以前发布,460,"23,025元/平"
五东路水岸兰亭生活便利交通便利 户型方正 满五唯一,水岸兰亭 -海甸岛,3室2厅 | 104.34平米 | 南 北 | 其他 | 高楼层(共10层)  | 塔楼,0人关注 / 31天以前发布,145,"13,897元/平"
凤翔湿地公园 一线湖景 板楼 满五唯一 中间楼层,凤翔山庄 -凤翔,4室2厅 | 123.3平米 | 南 北 | 其他 | 9层  | 板塔结合,0人关注 / 26天以前发布,160,"12,977元/平"
龙景商业城 精装电梯大两房 满五红本 生活交通配套齐,龙景商业城 -和平南,2室2厅 | 95平米 | 北 | 简装 | 中楼层(共19层)  | 板塔结合,0人关注 / 22天以前发布,180,"18,948元/平"
吾悦商圈上城名都 精装2房2厅 70产权商品房 产证在手,上城名都 -龙昆南,2室1厅 | 95.55平米 | 东南 | 精装 | 低楼层(共12层)  | 板塔结合,0人关注 / 1个月以前发布,165,"17,269元/平"
精装修三房 南北通透视野好全明户型,中景花园 -凤翔,3室2厅 | 119.43平米 | 南 北 | 其他 | 17层  | 板塔结合,0人关注 / 26天以前发布,198,"16,579元/平"
采光好，通风好，封闭小区，人车分流，小区绿化好,龙光海云天 -远大,3室2厅 | 92平米 | 北 | 精装 | 18层  | 板楼,0人关注 / 22天以前发布,190,"20,653元/平"
海德路 现代花园电梯房 大三房出售,现代花园一期 -龙昆南,3室2厅 | 125.78平米 | 南 | 其他 | 10层  | 板塔结合,0人关注 / 29天以前发布,193,"15,345元/平"
海德公馆2019年小区环境优美 、精装修三房带产权车位,绿地·海德公馆 -解放西,3室2厅 | 79.41平米 | 南 北 | 精装 | 33层  | 板塔结合,0人关注 / 18天以前发布,223,"28,083元/平"
天海花园 3室2厅 南,天海花园 -紫园片区,3室2厅 | 129.69平米 | 南 | 其他 | 中楼层(共11层)  | 暂无数据,0人关注 / 31天以前发布,330,"25,446元/平"
南海大道 2013年小区兰庭雅苑 精装三房 满五唯一,兰庭雅苑 -秀英,3室2厅 | 115.26平米 | 南 | 精装 | 高楼层(共21层)  | 板塔结合,0人关注 / 27天以前发布,190,"16,485元/平"
标准小三房，中间楼层视野好。。业主诚心出售,时代城二期 -西海岸南片区,3室2厅 | 87.99平米 | 北 | 精装 | 中楼层(共31层)  | 板塔结合,0人关注 / 22天以前发布,130,"14,775元/平"
精装修，买此房可以拎包入住，欢迎来看房,大华·锦绣海岸 -远大,3室2厅 | 95.09平米 | 南 | 其他 | 低楼层(共20层)  | 板塔结合,0人关注 / 28天以前发布,215,"22,611元/平"
四季华庭一期 正规大三房 户型通透 采光好,四季华庭 -龙昆南,3室2厅 | 111.23平米 | 东南 | 其他 | 9层  | 板楼,0人关注 / 17天以前发布,199,"17,891元/平"
跃层满二，朝南，户型方正2＋1房，精装,阳光·丁香园 -远大,3室2厅 | 106.22平米 | 南 | 精装 | 25层  | 板塔结合,2人关注 / 30天以前发布,185,"17,417元/平"
骏豪温馨装修拎包入住正规三房两卫诚心出售,万达·骏豪仕家 -万达,3室2厅 | 111.24平米 | 南 北 | 其他 | 32层  | 板塔结合,0人关注 / 30天以前发布,236,"21,216元/平"
房子满五唯一，户型设计合理，中间楼层，采光好。,泰达天海国际 -紫园片区,3室2厅 | 146.07平米 | 南 北 | 精装 | 13层  | 板楼,0人关注 / 27天以前发布,460,"31,492元/平"
海口刚需天花板楼盘中海锦城精装4房 中间楼层,中海锦城 -椰海大道,4室2厅 | 125.06平米 | 南 | 精装 | 26层  | 板楼,0人关注 / 16天以前发布,300,"23,989元/平"
诚意出售 万达精装四房 南北通透格局 随时看房,万达·骏豪仕家 -万达,4室2厅 | 140.09平米 | 南 北 | 其他 | 32层  | 板塔结合,0人关注 / 31天以前发布,260,"18,560元/平"
滨江路国兴地段，首丹雅苑，小区新，停车位充足,首丹雅苑 -国兴,2室1厅 | 106.28平米 | 南 | 精装 | 24层  | 板楼,0人关注 / 27天以前发布,195,"18,348元/平"
海甸岛 次新小区 西溪里  品质两房,金隅大成西溪里 -海甸岛,2室2厅 | 87.98平米 | 南 北 | 其他 | 23层  | 板塔结合,0人关注 / 23天以前发布,173,"19,664元/平"
南北户型 精装2房 16年小区 近万达恩祥新城,鑫海华庭 -万达,2室2厅 | 76.57平米 | 南 | 其他 | 中楼层(共17层)  | 塔楼,0人关注 / 22天以前发布,150,"19,590元/平"
琼山凤翔路高铁东商圈精装婚房包品牌家具家电,帝和华庭 -龙昆南,3室2厅 | 116.44平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,3人关注 / 29天以前发布,209,"17,950元/平"
文明东路193号 3室2厅 南,文明东路193号 -和平南,3室2厅 | 79.74平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 27天以前发布,95,"11,914元/平"
此房满五唯一，格局好，采光好通风效果好,椰林小区 -凤翔,3室2厅 | 120.53平米 | 南 | 精装 | 中楼层(共16层)  | 板塔结合,0人关注 / 24天以前发布,170,"14,105元/平"
福海家园两室两厅75平98.88万满五唯一，业主诚心出售,福海家园 -海甸岛,2室2厅 | 74.33平米 | 南 | 简装 | 4层  | 板塔结合,0人关注 / 27天以前发布,98.88,"13,303元/平"
海甸岛恒大美丽沙两房海景精装修业主诚心出售看房方便,海口恒大美丽沙 -海甸岛,2室2厅 | 126平米 | 东南 | 精装 | 中楼层(共24层)  | 塔楼,0人关注 / 1个月以前发布,302,"23,969元/平"
白沙门荣域小区一线全海景房，拎包入住,荣域 -海甸岛,4室2厅 | 151平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,460,"30,464元/平"
精装三居，南北通透，拎包入住，诚意出售,惠丰·碧水江畔 -滨江,3室2厅 | 115.86平米 | 南 北 | 精装 | 17层  | 板楼,1人关注 / 1个月以前发布,210,"18,126元/平"
国兴商圈 大润发旁 次新小区 盛达景都,盛达景都（一期） -国兴,5室4厅 | 246.69平米 | 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 21天以前发布,558,"22,620元/平"
房屋实用面积大均价实惠，无抵押，满五唯一 放心购买,人民大道23-4号 -海甸岛,5室0厅 | 142.59平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 29天以前发布,185,"12,975元/平"
正规四房  户型方正 诚心出售 采光视野好,富苑 -海甸岛,4室2厅 | 143平米 | 南 | 精装 | 13层  | 板塔结合,0人关注 / 19天以前发布,175,"12,238元/平"
海天逸舍 精装修三房  拎包入住,海天逸舍 -海甸岛,3室2厅 | 122.98平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,0人关注 / 28天以前发布,205,"16,670元/平"
新世界花园三期 一楼带小院 四室二厅二卫,新世界花园 -新埠岛,4室2厅 | 140.16平米 | 西南 | 精装 | 6层  | 板楼,0人关注 / 22天以前发布,295,"21,048元/平"
碧桂园101平前后双阳台，另有60平露台,碧桂园·中央首府 -椰海大道,3室2厅 | 102.19平米 | 东 | 简装 | 低楼层(共3层)  | 板塔结合,2人关注 / 22天以前发布,163,"15,951元/平"
美丽沙一线海景大平层，275度海景视野,海口恒大美丽沙 -海甸岛,5室2厅 | 277平米 | 南 北 | 精装 | 31层  | 板塔结合,2人关注 / 18天以前发布,680,"24,549元/平"
次新小区 价格可谈 精装修  看房方便 有钥匙,帝景海岸 -海甸岛,3室2厅 | 131.79平米 | 南 | 精装 | 高楼层(共21层)  | 板塔结合,0人关注 / 28天以前发布,320,"24,282元/平"
业主诚心出售。方便看房，提前预约,海南五矿宿舍 -国兴,4室2厅 | 107.79平米 | 南 北 | 精装 | 高楼层(共9层)  | 暂无数据,0人关注 / 27天以前发布,130,"12,061元/平"
海府路 装修3房  电梯房 中间楼层,气象苑小区 -国兴,3室2厅 | 105.75平米 | 北 南 | 简装 | 中楼层(共9层)  | 暂无数据,0人关注 / 17天以前发布,155,"14,658元/平"
南北水果市场旁 正规三房 电梯中层 满五税少 看房方便,桂林园公寓 -府城,3室2厅 | 126平米 | 南 | 其他 | 高楼层(共9层)  | 塔楼,0人关注 / 8个月以前发布,159,"12,620元/平"
蓝水湾二期 视野宽阔 采光充足 交通便利 配套设施齐全,蓝水湾（二期） -白龙,5室2厅 | 141.18平米 | 南 西 北 | 精装 | 低楼层(共22层)  | 塔楼,2人关注 / 11个月以前发布,280,"19,833元/平"
满二，朝南 ，户型方正，采光好,海岸赛拉维 -远大,4室2厅 | 147.25平米 | 南 | 其他 | 18层  | 板塔结合,0人关注 / 2个月以前发布,353,"23,973元/平"
江东新区丽江家园三室两厅一厨两卫大户型出售,丽江家园 -江东,3室2厅 | 112.33平米 | 东南 东 南 | 毛坯 | 中楼层(共24层)  | 板塔结合,1人关注 / 9个月以前发布,216,"19,230元/平"
户型方正，视线开阔，交通便利，满二税费少。,海岸豪庭 -紫园片区,3室2厅 | 124.08平米 | 南 | 精装 | 低楼层(共25层)  | 塔楼,0人关注 / 4个月以前发布,325,"26,193元/平"
琼山区警怡小区172平大4房288万,警怡小区 -凤翔,4室2厅 | 172.12平米 | 南 | 精装 | 低楼层(共12层)  | 暂无数据,0人关注 / 5个月以前发布,266,"15,455元/平"
别墅边户，含产权车位，满二无大税,信达·海天下 -江东,3室2厅 | 252.12平米 | 北 | 毛坯 | 低楼层(共2层)  | 板楼,6人关注 / 8个月以前发布,522,"20,705元/平"
海甸岛家乐福旁 香榭丽花园 三层跃层 得房率高 大平台,香榭丽花园 -海甸岛,5室2厅 | 141.14平米 | 东 北 | 其他 | 高楼层(共12层)  | 板塔结合,20人关注 / 8个月以前发布,280,"19,839元/平"
国兴区域，品质小高层，2020年重新装修，产权清晰,名门广场南区 -国兴,4室2厅 | 159.29平米 | 南 北 | 精装 | 低楼层(共17层)  | 板塔结合,4人关注 / 9个月以前发布,332,"20,843元/平"
海甸五西路 滨海华庭 三居室 满五唯一 绿化好,滨海华庭 -海甸岛,3室2厅 | 138.99平米 | 东南 南 | 其他 | 5层  | 板塔结合,1人关注 / 4个月以前发布,249,"17,915元/平"
海口国兴商圈，改善大3房，精装修，满五唯一,盛达景都二期 -国兴,3室2厅 | 151.8平米 | 东北 | 精装 | 30层  | 板塔结合,0人关注 / 6个月以前发布,385,"25,363元/平"
海甸四西路 成熟社区 东南朝向 三面采光,金龙花园 -海甸岛,3室2厅 | 140.48平米 | 南 北 | 其他 | 低楼层(共17层)  | 板楼,3人关注 / 10个月以前发布,193,"13,739元/平"
海甸岛海彤路，家乐福旁。。。。。。。,景和雅苑 -海甸岛,3室2厅 | 84.09平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,1人关注 / 6个月以前发布,128,"15,222元/平"
户型方正，采光通风，带入户花园，满五唯一,海岸豪庭 -紫园片区,4室2厅 | 124.08平米 | 南 | 其他 | 中楼层(共25层)  | 塔楼,1人关注 / 5个月以前发布,330,"26,596元/平"
滨海华庭三房两厅精装修，户型方正，,滨海华庭 -海甸岛,3室2厅 | 118.8平米 | 南 北 | 其他 | 6层  | 板塔结合,6人关注 / 5个月以前发布,240,"20,203元/平"
房屋动静分离，全明格局，海甸内数一数二的品质小区,滨江海岸·御江（一期） -海甸岛,4室2厅 | 154.02平米 | 南 | 精装 | 中楼层(共24层)  | 板楼,1人关注 / 5个月以前发布,398,"25,841元/平"
观澜湖大四房，南北通透，景观好，满五,观澜湖·中央公园区 -观澜湖,3室3厅 | 151.28平米 | 南 北 | 其他 | 低楼层(共21层)  | 板塔结合,1人关注 / 4个月以前发布,320,"21,153元/平"
大社区，户型方正，交通便利，配套成熟,鸿天阁北区 -海甸岛,2室2厅 | 94.35平米 | 北 | 其他 | 低楼层(共18层)  | 板塔结合,3人关注 / 4个月以前发布,210,"22,258元/平"
海口观澜湖新城区大平层精装电梯入户四房，满二,观澜湖·中央公园区 -观澜湖,4室3厅 | 229平米 | 南 北 | 精装 | 低楼层(共19层)  | 板塔结合,0人关注 / 2个月以前发布,620,"27,075元/平"
满五唯一 白龙2014年小区 展兴颐龙名居 三房南北通透,展兴颐龙名居 -白龙,3室2厅 | 136.75平米 | 南 北 | 精装 | 低楼层(共19层)  | 板塔结合,7人关注 / 6个月以前发布,265,"19,379元/平"
小区配套齐全，交通便利，绿化好环境优雅，全屋定制,中海锦城 -椰海大道,3室2厅 | 111.12平米 | 西南 | 简装 | 26层  | 板楼,22人关注 / 一年前发布,255,"22,949元/平"
观邸一期 高尔夫景观户型 高楼层 诚心出售 看房方便,观澜湖观邸 -观澜湖,4室2厅 | 101.34平米 | 南 北 | 其他 | 8层  | 塔楼,18人关注 / 一年前发布,290,"28,617元/平"
国兴大平层 坐北朝南 通透四房双阳台,法苑里 -国兴,4室2厅 | 188.6平米 | 东 | 精装 | 中楼层(共19层)  | 塔楼,1人关注 / 3个月以前发布,425,"22,535元/平"
凤翔湿地公园 琼山教师村精装修大3房满五唯一,琼山教师村 -凤翔,3室2厅 | 145.69平米 | 南 | 其他 | 8层  | 板楼,2人关注 / 7个月以前发布,180,"12,356元/平"
一家人居住舒适，格局楼层采光好，生活方便，通风好。,金隅大成西溪里 -海甸岛,3室2厅 | 97.27平米 | 南 北 | 精装 | 23层  | 板塔结合,5人关注 / 4个月以前发布,243,"24,983元/平"
海岸雅居 俩房带露台 视野好 来电看房,海岸雅居 -海甸岛,2室2厅 | 87.73平米 | 南 | 其他 | 高楼层(共26层)  | 板塔结合,2人关注 / 2个月以前发布,220,"25,077元/平"
海口江东 110平复式楼  产证在手 正三房带两个储物间,海南绿地城 -江东,3室2厅 | 110.07平米 | 东南 | 其他 | 13层  | 板塔结合,0人关注 / 4个月以前发布,205,"18,625元/平"
国贸片区  舒适大四房   满五   精装修     保养的好,美银大厦 -国贸,5室2厅 | 199.65平米 | 东南 | 其他 | 中楼层(共20层)  | 板塔结合,0人关注 / 6个月以前发布,243,"12,172元/平"
业主诚心出售，精装修，价格好聊。,万恒城市花园 -海甸岛,4室2厅 | 136.68平米 | 南 北 | 其他 | 低楼层(共10层)  | 板楼,6人关注 / 4个月以前发布,232,"16,974元/平"
南北通透，户型方正，视野宽阔，配套齐全，交通便利。,海口市二轻供销公司宿舍 -白龙,4室2厅 | 180.2平米 | 南 北 | 其他 | 高楼层(共9层)  | 暂无数据,11人关注 / 10个月以前发布,162.8,"9,035元/平"
港湾花园 跃层五居室 带花园 证在手 带车位 诚意出售,港湾花园 -海甸岛,5室3厅 | 200平米 | 南 | 其他 | 低楼层(共8层)  | 板楼,5人关注 / 3个月以前发布,318,"15,900元/平"
家乐福旁，朝南大三房，满五唯一，生活便利，楼层好,银甸花园 -海甸岛,3室2厅 | 135.84平米 | 南 | 简装 | 中楼层(共17层)  | 板塔结合,0人关注 / 18天以前发布,165,"12,147元/平"
一楼带花园 满五唯一 家具家电全包 精装2房,新世界花园 -新埠岛,2室2厅 | 95.2平米 | 南 北 | 其他 | 9层  | 塔楼,2人关注 / 4个月以前发布,195,"20,484元/平"
新埠岛大型次新小区三房两厅精装修 拎包入住 满五唯一,新世界花园 -新埠岛,4室2厅 | 138平米 | 南 北 | 其他 | 5层  | 塔楼,1人关注 / 4个月以前发布,234,"16,957元/平"
高铁东站旁 帝和华庭 南北通透 精装四房 满五唯一,帝和华庭 -龙昆南,4室2厅 | 135.52平米 | 南 北 | 其他 | 高楼层(共10层)  | 暂无数据,11人关注 / 一年前发布,262,"19,333元/平"
滨江温泉的花园楼梯大四房   190万,滨江温泉花园 -白龙,4室2厅 | 135平米 | 南 北 | 其他 | 中楼层(共6层)  | 塔楼,4人关注 / 6个月以前发布,190,"14,075元/平"
海口观澜湖观邸跃层南北高尔夫景观房满二精装大三房,观澜湖观邸二期 -观澜湖,3室2厅 | 106.03平米 | 南 北 | 精装 | 8层  | 板塔结合,0人关注 / 2个月以前发布,350,"33,010元/平"
海秀中路 瑞宏大厦 电梯房 额外还有大露台,瑞宏大厦 -解放西,3室2厅 | 182.38平米 | 南 北 | 精装 | 中楼层(共25层)  | 塔楼,13人关注 / 10个月以前发布,185,"10,144元/平"
泰达比华利山庄4-2-1-3 186.67m²,泰达比华利山庄 -紫园片区,4室2厅 | 186.67平米 | 东南 南 | 简装 | 中楼层(共4层)  | 塔楼,11人关注 / 11个月以前发布,700,"37,500元/平"
诚意出售，公摊小，实用大，三室三厅新装修，维护棒棒,省皮肤病医院宿舍 -紫园片区,3室3厅 | 120.98平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,3人关注 / 一年前发布,320,"26,451元/平"
滨江温泉花园电梯大三房 精装修 满二 小区大配套较齐,滨江温泉花园 -白龙,3室2厅 | 132.5平米 | 南 北 | 精装 | 低楼层(共2层)  | 暂无数据,1人关注 / 6个月以前发布,258,"19,472元/平"
南方明珠小区，花园洋房，满五唯一，全套红木家具,南方明珠 -海甸岛,3室2厅 | 161.46平米 | 南 北 | 精装 | 6层  | 板楼,1人关注 / 一年前发布,273,"16,909元/平"
满五唯一，高楼层，视野宽阔，采光充足，精装拎包入住,光明阁B区 -海甸岛,3室2厅 | 122.25平米 | 东 南 北 | 其他 | 高楼层(共15层)  | 塔楼,13人关注 / 5个月以前发布,160,"13,088元/平"
