标题,开发商,房子信息,发布信息,售价/万,单价
适合老年人居住。一楼带花园不潮湿,广信四季家园 -贵阳北站,3室1厅 | 90.6平米 | 南 | 其他 | 低楼层(共7层)  | 板塔结合,0人关注 / 21天以前发布,58.8,"6,491元/平"
花果园购物忠新 精装三室 产权在手 看房方便,花果园B北区 -花果园,3室1厅 | 76.03平米 | 东南 | 精装 | 高楼层(共36层)  | 塔楼,0人关注 / 1个月以前发布,65,"8,550元/平"
南明区新华路石岭街4楼精装大3室2厅户型正采光好,石岭街 -钻石广场,3室2厅 | 100.31平米 | 东南 | 精装 | 中楼层(共9层)  | 板塔结合,3人关注 / 3个月以前发布,81.8,"8,155元/平"
楼层低，适合老年人居住，南北朝向，冬暖夏凉,恒大城 -南湖,2室2厅 | 88.22平米 | 南 | 精装 | 低楼层(共31层)  | 塔楼,0人关注 / 3个月以前发布,57.5,"6,518元/平"
产权清晰，纯毛坯，湿地公园正门口,花果园S1区 -太慈桥,3室2厅 | 106.03平米 | 东南 | 毛坯 | 中楼层(共44层)  | 塔楼,0人关注 / 1个月以前发布,62,"5,848元/平"
腾龙湾精装修未入住业主诚意出售,腾龙湾 -十里河滩,3室1厅 | 112平米 | 南 北 | 精装 | 中楼层(共32层)  | 暂无数据,3人关注 / 5个月以前发布,87,"7,768元/平"
群升大智汇思雅郡C组团3-2-1-2 120.00m,群升大智汇思雅郡C组团 -花溪大学城,3室2厅 | 120平米 | 东南 南 | 毛坯 | 低楼层(共16层)  | 板楼,1人关注 / 2个月以前发布,62,"5,167元/平"
宅吉路精装带车位！梦想典城，三居室关门卖 看房方便,梦想典城 -市北,3室2厅 | 130平米 | 南 | 精装 | 高楼层(共31层)  | 塔楼,11人关注 / 8个月以前发布,165,"12,693元/平"
运营官推荐，会展大三房，产权清晰，满二年,中天会展城B区八组团 -会展城,3室2厅 | 136.91平米 | 南 | 简装 | 低楼层(共32层)  | 板楼,1人关注 / 11个月以前发布,110,"8,035元/平"
数博大道 金融城北 三室两厅 低楼层  业主诚心出售,鋁兴社区和谐大院 -中坝,3室2厅 | 86.01平米 | 南 北 | 简装 | 中楼层(共8层)  | 暂无数据,0人关注 / 3个月以前发布,51,"5,930元/平"
甜蜜小镇简单装修业主急售看房方便,中天甜蜜小镇1组团 -未来方舟,2室1厅 | 60平米 | 东南 南 | 简装 | 低楼层(共35层)  | 塔楼,6人关注 / 1个月以前发布,30,"5,000元/平"
精装房 采光通透 嘲向小区 静态分离 人车分流,中建华府（松柏路） -大营坡,3室2厅 | 92.88平米 | 南 北 | 精装 | 中楼层(共38层)  | 暂无数据,8人关注 / 3个月以前发布,83.8,"9,023元/平"
产权清晰 高新区旁三房出售 看房方便龙宇苑,龙宇苑 -世纪城,3室2厅 | 119平米 | 南 北 | 简装 | 低楼层(共30层)  | 塔楼,0人关注 / 1个月以前发布,86,"7,227元/平"
珑璟稀有四房，南北朝向，中间楼层，业主急售,碧潭园珑璟 -新世界,4室2厅 | 127.32平米 | 南 北 | 精装 | 中楼层(共34层)  | 板塔结合,1人关注 / 2个月以前发布,143,"11,232元/平"
南向中层 采光和通风都不错 业主平价卖,锦花溪 -花溪保利溪湖,3室1厅 | 95.87平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,3人关注 / 5个月以前发布,46,"4,799元/平"
高层四房，业主急售，中高楼层，视野不错，通风采光好,美的国宾府 -花溪公园,4室2厅 | 138.33平米 | 南 | 毛坯 | 中楼层(共33层)  | 塔楼,1人关注 / 1个月以前发布,90,"6,507元/平"
大营坡登高小区，3室一厅，精装，低价出售。,登高小区 -大营坡,3室1厅 | 54.25平米 | 东南 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,36.8,"6,784元/平"
花果园B北区 3室1厅 东,花果园B北区 -花果园,3室1厅 | 93平米 | 东 | 精装 | 中楼层(共37层)  | 板塔结合,0人关注 / 1个月以前发布,78.8,"8,474元/平"
产权清晰 户型方正 采光好 通风好,榕筑南溪绿园 -花溪保利溪湖,3室2厅 | 114.81平米 | 东南 南 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 11个月以前发布,62,"5,401元/平"
花果园T2区  精装三室两厅  房东急卖,花果园T2区 -花果园,3室2厅 | 88.34平米 | 东南 | 精装 | 中楼层(共47层)  | 塔楼,37人关注 / 6个月以前发布,52,"5,887元/平"
全新精装婚房 简欧风格 从未入住 随时看房,龙耀苑 -世纪城,2室1厅 | 88.66平米 | 东南 | 精装 | 中楼层(共30层)  | 板塔结合,0人关注 / 1个月以前发布,79.9,"9,012元/平"
大户型 中间楼层 采光好 看房方便 正常首付,利海米兰春天·2期 -南湖,3室2厅 | 112平米 | 东南 | 简装 | 中楼层(共11层)  | 板塔结合,15人关注 / 一年前发布,70,"6,250元/平"
主要卖点装修情况抵押情况税费解析,贵柴一福利 -小河转盘,3室1厅 | 75.52平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,54,"7,151元/平"
臣功新天地 精装修一梯一户三室两厅两卫+带产权车位,臣功新天地 -振华广场,3室2厅 | 106平米 | 西南 | 精装 | 高楼层(共18层)  | 塔楼,0人关注 / 1个月以前发布,92,"8,680元/平"
小河繁华地段 单价低 首付低 产权满二,银桥商住楼 -小河浦江路,3室2厅 | 107平米 | 东南 | 简装 | 中楼层(共5层)  | 塔楼,0人关注 / 2个月以前发布,46,"4,300元/平"
新世界御湖精装3室出售产权清晰无尾款视野开阔无遮挡,新世界御湖 -新世界,3室2厅 | 127.62平米 | 东 | 精装 | 中楼层(共33层)  | 塔楼,7人关注 / 4个月以前发布,126,"9,874元/平"
房源在售，随时可看房，希望各位多多推荐,融创九樾府B区 -高新区,4室2厅 | 148.84平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,3人关注 / 8个月以前发布,168,"11,288元/平"
此房楼层好，采光充足，靠山，空气质量好。,金华南园B区 -观山湖公园,3室2厅 | 136.76平米 | 北 南 | 简装 | 低楼层(共11层)  | 塔楼,1人关注 / 1个月以前发布,232,"16,965元/平"
书香苑，中间楼层，视野开阔，运营官推荐,书香苑 -观山湖公园,3室2厅 | 123.32平米 | 东南 | 精装 | 高楼层(共27层)  | 板楼,2人关注 / 4个月以前发布,206.6,"16,754元/平"
公园房，精装修带地暖从未入住过的新房，低楼层。,南湖里 -南湖,4室1厅 | 122平米 | 东南 | 精装 | 低楼层(共17层)  | 板塔结合,1人关注 / 1个月以前发布,109,"8,935元/平"
精装三房，拎包入住，交通便利，生活便利,贵阳恒大文化旅游城 -贵安新区,3室2厅 | 122.21平米 | 东南 | 精装 | 低楼层(共32层)  | 暂无数据,0人关注 / 3个月以前发布,72.5,"5,933元/平"
花果园c区 简单装修两房  产权满二 随时可看房,花果园C区 -花果园,2室1厅 | 75平米 | 东南 | 简装 | 中楼层(共45层)  | 塔楼,0人关注 / 30天以前发布,46,"6,134元/平"
准地鉄 一次性付款 两房 满二 有钥匙 随时看房,云凯熙园 -小河转盘,2室1厅 | 92.8平米 | 南 | 简装 | 中楼层(共32层)  | 板楼,0人关注 / 22天以前发布,50,"5,388元/平"
甜蜜小镇正南向的房子双阳台户型毛坯,中天甜蜜小镇南组团 -未来方舟,2室1厅 | 60平米 | 东南 | 毛坯 | 中楼层(共35层)  | 板楼,0人关注 / 19天以前发布,31,"5,167元/平"
万科云岩大都会 2室1厅 西南,万科云岩大都会 -三桥,2室1厅 | 71.07平米 | 西南 | 精装 | 低楼层(共34层)  | 塔楼,1人关注 / 30天以前发布,59,"8,302元/平"
南区精装修三房 安静不吵 客厅朝小区,美的林城时代南区 -会展城,3室2厅 | 99平米 | 南 | 精装 | 高楼层(共32层)  | 板楼,1人关注 / 3个月以前发布,124.8,"12,607元/平"
房东诚心出售，精心自己装修的精装三房,融创九樾府B区 -高新区,3室2厅 | 116.48平米 | 东南 | 精装 | 低楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,143,"12,277元/平"
保利温泉大4房 满五唯一 低总价,保利温泉新城三期 -保利温泉,4室1厅 | 165平米 | 东南 | 精装 | 高楼层(共26层)  | 板塔结合,6人关注 / 一年前发布,100,"6,061元/平"
金阳万科城精装小三房关门卖，家具家电齐全,万科城 -贵阳普天,3室2厅 | 77平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,2人关注 / 1个月以前发布,55,"7,143元/平"
业主诚心出售，地铁口品质楼盘，小区环境好,融创九樾府B区 -高新区,4室2厅 | 143.84平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,7人关注 / 一年前发布,172,"11,958元/平"
O距地铁站 30W精装小三房拎包入住 小区中庭,美的林城时代南区 -会展城,3室2厅 | 83.75平米 | 东南 | 精装 | 高楼层(共32层)  | 板楼,3人关注 / 3个月以前发布,113.8,"13,589元/平"
精装修 关门卖 看房提前联系 朝南,碧海社区听涛园小区 -观山湖公园,3室2厅 | 130平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,4人关注 / 4个月以前发布,104,"8,000元/平"
楼层好  精装修关门卖   视野好  产权清晰,小石城 -市北,4室2厅 | 161.26平米 | 东南 | 精装 | 中楼层(共30层)  | 板塔结合,4人关注 / 4个月以前发布,130,"8,062元/平"
精装修三房 ，产权满二，楼层好 价格实在，老少皆宜,黎阳家园13组团 -观山湖公园,3室2厅 | 139.7平米 | 东南 | 简装 | 中楼层(共6层)  | 塔楼,2人关注 / 一年前发布,85,"6,085元/平"
华润国际精装三房，带200平大花园 户型,华润国际社区 -奥体中心,3室2厅 | 110平米 | 东南 | 精装 | 低楼层(共34层)  | 板塔结合,2人关注 / 1个月以前发布,190,"17,273元/平"
金阳万科缇香郡精装带地暖带露台洋房关门卖，随时看房,缇香郡 -贵阳普天,3室2厅 | 109.5平米 | 南 北 | 精装 | 低楼层(共9层)  | 板楼,1人关注 / 4个月以前发布,115,"10,503元/平"
小湾河生态，典藏四房带露台，户型方正实用,龙凯苑 -世纪城,4室2厅 | 154.94平米 | 南 北 | 简装 | 低楼层(共30层)  | 板楼,3人关注 / 一年前发布,112,"7,229元/平"
金融城二期长岭阳光满二好房诚售,中天长岭阳光 -会展城,3室2厅 | 129.67平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,1人关注 / 1个月以前发布,130,"10,026元/平"
精装修，满五年，不潮湿，低楼层，采光好，全明户型,蓝天白云 -白云公园,3室2厅 | 105平米 | 北 | 精装 | 低楼层(共6层)  | 暂无数据,1人关注 / 1个月以前发布,60,"5,715元/平"
环西小 学旁 精装3房 关门出售 房东急卖,花果园W2区 -花果园,3室2厅 | 87.36平米 | 东南 | 精装 | 高楼层(共43层)  | 塔楼,2人关注 / 1个月以前发布,52,"5,953元/平"
市区大四室一楼房屋房东诚心出售。,华宫巷1号 -喷水池,4室1厅 | 97.74平米 | 北 | 简装 | 低楼层(共8层)  | 板塔结合,6人关注 / 8个月以前发布,87,"8,902元/平"
金融城二期精装三房，近50万的装修现低价出售,金融城二期A9组团四达轩 -会展城,3室2厅 | 105.92平米 | 东南 | 精装 | 高楼层(共32层)  | 板楼,7人关注 / 1个月以前发布,109.9,"10,376元/平"
观府壹号 精装修150万 洋房复式，带车位急售,观府壹号四组团 -新世界,5室3厅 | 203平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,2人关注 / 3个月以前发布,355,"17,488元/平"
精装修拎包入住大营坡繁华地段距离地铁口500米,紫金莊園 -大营坡,3室2厅 | 137平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,0人关注 / 16天以前发布,128,"9,344元/平"
精装修  产权满二 性加币高   采光好,国际城D组团 -太慈桥,3室2厅 | 94平米 | 东南 | 精装 | 低楼层(共34层)  | 板塔结合,0人关注 / 27天以前发布,86,"9,149元/平"
一环边上逸天城旁，面积小，总价低,贵钢宿舍 -油榨街,1室1厅 | 37.1平米 | 东南 | 精装 | 高楼层(共8层)  | 暂无数据,1人关注 / 1个月以前发布,23,"6,200元/平"
花三小旁精装两房 品牌家具家电关门卖 采光视野无遮挡,花果园K区 -花果园,2室1厅 | 64.64平米 | 东南 | 精装 | 低楼层(共45层)  | 塔楼,0人关注 / 20天以前发布,49.8,"7,705元/平"
现代风  装修20多万  你会喜欢的,中建华府（松柏路） -大营坡,2室2厅 | 72.59平米 | 东南 | 精装 | 中楼层(共38层)  | 塔楼,4人关注 / 28天以前发布,75,"10,333元/平"
急售市北路扁井社区简单装修两居室,扁井社区 -市北,2室1厅 | 55.45平米 | 东南 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 24天以前发布,42,"7,575元/平"
兰花广场旁的精装修两房，采光视野都很棒，没有遮挡。,花果园J区 -花果园,2室1厅 | 64.82平米 | 南 | 精装 | 低楼层(共43层)  | 塔楼,0人关注 / 20天以前发布,43.5,"6,711元/平"
房户型方正，间间采光，室内可以合理布局,沙河花园三期西区 -市北,2室2厅 | 71.35平米 | 南 北 | 精装 | 中楼层(共8层)  | 板塔结合,0人关注 / 3个月以前发布,42,"5,887元/平"
花香南城三室两厅双卫 带使用车位 产权满二,花香南城 -火车站,3室2厅 | 109.25平米 | 东南 | 其他 | 高楼层(共12层)  | 塔楼,2人关注 / 7个月以前发布,70,"6,408元/平"
万科悦城 2室2厅 南,万科悦城 -贵阳普天,2室2厅 | 67.9平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,0人关注 / 9天以前发布,62.6,"9,220元/平"
上华东师范旁 经典小户型  环境舒适 户型方正无尾款,睿力上城 -世纪城,2室2厅 | 90.74平米 | 南 | 其他 | 高楼层(共25层)  | 塔楼,0人关注 / 10天以前发布,130,"14,327元/平"
省医旁 洋房1梯2户 产权满二 接受公积金,观府壹号四组团 -新世界,3室2厅 | 120.87平米 | 东南 | 毛坯 | 中楼层(共6层)  | 暂无数据,11人关注 / 4个月以前发布,152,"12,576元/平"
中间楼层，精装修小三房，万科物业，配套齐全,万科·麓山 -三桥,3室2厅 | 89.03平米 | 东南 西北 | 精装 | 中楼层(共30层)  | 板塔结合,0人关注 / 2个月以前发布,96,"10,783元/平"
远大三期新房 3+1房 精装未入住 带暖气 可按揭,远大美域 -高新区,3室2厅 | 138.37平米 | 西北 | 精装 | 低楼层(共31层)  | 暂无数据,10人关注 / 7个月以前发布,188,"13,587元/平"
全款可包增值税，位置独特。未来方舟132平方4房2卫,未来方舟F1组团 -未来方舟,3室2厅 | 132平米 | 东南 | 毛坯 | 低楼层(共30层)  | 板楼,15人关注 / 6个月以前发布,114,"8,637元/平"
正规两房   此房产权满二  业主诚心卖,美的林城时代南区 -会展城,2室2厅 | 64平米 | 东南 | 其他 | 低楼层(共31层)  | 塔楼,8人关注 / 4个月以前发布,57,"8,907元/平"
中间楼层，精装修小三房，万科物业，配套齐全,万科·麓山 -三桥,3室2厅 | 89.03平米 | 东南 西北 | 精装 | 中楼层(共30层)  | 板塔结合,0人关注 / 2个月以前发布,96,"10,783元/平"
正规两房   此房产权满二  业主诚心卖,美的林城时代南区 -会展城,2室2厅 | 64平米 | 东南 | 其他 | 低楼层(共31层)  | 塔楼,8人关注 / 4个月以前发布,57,"8,907元/平"
远大三期新房 3+1房 精装未入住 带暖气 可按揭,远大美域 -高新区,3室2厅 | 138.37平米 | 西北 | 精装 | 低楼层(共31层)  | 暂无数据,10人关注 / 7个月以前发布,188,"13,587元/平"
精装修别墅实得面积240平小区入住率高,碧桂园天麓1号 -双龙航空港,4室2厅 | 151.12平米 | 南 | 简装 | 低楼层(共3层)  | 板塔结合,17人关注 / 8个月以前发布,118,"7,809元/平"
花果园M区精装修三房，次卧改衣帽间，自住装修，满二,花果园M区 -花果园,3室2厅 | 88.88平米 | 东南 南 | 精装 | 中楼层(共45层)  | 塔楼,0人关注 / 7个月以前发布,60,"6,751元/平"
泉湖公园旁顶楼复式，小区宁静舒适,南湖郡一期 -南湖,4室3厅 | 133.03平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼,16人关注 / 11个月以前发布,105,"7,893元/平"
房子户型方正 南北朝向 阳光充足 房东诚心出售,恒大中央广场 -高新区,3室2厅 | 117平米 | 南 北 | 简装 | 中楼层(共32层)  | 板塔结合,1人关注 / 3个月以前发布,103,"8,804元/平"
"此房户型好，楼层好,釆光充足.",华颐和苑 -南湖,3室2厅 | 117.5平米 | 南 | 毛坯 | 中楼层(共25层)  | 塔楼,0人关注 / 2个月以前发布,76,"6,469元/平"
诚心 带大阳台 龙凯苑经典四房只需110万 价格可协商,龙凯苑 -世纪城,4室2厅 | 156平米 | 南 | 简装 | 低楼层(共30层)  | 板楼,3人关注 / 4个月以前发布,108,"6,924元/平"
此房满二  户型方正 价格带车位 无抵押 无户口,金谷苑 -世纪城,3室2厅 | 129.35平米 | 南 | 毛坯 | 中楼层(共28层)  | 塔楼,0人关注 / 1个月以前发布,160,"12,370元/平"
产权满二 看房有钥匙 接受公积金！！,恒大中央广场 -高新区,3室2厅 | 96.97平米 | 东南 | 精装 | 中楼层(共33层)  | 板塔结合,3人关注 / 一年前发布,82,"8,457元/平"
罗汉营路192号 2室1厅 南,罗汉营路192号 -花果园,2室1厅 | 60平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,4人关注 / 1个月以前发布,27,"4,500元/平"
楼下步行观赏阅山湖景观  精装带地暖  诚心出售,万科理想城 -阅山湖,3室1厅 | 98.66平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,1人关注 / 1个月以前发布,94.8,"9,609元/平"
110平精装四房双卫诚心出售，价格实惠，小区环境好,优品道·优品城邦 -南湖,4室2厅 | 110.92平米 | 西北 | 简装 | 高楼层(共32层)  | 板塔结合,1人关注 / 2个月以前发布,68,"6,131元/平"
