标题,开发商,房子信息,发布信息,售价/万,单价
清江嘉园 4室2厅 南,清江嘉园 -钱清,4室2厅 | 188.49平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 16天以前发布,355,"18,834元/平"
绍兴艺境 3室2厅 南,绍兴艺境 -斗门,3室2厅 | 96.88平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,148,"15,277元/平"
房东诚心出售，采光好，户型方正。,群贤府雅园 -柯北,4室2厅 | 130平米 | 南 | 毛坯 | 高楼层(共20层)  | 板楼,0人关注 / 1个月以前发布,289,"22,231元/平"
青甸湖 三楼 采光好  车棚20多方 前后无遮挡，诚心售,青甸湖小区 -城西,2室2厅 | 83.43平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,130,"15,582元/平"
清水嘉苑2-2-1-1 86.81m² 好楼层,清水嘉苑 -城北,2室2厅 | 86.81平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 30天以前发布,248,"28,569元/平"
信达银郡3-1-1-1 97.00m² 180 万,信达银郡 -城西,3室1厅 | 97平米 | 南 | 其他 | 低楼层(共27层)  | 板楼,0人关注 / 22天以前发布,180,"18,557元/平"
金地湖城大境 3室2厅 南,金地湖城大境 -柯西,3室2厅 | 86.34平米 | 南 | 其他 | 低楼层(共27层)  | 板塔结合,0人关注 / 16天以前发布,168,"19,458元/平"
光明澜山中等楼层，采光无影响，目前空置，随时看房。,光明▪澜山 -蓝天,3室2厅 | 93.49平米 | 南 西南 | 毛坯 | 中楼层(共33层)  | 板楼,0人关注 / 21天以前发布,180,"19,254元/平"
两湖边绿城物业，精装修楼层好，视野佳，温馨2居室,中冶梧桐园 -两湖,2室2厅 | 89平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 19天以前发布,150,"16,854元/平"
户型结构好，南北格局，采光充足，前面大公园,新力帝泊湾 -诸暨西,3室2厅 | 109平米 | 南 | 毛坯 | 低楼层(共27层)  | 暂无数据,0人关注 / 19天以前发布,89,"8,166元/平"
绿城物业品质小区，房东诚心出售三开间朝南,信达银郡 -城西,3室1厅 | 143平米 | 南 | 毛坯 | 中楼层(共27层)  | 板楼,0人关注 / 18天以前发布,270,"18,882元/平"
新交付小区，楼层好 ，三室两厅两卫，采光视线好,华城四季花园 -诸暨城西,3室2厅 | 89平米 | 南 | 其他 | 中楼层(共17层)  | 暂无数据,0人关注 / 23天以前发布,135,"15,169元/平"
新力帝泊湾 房东诚心出售 楼层好 毛坯,新力帝泊湾 -诸暨西,3室2厅 | 89平米 | 西南 | 毛坯 | 高楼层(共27层)  | 暂无数据,0人关注 / 25天以前发布,88,"9,888元/平"
昌安洞桥新村  三室两厅   三开间朝南    阳光好,洞桥新村 -迪荡,3室1厅 | 69平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 20天以前发布,116,"16,812元/平"
房子满五年，房东诚信出售，价格可谈 ，急,大明•翰泽苑 -万达,3室1厅 | 127.02平米 | 南 | 精装 | 低楼层(共16层)  | 板楼,171人关注 / 22天以前发布,305,"24,012元/平"
小区隔路就是初中，生活配套齐全，出行方便。,中南樾府 -诸暨城东,3室2厅 | 117平米 | 南 | 毛坯 | 高楼层(共17层)  | 暂无数据,0人关注 / 21天以前发布,230,"19,659元/平"
满两年，带产权车位一个，装修清爽，,诸暨联想科技城 -诸暨城南,3室2厅 | 113.28平米 | 南 | 精装 | 低楼层(共20层)  | 暂无数据,0人关注 / 26天以前发布,157,"13,860元/平"
阳光充足，无遮挡楼间距大，采光充足，,米兰阳光 -嵊州城南,4室2厅 | 146平米 | 南 | 精装 | 中楼层(共8层)  | 暂无数据,1人关注 / 28天以前发布,128,"8,768元/平"
精装修拎包入住 ，格局方正，看房方便,颐和雅苑 -迪荡,3室2厅 | 114平米 | 南 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 23天以前发布,262,"22,983元/平"
诚心出售，配套成熟，户型方正，位置好,滨河花园 -柯桥市区,3室2厅 | 121平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 21天以前发布,200,"16,529元/平"
龙湖原著东苑享受园林级别的绿化，业主称心卖房,龙湖·原著东苑 -柯西,3室2厅 | 98平米 | 南 | 毛坯 | 中楼层(共27层)  | 板楼,0人关注 / 16天以前发布,185,"18,878元/平"
刚简装交付小区，户型好，格局合理，价格美丽。,华城四季花园 -诸暨城西,3室2厅 | 89.65平米 | 南 | 其他 | 高楼层(共16层)  | 暂无数据,0人关注 / 19天以前发布,145,"16,175元/平"
诚心出售，小面积，优质房源，配套成熟,越华小区 -柯桥市区,2室1厅 | 83平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 18天以前发布,128,"15,422元/平"
刚简装交付小区，户型好，格局合理，价格美丽。,华城四季花园 -诸暨城西,3室2厅 | 89.65平米 | 南 | 其他 | 高楼层(共16层)  | 暂无数据,0人关注 / 19天以前发布,145,"16,175元/平"
光明澜山樓王位小面积，采光好，无遮挡，诚心急售。,光明▪澜山 -蓝天,3室2厅 | 93.49平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,1人关注 / 27天以前发布,175,"18,719元/平"
此房楼层好，前面无遮拦，视野好， 商场林立,万达银座 -上虞万达,1室1厅 | 48.25平米 | 南 | 简装 | 中楼层(共29层)  | 塔楼,1人关注 / 2个月以前发布,33.8,"7,006元/平"
此房满二唯一，精装修，楼层好，采光佳，看房提前联系,金地▪铂悦 -柯西,4室2厅 | 143.6平米 | 南 | 精装 | 中楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,275,"19,151元/平"
华东汽配水暖城5-2-1-2 223.00m² 136 万,华东汽配水暖城 -诸暨店口镇,5室2厅 | 223平米 | 南 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 1个月以前发布,136,"6,099元/平"
通风好，楼层好，视野宽阔，采光充足，出行方便,滨江新天地 -上虞城西,1室1厅 | 45.9平米 | 南 | 毛坯 | 高楼层(共14层)  | 塔楼,0人关注 / 1个月以前发布,37.8,"8,236元/平"
房子是精装修中间楼层采光好户型好地段也不错,东方明珠小区 -两湖,3室2厅 | 127平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,137,"10,788元/平"
房屋布局设计合理实用，通风采光俱佳，精装修,中海·世纪公館 -斗门,3室2厅 | 97平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,161,"16,598元/平"
府山西路，府山公园旁 阳光充足，视野开阔,府山西路 -绍兴市区,2室2厅 | 60.78平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,1人关注 / 19天以前发布,135,"22,212元/平"
房东诚心出售 想要置换  看房方便 欢迎带看,碧水苑东区 -柯东,2室1厅 | 80.5平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 29天以前发布,140,"17,392元/平"
此房源中上楼层！采光无影响.房东诚心出售,金湖湾小区 -斗门,2室2厅 | 93.63平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,11人关注 / 4个月以前发布,130,"13,885元/平"
此小区为封闭式管理小区，环境优美，小区配套齐全,银河湾 -上虞城南,2室1厅 | 79.78平米 | 南 | 精装 | 中楼层(共26层)  | 板塔结合,0人关注 / 2个月以前发布,148,"18,552元/平"
江滨新村 满五唯一  楼层好 成熟小区,江滨新村 -开发区,3室1厅 | 90.23平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,4人关注 / 一年前发布,113,"12,524元/平"
地铁口，商场旁，简单装修可拎包入住,梅盛阳光园 -钱清,3室1厅 | 141.78平米 | 南 | 简装 | 低楼层(共26层)  | 板楼,1人关注 / 6个月以前发布,185,"13,049元/平"
钱杨新商圈 小户型三房双阳台带装修,永利天桥府 -杨汛桥,3室2厅 | 86.48平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,2人关注 / 一年前发布,129.8,"15,010元/平"
江南一品，2室精装修，有车位另购，看房方便,江南一品 -上虞城南,2室1厅 | 85.56平米 | 南 | 精装 | 低楼层(共15层)  | 板楼,1人关注 / 1个月以前发布,149.8,"17,509元/平"
此房两年外 户型结构好 楼层佳 采光好,正元香檳花園 -开发区,2室1厅 | 62.62平米 | 东 | 精装 | 高楼层(共15层)  | 板塔结合,12人关注 / 一年前发布,85,"13,574元/平"
金通华府房子楼层低，位置方便，配套齐全,金通華府 -上虞城北,3室2厅 | 142.62平米 | 南 | 其他 | 低楼层(共15层)  | 塔楼,0人关注 / 1个月以前发布,273,"19,142元/平"
金地艺境 高层 三房 简装 阳光好,绍兴艺境 -斗门,3室2厅 | 88.78平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,5人关注 / 8个月以前发布,150,"16,896元/平"
山隐新村 简装两 房一卫 看房方便,山隐新村 -城西,3室1厅 | 66.36平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,101,"15,221元/平"
众鑫苑小户型电梯房，有天燃气，精装拎包入住房东诚心,滨江众鑫苑 -上虞城西,1室1厅 | 55.72平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,0人关注 / 1个月以前发布,142,"25,485元/平"
天香南园，诚意出售，价格可以协商，看房方便,卧龙天香南园 -开发区,2室1厅 | 79平米 | 南 | 精装 | 中楼层(共25层)  | 板塔结合,1人关注 / 2个月以前发布,145,"18,355元/平"
正元香槟花园2室好房，户型方正，采光无遮挡。,正元香檳花園 -开发区,2室2厅 | 82.34平米 | 南 | 毛坯 | 中楼层(共10层)  | 板塔结合,0人关注 / 2个月以前发布,154.8,"18,801元/平"
视野宽阔采光充足，精装修拎包入住,相郡园 -平水,2室2厅 | 76.9平米 | 南 | 精装 | 中楼层(共5层)  | 暂无数据,0人关注 / 15天以前发布,95,"12,354元/平"
水岸名府小户型好房楼层好总价实惠房子装修的2房,水岸名府 -钱清,2室1厅 | 89.42平米 | 南 | 简装 | 中楼层(共22层)  | 板楼,0人关注 / 9天以前发布,135,"15,098元/平"
房子精装修.西边套.房东诚心卖...,馥园鉴湖一号 -柯岩,4室1厅 | 133.76平米 | 南 | 精装 | 中楼层(共16层)  | 暂无数据,0人关注 / 1个月以前发布,280,"20,934元/平"
楼层好，间距大，视野开阔，交通便利，采光好,文化新村北区 -老城区,2室1厅 | 61.08平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 7个月以前发布,110,"18,010元/平"
袍江艺境优质好房，房东诚心出售！,绍兴艺境 -斗门,3室2厅 | 89.28平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,1人关注 / 6个月以前发布,128,"14,337元/平"
采光充足！地理位置也好！房东诚心出售，看房方便,景瑞曦之湖 -城西,3室2厅 | 86平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板楼,3人关注 / 6个月以前发布,131,"15,233元/平"
高楼层，小户型刚需可入手精装修业主保养好诚心出售,丽景华庭 -斗门,2室2厅 | 88.01平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,2人关注 / 8个月以前发布,135,"15,340元/平"
袍江艺境优质好房，房东诚心出售！,绍兴艺境 -斗门,3室2厅 | 89.28平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,1人关注 / 6个月以前发布,128,"14,337元/平"
热门小区，楼层好，视野宽阔，采光充足，配套设施齐全,永成天御湾 -两湖,3室1厅 | 136平米 | 南 | 毛坯 | 高楼层(共27层)  | 板塔结合,1人关注 / 7个月以前发布,220,"16,177元/平"
房东诚心出售！！！户型方正！！！！！,诸暨宝龙世家 -诸暨城西,3室2厅 | 102平米 | 南 | 毛坯 | 中楼层(共24层)  | 暂无数据,2人关注 / 6个月以前发布,169,"16,569元/平"
八一新村顶楼，带隔楼的装修房，四室房，采光视野好。,八一新村 -诸暨城区（老）,4室1厅 | 62平米 | 南 | 简装 | 高楼层(共6层)  | 塔楼,2人关注 / 4个月以前发布,93,"15,000元/平"
诚心卖，看房方便，2年没满，采光好的,雨润星雨华府 -诸暨城西,4室2厅 | 143平米 | 南 | 毛坯 | 低楼层(共18层)  | 塔楼,0人关注 / 2个月以前发布,168,"11,749元/平"
位于城南繁华地段，交通方便、楼层好 视野好 采光好,金昌白鹭金湾 -嵊州城南,3室2厅 | 100平米 | 东南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 4个月以前发布,132,"13,200元/平"
城南越州府 电梯洋房 三楼不沿路 有母子车位随时看房,融创越州府 -城南,4室1厅 | 125平米 | 南 北 | 毛坯 | 中楼层(共8层)  | 暂无数据,6人关注 / 3个月以前发布,290,"23,200元/平"
视野好 无遮挡 看房方便 房东诚心出售,星元南岸花园东区 -斗门,2室2厅 | 100.7平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,2人关注 / 一年前发布,140,"13,903元/平"
此房采光好，通透格局，位于繁华地段，交通方便,上悦城 -嵊州城南,3室2厅 | 89.31平米 | 南 | 精装 | 中楼层(共33层)  | 暂无数据,0人关注 / 3个月以前发布,97,"10,862元/平"
地理位置优越，离金帝银泰城8短线距离，位置地段好,锦樾华府 -城西,3室2厅 | 99平米 | 南 | 简装 | 中楼层(共17层)  | 板塔结合,1人关注 / 4个月以前发布,185,"18,687元/平"
苏式园林景观，叠拳石为山，凿勺水为湖，融汇亭,名士颐景园 -嵊州城南,3室2厅 | 89平米 | 南 | 毛坯 | 低楼层(共23层)  | 暂无数据,0人关注 / 2个月以前发布,100,"11,236元/平"
阳光好，户型好，看房方便。大门进去方便,绿地·四季印象 -嵊州城东,2室2厅 | 88.9平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,68,"7,650元/平"
毛坯房，喜欢露台的可以入手。。,东江小区 -两湖,4室2厅 | 184平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,118,"6,414元/平"
总价低，适合过渡人群，房屋舒适度高,帝景现代城 -上虞万达,2室1厅 | 38平米 | 西 | 精装 | 高楼层(共22层)  | 塔楼,0人关注 / 4个月以前发布,65,"17,106元/平"
祥生明玥府，三室精装，看房有钥匙........,祥生明玥府 -上虞城北,3室2厅 | 88.86平米 | 南 | 其他 | 中楼层(共26层)  | 暂无数据,1人关注 / 3个月以前发布,229.8,"25,861元/平"
人和里，自住装修，保养好，大露台。,人和里 -诸暨城区（老）,3室2厅 | 124平米 | 南 | 精装 | 中楼层(共5层)  | 塔楼,0人关注 / 1个月以前发布,158,"12,742元/平"
小区在两湖公园旁边，环境好，购物出行方便，,东江小区 -两湖,2室2厅 | 81平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,4人关注 / 9个月以前发布,103,"12,717元/平"
急售艺境四房户型正采光足楼层佳位置好,绍兴艺境 -斗门,4室1厅 | 125.9平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,0人关注 / 1个月以前发布,200,"15,886元/平"
房子目前在售，户型方正，价格美丽！,华城新天地 -诸暨城西,3室2厅 | 127.57平米 | 南 | 毛坯 | 低楼层(共32层)  | 塔楼,0人关注 / 1个月以前发布,172,"13,483元/平"
袍江次新房 东边套 主卧幽静 看房方便,绍兴艺境 -斗门,3室2厅 | 89.28平米 | 南 | 简装 | 低楼层(共18层)  | 暂无数据,1人关注 / 6个月以前发布,130,"14,561元/平"
此房采光好，通透格局，位城东繁华地段，交通方便,东城名苑 -嵊州城东,3室1厅 | 85平米 | 南 北 | 毛坯 | 高楼层(共12层)  | 暂无数据,0人关注 / 1个月以前发布,68,"8,000元/平"
恒宇锦园 纯毛坯  户型方正  采光好 看房方便诚心出售,恒宇锦园 -柯西,3室2厅 | 124平米 | 东南 | 毛坯 | 中楼层(共17层)  | 板楼,0人关注 / 一年前发布,270,"21,775元/平"
都市阳光花园经典户型，双阳台，前后楼间距比较大,都市阳光花园 -柯西,3室2厅 | 116.81平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,1人关注 / 7个月以前发布,192,"16,437元/平"
阳光充足，无遮挡楼间距大，视野宽阔。,米兰阳光 -嵊州城南,1室2厅 | 122.89平米 | 南 | 毛坯 | 中楼层(共9层)  | 暂无数据,0人关注 / 3个月以前发布,128.8,"10,481元/平"
房子不靠镜水路，精装修，房东诚心出售,元垄城宁园 -柯东,3室1厅 | 89平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,1人关注 / 6个月以前发布,225,"25,281元/平"
房东诚心出售，全新毛坯，采光无遮挡,祥生群贤府御园 -柯北,3室2厅 | 85.2平米 | 南 | 毛坯 | 低楼层(共23层)  | 板塔结合,9人关注 / 7个月以前发布,185,"21,714元/平"
满两年，精装，拎包入住，上学近，低楼层，适合年老者,联建新村 -上虞北其他,3室2厅 | 157.8平米 | 东南 南 | 其他 | 中楼层(共5层)  | 暂无数据,1人关注 / 1个月以前发布,90,"5,704元/平"
电梯房，南北通户型 明窗明卫，配套齐全 交通便利,云海人家 -两湖,2室1厅 | 69.38平米 | 南 | 毛坯 | 低楼层(共17层)  | 板楼,7人关注 / 5个月以前发布,80,"11,531元/平"
此房楼层好，采光好。楼栋间距大，有电梯,绍兴艺境 -斗门,3室2厅 | 87.93平米 | 南 | 其他 | 低楼层(共18层)  | 暂无数据,3人关注 / 8个月以前发布,150,"17,060元/平"
金地艺境 头牌中层  阳光好 价格可谈,绍兴艺境 -斗门,3室2厅 | 88.6平米 | 南 | 毛坯 | 低楼层(共9层)  | 板楼,8人关注 / 5个月以前发布,142,"16,028元/平"
江与城2室楼层好阳光好房东诚心出售,亚厦江与城 -城北新区,2室1厅 | 89.23平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,3人关注 / 3个月以前发布,192.8,"21,608元/平"
