标题,开发商,房子信息,发布信息,售价/万,单价
此房精装修拎包入住，楼层好 视野开阔，生活便利。。,凯旋中央城 -吉州区,2室2厅 | 84.28平米 | 南 北 | 精装 | 高楼层(共29层)  | 板塔结合,0人关注 / 22天以前发布,75.8,"8,994元/平"
山水豪城毛坯房，七楼跟八楼，有车库，交通方便,山水豪城 -吉水县,4室2厅 | 137.42平米 | 南 北 | 毛坯 | 高楼层(共8层)  | 板楼,2人关注 / 一年前发布,114,"8,296元/平"
铁路新村三路3号楼毛坯房中间楼层，空气清新采光好,铁路新村 -吉水县,3室2厅 | 112.36平米 | 西北 | 毛坯 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,45,"4,005元/平"
这个价格包含一个车位，都是用品牌材料装修的。,宜家公园 -吉州区,3室2厅 | 143.67平米 | 南 | 精装 | 高楼层(共20层)  | 板楼,1人关注 / 4个月以前发布,149,"10,371元/平"
安静南向采光好，位置地段好，小区有监控,丽景花苑 -吉州区,3室2厅 | 126.19平米 | 南 | 精装 | 高楼层(共7层)  | 塔楼,1人关注 / 一年前发布,95,"7,529元/平"
环境优雅，低密度社区。楼间距很宽，小区绿化好,鳳山蓝湾 -吉州区,3室2厅 | 127.96平米 | 南 北 | 毛坯 | 中楼层(共20层)  | 板楼,0人关注 / 一年前发布,96,"7,503元/平"
吉安市城南配套成熟地块公摊小强力推荐！,创天丽景城 -吉州区,3室2厅 | 124.08平米 | 南 | 简装 | 高楼层(共7层)  | 塔楼,2人关注 / 7个月以前发布,96,"7,737元/平"
光明路住宅小区，精装三房，户型方正，楼层视野好,光明路34号 -吉州区,3室2厅 | 135.48平米 | 南 | 精装 | 高楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,80,"5,905元/平"
凤山蓝湾大3房，户型通透，好楼层，光线好,鳳山蓝湾 -吉州区,3室2厅 | 127.1平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 板楼,0人关注 / 一年前发布,93,"7,318元/平"
凤山蓝湾，小区环境好，户型好，小区绿化高，居家..,鳳山蓝湾 -吉州区,4室2厅 | 141.91平米 | 南 | 毛坯 | 低楼层(共27层)  | 板楼,3人关注 / 一年前发布,102,"7,188元/平"
城中楼梯正三房 公摊低  户型方正 位置好,九曲巷 -吉州区,3室2厅 | 95.11平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,72,"7,571元/平"
金色海岸毛胚三房南北通风三面采光，,东山金色海岸 -吉水县,3室2厅 | 117.82平米 | 南 北 | 毛坯 | 中楼层(共8层)  | 板楼,0人关注 / 4个月以前发布,93,"7,894元/平"
位置好，配套设备齐全，交通便利,上垅路 -吉水县,3室2厅 | 132.5平米 | 南 | 简装 | 低楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,57.8,"4,363元/平"
城南澄碧花苑大三房仅售109.6万,澄碧花园 -吉州区,3室2厅 | 126.62平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,100,"7,898元/平"
此房保养的很好，不是顶楼，没占用。,市劳动就业局 -吉州区,3室2厅 | 105.27平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,105,"9,975元/平"
广场地段，大三房，出行购物方便。,广场花苑 -吉州区,3室2厅 | 137.71平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,2人关注 / 一年前发布,108,"7,843元/平"
离滨江生态公园和赣江大桥就几百米,浩城江上院 -青原区,3室2厅 | 119.53平米 | 南 北 | 毛坯 | 中楼层(共15层)  | 暂无数据,1人关注 / 一年前发布,99.5,"8,325元/平"
步行街旁大三房99万采光好上学上班很方便单价低,益豪商住楼 -吉州区,3室2厅 | 142.35平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 一年前发布,99,"6,955元/平"
三房两厅一厨一卫，好楼层，光线不错，有三个阳台。,香江小区 -吉水县,3室2厅 | 126.58平米 | 东南 | 简装 | 低楼层(共7层)  | 平房,3人关注 / 一年前发布,70,"5,531元/平"
老卷烟厂小区房东急卖单价只要3000左右...,金庐名居 -吉安县,3室2厅 | 130.4平米 | 南 | 其他 | 高楼层(共6层)  | 平房,0人关注 / 8个月以前发布,85,"6,519元/平"
生采光不再有活方便，楼层好，充足，错过了就,水南背新村 -吉水县,3室2厅 | 113.02平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 一年前发布,61.2,"5,415元/平"
此房楼层好，采光通透，户型方正。,未来城 -永新县,3室2厅 | 141.45平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,3人关注 / 一年前发布,70,"4,949元/平"
井开区新小区，一二楼复式毛坯房，带院子,鑫瑞城市花园 -吉安县,5室3厅 | 185.92平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,0人关注 / 一年前发布,99,"5,325元/平"
生采光不再有活方便，楼层好，充足，错过了就,水南背新村 -吉水县,3室2厅 | 113.02平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 一年前发布,61.2,"5,415元/平"
此房楼层好，采光通透，户型方正。,未来城 -永新县,3室2厅 | 141.45平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,3人关注 / 一年前发布,70,"4,949元/平"
老卷烟厂小区房东急卖单价只要3000左右...,金庐名居 -吉安县,3室2厅 | 130.4平米 | 南 | 其他 | 高楼层(共6层)  | 平房,0人关注 / 8个月以前发布,85,"6,519元/平"
三房两厅一厨一卫，好楼层，光线不错，有三个阳台。,香江小区 -吉水县,3室2厅 | 126.58平米 | 东南 | 简装 | 低楼层(共7层)  | 平房,3人关注 / 一年前发布,70,"5,531元/平"
文明南路独门独院的精装别墅出售,文明南路 -吉水县,7室2厅 | 265.47平米 | 南 | 简装 | 高楼层(共4层)  | 板楼,8人关注 / 一年前发布,162,"6,103元/平"
南澳公馆小高层，房子马上满两年，税费低,南澳公馆 -吉州区,3室2厅 | 112.82平米 | 南 | 毛坯 | 中楼层(共10层)  | 板楼,6人关注 / 一年前发布,93,"8,244元/平"
房子楼层好，位置方便出入，南北通透户型,翰文苑小区 -吉水县,4室2厅 | 156.16平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,4人关注 / 一年前发布,75,"4,803元/平"
城南心地段，外利用近30平，毛坯三秒变四房，契税满二,凯旋金融中心 -吉州区,3室2厅 | 112.49平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,2人关注 / 7个月以前发布,96.2,"8,552元/平"
青原区  六七楼复式 一层价格 两层享受  证满五年,仁达滨江豪园一期 -青原区,4室2厅 | 188.65平米 | 东南 | 毛坯 | 高楼层(共7层)  | 板楼,7人关注 / 一年前发布,97,"5,142元/平"
南方园小区 精装修 三房两厅一卫 格局好，好楼层,南方园小区 -吉州区,3室2厅 | 111.72平米 | 南 | 简装 | 中楼层(共7层)  | 板塔结合,1人关注 / 11个月以前发布,75,"6,714元/平"
带车位 毛坯三房 边户 一楼带院子 户型方正,康居外滩 -青原区,3室2厅 | 121.15平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,0人关注 / 8个月以前发布,93.8,"7,743元/平"
博胜苑三房两厅户型 通 透 采光好，视线好 无遮挡,博胜苑 -泰和县,3室2厅 | 105.12平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,81.9,"7,792元/平"
三房精装修，保养挺好，房东诚心出售,多元小区 -青原区,3室2厅 | 135.38平米 | 南 | 精装 | 高楼层(共6层)  | 平房,0人关注 / 一年前发布,69,"5,097元/平"
万家馨悦精装复式楼带阳台4房2卫 电梯房,万家·馨悦家园 -吉州区,4室2厅 | 111平米 | 东南 | 精装 | 高楼层(共15层)  | 板楼,14人关注 / 一年前发布,102,"9,190元/平"
赣江大桥旁幸福365中间楼层3房2厅2卫89万,幸福365 -青原区,3室2厅 | 137.22平米 | 南 | 毛坯 | 中楼层(共29层)  | 塔楼,1人关注 / 一年前发布,85,"6,195元/平"
紫郡花园洋房 好户型 业主诚心出售，楼层视野开阔。,紫郡花园 -吉州区,3室2厅 | 120.85平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板楼,1人关注 / 11个月以前发布,96,"7,944元/平"
泰富上城，三房两厅两卫，户型通透。,泰富上城 -泰和县,3室2厅 | 124.06平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,0人关注 / 9个月以前发布,75,"6,046元/平"
吉安桥头堡，156.3平大3房，满2年,鼎馨花园 -青原区,3室2厅 | 156.3平米 | 南 | 毛坯 | 中楼层(共24层)  | 板楼,1人关注 / 一年前发布,96.8,"6,194元/平"
恒大帝景四五期，采光充足，居住品质高。,恒大帝景 -吉州区,3室2厅 | 139.7平米 | 南 | 精装 | 中楼层(共20层)  | 板楼,0人关注 / 一年前发布,131,"9,378元/平"
县城好位置，大户型，房东在外地发展，带大车库,泰和供销大楼 -泰和县,4室2厅 | 165平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 9个月以前发布,96,"5,819元/平"
城南繁华地段 毛胚房 楼层好采光佳 全线江景,六合盛世古南蓝湾 -吉州区,3室2厅 | 109.46平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 塔楼,2人关注 / 一年前发布,106,"9,684元/平"
毛坯房  三房两厅   户型方正,环城北路 -安福县,3室2厅 | 117.67平米 | 南 北 | 毛坯 | 高楼层(共8层)  | 塔楼,2人关注 / 7个月以前发布,61,"5,184元/平"
采光充足，户型方正，看房方便。业主诚意出售！,鼎盛時代廣場 -吉州区,3室2厅 | 140.47平米 | 南 | 毛坯 | 中楼层(共16层)  | 板塔结合,23人关注 / 一年前发布,105,"7,475元/平"
庐陵大道楼梯房2楼大3房137.65售87万,华安小区 -吉安县,3室2厅 | 137.65平米 | 南 | 毛坯 | 中楼层(共4层)  | 板楼,0人关注 / 一年前发布,85,"6,176元/平"
房子是大3房，适宜 老人 年轻人带小孩居住,富瑞浅水湾御景苑 -安福县,3室2厅 | 130.29平米 | 南 | 简装 | 低楼层(共7层)  | 板塔结合,1人关注 / 9个月以前发布,83,"6,371元/平"
房东诚心卖  满两年   采光好,宜静苑 -吉州区,3室2厅 | 114.08平米 | 东南 | 精装 | 中楼层(共18层)  | 板楼,2人关注 / 7个月以前发布,95,"8,328元/平"
小区干净整洁，带26平车库，房子楼层好,光彩桂香园 -吉水县,3室2厅 | 128.83平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,90,"6,986元/平"
出行都便利，菜市场，进士就在旁边，价格便宜,同升路700号 -吉水县,3室2厅 | 106平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,8人关注 / 9个月以前发布,39,"3,680元/平"
市中芯 中高楼层 毛坯三房 ，户型方正,宝华新城 -吉州区,3室2厅 | 118.41平米 | 西南 | 毛坯 | 高楼层(共32层)  | 板楼,1人关注 / 一年前发布,106,"8,952元/平"
户型很好，面积大 住的舒服，小区环境蛮好,聚源西区 -吉州区,5室2厅 | 227.79平米 | 南 | 毛坯 | 中楼层(共4层)  | 板楼,0人关注 / 一年前发布,159,"6,981元/平"
市中芯 中高楼层 毛坯三房 ，户型方正,宝华新城 -吉州区,3室2厅 | 118.41平米 | 西南 | 毛坯 | 高楼层(共32层)  | 板楼,1人关注 / 一年前发布,106,"8,952元/平"
楼层好，交通方便，配套设施齐全，采光充足，位置优越,吉水盐业公司宿舍 -吉水县,3室2厅 | 139.41平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 一年前发布,77,"5,524元/平"
南北通透带有两个阳台，毛坯方便装修户型好,港龙上宾尊域 -吉州区,3室2厅 | 133.63平米 | 南 北 | 毛坯 | 中楼层(共25层)  | 板楼,0人关注 / 3个月以前发布,93,"6,960元/平"
满5年、精装，户型方正，地段成熟，随时可看，可按揭,甘雨亭大厦 -青原区,4室2厅 | 169.91平米 | 东 | 精装 | 中楼层(共7层)  | 板塔结合,2人关注 / 一年前发布,88,"5,180元/平"
此房满五。位置好。楼层好，交通便利。价格实惠。。,东路大道10号 -遂川县,3室2厅 | 128.42平米 | 东南 | 简装 | 高楼层(共4层)  | 暂无数据,1人关注 / 6个月以前发布,49.8,"3,878元/平"
龙腾佳苑，装修三房，户型通透，业主诚心出售,龙腾佳苑 -吉安县,3室2厅 | 124.23平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,7人关注 / 一年前发布,71,"5,716元/平"
一栋的房子，一次性付款，位置好，走路方便,黎洞新村 -吉水县,7室1厅 | 158.86平米 | 东 西 | 简装 | 低楼层(共2层)  | 平房,4人关注 / 一年前发布,59,"3,714元/平"
种业大厦     三室两厅一卫      采光好,种业大厦 -泰和县,3室2厅 | 85.06平米 | 南 | 简装 | 高楼层(共4层)  | 暂无数据,0人关注 / 8个月以前发布,57,"6,702元/平"
此房格局好，视野宽阔，采光足，配套设施齐，交通便利,经纬花园 -青原区,3室2厅 | 122.38平米 | 南 | 毛坯 | 中楼层(共18层)  | 塔楼,1人关注 / 一年前发布,62.6,"5,116元/平"
总价不高，井开区上档次小区，您值得拥有,庐贤雅居 -吉安县,3室2厅 | 110.15平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,2人关注 / 一年前发布,63,"5,720元/平"
小区出门就是贸易广场，位置好离火车站也近,豪德中心花园A区 -青原区,3室2厅 | 156平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,7人关注 / 一年前发布,72.8,"4,667元/平"
法院集资房，小区空气清新，交通方便，,遂川县泉江镇五交化仓库法院集资房 -遂川县,3室2厅 | 135.93平米 | 南 | 简装 | 低楼层(共6层)  | 暂无数据,1人关注 / 8个月以前发布,56.8,"4,179元/平"
小区环境优雅，采光充足，交通便利，视野开阔。,东山中央城 -吉水县,3室2厅 | 106.69平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 暂无数据,1人关注 / 8个月以前发布,100,"9,373元/平"
毛坯房，随便装 ，楼层好 视野宽阔，采光足，交通便利,中洋花园 -吉州区,3室2厅 | 135.31平米 | 南 | 毛坯 | 低楼层(共9层)  | 板楼,1人关注 / 一年前发布,108,"7,982元/平"
滨江江景房 4房两厅一厨两卫 两阳台转角观景台 含车位,滨江壹号 -泰和县,4室2厅 | 131.53平米 | 南 北 | 毛坯 | 中楼层(共22层)  | 板楼,1人关注 / 8个月以前发布,118,"8,972元/平"
富川路与赣江大道之间的天璇星苑,天璇星苑 -吉安县,3室2厅 | 127.92平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 一年前发布,98,"7,662元/平"
满五唯一低税费。带10.35平柴间,天璇星苑 -吉安县,5室2厅 | 125.02平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 10个月以前发布,108,"8,639元/平"
楼梯大三房，楼层好，读书方便，交通方便,湖滨 · 御景园 -吉州区,3室2厅 | 140.81平米 | 南 北 | 毛坯 | 中楼层(共7层)  | 塔楼,0人关注 / 一年前发布,103,"7,315元/平"
锦江新城花园式洋房有图有真像！,锦江星城 -吉州区,3室2厅 | 133.32平米 | 南 北 | 精装 | 低楼层(共30层)  | 板楼,0人关注 / 一年前发布,118,"8,851元/平"
城南水岸绿洲毛坯3房产证满5年过户便宜,恒源泰水岸绿洲 -吉州区,3室2厅 | 120.09平米 | 南 北 | 毛坯 | 低楼层(共8层)  | 板楼,14人关注 / 一年前发布,86,"7,162元/平"
此房坐北朝南。地段位置好，离进士近，配套齐全。,城市花园 -吉水县,3室2厅 | 138.37平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 8个月以前发布,83,"5,999元/平"
阳明华庭 四房两厅两卫 业主诚心出售,阳明华庭 -吉州区,4室2厅 | 149.68平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,2人关注 / 11个月以前发布,105,"7,015元/平"
户型方正，小区环境好，楼层好，视野宽阔，,紫郡花园 -吉州区,4室2厅 | 166.08平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,3人关注 / 一年前发布,143.2,"8,623元/平"
吉安市城中满二年毛坯大三房出售,锦上庐陵 -吉州区,3室2厅 | 127.81平米 | 南 | 毛坯 | 中楼层(共24层)  | 暂无数据,1人关注 / 5个月以前发布,89,"6,964元/平"
康居外滩正三房精装，产证满俩年，楼层好，视野佳,康居外滩 -青原区,3室2厅 | 93.52平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,3人关注 / 一年前发布,85,"9,089元/平"
惠民家园  小区优美   正4房  楼层好,惠民家园 -吉州区,4室2厅 | 142.63平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 板楼,2人关注 / 7个月以前发布,79,"5,539元/平"
安宁雅苑 3房2厅 格局好 南北采光好 中间楼层,井大安宁雅苑 -吉州区,3室2厅 | 145.93平米 | 南 北 | 简装 | 中楼层(共7层)  | 板塔结合,0人关注 / 4个月以前发布,138,"9,457元/平"
城南信和永叔龙 双阳台大三房毛坯自由装修业主合适卖,信和永叔龍灣花園 -吉州区,3室2厅 | 128.89平米 | 南 | 毛坯 | 高楼层(共11层)  | 板楼,0人关注 / 7个月以前发布,107,"8,302元/平"
通透格局好，视野开阔，采光充足，配套设施齐全,彩虹花园 -遂川县,3室2厅 | 138平米 | 南 | 毛坯 | 高楼层(共7层)  | 板楼,0人关注 / 一年前发布,82,"5,943元/平"
此房位置很好，视野开阔，配套设施齐全，交通便利,永丰园丰大厦 -永丰县,3室2厅 | 123.42平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,82,"6,644元/平"
房子位于永发家园，四室两厅，一楼带有店面，可做生意,永发家园 -永丰县,4室2厅 | 105平米 | 南 | 简装 | 低楼层(共7层)  | 平房,2人关注 / 一年前发布,77,"7,334元/平"
城北小区楼梯房四楼，面积大，户型开阔，精装拎包入住,望江郡府 -吉水县,3室2厅 | 124.71平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 7个月以前发布,120,"9,623元/平"
房主诚心卖，城中江景房，三房两厅户型朝南，采光充足,锦绣园生活区 -吉水县,3室2厅 | 129.2平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,3人关注 / 一年前发布,55,"4,257元/平"
