标题,开发商,房子信息,发布信息,售价/万,单价
恒大名都 3室2厅 南 北,恒大名都 -盐湖区,3室2厅 | 151.46平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 1天以前发布,86.6,"5,718元/平"
河东故事 4室2厅 南 北,河东故事 -盐湖区,4室2厅 | 190平米 | 南 北 | 精装 | 高楼层(共30层)  | 板楼,0人关注 / 5个月以前发布,220,"11,579元/平"
出售：华曦微公馆1居室精装优质房源,华曦微公馆 -盐湖区,1室1厅 | 47平米 | 北 | 精装 | 高楼层(共22层)  | 塔楼,2人关注 / 4个月以前发布,28,"5,958元/平"
槐东花园电梯高层  三室两厅两卫  南北大通透,金鑫槐东花园 -盐湖区,3室2厅 | 149.4平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,4人关注 / 一年前发布,99,"6,627元/平"
学院路 沃尔玛旁 电梯房 满二可按揭,梧桐名邸 -盐湖区,4室2厅 | 159平米 | 南 北 | 简装 | 低楼层(共11层)  | 板塔结合,4人关注 / 一年前发布,95,"5,975元/平"
晋府壹号 3室2厅 南 北,晋府壹号 -盐湖区,3室2厅 | 155平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板塔结合,0人关注 / 6个月以前发布,140,"9,033元/平"
香格里拉绿谷四室两厅两卫156平米68万,香格里拉绿谷 -盐湖区,4室2厅 | 156平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,7人关注 / 一年前发布,68,"4,359元/平"
人民路 星河新天地公寓小复式公寓出售,星河新天地 -盐湖区,1室1厅 | 55平米 | 北 | 精装 | 中楼层(共12层)  | 板塔结合,5人关注 / 6个月以前发布,29.8,"5,419元/平"
一层带院、毛坯三室一卫、采光不影响、涑水就读方便,西建天茂城 -盐湖区,3室2厅 | 136.94平米 | 南 北 | 毛坯 | 低楼层(共24层)  | 板塔结合,1人关注 / 3个月以前发布,103,"7,522元/平"
急售：金地花苑4居室2卫优质房源,金地花苑 -盐湖区,4室2厅 | 150.59平米 | 南 北 | 精装 | 低楼层(共7层)  | 暂无数据,4人关注 / 7个月以前发布,78,"5,180元/平"
精装修 3室1厅2卫 房本满二可按揭 拎包入住,天宝四季春城 -盐湖区,3室2厅 | 129.76平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,59.8,"4,609元/平"
美林山 3室2厅 南 北,美林山 -盐湖区,3室2厅 | 135.8平米 | 南 北 | 精装 | 中楼层(共17层)  | 暂无数据,0人关注 / 1个月以前发布,90,"6,628元/平"
出售：幸福里铂郡 电梯中低层带露台 三室两卫毛坯,幸福里铂郡 -盐湖区,3室2厅 | 136平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 板塔结合,0人关注 / 3个月以前发布,81.6,"6,000元/平"
格林雅地，精装短住复式房。有本满二,格林雅地 -盐湖区,3室2厅 | 137.57平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,1人关注 / 一年前发布,85,"6,179元/平"
中行家属院，三室，满二，可按揭，46万,槐树凹中行家属院 -盐湖区,3室2厅 | 108平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,48,"4,445元/平"
凤凰湖畔  一楼带小院  可按揭  看房方便,凤凰湖畔 -盐湖区,3室2厅 | 102平米 | 南 | 简装 | 低楼层(共18层)  | 板楼,1人关注 / 6个月以前发布,62,"6,079元/平"
北区 四季绿城 步梯高层 精装好房 有本,四季绿城C区隽园 -盐湖区,3室2厅 | 108.45平米 | 东 南 北 | 精装 | 高楼层(共6层)  | 板楼,12人关注 / 9个月以前发布,51,"4,703元/平"
恒大绿洲 4室2厅 南 北,恒大绿洲 -盐湖区,4室2厅 | 182平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 10个月以前发布,165,"9,066元/平"
润泽家园五楼，107平米精装三室，全款更名,润泽佳苑北区 -盐湖区,3室2厅 | 107平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 4个月以前发布,29.5,"2,758元/平"
恒大名都 三室两厅两卫  房本满二 可按揭,恒大名都 -盐湖区,3室2厅 | 150.71平米 | 东 | 精装 | 低楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,98,"6,503元/平"
禹香苑 南北通透 三室精装婚房  满二 电梯好楼层,禹香苑 -盐湖区,3室2厅 | 115平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,4人关注 / 6个月以前发布,80,"6,957元/平"
御沁园精装三居室 步梯底层采光好,御沁园 -盐湖区,3室2厅 | 136平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,88,"6,471元/平"
禹香苑电梯 古诗书香装修   中式装修 有证满二,禹香苑 -盐湖区,3室2厅 | 125平米 | 南 北 | 精装 | 中楼层(共10层)  | 板楼,3人关注 / 一年前发布,86.8,"6,944元/平"
此房满二可按揭 南北通透，楼层好采光好交通,香格里拉绿谷 -盐湖区,3室2厅 | 139平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,1人关注 / 8个月以前发布,66,"4,749元/平"
云天！房本满二！付款方式灵活！,云天臻品 -盐湖区,3室2厅 | 128.21平米 | 南 北 | 精装 | 中楼层(共8层)  | 板塔结合,5人关注 / 一年前发布,73,"5,694元/平"
金鑫开发 入住率高 上学方便 大暖天然气已通,金鑫中条海岸 -盐湖区,3室2厅 | 152平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 7个月以前发布,85,"5,593元/平"
信合名都 满二年 三居室  带家具家电  看房随时,信合名都 -盐湖区,3室2厅 | 132.34平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,6人关注 / 一年前发布,130,"9,824元/平"
时隔几个月 终于新上一套好房源 诚心出售 随时可看,大运外滩玺园 -盐湖区,4室2厅 | 155平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,4人关注 / 7个月以前发布,149.8,"9,665元/平"
东湖湾 3室2厅 南 北,东湖湾 -盐湖区,3室2厅 | 136平米 | 南 北 | 精装 | 中楼层(共17层)  | 暂无数据,0人关注 / 2个月以前发布,107,"7,868元/平"
金枫苑，180平大三室加书房，带家具家电满两年可按揭,金枫苑 -盐湖区,4室2厅 | 180平米 | 南 北 | 精装 | 高楼层(共19层)  | 板楼,1人关注 / 一年前发布,104.8,"5,823元/平"
华林逸墅 南北通透3室2卫 精装修拎包入住,泰森华林逸墅 -盐湖区,3室2厅 | 130.3平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,1人关注 / 一年前发布,93,"7,138元/平"
对口四幼、红军学院花都新装短柱双阳台大三居,学苑花都 -盐湖区,3室2厅 | 135平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 5个月以前发布,110,"8,149元/平"
北区，好地段，精装好房，刚需选择,花园新居 -盐湖区,3室2厅 | 100平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,9人关注 / 8个月以前发布,40,"4,000元/平"
天泰文化苑南区  有本满二 可按揭  电梯中层,天泰文化苑南区 -盐湖区,3室2厅 | 135.7平米 | 南 北 | 简装 | 中楼层(共17层)  | 板楼,0人关注 / 6个月以前发布,88,"6,485元/平"
园林小区，恒大绿洲 108平精装修湖景房,恒大绿洲 -盐湖区,3室2厅 | 108平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,0人关注 / 8个月以前发布,79.8,"7,389元/平"
空港北区~安民华府 有本满二可以按揭 步梯低层,安民华府 -盐湖区,3室2厅 | 101.71平米 | 南 北 | 简装 | 低楼层(共7层)  | 暂无数据,1人关注 / 5个月以前发布,45,"4,425元/平"
绿美橡树湾 3室2厅 南 北,绿美橡树湾 -盐湖区,3室2厅 | 140平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,80,"5,715元/平"
东区金海湾大平层，电梯中层，毛坯房，4室。,广厦金海湾 -盐湖区,4室2厅 | 254平米 | 南 北 | 毛坯 | 低楼层(共25层)  | 暂无数据,1人关注 / 11个月以前发布,188,"7,402元/平"
黄  金水岸  户型采光好 视野开阔   装修简单大方,黄金水岸 -盐湖区,5室2厅 | 245平米 | 南 北 | 精装 | 高楼层(共4层)  | 板楼,11人关注 / 一年前发布,175,"7,143元/平"
东方华城 三室两厅一卫 176平 55万,东方华城 -盐湖区,3室2厅 | 176平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,24人关注 / 一年前发布,55,"3,125元/平"
恒大绿洲 4室3卫房  带家具家电  满2年  可贷款,恒大绿洲 -盐湖区,4室2厅 | 170平米 | 东南 南 | 其他 | 中楼层(共32层)  | 板塔结合,7人关注 / 一年前发布,120,"7,059元/平"
东区 两居室精装房电梯中低层 好房出售,汇洋龙湾 -盐湖区,2室2厅 | 90.26平米 | 南 | 精装 | 低楼层(共16层)  | 板楼,0人关注 / 6个月以前发布,66,"7,313元/平"
晋府壹号 3室2厅 南 北,晋府壹号 -盐湖区,3室2厅 | 130平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板塔结合,1人关注 / 6个月以前发布,89.9,"6,916元/平"
学府嘉园步梯4楼 公摊小 有证满2 单价6980  新装短住,学府嘉园(盐湖区) -盐湖区,3室2厅 | 132平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,8人关注 / 一年前发布,83.8,"6,349元/平"
业主诚售！槐东花园 电梯房 房本在手 可按揭 南北通透,金鑫槐东花园 -盐湖区,3室2厅 | 153平米 | 南 北 | 精装 | 高楼层(共13层)  | 板楼,0人关注 / 2个月以前发布,108,"7,059元/平"
精装三室两卫有证满二可按揭家具家电齐全拎包入住,恒大绿洲 -盐湖区,3室2厅 | 147平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,1人关注 / 7个月以前发布,110,"7,483元/平"
梧桐名邸电梯低层简装四居两卫南北大通透首付33万,梧桐名邸 -盐湖区,4室2厅 | 168平米 | 南 北 | 简装 | 低楼层(共11层)  | 板塔结合,5人关注 / 一年前发布,109,"6,489元/平"
出售：北城 高铁 跟前 精装好房 步梯高层,盛世陶苑 -盐湖区,3室2厅 | 109平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,13人关注 / 一年前发布,34,"3,120元/平"
有本满二  步梯高层  带地下室有租的车位 南北通透,锦绣花城北区 -盐湖区,3室2厅 | 119.56平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,55,"4,601元/平"
关铝花园，精装四室，南北通透，家具高，端，拎包入住,关铝花园 -盐湖区,4室2厅 | 180平米 | 南 北 | 简装 | 高楼层(共12层)  | 暂无数据,0人关注 / 5个月以前发布,150,"8,334元/平"
沃尔玛 学府嘉园 豪 装电梯房 拎包入住 满二可按揭,学府嘉园(盐湖区) -盐湖区,6室2厅 | 298平米 | 南 | 精装 | 高楼层(共10层)  | 暂无数据,5人关注 / 一年前发布,220,"7,383元/平"
黄 金 水岸  别墅  上下两层  临湖 有车位,黄金水岸 -盐湖区,6室2厅 | 278平米 | 南 | 简装 | 2层  | 暂无数据 | 联排别墅 ,1人关注 / 一年前发布,360,"12,950元/平"
空港南区 港府花都 有本可按揭精装短住 保养好,港府花都 -盐湖区,2室1厅 | 73平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,2人关注 / 10个月以前发布,36.8,"5,042元/平"
美景天城凤凰层三房朝阳中式风格新装短住全明大三居,中鑫美景天城 -盐湖区,3室2厅 | 155平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,1人关注 / 3个月以前发布,96,"6,194元/平"
金世现代城 3室2厅 南 北,金世现代城 -盐湖区,3室2厅 | 125平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,2人关注 / 6个月以前发布,50.8,"4,064元/平"
圣泽苑  步梯五楼  105平 51万有本满二可按揭,圣泽苑 -盐湖区,3室2厅 | 105.16平米 | 南 北 | 简装 | 高楼层(共6层)  | 平房,2人关注 / 一年前发布,50,"4,755元/平"
云天！房本满二！付款方式灵活！,云天臻品 -盐湖区,3室2厅 | 128.21平米 | 南 北 | 精装 | 中楼层(共8层)  | 板塔结合,5人关注 / 一年前发布,73,"5,694元/平"
金鑫开发 入住率高 上学方便 大暖天然气已通,金鑫中条海岸 -盐湖区,3室2厅 | 152平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 7个月以前发布,85,"5,593元/平"
紫薇佳苑 首付15万 带家具家电 满二可按揭 沃尔玛,紫薇佳苑 -盐湖区,3室2厅 | 135平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,53,"3,926元/平"
黄 金 水岸  别墅  上下两层  临湖 有车位,黄金水岸 -盐湖区,6室2厅 | 278平米 | 南 | 简装 | 2层  | 暂无数据 | 联排别墅 ,1人关注 / 一年前发布,360,"12,950元/平"
空港南区 港府花都 有本可按揭精装短住 保养好,港府花都 -盐湖区,2室1厅 | 73平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,2人关注 / 10个月以前发布,36.8,"5,042元/平"
沃尔玛 学府嘉园 豪 装电梯房 拎包入住 满二可按揭,学府嘉园(盐湖区) -盐湖区,6室2厅 | 298平米 | 南 | 精装 | 高楼层(共10层)  | 暂无数据,5人关注 / 一年前发布,220,"7,383元/平"
出售：北城 高铁 跟前 精装好房 步梯高层,盛世陶苑 -盐湖区,3室2厅 | 109平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,13人关注 / 一年前发布,34,"3,120元/平"
带露台采光好 华源豪庭 三室二卫带储藏间  满二可按揭,华源豪庭南区 -盐湖区,3室2厅 | 136平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板塔结合,1人关注 / 8个月以前发布,109,"8,015元/平"
沁水雅居 南北大通透 房本满二 首付10万拎包住,沁水雅居 -盐湖区,2室2厅 | 90平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,50,"5,556元/平"
禹都花园四室两厅两卫  电梯中层  采光好  售价低,禹都花园 -盐湖区,4室2厅 | 145平米 | 南 北 | 简装 | 中楼层(共17层)  | 板楼,0人关注 / 一年前发布,96,"6,621元/平"
空港北区  性 价比高  上学方便,安民华府 -盐湖区,3室2厅 | 102平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 11个月以前发布,42.8,"4,197元/平"
对口四幼、红军学院花都新装短柱双阳台大三居,学苑花都 -盐湖区,3室2厅 | 135平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 5个月以前发布,110,"8,149元/平"
北区，好地段，精装好房，刚需选择,花园新居 -盐湖区,3室2厅 | 100平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,9人关注 / 8个月以前发布,40,"4,000元/平"
园林小区，恒大绿洲 108平精装修湖景房,恒大绿洲 -盐湖区,3室2厅 | 108平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,0人关注 / 8个月以前发布,79.8,"7,389元/平"
时隔几个月 终于新上一套好房源 诚心出售 随时可看,大运外滩玺园 -盐湖区,4室2厅 | 155平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,4人关注 / 7个月以前发布,149.8,"9,665元/平"
东湖湾 3室2厅 南 北,东湖湾 -盐湖区,3室2厅 | 136平米 | 南 北 | 精装 | 中楼层(共17层)  | 暂无数据,0人关注 / 2个月以前发布,107,"7,868元/平"
华林逸墅 南北通透3室2卫 精装修拎包入住,泰森华林逸墅 -盐湖区,3室2厅 | 130.3平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,1人关注 / 一年前发布,93,"7,138元/平"
信合名都 满二年 三居室  带家具家电  看房随时,信合名都 -盐湖区,3室2厅 | 132.34平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,6人关注 / 一年前发布,130,"9,824元/平"
尚东城 南北通透 大三居豪 华装修,尚东城 -盐湖区,3室2厅 | 164.17平米 | 南 | 精装 | 中楼层(共14层)  | 塔楼,2人关注 / 一年前发布,119.9,"7,304元/平"
金地花苑  步梯好楼层    4500一平米精装房子,金地花苑 -盐湖区,3室2厅 | 150平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,10人关注 / 一年前发布,68,"4,534元/平"
北区  天逸丽景 电梯高层3居2卫出售,天逸丽景 -盐湖区,3室2厅 | 130平米 | 南 北 | 毛坯 | 高楼层(共8层)  | 暂无数据,6人关注 / 7个月以前发布,34,"2,616元/平"
槐东花园，步梯低层，精装，127平，无大税,金鑫槐东花园 -盐湖区,3室2厅 | 126.86平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,88.8,"7,000元/平"
外滩玺园155平 南北通透 满二 可按揭 南北通透,大运外滩玺园 -盐湖区,4室2厅 | 156平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,155,"9,936元/平"
毕加索，上下复式楼，南北通透，精装四室，低总价,毕加索 -盐湖区,4室2厅 | 232平米 | 南 北 | 简装 | 低楼层(共27层)  | 塔楼,55人关注 / 一年前发布,78,"3,363元/平"
东区运中近 东联小区 步梯中层 简装三室 南北通透,东联小区 -盐湖区,3室2厅 | 118平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,64.8,"5,492元/平"
大产权电梯中间层精装三居室底价出售,清水茗苑 -盐湖区,3室2厅 | 117.6平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,49人关注 / 一年前发布,52,"4,422元/平"
解三金源阁 四大居室简装空房南北通带有1000平大楼台,金源阁 -盐湖区,4室2厅 | 204.3平米 | 南 北 | 简装 | 低楼层(共12层)  | 暂无数据,0人关注 / 7个月以前发布,88.8,"4,347元/平"
金鑫槐东花园 3室2厅 南 北,金鑫槐东花园 -盐湖区,3室2厅 | 127平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,86.8,"6,835元/平"
华林逸墅 3居室 可按揭 南北通透 带家具家电 急售！！,泰森华林逸墅 -盐湖区,3室2厅 | 117.53平米 | 南 北 | 精装 | 低楼层(共17层)  | 板楼,12人关注 / 一年前发布,83,"7,063元/平"
黄 金水岸|一层不带小院!鼎鑫开发！物业好,黄金水岸 -盐湖区,4室2厅 | 169.74平米 | 南 北 | 精装 | 低楼层(共8层)  | 暂无数据,1人关注 / 一年前发布,155,"9,132元/平"
中建大厦 4800一平米拎包住 电梯中层 首付38万即可,中建大厦 -盐湖区,3室2厅 | 160平米 | 南 | 精装 | 中楼层(共15层)  | 塔楼,18人关注 / 一年前发布,68,"4,250元/平"
毕加索，上下复式楼，南北通透，精装四室，低总价,毕加索 -盐湖区,4室2厅 | 232平米 | 南 北 | 简装 | 低楼层(共27层)  | 塔楼,55人关注 / 一年前发布,78,"3,363元/平"
业主急售！二郎庙 房本在手 满二 精装三室 配套齐全,二郎庙商业金街 -盐湖区,3室2厅 | 136.49平米 | 南 北 | 精装 | 中楼层(共4层)  | 暂无数据,0人关注 / 4个月以前发布,55,"4,030元/平"
