标题,开发商,房子信息,发布信息,售价/万,单价
龙记帝景湾 3室2厅 南 北,龙记帝景湾 -城北,3室2厅 | 120.01平米 | 南 北 | 精装 | 低楼层(共23层)  | 板塔结合,0人关注 / 3天以前发布,170,"14,166元/平"
浐灞半岛A6区 2室2厅 南,浐灞半岛A6区 -浐河西路,2室2厅 | 80.12平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,4人关注 / 20天以前发布,105,"13,106元/平"
蓝光公园华府三期 3室2厅 南 北,蓝光公园华府三期 -西咸,3室2厅 | 111.53平米 | 南 北 | 其他 | 低楼层(共34层)  | 板楼,0人关注 / 26天以前发布,165,"14,795元/平"
长安新花园 3室1厅 东南,长安新花园 -长安,3室1厅 | 116.95平米 | 东南 | 简装 | 中楼层(共16层)  | 板塔结合,1人关注 / 29天以前发布,134,"11,458元/平"
曲江中和府 3室2厅 南 北,曲江中和府 -曲江,3室2厅 | 145.36平米 | 南 北 | 其他 | 中楼层(共18层)  | 板楼,2人关注 / 17天以前发布,190,"13,071元/平"
浐灞半岛A10区 2室2厅 南,浐灞半岛A10区 -浐河西路,2室2厅 | 89.07平米 | 南 | 精装 | 高楼层(共31层)  | 板塔结合,0人关注 / 25天以前发布,122,"13,698元/平"
浐灞半岛A3区 3室1厅 南,浐灞半岛A3区 -浐河西路,3室1厅 | 91.63平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,0人关注 / 28天以前发布,154.9,"16,905元/平"
中海阅骊山 4室2厅 南 北,中海阅骊山 -临潼,4室2厅 | 143.81平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,2人关注 / 29天以前发布,202,"14,047元/平"
明德门(南东区) 2室1厅 南 北,明德门(南东区) -城南,2室1厅 | 67.66平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 22天以前发布,69,"10,199元/平"
翠堤湾 2室2厅 南,翠堤湾 -长安,2室2厅 | 85.59平米 | 南 | 其他 | 中楼层(共26层)  | 塔楼,0人关注 / 23天以前发布,130,"15,189元/平"
骊苑住宅小区 2室1厅 南 北,骊苑住宅小区 -临潼,2室1厅 | 75平米 | 南 北 | 精装 | 低楼层(共7层)  | 暂无数据,0人关注 / 19天以前发布,48,"6,400元/平"
唐城小区 2室2厅 南 北,唐城小区 -城南,2室2厅 | 84.07平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 18天以前发布,90,"10,706元/平"
仕嘉公寓A区（绿地世纪城） 2室2厅 南,仕嘉公寓A区（绿地世纪城） -锦业路,2室2厅 | 70.8平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,1人关注 / 18天以前发布,162,"22,882元/平"
白桦林居小区 3室2厅 南 北,白桦林居小区 -经开北,3室2厅 | 129.46平米 | 南 北 | 其他 | 低楼层(共25层)  | 板塔结合,0人关注 / 26天以前发布,260,"20,084元/平"
南康小区 2室2厅 南 北,南康小区 -城北,2室2厅 | 74.84平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 23天以前发布,72,"9,621元/平"
中海城 3室2厅 南 北,中海城 -曲江,3室2厅 | 103.71平米 | 南 北 | 精装 | 中楼层(共25层)  | 板塔结合,0人关注 / 16天以前发布,239,"23,046元/平"
KingMall未来中心 1室0厅 北,KingMall未来中心 -城西,1室0厅 | 36.83平米 | 北 | 简装 | 中楼层(共29层)  | 塔楼,4人关注 / 26天以前发布,35,"9,504元/平"
八水御源 2室1厅 东,八水御源 -高陵,2室1厅 | 78.38平米 | 东 | 毛坯 | 中楼层(共27层)  | 板楼,0人关注 / 17天以前发布,61,"7,783元/平"
世家星城2期 4室3厅 南 北,世家星城2期 -城南,4室3厅 | 182.1平米 | 南 北 | 精装 | 高楼层(共8层)  | 板楼,4人关注 / 1个月以前发布,295,"16,200元/平"
陕西省戏剧家协会 3室1厅 西南,陕西省戏剧家协会 -城内,3室1厅 | 95.65平米 | 西南 | 其他 | 中楼层(共8层)  | 暂无数据,2人关注 / 2个月以前发布,97,"10,142元/平"
海星未来城 1室0厅 南,海星未来城 -城西,1室0厅 | 42.77平米 | 南 | 其他 | 中楼层(共30层)  | 塔楼,0人关注 / 17天以前发布,39.9,"9,329元/平"
西安锦都 4室2厅 南 北,西安锦都 -高新四路,4室2厅 | 184.88平米 | 南 北 | 精装 | 高楼层(共22层)  | 板塔结合,21人关注 / 5个月以前发布,270,"14,605元/平"
城市皇冠 1室0厅 东,城市皇冠 -高新四路,1室0厅 | 61.29平米 | 东 | 其他 | 中楼层(共22层)  | 塔楼,1人关注 / 10天以前发布,61,"9,953元/平"
高科绿水东城三期 3室2厅 南 北,高科绿水东城三期 -纺织城,3室2厅 | 114.1平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,13人关注 / 4个月以前发布,169,"14,812元/平"
三联大厦 3室2厅 西南,三联大厦 -城北,3室2厅 | 148.47平米 | 西南 | 简装 | 低楼层(共30层)  | 塔楼,0人关注 / 5个月以前发布,120.5,"8,117元/平"
枫叶广场 3室2厅 东 南 北,枫叶广场 -高新一中,3室2厅 | 196.81平米 | 东 南 北 | 精装 | 中楼层(共15层)  | 板楼,2人关注 / 8个月以前发布,345,"17,530元/平"
紫薇田园都市J区 3室2厅 南 北,紫薇田园都市J区 -紫薇田园都市,3室2厅 | 126.03平米 | 南 北 | 简装 | 中楼层(共11层)  | 板楼,101人关注 / 一年前发布,230,"18,250元/平"
万科大明宫 3室2厅 南 北,万科大明宫 -城北,3室2厅 | 127.75平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 5个月以前发布,310,"24,267元/平"
紫薇曲江意境 1室0厅 西北,紫薇曲江意境 -曲江,1室0厅 | 51平米 | 西北 | 其他 | 31层  | 塔楼,0人关注 / 13天以前发布,105,"20,589元/平"
恒大绿洲 4室1厅 南 北,恒大绿洲 -安装四处,4室1厅 | 164.22平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,19人关注 / 3个月以前发布,207,"12,606元/平"
龙湖源著 5室2厅 南 北,龙湖源著 -广泰门,5室2厅 | 167.21平米 | 南 北 | 精装 | 高楼层(共8层)  | 板楼,2人关注 / 2个月以前发布,550,"32,893元/平"
明林庭苑 3室1厅 南 北,明林庭苑 -半坡立交,3室1厅 | 106.93平米 | 南 北 | 简装 | 高楼层(共18层)  | 板塔结合,9人关注 / 3个月以前发布,110,"10,288元/平"
凯旋广场 1室0厅 东,凯旋广场 -城南,1室0厅 | 56.07平米 | 东 | 毛坯 | 中楼层(共5层)  | 塔楼,3人关注 / 14天以前发布,41.5,"7,402元/平"
曼城国际 3室2厅 东南,曼城国际 -李家村,3室2厅 | 122.34平米 | 东南 | 简装 | 中楼层(共32层)  | 塔楼,11人关注 / 6个月以前发布,178,"14,550元/平"
我爱我家 1室0厅 南,我爱我家 -城南,1室0厅 | 37.59平米 | 南 | 简装 | 高楼层(共26层)  | 板楼,1人关注 / 10天以前发布,41,"10,908元/平"
天朗大兴郡蔚蓝悦城 2室2厅 南,天朗大兴郡蔚蓝悦城 -城西,2室2厅 | 83.54平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 24天以前发布,142,"16,998元/平"
数字生活 2室1厅 东北,数字生活 -科技六路,2室1厅 | 87.12平米 | 东北 | 精装 | 低楼层(共32层)  | 塔楼,1人关注 / 31天以前发布,83,"9,528元/平"
荣城 1室1厅 北,荣城 -南稍门,1室1厅 | 56.68平米 | 北 | 精装 | 中楼层(共27层)  | 塔楼,1人关注 / 21天以前发布,97.8,"17,255元/平"
金仕华城 2室2厅 西南,金仕华城 -城北,2室2厅 | 87.77平米 | 西南 | 精装 | 中楼层(共32层)  | 板塔结合,1人关注 / 13天以前发布,110,"12,533元/平"
紫郡长安 2室1厅 东 北 东北,紫郡长安 -城南,2室1厅 | 91.35平米 | 东 北 东北 | 精装 | 高楼层(共32层)  | 板塔结合,1人关注 / 16天以前发布,125,"13,684元/平"
庆阳观邸 2室2厅 西北,庆阳观邸 -城西,2室2厅 | 102.14平米 | 西北 | 精装 | 低楼层(共34层)  | 塔楼,0人关注 / 11天以前发布,117,"11,455元/平"
万科金色悦城 2室1厅 东南,万科金色悦城 -城西,2室1厅 | 69.42平米 | 东南 | 简装 | 高楼层(共33层)  | 板塔结合,0人关注 / 14天以前发布,118,"16,998元/平"
万科金色悦城 2室1厅 南,万科金色悦城 -城西,2室1厅 | 72.65平米 | 南 | 精装 | 高楼层(共27层)  | 板楼,2人关注 / 14天以前发布,122,"16,793元/平"
融尚中央住区 2室1厅 西,融尚中央住区 -城南,2室1厅 | 58.74平米 | 西 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 10天以前发布,105,"17,876元/平"
唐韵三坊 2室1厅 西,唐韵三坊 -城东,2室1厅 | 79.5平米 | 西 | 精装 | 低楼层(共33层)  | 塔楼,1人关注 / 14天以前发布,89.8,"11,296元/平"
灞业大境 1室1厅 西北,灞业大境 -安装四处,1室1厅 | 47.3平米 | 西北 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 16天以前发布,74,"15,645元/平"
陕建机施集团第一社区 2室1厅 南,陕建机施集团第一社区 -城东,2室1厅 | 73.37平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,1人关注 / 14天以前发布,78,"10,632元/平"
曲江澜山 2室2厅 东南,曲江澜山 -曲江,2室2厅 | 94.82平米 | 东南 | 其他 | 低楼层(共32层)  | 板塔结合,0人关注 / 16天以前发布,110,"11,601元/平"
荣城名苑 3室2厅 南,荣城名苑 -城北,3室2厅 | 89.69平米 | 南 | 精装 | 中楼层(共27层)  | 板塔结合,2人关注 / 13天以前发布,125,"13,937元/平"
魏玛公馆 2室1厅 南,魏玛公馆 -经开北,2室1厅 | 54.53平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 15天以前发布,132,"24,207元/平"
和平春天 2室1厅 南,和平春天 -城西,2室1厅 | 101平米 | 南 | 其他 | 低楼层(共27层)  | 板塔结合,0人关注 / 9天以前发布,130,"12,872元/平"
魏玛公馆 1室1厅 北,魏玛公馆 -经开北,1室1厅 | 51.15平米 | 北 | 其他 | 高楼层(共32层)  | 板塔结合,0人关注 / 10天以前发布,122,"23,852元/平"
翠堤湾 2室2厅 东南,翠堤湾 -长安,2室2厅 | 82.89平米 | 东南 | 精装 | 中楼层(共26层)  | 塔楼,0人关注 / 13天以前发布,130,"15,684元/平"
御笔华庭 2室2厅 西,御笔华庭 -城西,2室2厅 | 82.06平米 | 西 | 精装 | 低楼层(共32层)  | 板塔结合,0人关注 / 13天以前发布,114,"13,893元/平"
城市锦上 2室1厅 东南,城市锦上 -经开南,2室1厅 | 85.65平米 | 东南 | 精装 | 低楼层(共33层)  | 板塔结合,0人关注 / 8天以前发布,165,"19,265元/平"
赛高国际 1室1厅 北,赛高国际 -经开南,1室1厅 | 44.21平米 | 北 | 精装 | 高楼层(共20层)  | 塔楼,0人关注 / 15天以前发布,62,"14,024元/平"
中海凯旋门 2室1厅 南,中海凯旋门 -曲江,2室1厅 | 80.79平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,1人关注 / 9天以前发布,189,"23,394元/平"
西控公司二十四街坊 2室1厅 南,西控公司二十四街坊 -城西,2室1厅 | 47.91平米 | 南 | 精装 | 中楼层(共5层)  | 板塔结合,0人关注 / 9天以前发布,82,"17,116元/平"
焦化嘉苑 2室1厅 南 北,焦化嘉苑 -高新六路,2室1厅 | 52.57平米 | 南 北 | 简装 | 低楼层(共6层)  | 平房,3人关注 / 13天以前发布,62,"11,794元/平"
海亮新英里 2室1厅 南,海亮新英里 -长安,2室1厅 | 81.33平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,2人关注 / 10天以前发布,155,"19,059元/平"
智慧新城 2室2厅 西南,智慧新城 -长安,2室2厅 | 79.36平米 | 西南 | 其他 | 高楼层(共16层)  | 板塔结合,0人关注 / 15天以前发布,139,"17,516元/平"
西安日报社家属院(四府街) 3室0厅 南 北,西安日报社家属院(四府街) -城内,3室0厅 | 59.19平米 | 南 北 | 简装 | 中楼层(共5层)  | 板塔结合,0人关注 / 9天以前发布,66,"11,151元/平"
汉杰枫尚 2室2厅 南 北,汉杰枫尚 -城西,2室2厅 | 92.02平米 | 南 北 | 精装 | 低楼层(共11层)  | 塔楼,0人关注 / 10天以前发布,120,"13,041元/平"
雅荷度假山庄 1室1厅 南,雅荷度假山庄 -未央湖,1室1厅 | 30.99平米 | 南 | 其他 | 5层  | 板楼,0人关注 / 5天以前发布,21,"6,777元/平"
嘉园蓝湖九郡 3室2厅 南 北,嘉园蓝湖九郡 -高陵,3室2厅 | 115平米 | 南 北 | 毛坯 | 低楼层(共31层)  | 板塔结合,0人关注 / 19天以前发布,73,"6,348元/平"
嘉园蓝湖九郡 3室2厅 南 北,嘉园蓝湖九郡 -高陵,3室2厅 | 115平米 | 南 北 | 毛坯 | 低楼层(共31层)  | 板塔结合,0人关注 / 19天以前发布,73,"6,348元/平"
天琴湾 3室2厅 南 北,天琴湾 -长安,3室2厅 | 118.17平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板塔结合,0人关注 / 20天以前发布,223,"18,872元/平"
新城悦隽公园里 3室2厅 南 北,新城悦隽公园里 -高陵,3室2厅 | 99.54平米 | 南 北 | 精装 | 低楼层(共34层)  | 板塔结合,0人关注 / 20天以前发布,100.8,"10,127元/平"
灞业大境 2室1厅 南,灞业大境 -安装四处,2室1厅 | 90.5平米 | 南 | 简装 | 高楼层(共32层)  | 板塔结合,2人关注 / 31天以前发布,128,"14,144元/平"
南方星座 3室2厅 东北,南方星座 -城南,3室2厅 | 138.38平米 | 东北 | 简装 | 中楼层(共30层)  | 塔楼,42人关注 / 一年前发布,142,"10,262元/平"
泉上花间 3室2厅 南 北,泉上花间 -长安,3室2厅 | 134.03平米 | 南 北 | 精装 | 高楼层(共24层)  | 板楼,8人关注 / 7个月以前发布,215,"16,042元/平"
百益雅苑 2室2厅 南,百益雅苑 -城西,2室2厅 | 96.82平米 | 南 | 简装 | 28层  | 板塔结合,35人关注 / 一年前发布,110,"11,362元/平"
融侨城 4室2厅 南 北,融侨城 -唐延路,4室2厅 | 138.13平米 | 南 北 | 简装 | 中楼层(共33层)  | 板楼,2人关注 / 3个月以前发布,258,"18,679元/平"
中登家园 3室2厅 西南,中登家园 -经开北,3室2厅 | 147.55平米 | 西南 | 简装 | 低楼层(共29层)  | 塔楼,2人关注 / 6个月以前发布,166,"11,251元/平"
正苑小区 3室2厅 东南,正苑小区 -南稍门,3室2厅 | 138.07平米 | 东南 | 其他 | 中楼层(共24层)  | 暂无数据,2人关注 / 2个月以前发布,226,"16,369元/平"
长航小区 3室2厅 南,长航小区 -城西,3室2厅 | 153.31平米 | 南 | 其他 | 高楼层(共19层)  | 塔楼,0人关注 / 2个月以前发布,178,"11,611元/平"
保利金香槟 3室2厅 南 北,保利金香槟 -西咸,3室2厅 | 96.43平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,1人关注 / 2个月以前发布,160,"16,593元/平"
陕西华山半导体小区 2室2厅 南 北,陕西华山半导体小区 -城南,2室2厅 | 55.4平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,43人关注 / 一年前发布,47,"8,484元/平"
海棠别馆 3室1厅 南 北,海棠别馆 -紫薇田园都市,3室1厅 | 106.86平米 | 南 北 | 简装 | 中楼层(共26层)  | 板塔结合,3人关注 / 1个月以前发布,180,"16,845元/平"
大华阳光曼哈顿 4室2厅 东南 西北 东北,大华阳光曼哈顿 -高新三小,4室2厅 | 141.64平米 | 东南 西北 东北 | 简装 | 30层  | 板楼,45人关注 / 8个月以前发布,240,"16,945元/平"
融侨城 3室2厅 东南,融侨城 -唐延路,3室2厅 | 106.77平米 | 东南 | 简装 | 高楼层(共32层)  | 板楼,2人关注 / 1个月以前发布,223,"20,887元/平"
和平春天 3室2厅 南 北,和平春天 -城西,3室2厅 | 127平米 | 南 北 | 其他 | 低楼层(共24层)  | 板塔结合,5人关注 / 4个月以前发布,172,"13,544元/平"
吉源美郡 2室1厅 南 北,吉源美郡 -长安,2室1厅 | 88.63平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,1人关注 / 2个月以前发布,93,"10,494元/平"
金地西沣公元 3室2厅 南 北,金地西沣公元 -长安,3室2厅 | 88.24平米 | 南 北 | 简装 | 低楼层(共27层)  | 板塔结合,71人关注 / 一年前发布,200,"22,666元/平"
嘉园蓝湖九郡 3室2厅 南 北,嘉园蓝湖九郡 -高陵,3室2厅 | 99.86平米 | 南 北 | 毛坯 | 中楼层(共31层)  | 板塔结合,1人关注 / 14天以前发布,70.8,"7,090元/平"
天然居一期 2室2厅 南 北,天然居一期 -城东,2室2厅 | 82.61平米 | 南 北 | 简装 | 中楼层(共18层)  | 板塔结合,3人关注 / 4个月以前发布,116,"14,042元/平"
昆明时光 3室2厅 南 北,昆明时光 -城西,3室2厅 | 123.96平米 | 南 北 | 简装 | 高楼层(共17层)  | 板塔结合,21人关注 / 8个月以前发布,170,"13,715元/平"
西彩新苑 2室1厅 东南,西彩新苑 -城东,2室1厅 | 80.26平米 | 东南 | 简装 | 中楼层(共18层)  | 板塔结合,5人关注 / 4个月以前发布,91,"11,339元/平"
龙湖香醍国际社区 3室1厅 南 北,龙湖香醍国际社区 -安装四处,3室1厅 | 122.57平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,1人关注 / 5个月以前发布,203,"16,562元/平"
浐灞新城三期 2室2厅 东南,浐灞新城三期 -纺织城,2室2厅 | 98.09平米 | 东南 | 精装 | 中楼层(共18层)  | 板楼,7人关注 / 6个月以前发布,111,"11,317元/平"
盛世长安 3室1厅 南 北,盛世长安 -长安,3室1厅 | 92.99平米 | 南 北 | 简装 | 低楼层(共18层)  | 板塔结合,19人关注 / 4个月以前发布,148,"15,916元/平"
浐灞半岛A6区 2室2厅 东南,浐灞半岛A6区 -浐河西路,2室2厅 | 87.96平米 | 东南 | 简装 | 中楼层(共18层)  | 塔楼,0人关注 / 2个月以前发布,108,"12,279元/平"
华山幸福嘉苑 2室2厅 南 北,华山幸福嘉苑 -安装四处,2室2厅 | 90.16平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,95,"10,537元/平"
保利曲江春天里 3室2厅 南 北,保利曲江春天里 -曲江,3室2厅 | 100.34平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,9人关注 / 4个月以前发布,227,"22,624元/平"
茗景园 2室2厅 东 西,茗景园 -长安,2室2厅 | 97.54平米 | 东 西 | 简装 | 中楼层(共6层)  | 板塔结合,1人关注 / 1个月以前发布,91,"9,330元/平"
怡心居二期 3室2厅 北 南,怡心居二期 -城南,3室2厅 | 132.8平米 | 北 南 | 简装 | 中楼层(共6层)  | 板楼,23人关注 / 5个月以前发布,140,"10,543元/平"
海伦春天 3室2厅 南,海伦春天 -城西,3室2厅 | 103.75平米 | 南 | 简装 | 低楼层(共34层)  | 板楼,51人关注 / 一年前发布,143,"13,784元/平"
丰禾小区 2室2厅 南 北,丰禾小区 -城西,2室2厅 | 71.99平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,3人关注 / 3个月以前发布,72,"10,002元/平"
风度天城 3室2厅 南 北,风度天城 -城西,3室2厅 | 103.56平米 | 南 北 | 简装 | 高楼层(共26层)  | 板塔结合,1人关注 / 4个月以前发布,156.5,"15,113元/平"
吉安小区 2室2厅 南,吉安小区 -长安,2室2厅 | 88.78平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,70人关注 / 10个月以前发布,86,"9,687元/平"
金地西沣公元 3室2厅 南,金地西沣公元 -长安,3室2厅 | 110.69平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,5人关注 / 4个月以前发布,250,"22,586元/平"
明珠花园 3室2厅 南 北,明珠花园 -经开南,3室2厅 | 110.34平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,125.9,"11,411元/平"
昆明时光 2室2厅 南,昆明时光 -城西,2室2厅 | 93.86平米 | 南 | 精装 | 高楼层(共17层)  | 板塔结合,21人关注 / 11个月以前发布,135.5,"14,437元/平"
心家园 3室2厅 南 北,心家园 -城北,3室2厅 | 128.07平米 | 南 北 | 简装 | 低楼层(共18层)  | 板塔结合,2人关注 / 2个月以前发布,135,"10,542元/平"
