标题,开发商,房子信息,发布信息,售价/万,单价
御璟城市花园 3室2厅 南 北,御璟城市花园 -榆次区,3室2厅 | 120平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 10天以前发布,100,"8,334元/平"
万达奥特莱斯 大学城旁首创精装三居出售 大红本可贷款,首创国际学园三期 -榆次区,3室2厅 | 114平米 | 南 北 | 精装 | 高楼层(共32层)  | 暂无数据,1人关注 / 一年前发布,79,"6,930元/平"
榆次区乡镇局宿舍 3室1厅 南 北,榆次区乡镇局宿舍 -榆次区,3室1厅 | 83.66平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,11人关注 / 一年前发布,43,"5,140元/平"
嘉馨苑小区 2室2厅 南 北,嘉馨苑小区 -榆次区,2室2厅 | 98平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,9人关注 / 11个月以前发布,53,"5,409元/平"
铁路宿舍 2室1厅 南 北,铁路宿舍 -榆次区,2室1厅 | 65平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,35,"5,385元/平"
南北通透，大两居，家具家电全留,信合苑 -榆次区,2室2厅 | 104平米 | 南 北 | 其他 | 低楼层(共16层)  | 暂无数据,3人关注 / 一年前发布,67,"6,443元/平"
印象城 雅园旁 六零宿舍 小两居 停车免费 交通便利,六零宿舍 -榆次区,2室2厅 | 58平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,34,"5,863元/平"
首创114平南北三居室   精装带家具家电  低楼层老人,首创国际学园三期 -榆次区,3室2厅 | 115平米 | 南 北 | 其他 | 低楼层(共32层)  | 暂无数据,4人关注 / 一年前发布,80,"6,957元/平"
万达广场 奥特莱斯 平层电梯房 龙湖大街 毛坯房,兰田传奇 -榆次区,3室2厅 | 123平米 | 南 北 | 毛坯 | 高楼层(共24层)  | 板塔结合,1人关注 / 7个月以前发布,82,"6,667元/平"
领域名郡 2室2厅 南 北,领域名郡 -榆次区,2室2厅 | 101平米 | 南 北 | 其他 | 高楼层(共20层)  | 暂无数据,0人关注 / 1个月以前发布,70,"6,931元/平"
晋华新建路周 围，地暖三居，房东诚心出,欣悦小区 -榆次区,3室2厅 | 103.9平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,19人关注 / 11个月以前发布,57,"5,487元/平"
首创国际学园三期 2室2厅 西南,首创国际学园三期 -榆次区,2室2厅 | 89平米 | 西南 | 毛坯 | 高楼层(共28层)  | 暂无数据,8人关注 / 一年前发布,64,"7,192元/平"
首创国际学园B区 2室2厅 南 北,首创国际学园B区 -榆次区,2室2厅 | 113.93平米 | 南 北 | 其他 | 低楼层(共22层)  | 板楼,0人关注 / 1个月以前发布,95,"8,339元/平"
书林世家 3室2厅 南 北,书林世家 -榆次区,3室2厅 | 126.51平米 | 南 北 | 其他 | 中楼层(共26层)  | 塔楼,0人关注 / 4个月以前发布,105,"8,300元/平"
雅园 3室2厅 南 北,雅园 -榆次区,3室2厅 | 105平米 | 南 北 | 其他 | 低楼层(共30层)  | 板楼,0人关注 / 一年前发布,90,"8,572元/平"
天星锦苑 3室2厅 南 北,天星锦苑 -榆次区,3室2厅 | 133.11平米 | 南 北 | 其他 | 低楼层(共17层)  | 板楼,4人关注 / 一年前发布,155,"11,645元/平"
太原铁建榆次家园 3室2厅 南 北,太原铁建榆次家园 -榆次区,3室2厅 | 111平米 | 南 北 | 其他 | 中楼层(共19层)  | 塔楼,0人关注 / 6个月以前发布,80,"7,208元/平"
雅园 3室2厅 南 北,雅园 -榆次区,3室2厅 | 114平米 | 南 北 | 其他 | 高楼层(共33层)  | 板楼,0人关注 / 一年前发布,97,"8,509元/平"
顺城东街精装大三居地暖房5xxx带地下室停车免费,粮苑小区 -榆次区,3室2厅 | 128.5平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 9个月以前发布,65,"5,059元/平"
钰荣源 大两居  精装修  采光好,钰荣源西区 -榆次区,2室2厅 | 113平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,2人关注 / 一年前发布,87,"7,700元/平"
领域名郡 2室2厅 南 北,领域名郡 -榆次区,2室2厅 | 98平米 | 南 北 | 其他 | 低楼层(共20层)  | 暂无数据,1人关注 / 5个月以前发布,65,"6,633元/平"
龙湖街职教园保利精装三居双卫电梯入户,保利心语 -榆次区,3室2厅 | 145平米 | 南 北 | 其他 | 高楼层(共18层)  | 塔楼,1人关注 / 7个月以前发布,135,"9,311元/平"
六零宿舍 2室2厅 南 北,六零宿舍 -榆次区,2室2厅 | 70平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,42,"6,000元/平"
富锦嘉苑 3室2厅 南 北,富锦嘉苑 -榆次区,3室2厅 | 154平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,120,"7,793元/平"
首创国际学园三期 3室2厅 南 北,首创国际学园三期 -榆次区,3室2厅 | 115平米 | 南 北 | 其他 | 中楼层(共32层)  | 暂无数据,0人关注 / 2个月以前发布,82,"7,131元/平"
印象城楼上，大三居，契税已满两年，大红本能贷款,印象大厦 -榆次区,3室2厅 | 109.32平米 | 南 北 | 简装 | 中楼层(共27层)  | 板楼,4人关注 / 一年前发布,92,"8,416元/平"
太榆路北面景福小区大户型两居室急售,景福小区 -榆次区,2室2厅 | 95平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,74,"7,790元/平"
首创国际学园B区 2室2厅 南 北,首创国际学园B区 -榆次区,2室2厅 | 105平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,8人关注 / 6个月以前发布,68,"6,477元/平"
良硕和山 3室2厅 南 北,良硕和山 -榆次区,3室2厅 | 109.09平米 | 南 北 | 简装 | 中楼层(共30层)  | 暂无数据,1人关注 / 5个月以前发布,75,"6,876元/平"
阳光城·文澜府 3室2厅 南 北,阳光城·文澜府 -榆次区,3室2厅 | 105平米 | 南 北 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 4个月以前发布,83,"7,905元/平"
毛坯房可随意装修  小区环境好  南北通透小三居,保利·壹号公馆 -榆次区,3室2厅 | 99.39平米 | 南 北 | 其他 | 高楼层(共32层)  | 板楼,11人关注 / 一年前发布,72,"7,245元/平"
太榆交界处 精装大三居 低密度 好楼层 随时看房,云泰心绿城 -榆次区,3室2厅 | 125.5平米 | 南 北 | 其他 | 低楼层(共19层)  | 板楼,2人关注 / 一年前发布,79.8,"6,359元/平"
首创国际学园三期 2室2厅 南 北,首创国际学园三期 -榆次区,2室2厅 | 88平米 | 南 北 | 其他 | 高楼层(共32层)  | 板楼,0人关注 / 4个月以前发布,70,"7,955元/平"
安宁街试验二种好楼层  房本在手 可贷款 小区停车方便,福泰小区 -榆次区,2室1厅 | 94平米 | 南 | 其他 | 中楼层(共21层)  | 板楼,0人关注 / 4个月以前发布,59,"6,277元/平"
田森双子座 1室1厅 南 北,田森双子座 -榆次区,1室1厅 | 38.86平米 | 南 北 | 精装 | 低楼层(共28层)  | 塔楼,2人关注 / 3个月以前发布,20,"5,147元/平"
八一饭店地暖大三居 低楼层 带地下室 停车方便 可贷款,金华小区 -榆次区,3室1厅 | 132平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,3人关注 / 9个月以前发布,68,"5,152元/平"
榆次区妇幼院宿舍 3室2厅 南 北,榆次区妇幼院宿舍 -榆次区,3室2厅 | 94平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,46,"4,894元/平"
金色豪庭 3室2厅 南 北,金色豪庭 -榆次区,3室2厅 | 137.58平米 | 南 北 | 其他 | 高楼层(共31层)  | 板楼,0人关注 / 2个月以前发布,107,"7,778元/平"
首创国际学园三期 3室2厅 南 北,首创国际学园三期 -榆次区,3室2厅 | 103平米 | 南 北 | 其他 | 高楼层(共32层)  | 暂无数据,2人关注 / 5个月以前发布,78,"7,573元/平"
大学城小户型住宅 好楼层大红本可按揭 一居室首付十万,首创国际学园三期 -榆次区,1室1厅 | 51平米 | 南 | 精装 | 中楼层(共28层)  | 暂无数据,3人关注 / 一年前发布,31,"6,079元/平"
太铁一处 2室1厅 南 北,太铁一处 -榆次区,2室1厅 | 65平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,2人关注 / 7个月以前发布,36,"5,539元/平"
晋中医药公司宿舍 2室2厅 南 北,晋中医药公司宿舍 -榆次区,2室2厅 | 72平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,47,"6,528元/平"
工人俱乐部旁 田森新晋北里 配套齐全 生活方便,新晋北里 -榆次区,2室1厅 | 84平米 | 西南 | 其他 | 中楼层(共33层)  | 板楼,0人关注 / 一年前发布,57,"6,786元/平"
红星天铂三居主卧朝阳。交通便利,红星天铂 -榆次区,3室2厅 | 142平米 | 南 北 | 其他 | 低楼层(共29层)  | 板楼,8人关注 / 一年前发布,120,"8,451元/平"
红星天铂三居主卧朝阳。交通便利,红星天铂 -榆次区,3室2厅 | 142平米 | 南 北 | 其他 | 低楼层(共29层)  | 板楼,8人关注 / 一年前发布,120,"8,451元/平"
阳光城·文澜府 3室2厅 南 北,阳光城·文澜府 -榆次区,3室2厅 | 114.7平米 | 南 北 | 其他 | 低楼层(共27层)  | 板楼,3人关注 / 一年前发布,100,"8,719元/平"
万达广场迎宾小区三居低首付买三居,迎宾合作住宅区 -榆次区,3室2厅 | 119平米 | 南 北 | 其他 | 中楼层(共6层)  | 塔楼,0人关注 / 1个月以前发布,82,"6,891元/平"
首创国际学园三期 3室2厅 南 北,首创国际学园三期 -榆次区,3室2厅 | 115平米 | 南 北 | 其他 | 中楼层(共32层)  | 暂无数据,0人关注 / 8个月以前发布,85,"7,392元/平"
兰田传奇 3室2厅 南 北,兰田传奇 -榆次区,3室2厅 | 99.64平米 | 南 北 | 毛坯 | 高楼层(共28层)  | 暂无数据,0人关注 / 2个月以前发布,65,"6,524元/平"
旧烟草公司宿舍 2室1厅 南 北,旧烟草公司宿舍 -榆次区,2室1厅 | 68平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 3个月以前发布,56.5,"8,309元/平"
金玉华府 3室1厅 南,金玉华府 -榆次区,3室1厅 | 110平米 | 南 | 其他 | 中楼层(共19层)  | 板楼,1人关注 / 7个月以前发布,77,"7,000元/平"
铁路宿舍 2室1厅 南,铁路宿舍 -榆次区,2室1厅 | 40.5平米 | 南 | 其他 | 中楼层(共4层)  | 暂无数据,0人关注 / 1个月以前发布,18,"4,445元/平"
定阳路大学生生活广场万科朗润园红星天铂,万科朗润园三期 -榆次区,3室2厅 | 107平米 | 南 北 | 其他 | 低楼层(共18层)  | 暂无数据,1人关注 / 6个月以前发布,82,"7,664元/平"
大学城智创谷旁大型社区毛坯三居出售,首创国际学园三期 -榆次区,3室2厅 | 121平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 暂无数据,1人关注 / 7个月以前发布,85,"7,025元/平"
书林世家三期 3室2厅 南 北,书林世家三期 -榆次区,3室2厅 | 139平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 塔楼,2人关注 / 4个月以前发布,95,"6,835元/平"
红星天铂 3室2厅 南 北,红星天铂 -榆次区,3室2厅 | 118平米 | 南 北 | 其他 | 中楼层(共29层)  | 板楼,3人关注 / 一年前发布,100,"8,475元/平"
阳光城·文澜府 3室2厅 南 北,阳光城·文澜府 -榆次区,3室2厅 | 105平米 | 南 北 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 4个月以前发布,83,"7,905元/平"
重工局宿舍 3室1厅 南 北,重工局宿舍 -榆次区,3室1厅 | 91.15平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,88,"9,655元/平"
顺城西街新电梯毛坯两居诚心出售,华晟晟曦苑 -榆次区,2室1厅 | 83平米 | 南 | 其他 | 中楼层(共26层)  | 暂无数据,0人关注 / 5个月以前发布,55,"6,627元/平"
领秀铭筑  中间位置 带车位和地下室 四居两卫 中上层,领秀铭筑 -榆次区,4室2厅 | 164平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,1人关注 / 一年前发布,127,"7,744元/平"
红星一期现房不动产证南北通透大三居双卫,红星天铂 -榆次区,3室2厅 | 142.5平米 | 南 北 | 其他 | 高楼层(共29层)  | 板楼,2人关注 / 一年前发布,110,"7,720元/平"
大学城 毛坯电梯中间楼层 采光好 大红本可按揭贷款,首创国际学园B区 -榆次区,3室2厅 | 160平米 | 南 北 | 其他 | 低楼层(共24层)  | 板楼,5人关注 / 一年前发布,99,"6,188元/平"
富锦嘉苑 3室2厅 南 北,富锦嘉苑 -榆次区,3室2厅 | 154.22平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,1人关注 / 11个月以前发布,92,"5,966元/平"
青草园 2室2厅 南 北,青草园 -榆次区,2室2厅 | 102平米 | 南 北 | 其他 | 高楼层(共23层)  | 塔楼,1人关注 / 5个月以前发布,67,"6,569元/平"
"首创三期，毛坯两居，便宜出售,好楼层",首创国际学园三期 -榆次区,2室1厅 | 86.14平米 | 南 北 | 其他 | 低楼层(共21层)  | 暂无数据,2人关注 / 8个月以前发布,60,"6,966元/平"
逸 夫 二 中  单价低  可贷款  南北通透,扶贫小区 -榆次区,2室1厅 | 48.8平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,13人关注 / 一年前发布,26,"5,328元/平"
首创国际学园三期低总价两居  北大培文  高师附,首创国际学园三期 -榆次区,2室1厅 | 88平米 | 南 西 | 其他 | 高楼层(共28层)  | 暂无数据,14人关注 / 一年前发布,61.6,"7,000元/平"
榆次壹中 锦纶路 迎宾街 两千年浇筑房 武警医院跟前,电力巷小区 -榆次区,3室1厅 | 85平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,8人关注 / 8个月以前发布,48,"5,648元/平"
首创国际学园三期 3室2厅 南 北,首创国际学园三期 -榆次区,3室2厅 | 122平米 | 南 北 | 其他 | 中楼层(共21层)  | 暂无数据,0人关注 / 1个月以前发布,95,"7,787元/平"
清华金元德国小镇 3室2厅 南 北,清华金元德国小镇 -榆次区,3室2厅 | 160.73平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,88,"5,476元/平"
雅园 3室2厅 南 北,雅园 -榆次区,3室2厅 | 127平米 | 南 北 | 其他 | 低楼层(共30层)  | 板楼,0人关注 / 3个月以前发布,97,"7,638元/平"
御璟豪庭 2室2厅 南 北,御璟豪庭 -榆次区,2室2厅 | 96.8平米 | 南 北 | 其他 | 中楼层(共21层)  | 暂无数据,0人关注 / 2个月以前发布,68,"7,025元/平"
经纬西苑小区 2室1厅 南 北,经纬西苑小区 -榆次区,2室1厅 | 64.81平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,28.5,"4,398元/平"
富锦嘉苑 3室2厅 南 北,富锦嘉苑 -榆次区,3室2厅 | 154平米 | 南 北 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,108,"7,013元/平"
迎宾街火车站御璟豪庭电梯房好楼层能贷款,御璟豪庭 -榆次区,2室2厅 | 98平米 | 南 | 简装 | 高楼层(共21层)  | 板塔结合,4人关注 / 一年前发布,68,"6,939元/平"
雅园 3室2厅 南 北,雅园 -榆次区,3室2厅 | 127平米 | 南 北 | 其他 | 低楼层(共30层)  | 板楼,0人关注 / 3个月以前发布,97,"7,638元/平"
均价8000精装首创带家具家电   一居室小户型 低层,首创国际学园三期 -榆次区,1室2厅 | 75平米 | 东南 | 其他 | 低楼层(共32层)  | 暂无数据,1人关注 / 一年前发布,55,"7,334元/平"
经纬西苑小区 2室1厅 南 北,经纬西苑小区 -榆次区,2室1厅 | 64.81平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,28.5,"4,398元/平"
大学城理工大旁小区环境舒适简装大三居出售,领域名郡 -榆次区,3室2厅 | 124.86平米 | 南 北 | 其他 | 低楼层(共26层)  | 平房,2人关注 / 7个月以前发布,82,"6,568元/平"
首创国际学园三期 3室2厅 南 北,首创国际学园三期 -榆次区,3室2厅 | 122平米 | 南 北 | 其他 | 中楼层(共21层)  | 暂无数据,0人关注 / 1个月以前发布,95,"7,787元/平"
清华金元德国小镇 3室2厅 南 北,清华金元德国小镇 -榆次区,3室2厅 | 160.73平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,88,"5,476元/平"
御璟豪庭 2室2厅 南 北,御璟豪庭 -榆次区,2室2厅 | 96.8平米 | 南 北 | 其他 | 中楼层(共21层)  | 暂无数据,0人关注 / 2个月以前发布,68,"7,025元/平"
华都·公园里 4室2厅 南 北,华都·公园里 -榆次区,4室2厅 | 165.2平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 5个月以前发布,108,"6,538元/平"
此房面积小，适合两口人居住，户型方正,桂园 -榆次区,1室1厅 | 47平米 | 南 | 毛坯 | 高楼层(共28层)  | 板楼,12人关注 / 一年前发布,33,"7,022元/平"
太榆交界处新兴文教城大红本可贷款,新兴文教城三期 -榆次区,2室1厅 | 91平米 | 南 北 | 简装 | 低楼层(共12层)  | 板楼,4人关注 / 一年前发布,65,"7,143元/平"
太榆交界新兴文教城大红本可按揭,新兴文教城二期 -榆次区,3室2厅 | 113平米 | 南 北 | 简装 | 低楼层(共12层)  | 板楼,6人关注 / 一年前发布,95,"8,408元/平"
首创国际学园三期 3室1厅 南 北,首创国际学园三期 -榆次区,3室1厅 | 126平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 暂无数据,0人关注 / 2个月以前发布,80,"6,350元/平"
太原南站东，龙城半岛，简装一居室，高楼层即买即住,龙城半岛一期 -榆次区,1室1厅 | 53.52平米 | 东南 | 简装 | 高楼层(共20层)  | 板塔结合,4人关注 / 一年前发布,39,"7,287元/平"
新晋优品 电梯洋房 满二年 公摊19% 大客厅 低密度,新晋优品 -榆次区,3室2厅 | 132.8平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 7个月以前发布,88,"6,627元/平"
邮电宿舍北区 2室2厅 南 北,邮电宿舍北区 -榆次区,2室2厅 | 75平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,58,"7,734元/平"
轻机厂宿舍 2室1厅 南 北,轻机厂宿舍 -榆次区,2室1厅 | 70平米 | 南 北 | 简装 | 高楼层(共4层)  | 暂无数据,30人关注 / 10个月以前发布,19,"2,715元/平"
顺城街 东华世家 一层住宅性质商铺 带院带地下室2,东华世家东区 -榆次区,2室2厅 | 94平米 | 南 北 | 精装 | 低楼层(共32层)  | 暂无数据,0人关注 / 一年前发布,95,"10,107元/平"
阳光丽景小区 1室1厅 西 北,阳光丽景小区 -榆次区,1室1厅 | 57.43平米 | 西 北 | 简装 | 中楼层(共28层)  | 板楼,4人关注 / 一年前发布,48,"8,359元/平"
