标题,开发商,房子信息,发布信息,售价/万,单价
电梯大两室，户型方正税费少。。,康桥枫景一期 -汉台区,2室2厅 | 112.27平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 7天以前发布,56,"4,988元/平"
城西精装复式 满二 税少 配套成熟 看房方便,漢水名城南区 -汉台区,3室2厅 | 130.63平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 15天以前发布,54.5,"4,173元/平"
城北 火车站近 精装小三室 产证在手 可按揭,御景名都 -汉台区,3室2厅 | 87.92平米 | 南 北 | 其他 | 高楼层(共6层)  | 塔楼,0人关注 / 9天以前发布,56,"6,370元/平"
一线江景房个，简单装修的 可以简单收拾入住,君临汉江 -南郑区,3室2厅 | 153.43平米 | 南 北 | 简装 | 高楼层(共17层)  | 板塔结合,13人关注 / 一年前发布,90,"5,866元/平"
顶楼复式，带露台，楼顶人字坡，做过防水。,明珠小区 -汉台区,6室1厅 | 261.13平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板塔结合,13人关注 / 8个月以前发布,81.7,"3,129元/平"
中 装 多 层 三 室，户型方正税费少,汉中工商分行家属院 -汉台区,3室2厅 | 139.39平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,21人关注 / 一年前发布,39.6,"2,841元/平"
城西成熟社区，广厦大房企带柴房低价出售,明珠小区 -汉台区,2室2厅 | 106平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,20人关注 / 一年前发布,41.5,"3,916元/平"
带一个地下车位 江边热点小区  集中供暖 配套齐全,竹园华府 -汉台区,3室2厅 | 142.37平米 | 南 北 | 毛坯 | 高楼层(共30层)  | 板塔结合,27人关注 / 一年前发布,91,"6,392元/平"
此房满五唯一，地段好，楼层好。,东塔北路小区 -汉台区,3室2厅 | 108.07平米 | 北 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 1天以前发布,43,"3,979元/平"
城东，电视塔，邮电小区，三室精装，有暖气,邮电小区 -汉台区,3室2厅 | 141.09平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 2天以前发布,60,"4,253元/平"
城西精装大三室。一楼带地下室。产证满二税费少。,汉水名城北区 -汉台区,3室2厅 | 131平米 | 南 北 | 其他 | 低楼层(共6层)  | 板塔结合,1人关注 / 7天以前发布,80,"6,107元/平"
一线江景房，四室，西户直面观江，一手手续，可按揭,汉江首府 -汉台区,4室1厅 | 225.8平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 板塔结合,0人关注 / 4天以前发布,182,"8,061元/平"
城东大小区洋房，精装带地暖带 央空调，洋房复式,建昌卡斯迪亚第壹大道 -汉台区,4室2厅 | 164平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,0人关注 / 7天以前发布,125,"7,622元/平"
汉中市教师住宅一小区，低楼层带柴房，户型南北向。,汉中市教师住宅一小区 -汉台区,2室1厅 | 59.73平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 14天以前发布,18,"3,014元/平"
电梯房，经典一居室，精装修，带家具家电，拎包入住,民乐花苑一期 -汉台区,1室1厅 | 63.93平米 | 南 西 | 精装 | 高楼层(共24层)  | 板楼,0人关注 / 9天以前发布,39.8,"6,226元/平"
城中2室精装带家具家电 低楼层 税费低 生活便利,电信局家属院 -汉台区,2室1厅 | 50.92平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 18天以前发布,28,"5,499元/平"
精装修，南北通透的户型，洋房社区采光充足。,智慧城 -南郑区,3室2厅 | 134.88平米 | 南 北 | 精装 | 低楼层(共6层)  | 塔楼,0人关注 / 15天以前发布,99,"7,340元/平"
城西，步梯房两室，南北通透户型，业主诚意出售。,西城丽景 -汉台区,2室2厅 | 101.34平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 7天以前发布,52,"5,132元/平"
小区环境优美，户型方正，南北通透,东方小区 -南郑区,3室2厅 | 90.35平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 16天以前发布,27,"2,989元/平"
采光好，公摊小无浪费，经典两室。,民乐花苑一期 -汉台区,2室1厅 | 80.4平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 6天以前发布,43,"5,349元/平"
精装拎包入住，户型方正，采光充足。,艺苑居住区 -南郑区,3室2厅 | 128.66平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 12天以前发布,68,"5,286元/平"
东塔北路 多层2楼 3居室 配套成熟  产证在手,东大街搬迁楼 -汉台区,3室1厅 | 63.51平米 | 南 北 | 简装 | 低楼层(共2层)  | 板楼,0人关注 / 8天以前发布,24,"3,779元/平"
东辰旁，圣桦花园房，采光佳楼层好，全明户型,圣桦龙湾半岛 -南郑区,3室2厅 | 114平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 板楼,0人关注 / 3天以前发布,115,"10,088元/平"
龙岗新区纯洋房社区，配套齐全精装交付即买即住,恒大悦珑湾 -南郑区,4室2厅 | 145.81平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 7天以前发布,125,"8,573元/平"
三室中间楼层，视野好采光充足，交通便利出行方便,滨江花园小区 -南郑区,3室2厅 | 113.5平米 | 南 北 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 28天以前发布,59,"5,199元/平"
集中供暖2室，陪读，就医，交通便利,3201医院家属院 -汉台区,2室2厅 | 77.2平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 22天以前发布,22,"2,850元/平"
城南江边步梯大三居，南北透通户型好,汉中世纪城 -汉台区,3室2厅 | 122.74平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 23天以前发布,72,"5,867元/平"
精装修，拎包入住，大三室 南北通透,话艺园 -南郑区,3室2厅 | 123.93平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 21天以前发布,48,"3,874元/平"
成熟商圈，好楼层，大三居，地理位置好，闹中取静。,莲花苑 -汉台区,3室2厅 | 126.27平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 22天以前发布,63.5,"5,029元/平"
地段交通便利、有菜市场、批发市场,福斯特苑 -汉台区,2室2厅 | 73.01平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,17人关注 / 一年前发布,28,"3,836元/平"
城东小区 4室2厅2卫 精装出售  户型方正 精装,学府花园(汉台区) -汉台区,4室2厅 | 198.72平米 | 南 | 其他 | 低楼层(共13层)  | 板楼,8人关注 / 8个月以前发布,88,"4,429元/平"
城东洋房带两个大露台，户型好品质装修拎包入住,建昌卡斯迪亚第壹大道 -汉台区,3室2厅 | 175.92平米 | 南 北 | 其他 | 高楼层(共4层)  | 塔楼,1人关注 / 2个月以前发布,120,"6,822元/平"
城西，步梯房，大两室，带地上车位，业主诚心出售。,汉中中学家属院 -汉台区,2室1厅 | 102.43平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 平房,0人关注 / 20天以前发布,42,"4,101元/平"
金色蓝镇 3室2厅 南,金色蓝镇 -南郑区,3室2厅 | 114.26平米 | 南 | 其他 | 高楼层(共18层)  | 塔楼,0人关注 / 13天以前发布,62,"5,427元/平"
步梯二楼31万 可谈 适合有过渡需求的客户,太白泉自来水公司家属院 -汉台区,2室1厅 | 68.84平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 12天以前发布,31,"4,504元/平"
江边精装大两室 中 央空调地暖配套齐全,惠泽小区 -汉台区,2室1厅 | 81.4平米 | 南 北 | 其他 | 中楼层(共24层)  | 塔楼,0人关注 / 18天以前发布,57,"7,003元/平"
交用便利，生活配套设施齐全，汉中首批电梯房,汉丰小区 -汉台区,2室2厅 | 103.44平米 | 南 北 | 精装 | 低楼层(共18层)  | 塔楼,0人关注 / 1个月以前发布,45,"4,351元/平"
萃庭小区大三室  户型好   楼层好  看房方便,萃庭花园 -汉台区,3室3厅 | 158.6平米 | 南 北 | 精装 | 高楼层(共21层)  | 板楼,0人关注 / 1个月以前发布,110,"6,936元/平"
汉江新城 精装大三居 江景房  带阳光房  采光视野好,二期网师苑 -汉台区,3室2厅 | 129.64平米 | 南 北 | 精装 | 高楼层(共26层)  | 板塔结合,0人关注 / 27天以前发布,110,"8,486元/平"
视野开阔，采光充足，交通便利，小区环境好,恒大城 -南郑区,3室2厅 | 91.02平米 | 南 北 | 其他 | 中楼层(共33层)  | 板塔结合,0人关注 / 20天以前发布,46,"5,054元/平"
电视塔边上有简装一楼拎包入住，看房子方便！！！！！,兴旺花园 -汉台区,2室2厅 | 107平米 | 北 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 21天以前发布,54,"5,047元/平"
此房满五，南北通透格局，楼层好，视野宽阔，采光充足,昌海悠然居 -汉台区,3室2厅 | 142.52平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 21天以前发布,67,"4,702元/平"
城东优质房源，拎包入住，业主诚心出售，看房方便,丰辉家园 -汉台区,3室1厅 | 137.67平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 30天以前发布,83,"6,029元/平"
闹市区，步梯房，三室，拎包入住。,锦园聚春园 -汉台区,3室2厅 | 112.66平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 23天以前发布,45,"3,995元/平"
低楼层.成熟商圈.生活便利.诚心出售,朝阳小区 -汉台区,2室1厅 | 82.2平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 19天以前发布,33,"4,015元/平"
此房地理位置好，价格实惠，诚心出售,天河小区 -汉台区,4室2厅 | 123.9平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 21天以前发布,45,"3,632元/平"
城东新上优质精装修大三室，产证满二  中间楼层,朋鹰紫城 -汉台区,3室2厅 | 118.58平米 | 南 北 | 精装 | 低楼层(共28层)  | 板塔结合,0人关注 / 30天以前发布,86,"7,253元/平"
蜀汉美郡精装两室，南北通透精装修可拎包入住,蜀汉美郡 -南郑区,3室2厅 | 115.13平米 | 南 北 | 精装 | 低楼层(共7层)  | 板塔结合,0人关注 / 20天以前发布,69,"5,994元/平"
精装修，大三室，全屋定制家具，拎包入住,温莎国际 -汉台区,3室2厅 | 131.14平米 | 南 北 | 精装 | 中楼层(共27层)  | 板楼,0人关注 / 17天以前发布,120,"9,151元/平"
小区绿化好，环境优美，主要以洋房和小高为主，品质高,缙颐缇香郡 -南郑区,3室2厅 | 113.88平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 12天以前发布,92,"8,079元/平"
繁华地段（莲湖路旁）经典（三房朝南边套）好户型,外贸家属院 -汉台区,3室2厅 | 109平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 17天以前发布,45.3,"4,156元/平"
业主急售，电视塔边大四室，楼层好，户型好,前进东路商住楼 -汉台区,4室2厅 | 177.52平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 15天以前发布,65,"3,662元/平"
城西多层电梯大两室，满二税费低，业主诚心出售。,锦园聚春园二期 -汉台区,2室2厅 | 94.71平米 | 东 西 | 其他 | 中楼层(共7层)  | 板塔结合,0人关注 / 6天以前发布,45,"4,752元/平"
虎桥路住宅小区 2室1厅 南 北,虎桥路住宅小区 -汉台区,2室1厅 | 74.73平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 5天以前发布,40,"5,353元/平"
丰辉花园 产权清晰 可商贷 业主诚心出售带10平米柴房,丰辉花园 -汉台区,2室2厅 | 102.73平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 7天以前发布,39.9,"3,884元/平"
业主目前自住，随时联系都可以看房。房子满五唯一,临风尚居 -汉台区,2室2厅 | 91.69平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 9天以前发布,52,"5,672元/平"
明珠小区精装电梯大三室 产证满五唯一税费少,明珠小区 -汉台区,3室2厅 | 170.49平米 | 南 | 其他 | 中楼层(共12层)  | 板楼,15人关注 / 一年前发布,90,"5,279元/平"
城西多层，拎包入住，房源新，小区中间位置！,明珠小区 -汉台区,2室2厅 | 89.83平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,4人关注 / 一年前发布,45,"5,010元/平"
顶楼复式，带大露台，满五唯一，产权清晰随时过户。,御景名都 -汉台区,5室4厅 | 174.88平米 | 南 北 | 精装 | 高楼层(共6层)  | 塔楼,2人关注 / 5个月以前发布,110,"6,291元/平"
精装修 品牌家具家电 税费少 诚心出售,锦都名居 -汉台区,3室1厅 | 145.16平米 | 西南 | 精装 | 中楼层(共18层)  | 板塔结合,6人关注 / 11个月以前发布,83,"5,718元/平"
龙岗路电梯精装三个卧室加书房，拎包入住。68万可以商,情艺园 -南郑区,4室2厅 | 127.26平米 | 南 北 | 精装 | 高楼层(共16层)  | 塔楼,24人关注 / 一年前发布,66,"5,187元/平"
市区，精装复式大三居，交通便利拎包入住,丰辉花园 -汉台区,3室2厅 | 203.14平米 | 南 北 | 精装 | 高楼层(共8层)  | 板楼,13人关注 / 5个月以前发布,74,"3,643元/平"
艺苑居住区一楼精装四室带花园。,艺苑居住区 -南郑区,4室2厅 | 188平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,13人关注 / 4个月以前发布,106,"5,639元/平"
汉江首府 4室1厅 南 北,汉江首府 -汉台区,4室1厅 | 226.09平米 | 南 北 | 其他 | 低楼层(共32层)  | 板塔结合,0人关注 / 2天以前发布,133,"5,883元/平"
广厦东方明珠 中楼层 毛坯3居 小区供暖 产证已办,广厦·东方明珠 -汉台区,3室2厅 | 107.63平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 板楼,1人关注 / 3天以前发布,56,"5,204元/平"
丰辉次新小区大两室精装修拎包入住满五年,丰辉小区 -汉台区,2室2厅 | 90.64平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 6天以前发布,36,"3,972元/平"
城西洋房，带露台，复式，税费低,汉水名城北区 -汉台区,4室1厅 | 174.01平米 | 南 北 | 其他 | 高楼层(共4层)  | 板塔结合,0人关注 / 6天以前发布,115,"6,609元/平"
地段好，电梯房，中间楼层，看房方便,鑫辉西部建材城 -汉台区,2室2厅 | 54.25平米 | 南 北 | 其他 | 中楼层(共8层)  | 塔楼,0人关注 / 5天以前发布,35,"6,452元/平"
城西品质小区，好楼层，舒适三室，三面采光,新天汉时代滨江 -汉台区,3室1厅 | 92平米 | 南 北 | 毛坯 | 25层  | 板楼,0人关注 / 5天以前发布,85,"9,240元/平"
堂宏广场 3室2厅 南,堂宏广场 -汉台区,3室2厅 | 127平米 | 南 | 精装 | 高楼层(共31层)  | 板塔结合,0人关注 / 1天以前发布,68,"5,355元/平"
汉中世纪城 多层两室 精装修 低楼层 适合老人居住,汉中世纪城 -汉台区,2室1厅 | 89.02平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 10天以前发布,60,"6,741元/平"
看房方便！（急售）！中间楼层，南北朝向，电话看房,黄家塘 -汉台区,2室2厅 | 54.94平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 12天以前发布,18.3,"3,331元/平"
电梯小高层，南北通透3个阳台，毛坯一手新房,蜀汉美郡 -南郑区,3室2厅 | 120平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板塔结合,0人关注 / 17天以前发布,59.8,"4,984元/平"
城西品质小区，配套完善，绿化好，近江边,吾悦公馆 -汉台区,3室2厅 | 101平米 | 南 北 | 毛坯 | 高楼层(共31层)  | 板楼,0人关注 / 13天以前发布,103,"10,199元/平"
面积大，价位低，出行方便                     。。,万隆综合楼 -汉台区,2室2厅 | 107平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 18天以前发布,33,"3,085元/平"
一梯两户南北通透2居室，低密度社区小高层双阳台。,天骄佳园 -南郑区,2室2厅 | 97.7平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 16天以前发布,56,"5,732元/平"
1线江景房，精装准现房，急售看房方便,中青凯旋门 -汉台区,3室1厅 | 101平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,1人关注 / 17天以前发布,69.8,"6,911元/平"
步梯低楼层，业主诚心出售，有钥匙，可以随时看房,物资局家属院 -汉台区,2室1厅 | 52.74平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 8天以前发布,21,"3,982元/平"
江边一线住宅，楼层好 无遮挡，观江景,中青凯旋门 -汉台区,3室2厅 | 141平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 11天以前发布,130,"9,220元/平"
阳光充足，视野宽阔，好楼层，配套齐全，,汉南苑小区 -南郑区,2室2厅 | 91.11平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 5天以前发布,37.8,"4,149元/平"
户型好，电梯房，小区位置好，路段好，业主急售.,明珠南苑二期 -汉台区,3室2厅 | 126.47平米 | 南 北 | 毛坯 | 中楼层(共30层)  | 板塔结合,1人关注 / 11天以前发布,75,"5,931元/平"
前进路汉航大厦，前后无遮挡，带集中供暖供暖，位置好,汉航集团公司家属区 -汉台区,3室2厅 | 113平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,3人关注 / 5个月以前发布,55,"4,868元/平"
此房为多层中间楼层，采光好，全明户型，布局合理,西后城 -汉台区,3室1厅 | 74.7平米 | 南 | 简装 | 高楼层(共5层)  | 板楼,10人关注 / 一年前发布,29,"3,883元/平"
房子满五，地理位置优越，交通便利，,林产品公司家属院 -汉台区,2室2厅 | 80.8平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,28,"3,466元/平"
