标题,开发商,房子信息,发布信息,售价/万,单价
碧桂园 3室2厅 南 北,碧桂园 -成纪新城,3室2厅 | 124平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 2天以前发布,116,"9,355元/平"
秦州区安居小区 4室2厅 南 北,秦州区安居小区 -万达,4室2厅 | 130平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,1人关注 / 6个月以前发布,132,"10,154元/平"
天水碧桂园，天水市精装品质小区、三室两厅两卫,碧桂园 -成纪新城,3室2厅 | 127平米 | 南 北 | 其他 | 中楼层(共27层)  | 板楼,0人关注 / 4个月以前发布,120,"9,449元/平"
佳水豪庭 134㎡ 三室两厅两卫 大产权 业主诚心出售,佳水豪庭 -七里墩,3室2厅 | 134平米 | 南 北 | 其他 | 中楼层(共17层)  | 暂无数据,1人关注 / 一年前发布,103,"7,687元/平"
此房南北通透，视野宽阔，采光充足,活塞家园 -东桥头,3室2厅 | 129.15平米 | 南 北 | 毛坯 | 高楼层(共24层)  | 暂无数据,0人关注 / 4个月以前发布,100,"7,743元/平"
碧桂园 四室通透 采光充足 交通便利 可议价,碧桂园 -成纪新城,4室2厅 | 182平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,1人关注 / 一年前发布,165,"9,066元/平"
碧桂园三室两厅两卫户型，主次卧室分开,碧桂园 -成纪新城,3室2厅 | 127平米 | 南 北 | 精装 | 低楼层(共27层)  | 板塔结合,0人关注 / 2个月以前发布,126,"9,922元/平"
小洋房 楼层好 视野开阔 业主诚心出售,恒顺锦润悦府 -成纪新城,4室2厅 | 184平米 | 南 北 | 其他 | 中楼层(共8层)  | 板楼,2人关注 / 一年前发布,210,"11,414元/平"
山水嘉园尚德苑，急售快来捡漏，价位优惠,山水嘉园尚德苑 -王家磨,3室2厅 | 156平米 | 南 北 | 其他 | 低楼层(共24层)  | 暂无数据,1人关注 / 5个月以前发布,115,"7,372元/平"
碧桂园南北通透的房子，3室2厅2卫1厨。,碧桂园 -成纪新城,3室2厅 | 127平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,1人关注 / 一年前发布,125,"9,843元/平"
南北通透 大四室 户型方正 朝南大阳台 视野开阔,恒顺·锦润华府 -成纪新城,3室2厅 | 143平米 | 南 北 | 其他 | 低楼层(共26层)  | 暂无数据,0人关注 / 一年前发布,145,"10,140元/平"
碧桂园3-2-1-2 124.69m² 136 万,碧桂园 -成纪新城,3室2厅 | 124.69平米 | 南 西南 北 | 精装 | 中楼层(共27层)  | 暂无数据,0人关注 / 3个月以前发布,136,"10,908元/平"
小区环境优美  物业认真负责  住户素质高  户型方正,恒顺·锦润华府 -成纪新城,3室2厅 | 142平米 | 南 | 其他 | 低楼层(共23层)  | 暂无数据,1人关注 / 一年前发布,135,"9,508元/平"
御园财富公馆三室两厅一厨两卫经典户型,御园财富公馆 -秦州区,3室2厅 | 114平米 | 南 | 毛坯 | 高楼层(共12层)  | 暂无数据,1人关注 / 一年前发布,97,"8,509元/平"
恒顺锦润悦府3室2厅业主诚心出售,恒顺锦润悦府 -成纪新城,3室2厅 | 118平米 | 南 | 毛坯 | 中楼层(共27层)  | 板楼,1人关注 / 一年前发布,110,"9,323元/平"
碧桂园南北通透双阳台三室两卫河景房133万可按揭,碧桂园 -成纪新城,3室2厅 | 128平米 | 南 北 | 其他 | 高楼层(共22层)  | 板楼,0人关注 / 一年前发布,116,"9,063元/平"
天庆嘉园 3室2厅 南 北,天庆嘉园 -秦州区,3室2厅 | 134.24平米 | 南 北 | 其他 | 中楼层(共11层)  | 暂无数据,0人关注 / 2个月以前发布,149,"11,100元/平"
天河美郡南北通透.户型方正.配套齐全.,天河美郡 -王家磨,3室2厅 | 145.18平米 | 南 北 | 其他 | 高楼层(共14层)  | 暂无数据,0人关注 / 2个月以前发布,113,"7,784元/平"
恒顺锦润悦府大四室175平165万可谈可按揭,恒顺锦润悦府 -成纪新城,4室2厅 | 175.51平米 | 南 北 | 其他 | 高楼层(共27层)  | 板楼,0人关注 / 3个月以前发布,165,"9,402元/平"
天水师院旁边大三室，产证齐全可按揭,园丁苑 -天水郡,3室2厅 | 126.45平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,123,"9,728元/平"
南北通透格局好，楼层好，大平层,福迪瑞府 -秦州区,7室2厅 | 256平米 | 南 北 | 毛坯 | 高楼层(共12层)  | 暂无数据,0人关注 / 2个月以前发布,300,"11,719元/平"
房子满五唯一，南北通透的房子，交通方便,兰天嘉园 -东桥头,3室2厅 | 128平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,135,"10,547元/平"
碧桂园经典三室 实用面积大  方便看房  价格可以,碧桂园 -成纪新城,3室2厅 | 124.67平米 | 南 北 | 简装 | 中楼层(共27层)  | 板楼,2人关注 / 一年前发布,115,"9,225元/平"
南北通透，采光视野好 价格可谈,和谐家园 -七里墩,3室2厅 | 128平米 | 南 北 | 精装 | 低楼层(共16层)  | 板楼,0人关注 / 3个月以前发布,97,"7,579元/平"
逸夫学QU，复试结构，单价低，可按揭,富安南溪苑 -秦州区,4室2厅 | 123.79平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,125,"10,098元/平"
天水恒洋小区3-2-1-2 110平 价格优美,天水恒洋小区 -万达,3室2厅 | 110平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,90,"8,182元/平"
繁华地段 南北通透 产权清晰可按揭 房子精装修,清华苑小区 -东桥头,3室3厅 | 148平米 | 南 北 | 精装 | 高楼层(共4层)  | 暂无数据,0人关注 / 2个月以前发布,135,"9,122元/平"
长仪厂家属院，大三室，公摊小，满五唯一,长仪厂家属院 -天水郡,3室2厅 | 107平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,1人关注 / 6个月以前发布,90,"8,412元/平"
楼层好、视野宽阔、采光充足，交通方便,碧桂园 -成纪新城,3室2厅 | 124平米 | 南 北 | 精装 | 中楼层(共27层)  | 暂无数据,0人关注 / 一年前发布,125,"10,081元/平"
此房诚心出售，南北通透户型，楼层好，视野开阔,碧桂园·御府 -麦积区,3室2厅 | 130平米 | 南 | 其他 | 高楼层(共11层)  | 暂无数据,0人关注 / 1个月以前发布,92,"7,077元/平"
花苑小区3室2厅，格局好，户型方正，采光充足,花苑小区 -秦州区,3室2厅 | 100平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,120,"12,000元/平"
此房南北通透格局，精装修，拎包入住，万达商圈,华府香榭丽舍 -万达,3室2厅 | 124平米 | 南 北 | 精装 | 高楼层(共18层)  | 暂无数据,1人关注 / 5个月以前发布,125,"10,081元/平"
西十里单价6400左右可按揭三居室,二一三家园 -西十里,3室2厅 | 117平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,75,"6,411元/平"
大唐人家 公摊小 户型南北通透 视野开阔,大唐人家 -西十里,3室2厅 | 145平米 | 南 | 其他 | 高楼层(共12层)  | 暂无数据,3人关注 / 6个月以前发布,107,"7,380元/平"
尚真印象3室2厅1卫 精装修，家具家电齐全,尚真印象 -七里墩,3室2厅 | 125平米 | 南 北 | 精装 | 中楼层(共27层)  | 板楼,0人关注 / 5个月以前发布,135,"10,800元/平"
此房满五，南北通透，楼层好，采光充足，配套齐全。,天河家园 -七里墩,2室2厅 | 95平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,79,"8,316元/平"
电梯房，新小区，大户型，价格可议,景园水岸都市 -伏羲庙,3室2厅 | 138.3平米 | 南 北 | 其他 | 中楼层(共9层)  | 暂无数据,1人关注 / 一年前发布,130,"9,400元/平"
万达广场 110平三室 99万 可谈 可按揭,天水万达广场 -万达,3室2厅 | 110平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 板楼,0人关注 / 4个月以前发布,105,"9,546元/平"
上亿广场.交通方便配套齐全.楼底下就是综合体,上亿广场 -西十里,3室2厅 | 66平米 | 南 | 其他 | 高楼层(共15层)  | 暂无数据,0人关注 / 2个月以前发布,83,"12,576元/平"
南北通透.户型方正.精装标准.,大唐人家 -西十里,3室2厅 | 145.2平米 | 南 北 | 其他 | 高楼层(共12层)  | 暂无数据,0人关注 / 4个月以前发布,108,"7,439元/平"
华港兴居 三室两厅 精装修 好楼层,华港兴居 -天水郡,3室2厅 | 125平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,108,"8,640元/平"
盛世桃园大面积房源，精装修，拎包入住,盛世桃园 -秦州区,4室2厅 | 164.5平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,1人关注 / 4个月以前发布,223,"13,557元/平"
御园财富公馆三室两厅一厨两卫 ..,御园财富公馆 -秦州区,3室2厅 | 114平米 | 南 | 毛坯 | 高楼层(共12层)  | 暂无数据,3人关注 / 一年前发布,97,"8,509元/平"
保利上河雅颂   大三房  南北通透  可议价,保利上河雅颂 -麦积区,3室2厅 | 125.96平米 | 南 北 | 简装 | 中楼层(共16层)  | 板楼,4人关注 / 一年前发布,113,"8,972元/平"
景园水岸都市170.94平.4室2厅2卫.南北通透.,景园水岸都市 -伏羲庙,4室2厅 | 170.94平米 | 南 北 | 其他 | 中楼层(共18层)  | 暂无数据,3人关注 / 一年前发布,170,"9,946元/平"
此房诚心出售，南北通透户型，楼层好，视野开阔，,星光家园 -麦积区,3室2厅 | 130平米 | 南 北 | 其他 | 中楼层(共11层)  | 暂无数据,2人关注 / 5个月以前发布,80,"6,154元/平"
满二  无大税   精装修  看房方便   带家具家电,碧桂园 -成纪新城,3室2厅 | 127平米 | 南 北 | 精装 | 中楼层(共27层)  | 板塔结合,0人关注 / 3个月以前发布,120,"9,449元/平"
此房、南北通透格局、楼层好、视野宽阔、采光充足,恒顺锦润悦府 -成纪新城,4室2厅 | 180平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 暂无数据,0人关注 / 4个月以前发布,162,"9,000元/平"
碧桂园御府三室业主亏本出售108万,碧桂园·御府 -麦积区,3室2厅 | 130平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 暂无数据,0人关注 / 1个月以前发布,108,"8,308元/平"
中海铂悦府3-2-1-2 124平，地段优美,中海•铂悦府 -万达,3室2厅 | 124.1平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 板楼,0人关注 / 3个月以前发布,124.5,"10,033元/平"
碧桂园五室两厅三卫带阳光房南北通透精装房带车位出售,碧桂园 -成纪新城,5室2厅 | 280平米 | 南 北 | 精装 | 中楼层(共25层)  | 暂无数据,1人关注 / 9个月以前发布,249,"8,893元/平"
碧桂园御府  145平  四室两厅两卫  随时看房,碧桂园·御府 -麦积区,4室2厅 | 145平米 | 南 北 | 毛坯 | 低楼层(共15层)  | 暂无数据,0人关注 / 2个月以前发布,120,"8,276元/平"
恒顺锦润悦府148平米三室两厅改善户型业主诚意出售,恒顺锦润悦府 -成纪新城,3室2厅 | 148平米 | 北 南 | 其他 | 中楼层(共27层)  | 板楼,0人关注 / 3个月以前发布,130,"8,784元/平"
此房 南北通透 户型方正 中间楼层 居住舒适 可更名,长低小区 -七里墩,3室2厅 | 97平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 暂无数据,3人关注 / 6个月以前发布,63,"6,495元/平"
盛世桃园 大户型 三室两厅 逸夫建二,盛世桃园 -秦州区,3室2厅 | 184平米 | 南 北 | 其他 | 中楼层(共10层)  | 板楼,0人关注 / 4个月以前发布,248,"13,479元/平"
此房为一手新房源，现房可以按揭,御园·桃李春风 -万达,4室2厅 | 150平米 | 南 北 | 毛坯 | 低楼层(共5层)  | 暂无数据,0人关注 / 3个月以前发布,127.5,"8,500元/平"
房子满五唯一   业主自住   装修的不错,广厦小区 -秦州区,3室2厅 | 104.7平米 | 南 北 | 精装 | 中楼层(共8层)  | 暂无数据,0人关注 / 4个月以前发布,110,"10,507元/平"
尚真印象3-2-1-1 115.00m² 116 万）,尚真印象 -七里墩,3室2厅 | 115平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 板楼,0人关注 / 11个月以前发布,110,"9,566元/平"
秦都.铂金峰范三室两厅两卫122.96平,秦都·铂金峰范 -西十里,3室2厅 | 122.96平米 | 南 北 | 其他 | 中楼层(共18层)  | 暂无数据,1人关注 / 一年前发布,114,"9,272元/平"
经典户型，采光好，视野无遮挡，配套设施齐全,御园财富公馆 -秦州区,3室2厅 | 97.28平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 暂无数据,0人关注 / 1个月以前发布,84,"8,635元/平"
碧桂园御府70年大产权四室 南北通透 可按揭,碧桂园·御府 -麦积区,4室2厅 | 143平米 | 南 北 | 毛坯 | 低楼层(共15层)  | 暂无数据,0人关注 / 1个月以前发布,120,"8,392元/平"
香榭丽舍精装三室两卫140万 可按揭价格能商量,华府香榭丽舍 -万达,3室2厅 | 125平米 | 南 北 | 精装 | 低楼层(共12层)  | 板楼,1人关注 / 10个月以前发布,140,"11,200元/平"
改善户型  三室两厅  看房方便,尚真印象 -七里墩,3室2厅 | 125.26平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 10个月以前发布,118,"9,421元/平"
福迪瑞福，配套成熟，南北通透，环境优美,福迪瑞府 -秦州区,4室2厅 | 160.02平米 | 南 西 北 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,143,"8,937元/平"
精装修 未住过  业主诚心出售,供销大厦 -未知商圈,3室1厅 | 120平米 | 东 西 | 其他 | 低楼层(共27层)  | 暂无数据,0人关注 / 4个月以前发布,125,"10,417元/平"
此房诚心出售，南北通透户型，楼层好，视野开阔,陇上尊裕 -秦州区,3室2厅 | 111.3平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,88,"7,907元/平"
碧桂园御府 带大平台 南北通透 四室两卫 诚意出售,碧桂园·御府 -麦积区,4室2厅 | 143.42平米 | 南 北 | 毛坯 | 高楼层(共16层)  | 板楼,0人关注 / 6个月以前发布,137,"9,553元/平"
双桥征稽站大三居 首付24万起,双桥南路43号 -天水郡,3室2厅 | 98.58平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,80,"8,116元/平"
此房南北通透 ，格局方正，楼层适中，采光充足,金宇花苑 -秦州区,3室2厅 | 102平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 10个月以前发布,125,"12,255元/平"
万达天御145现房价格低可按揭,天水万达广场 -万达,4室2厅 | 145平米 | 南 北 | 简装 | 低楼层(共27层)  | 暂无数据,0人关注 / 1个月以前发布,138,"9,518元/平"
保利上河雅颂135户型三室两厅精装房业主诚意出售,保利上河雅颂 -麦积区,3室2厅 | 135平米 | 北 南 | 其他 | 低楼层(共27层)  | 暂无数据,0人关注 / 2个月以前发布,107,"7,926元/平"
此房南北通透 ，格局方正，楼层适中，采光充足,金宇花苑 -秦州区,3室2厅 | 102平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 10个月以前发布,125,"12,255元/平"
碧桂园 127平河景房 全天采光 随时看房 可按揭,碧桂园 -成纪新城,3室2厅 | 127平米 | 南 北 | 其他 | 低楼层(共22层)  | 板楼,0人关注 / 4个月以前发布,105,"8,268元/平"
急售   东达大厦   三室两厅   大产权   可按揭,东达大厦 -未知商圈,3室2厅 | 139.32平米 | 南 北 | 其他 | 高楼层(共19层)  | 暂无数据,0人关注 / 4个月以前发布,128,"9,188元/平"
此房南北通透，电梯房，视野宽广，小区配套齐全,东煜广场 -天水郡,4室2厅 | 162平米 | 南 北 | 其他 | 低楼层(共27层)  | 暂无数据,1人关注 / 一年前发布,130,"8,025元/平"
天庆嘉园 三室两厅一厨两卫 简单装修 南北通透,天庆嘉园 -秦州区,2室2厅 | 103.43平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,112,"10,829元/平"
天庆嘉园 3室2厅 南,天庆嘉园 -秦州区,3室2厅 | 129.67平米 | 南 | 其他 | 低楼层(共25层)  | 暂无数据,0人关注 / 2个月以前发布,130,"10,026元/平"
碧桂园御府四室两厅两卫南北通透格局、楼层好视野宽阔,碧桂园·御府 -麦积区,4室2厅 | 143平米 | 南 北 | 毛坯 | 高楼层(共16层)  | 暂无数据,0人关注 / 2个月以前发布,135,"9,441元/平"
独梯独户  127平 三室两厅两卫 看房方便  价格可议,碧桂园 -成纪新城,3室2厅 | 127平米 | 南 北 | 其他 | 中楼层(共27层)  | 板楼,1人关注 / 9个月以前发布,135,"10,630元/平"
此房诚心出售，南北通透户型，楼层好，视野开阔,碧桂园 -成纪新城,3室2厅 | 108平米 | 南 | 其他 | 高楼层(共27层)  | 板楼,0人关注 / 2个月以前发布,105,"9,723元/平"
天水碧桂园3室2厅2卫此房户型方正，拎包入住，费用低,碧桂园 -成纪新城,3室2厅 | 123.66平米 | 南 | 精装 | 低楼层(共27层)  | 板楼,0人关注 / 1个月以前发布,100,"8,087元/平"
师院旁边三居室 无公摊  带阳台  地下室,乡干楼家属院 -天水郡,3室2厅 | 108平米 | 南 北 | 其他 | 低楼层(共8层)  | 板楼,0人关注 / 2个月以前发布,95,"8,797元/平"
天河家园四室两厅两卫 复式  88万可谈,天河家园 -七里墩,4室2厅 | 106.7平米 | 南 北 | 精装 | 高楼层(共8层)  | 板塔结合,0人关注 / 1个月以前发布,88,"8,248元/平"
天河小区，低于市场价，看房方便价位可谈,天河家园 -七里墩,3室1厅 | 77.64平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,6人关注 / 6个月以前发布,57,"7,342元/平"
