标题,开发商,房子信息,发布信息,售价/万,单价
开发商统装大三房，满5唯一，自住保养新,澜调国际 -湖东,3室2厅 | 141.36平米 | 南 | 精装 | 高楼层(共31层)  | 板楼,1人关注 / 6天以前发布,550,"38,908元/平"
双湾花园一期：精装小三房、满五年、中间楼层、诚售！,中海双湾花园一期 -尹山湖,3室2厅 | 87.23平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,3人关注 / 2个月以前发布,209,"23,960元/平"
飞机户型，三开间，视野好，采光刺眼，诚意出售,青山绿庭二区 -科技城,3室1厅 | 124.33平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,14人关注 / 3个月以前发布,270,"21,717元/平"
九方城，正4房，简约装修，诚心出售，随时看房签约,中航九方城市花园 -玉山城北,4室2厅 | 139.47平米 | 南 | 精装 | 低楼层(共27层)  | 塔楼,2人关注 / 5个月以前发布,377.6,"27,074元/平"
电梯洋房 四开间朝南 中间楼层。 带地下汽车位。,绿地苏州ONE -松陵,4室2厅 | 129.13平米 | 南 | 毛坯 | 高楼层(共9层)  | 板楼,7人关注 / 4个月以前发布,235,"18,199元/平"
满五不唯一，楼层好，采光佳，带电梯，户型好,仲雅苑北区 -平江新城,3室2厅 | 107.66平米 | 南 | 简装 | 高楼层(共11层)  | 板楼,282人关注 / 一年前发布,287,"26,658元/平"
永旺旁 地铁沿线 四大商场配套 清水毛坯,南山楠 -浒关,3室2厅 | 99.88平米 | 南 | 毛坯 | 中楼层(共22层)  | 板楼,21人关注 / 8个月以前发布,207,"20,725元/平"
全新装修小三房，小高层，房东置换诚意出售,中南锦苑西区 -斜塘,3室2厅 | 92.31平米 | 南 | 精装 | 低楼层(共16层)  | 板楼,1人关注 / 1个月以前发布,343,"37,158元/平"
小区品质高，采光足，视野开阔，随时签约；,新城香悦花园 -花桥,3室2厅 | 89.77平米 | 南 | 简装 | 中楼层(共32层)  | 板楼,0人关注 / 3个月以前发布,216,"24,062元/平"
天境湖畔，海域天境苑136平飞机户型双阳台,海域天境苑 -科教新城,3室2厅 | 136平米 | 南 北 | 毛坯 | 21层  | 板塔结合,0人关注 / 1个月以前发布,265,"19,486元/平"
急售园区地铁口洋房，通透，精装修，业主想快速卖掉。,金色尚城 -斜塘,2室2厅 | 83.17平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,15人关注 / 4个月以前发布,265,"31,863元/平"
此房适合老人小孩居住，通风采光视野都不错，,金辉正荣花漫四季 -临湖,3室2厅 | 86.48平米 | 东南 | 毛坯 | 高楼层(共10层)  | 板塔结合,1人关注 / 4个月以前发布,138,"15,958元/平"
自由都市精装修三房，装修不错拎包入住，看房方便,自由都市 -周市,3室2厅 | 88.53平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,7人关注 / 3个月以前发布,185,"20,897元/平"
美式装修，保养好，经典南北通透户型,云山诗意(吴中区) -木渎,4室2厅 | 124.3平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,22人关注 / 5个月以前发布,280,"22,527元/平"
新上4号线 团结桥 正3房 独立车库 金楼层  南环西路,南环西路23号 -南门,3室2厅 | 94.29平米 | 南 | 简装 | 5层  | 板楼,0人关注 / 1个月以前发布,215,"22,802元/平"
大飘窗，景观视野刺眼，诚心出售,万科魅力花园 -花桥,4室2厅 | 117.16平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,1人关注 / 1个月以前发布,241,"20,571元/平"
急急售 单价2.1万四房全朝向南，带入户花园，房东急售,幸福未来花园 -科技城,4室2厅 | 164.89平米 | 南 | 毛坯 | 高楼层(共11层)  | 板楼,47人关注 / 一年前发布,360,"21,833元/平"
园林式建筑，小区中间位置，居住舒适，,建发独墅湾 -南双湖,3室1厅 | 209.67平米 | 南 | 简装 | 下叠(共4层)  | 板楼 | 叠拼别墅 ,38人关注 / 11个月以前发布,648,"30,906元/平"
锦荷苑通透大三房，中间楼层，满五年唯一，草桥教科院,锦荷苑 -平江新城,3室2厅 | 115.88平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,21人关注 / 一年前发布,305,"26,321元/平"
中南世纪城三房二卫满二、好楼层全天采光、带八角窗,中南世纪城(昆山) -开发区,3室2厅 | 125.03平米 | 南 | 精装 | 高楼层(共34层)  | 塔楼,0人关注 / 2个月以前发布,265,"21,195元/平"
新上友联二村  地铁口200米 中间2楼半,友联二村 -沧浪新城,3室1厅 | 84.88平米 | 南 | 简装 | 6层  | 板楼,1人关注 / 3个月以前发布,179,"21,089元/平"
湖居世家次顶楼 带车位 拎包入住 湖景三房,鑫苑湖居世家 -尹山湖,3室2厅 | 90.53平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,5人关注 / 2个月以前发布,215,"23,750元/平"
新出名馨三房 三条地铁线旁 狮山好地段 楼层视野棒,名馨花园 -狮山,3室1厅 | 104.17平米 | 南 北 | 精装 | 18层  | 塔楼,3人关注 / 2个月以前发布,329,"31,583元/平"
清水毛坯满两年，中间位置远离高架和高铁，采光无遮挡,南山柠檬花园柠府 -浒关,3室2厅 | 92.87平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,43人关注 / 一年前发布,182,"19,598元/平"
毛坯大三房，业主诚心出售，价格可谈！！！,景瑞御江山 -越溪,3室1厅 | 125.73平米 | 南 | 简装 | 高楼层(共27层)  | 板楼,5人关注 / 5个月以前发布,222,"17,657元/平"
5号地铁口旁，带自行车库，中间楼层，急售,花苑新邨 -木渎,3室1厅 | 87.24平米 | 南 | 简装 | 中楼层(共5层)  | 板塔结合,2人关注 / 2个月以前发布,150,"17,194元/平"
大润发旁 近地铁 温馨三室 南北双阳台 保养好 急售,国基城邦逸墅 -花桥,3室2厅 | 98平米 | 南 北 | 精装 | 中楼层(共23层)  | 板塔结合,0人关注 / 2个月以前发布,189,"19,286元/平"
新上红树湾边户三房 婚装近30万就住几周 满五唯一,新城红树湾 -太湖新城（吴江）,3室2厅 | 87.46平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,46人关注 / 4个月以前发布,193,"22,068元/平"
S1地铁口800米3房2卫边套开发商交付未住过次新房,嘉宝梦之悦 -花桥,3室2厅 | 92.87平米 | 南 | 毛坯 | 低楼层(共27层)  | 塔楼,1人关注 / 1个月以前发布,205,"22,074元/平"
急售价  视野开阔  清水毛坯3房飞机户型 看房有钥匙,尚景湾 -元和,3室2厅 | 109.25平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,1人关注 / 2个月以前发布,210,"19,222元/平"
近地铁口900米，配套成熟。精装修,凯德都会新峰 -花桥,3室2厅 | 127.1平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,8人关注 / 4个月以前发布,335,"26,358元/平"
S1号线地铁，诚售精装南北通三房，拎包入住，满五唯一,世茂東外滩 -开发区,3室2厅 | 92.78平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,1人关注 / 2个月以前发布,218,"23,497元/平"
新上广济南路地铁口 三开间朝南，厨卫朝北 看房随时,菱塘新村一期 -金门,3室1厅 | 70.32平米 | 南 | 简装 | 6层  | 板楼,3人关注 / 2个月以前发布,161,"22,896元/平"
吴银平：小高层电梯房，房东诚心出售，小桥流水环境,宝石御景园 -金门,3室2厅 | 117.44平米 | 南 | 简装 | 11层  | 板楼,13人关注 / 6个月以前发布,339,"28,866元/平"
满两年，不靠高架，楼层好，位置好,淞泽家园（二区） -车坊,2室1厅 | 76.02平米 | 南 | 精装 | 中楼层(共19层)  | 板楼,6人关注 / 3个月以前发布,173,"22,758元/平"
新上彩虹新村二区 精装三房 回老家发展 满五唯一 诚售,彩虹新村（二区） -胥江,3室1厅 | 68.2平米 | 南 | 精装 | 6层  | 板楼,2人关注 / 1个月以前发布,148,"21,701元/平"
东湖大郡 1楼带大花园 通透户型 有钥匙 诚意出售,东湖大郡二期 -湖东CBD,3室2厅 | 137.72平米 | 南 | 精装 | 18层  | 板楼,2人关注 / 1个月以前发布,559,"40,590元/平"
阳光水榭 石湖东路地铁口 三房两卫 精装修 碧波,阳光水榭花园 -城南,3室2厅 | 128.65平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,110人关注 / 一年前发布,289,"22,465元/平"
绿地精装三房，首排视野好拎包入住带地暖，可看金鸡湖,绿地华尔道 -白塘,3室2厅 | 87.55平米 | 南 | 精装 | 23层  | 板楼,26人关注 / 7个月以前发布,455,"51,971元/平"
新上，优步洋房88正三房，位置好中上楼层，精装保养好,金辉优步花园 -青剑湖,3室1厅 | 88.16平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,12人关注 / 3个月以前发布,349,"39,588元/平"
横厅设计，采光面足，诚心出售，随时看房,绿地旭辉吴门府 -松陵,4室2厅 | 142.85平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,21人关注 / 6个月以前发布,350,"24,502元/平"
万科翠逸花园大平层，精装修，满两年,万科翠逸花园一区 -科技城,4室2厅 | 160.6平米 | 南 | 毛坯 | 中楼层(共10层)  | 板楼,42人关注 / 一年前发布,515,"32,068元/平"
园区东首付45万买三房，园区看过来,银河新都 -张浦,3室1厅 | 109.09平米 | 南 | 精装 | 低楼层(共17层)  | 塔楼,7人关注 / 10个月以前发布,143,"13,109元/平"
精装修，双阳台，满二税少，采光充足，户型通透！,伟业迎春城橙家 -太湖新城（吴江）,3室2厅 | 90.31平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,178,"19,710元/平"
苏锦一村+有钥匙+单价1.9万+复式阳光房+草桥+3条地铁,苏锦一村四合院（百合苑/海棠苑/白兰苑/丹桂苑）） -平江新城,3室2厅 | 87.78平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,48人关注 / 5个月以前发布,175,"19,937元/平"
尹东新上房源  精装带阁楼，业主诚心出售   看房随时,尹东新村 -南双湖,3室2厅 | 81.14平米 | 南 | 精装 | 高楼层(共5层)  | 板塔结合,0人关注 / 1个月以前发布,155,"19,103元/平"
嘉和丽园 精装修 大平层4房 中上楼层 有车位一梯两户,嘉和丽园 -元和,4室2厅 | 166.65平米 | 南 | 精装 | 中楼层(共10层)  | 板楼,7人关注 / 1个月以前发布,260,"15,602元/平"
左岸香颂精装三房，中上楼层，诚意出售,左岸香颂 -东沙湖,3室2厅 | 98.34平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,2人关注 / 2个月以前发布,300,"30,507元/平"
降价业主诚心出售    海域天镜一期  好楼层  飞机户型,海域天境苑 -科教新城,3室1厅 | 135.6平米 | 南 | 毛坯 | 27层  | 板塔结合,18人关注 / 8个月以前发布,245,"18,068元/平"
此房满五唯一，房东诚心出售，精装修拎包入住,瑞景国际 -松陵,3室2厅 | 96.81平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,5人关注 / 4个月以前发布,175,"18,077元/平"
花溪公馆位置好出门就是花溪公馆.房东有二次装修.,花溪公馆 -花桥,3室1厅 | 101.14平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,3人关注 / 31天以前发布,292,"28,871元/平"
毛坯大三房，业主诚心出售，价格可谈！！！,景瑞御江山 -越溪,3室1厅 | 125.73平米 | 南 | 简装 | 高楼层(共27层)  | 板楼,5人关注 / 5个月以前发布,222,"17,657元/平"
园区东首付45万买三房，园区看过来,银河新都 -张浦,3室1厅 | 109.09平米 | 南 | 精装 | 低楼层(共17层)  | 塔楼,7人关注 / 10个月以前发布,143,"13,109元/平"
此房满五唯一，房东诚心出售，精装修拎包入住,瑞景国际 -松陵,3室2厅 | 96.81平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,5人关注 / 4个月以前发布,175,"18,077元/平"
苏锦一村+有钥匙+单价1.9万+复式阳光房+草桥+3条地铁,苏锦一村四合院（百合苑/海棠苑/白兰苑/丹桂苑）） -平江新城,3室2厅 | 87.78平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,48人关注 / 5个月以前发布,175,"19,937元/平"
尹东新上房源  精装带阁楼，业主诚心出售   看房随时,尹东新村 -南双湖,3室2厅 | 81.14平米 | 南 | 精装 | 高楼层(共5层)  | 板塔结合,0人关注 / 1个月以前发布,155,"19,103元/平"
花溪公馆位置好出门就是花溪公馆.房东有二次装修.,花溪公馆 -花桥,3室1厅 | 101.14平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,3人关注 / 31天以前发布,292,"28,871元/平"
左岸香颂精装三房，中上楼层，诚意出售,左岸香颂 -东沙湖,3室2厅 | 98.34平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,2人关注 / 2个月以前发布,300,"30,507元/平"
精装修，双阳台，满二税少，采光充足，户型通透！,伟业迎春城橙家 -太湖新城（吴江）,3室2厅 | 90.31平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,178,"19,710元/平"
降价业主诚心出售    海域天镜一期  好楼层  飞机户型,海域天境苑 -科教新城,3室1厅 | 135.6平米 | 南 | 毛坯 | 27层  | 板塔结合,18人关注 / 8个月以前发布,245,"18,068元/平"
万科翠逸花园大平层，精装修，满两年,万科翠逸花园一区 -科技城,4室2厅 | 160.6平米 | 南 | 毛坯 | 中楼层(共10层)  | 板楼,42人关注 / 一年前发布,515,"32,068元/平"
嘉和丽园 精装修 大平层4房 中上楼层 有车位一梯两户,嘉和丽园 -元和,4室2厅 | 166.65平米 | 南 | 精装 | 中楼层(共10层)  | 板楼,7人关注 / 1个月以前发布,260,"15,602元/平"
近地铁口900米，配套成熟。精装修,凯德都会新峰 -花桥,3室2厅 | 127.1平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,8人关注 / 4个月以前发布,335,"26,358元/平"
5号地铁口旁，带自行车库，中间楼层，急售,花苑新邨 -木渎,3室1厅 | 87.24平米 | 南 | 简装 | 中楼层(共5层)  | 板塔结合,2人关注 / 2个月以前发布,150,"17,194元/平"
精装三房，家具家电全留，诚心出售，随时看房,金辉优步花园 -青剑湖,3室2厅 | 87.87平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,3人关注 / 1个月以前发布,225,"25,607元/平"
湖居世家次顶楼 带车位 拎包入住 湖景三房,鑫苑湖居世家 -尹山湖,3室2厅 | 90.53平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,5人关注 / 2个月以前发布,215,"23,750元/平"
楼层好，位置佳视野开阔，采光好，房东诚心出售,万科印象花园三期 -玉山高新区,3室2厅 | 96.05平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,148,"15,409元/平"
95边户，南北通透  带中，央空调，品质装修，可看房,苏胥湾 -木渎,3室2厅 | 95.49平米 | 南 北 | 精装 | 高楼层(共26层)  | 板楼,4人关注 / 2个月以前发布,209,"21,888元/平"
轻轨11号线 星汇兰亭一梯两户洋房 中间楼层 自住装修,星汇兰亭 -花桥,3室1厅 | 88.53平米 | 南 北 | 精装 | 中楼层(共9层)  | 板楼,10人关注 / 2个月以前发布,260,"29,369元/平"
花苑新村 南北通大三房 楼层好 看房方便,花苑新村（花桥） -花桥,3室2厅 | 131.36平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,6人关注 / 9个月以前发布,193,"14,693元/平"
新出名馨三房 三条地铁线旁 狮山好地段 楼层视野棒,名馨花园 -狮山,3室1厅 | 104.17平米 | 南 北 | 精装 | 18层  | 塔楼,3人关注 / 2个月以前发布,329,"31,583元/平"
（急）朗沁，三楼总高11层，洋房，满五唯一，精装修！,朗沁花园 -浒墅关经济技术开发区,3室2厅 | 89平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,2人关注 / 3个月以前发布,163,"18,315元/平"
大润发旁 近地铁 温馨三室 南北双阳台 保养好 急售,国基城邦逸墅 -花桥,3室2厅 | 98平米 | 南 北 | 精装 | 中楼层(共23层)  | 板塔结合,0人关注 / 2个月以前发布,189,"19,286元/平"
急售价  视野开阔  清水毛坯3房飞机户型 看房有钥匙,尚景湾 -元和,3室2厅 | 109.25平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,1人关注 / 2个月以前发布,210,"19,222元/平"
绿地明星三房，精装修，满五唯一，中间好楼层，,绿地21新城 -开发区,3室1厅 | 89.58平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,2人关注 / 2个月以前发布,182,"20,318元/平"
清水湾大两房 精装修 南北通风 户型正气 有买断车位,清水湾花园 -城南,2室1厅 | 103.68平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 3个月以前发布,197,"19,001元/平"
嘉宝花园三期 南北大三房 精装修有车位 房东诚售,嘉宝花园三期 -苏苑,3室2厅 | 129平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,13人关注 / 一年前发布,310,"24,032元/平"
禹洲嘉誉山洋房 三房2卫 带双阳台，房东诚心出售,禹洲嘉誉山 -通安,3室2厅 | 98.48平米 | 南 | 精装 | 中楼层(共11层)  | 平房,11人关注 / 5个月以前发布,192.5,"19,548元/平"
北新区金字塔尖精装洋房，凤凰楼层诚心出售！,中交路劲璞玥风华 -浒关,4室2厅 | 143.15平米 | 南 | 精装 | 高楼层(共10层)  | 板楼,7人关注 / 一年前发布,485,"33,881元/平"
