标题,开发商,房子信息,发布信息,售价/万,单价
户型方正   采光靓 此房满五唯一,保利·领秀前城青秀郡 -凤岭南,4室2厅 | 109.49平米 | 北 | 精装 | 高楼层(共32层)  | 板楼,2人关注 / 14天以前发布,139,"12,696元/平"
地铁口物业，交通便利，24小时安保，让业主更安心。,玫瑰园 -经开区,5室2厅 | 275平米 | 南 北 | 简装 | 2层  | 板塔结合 | 独栋别墅 ,0人关注 / 9天以前发布,308,"11,200元/平"
建政路房产局宿舍 3室2厅 南 北,建政路房产局宿舍 -东葛路,3室2厅 | 64平米 | 南 北 | 简装 | 低楼层(共3层)  | 暂无数据,0人关注 / 8天以前发布,88,"13,750元/平"
地铁就在家门口  狮山公园旁  楼下有东沟岭农贸市,瀚林山水源 -东沟岭,3室2厅 | 89平米 | 南 | 其他 | 高楼层(共34层)  | 板塔结合,0人关注 / 4个月以前发布,87,"9,776元/平"
五象新区万科物业，精装大四房，诚心出售,万科公园里 -五象文旅,4室2厅 | 125平米 | 西南 南 | 其他 | 低楼层(共35层)  | 塔楼,0人关注 / 30天以前发布,155,"12,400元/平"
毛坯新房，业主诚意出售，户型方正，楼层高采光通风好,天健城 -西大,3室2厅 | 99.28平米 | 东南 | 毛坯 | 高楼层(共41层)  | 暂无数据,0人关注 / 30天以前发布,90,"9,066元/平"
枫丹丽舍大三房65万 5400单价 诚心出售,枫丹丽舍 -仙葫,3室2厅 | 118平米 | 南 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 27天以前发布,60,"5,085元/平"
荣宝华商城 3室2厅 南 北,荣宝华商城 -白沙星光,3室2厅 | 127.14平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 20天以前发布,70,"5,506元/平"
无欠款，中高层，精装修，诚意出售价格实惠,荣和·千千树 -凤岭北,4室2厅 | 88平米 | 南 | 其他 | 中楼层(共33层)  | 塔楼,2人关注 / 4个月以前发布,125,"14,205元/平"
安吉万达带租约出售无抵押看房方便,安吉万达广场 -安吉,1室1厅 | 56平米 | 南 | 其他 | 低楼层(共31层)  | 板塔结合,1人关注 / 3个月以前发布,23.5,"4,197元/平"
碧园南城故事，在这里买房了解它的故事！,碧园南城故事 -经开区,3室2厅 | 101平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,69,"6,832元/平"
交通便利，采光好，楼层好。产权清晰,城光·俊景 -凤岭北,3室2厅 | 102平米 | 北 | 精装 | 中楼层(共30层)  | 塔楼,0人关注 / 1个月以前发布,130,"12,746元/平"
业主置换变现，诚心卖房！看房方便！,合景天汇广场 -五象湖,3室2厅 | 96平米 | 东南 | 精装 | 低楼层(共46层)  | 塔楼,0人关注 / 2个月以前发布,122,"12,709元/平"
橘子郡 2室2厅 北,橘子郡 -东沟岭,2室2厅 | 76平米 | 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,53,"6,974元/平"
精装修大4房，户型方正，南北通风好，楼层适中,阳光城丽景湾 -龙岗,3室2厅 | 88平米 | 南 | 毛坯 | 高楼层(共30层)  | 板塔结合,0人关注 / 7个月以前发布,88,"10,000元/平"
天誉花园精装三房业主诚心出售，朝南,天誉花园4组团 -五象文旅,3室2厅 | 69平米 | 东南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,53,"7,682元/平"
建政路上，精装2房，健康楼层，采光好，看房方便,建政路工商局宿舍 -东葛路,2室1厅 | 60平米 | 南 | 简装 | 高楼层(共8层)  | 暂无数据,1人关注 / 7个月以前发布,113,"18,834元/平"
总部基地旁 五象湖 融创九棠府 精装三房 看房提前约,融创九棠府 -五象湖,3室2厅 | 97平米 | 东南 | 精装 | 中楼层(共26层)  | 塔楼,0人关注 / 3个月以前发布,118,"12,165元/平"
小区品质好，绿化好，出行便利。业主诚心急售！,中海国际一期 -东沟岭,4室2厅 | 88.77平米 | 南 东 | 精装 | 低楼层(共32层)  | 塔楼,0人关注 / 1个月以前发布,90,"10,139元/平"
合景天汇广场  精装103平 大三房  地铁口100米,合景天汇广场 -五象湖,3室2厅 | 103平米 | 南 | 精装 | 低楼层(共49层)  | 塔楼,1人关注 / 3个月以前发布,125,"12,136元/平"
房子不靠路边，看小区中·心花园 双凤翔,香格里拉二期 -凤岭北,2室2厅 | 85平米 | 东南 | 精装 | 高楼层(共23层)  | 板塔结合,0人关注 / 1个月以前发布,117,"13,765元/平"
双凤翔 总价低 业主诚心出售 看房方便,天赐良园 -凤岭北,3室2厅 | 97平米 | 南 北 | 精装 | 低楼层(共17层)  | 塔楼,5人关注 / 4个月以前发布,110,"11,341元/平"
房子 装修保养很好，看小区花园楼间距宽,绿地 · 国际花都 -五象湖,3室2厅 | 89平米 | 南 | 其他 | 高楼层(共34层)  | 板塔结合,0人关注 / 2个月以前发布,120,"13,484元/平"
五象湖 万科魅力之城 精装四房 看房方便,万科魅力之城 -五象湖,4室2厅 | 90.5平米 | 南 | 精装 | 中楼层(共34层)  | 塔楼,0人关注 / 1个月以前发布,120,"13,260元/平"
万象城旁 盛天茗城 精装2房 大阳台 保养很好 中间楼层,盛天茗城 -东盟商务区,2室2厅 | 83.01平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,1人关注 / 2个月以前发布,143,"17,227元/平"
新房交付 拎包入住金科楼盘品质还不错小区居住环境好,金科观天下 -石埠,3室2厅 | 102平米 | 东南 | 其他 | 低楼层(共29层)  | 板塔结合,0人关注 / 1个月以前发布,86,"8,432元/平"
凤岭北精装2房，户型方正，环境舒适，就学便捷,凤岭山语城 -凤岭北,2室2厅 | 76平米 | 北 | 精装 | 中楼层(共34层)  | 塔楼,0人关注 / 1个月以前发布,100,"13,158元/平"
性价实惠 业主诚心出售 看房方便,昌泰水立方 -龙岗,4室2厅 | 115.5平米 | 南 | 其他 | 低楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,85,"7,360元/平"
五象湖宜居大三房，万科物业，户型方正,万科金域蓝湾 -五象湖,4室1厅 | 107.83平米 | 南 | 其他 | 低楼层(共21层)  | 塔楼,0人关注 / 2个月以前发布,180,"16,693元/平"
金湖广场，民歌湖旁，看会展，诚意出售,天立TT国际 -金湖,1室1厅 | 53.58平米 | 南 | 简装 | 高楼层(共28层)  | 塔楼,0人关注 / 3个月以前发布,120,"22,397元/平"
一梯两户大平层，园林美观钥匙在手,澜湾九里二期 -五象核心区,3室2厅 | 136.61平米 | 东南 | 毛坯 | 高楼层(共7层)  | 板塔结合,0人关注 / 2天以前发布,200,"14,641元/平"
盛天地旁商务区地铁站 品质洋房 好楼栋好楼层好户型,世洋丽豪园 -东盟商务区,3室2厅 | 129.85平米 | 东南 | 简装 | 中楼层(共8层)  | 塔楼,1人关注 / 27天以前发布,220,"16,943元/平"
业主诚心出售，一梯两户，公摊少，得房率高，南北对流,万正假日风景 -仙葫,4室2厅 | 162.02平米 | 南 | 简装 | 低楼层(共11层)  | 板楼,0人关注 / 24天以前发布,100,"6,173元/平"
万达茂·御峰国际 4室2厅 东,万达茂·御峰国际 -五象文旅,4室2厅 | 119.82平米 | 东 | 精装 | 中楼层(共48层)  | 板塔结合,0人关注 / 16天以前发布,160,"13,354元/平"
万科公园里 4室2厅 南,万科公园里 -五象文旅,4室2厅 | 124.65平米 | 南 | 其他 | 低楼层(共32层)  | 塔楼,0人关注 / 6天以前发布,160,"12,836元/平"
柳沙半岛民发大观天下，朝南向南北对流，小区中间位置,民发大观天下 -柳沙,4室2厅 | 132.15平米 | 南 | 精装 | 低楼层(共30层)  | 塔楼,0人关注 / 9天以前发布,150,"11,351元/平"
此房楼层好，采光通风好，户型布局合理，精装风格漂亮,合景·天峻广场 -龙岗,4室2厅 | 117平米 | 南 北 | 精装 | 中楼层(共26层)  | 塔楼,0人关注 / 5天以前发布,115,"9,830元/平"
恒大苹果园·金色阳光 5室2厅 南,恒大苹果园·金色阳光 -琅东,5室2厅 | 288.14平米 | 南 | 其他 | 高楼层(共22层)  | 塔楼,0人关注 / 1个月以前发布,240,"8,330元/平"
总部基地 御景山精装大四房  南北通透,御景山 -五象核心区,4室2厅 | 135平米 | 南 北 | 其他 | 中楼层(共28层)  | 板塔结合,1人关注 / 1个月以前发布,179,"13,260元/平"
...........................................,合景天汇广场 -五象湖,4室2厅 | 103平米 | 南 | 其他 | 中楼层(共49层)  | 塔楼,0人关注 / 18天以前发布,145,"14,078元/平"
天誉花园5组团 4室2厅 南,天誉花园5组团 -五象文旅,4室2厅 | 93.2平米 | 南 | 其他 | 中楼层(共38层)  | 板塔结合,0人关注 / 26天以前发布,93,"9,979元/平"
青秀区招商雍景湾朝南3房出售 有公立幼儿园,招商雍景湾 -柳沙,3室2厅 | 94.17平米 | 东南 | 精装 | 低楼层(共33层)  | 板塔结合,0人关注 / 21天以前发布,138,"14,655元/平"
阳光100上东国际 4室2厅 东,阳光100上东国际 -琅东,4室2厅 | 158.44平米 | 东 | 毛坯 | 低楼层(共18层)  | 板塔结合,0人关注 / 11天以前发布,142,"8,963元/平"
就读北湖北路 云星朝南户型 证件齐全 无欠款,云星城市春天西区 -北湖南,3室2厅 | 123.15平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼,0人关注 / 7天以前发布,130,"10,557元/平"
朝阳大四房，精装修急售，给您心爱的她一个家。,太阳广场 -朝阳,4室2厅 | 168平米 | 南 北 | 精装 | 中楼层(共30层)  | 板塔结合,0人关注 / 5天以前发布,140,"8,334元/平"
精装修 保养好 业主诚心出售 方便看房,城市之光小区 -金湖,2室2厅 | 95.11平米 | 南 | 精装 | 中楼层(共11层)  | 暂无数据,0人关注 / 5天以前发布,118,"12,407元/平"
大阳台看江景 精装2房 中间楼层的,骋望·骊都（南区） -心圩区,2室2厅 | 88.72平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,0人关注 / 5天以前发布,85,"9,581元/平"
碧桂园天玺湾 4室1厅 南 北,碧桂园天玺湾 -玉洞,4室1厅 | 127.4平米 | 南 北 | 精装 | 中楼层(共27层)  | 塔楼,0人关注 / 1个月以前发布,168,"13,187元/平"
秀山花园 地铁3号线 青秀山站旁边 中间楼层,秀山花园 -东盟商务区,5室2厅 | 172.75平米 | 南 北 | 其他 | 中楼层(共8层)  | 板塔结合,0人关注 / 31天以前发布,150,"8,684元/平"
中铁江湾山语城 4室2厅 南 北,中铁江湾山语城 -龙岗,4室2厅 | 97.52平米 | 南 北 | 简装 | 低楼层(共26层)  | 塔楼,0人关注 / 31天以前发布,130,"13,331元/平"
万达茂·御峰国际 4室2厅 南,万达茂·御峰国际 -五象文旅,4室2厅 | 121.27平米 | 南 | 毛坯 | 低楼层(共48层)  | 塔楼,0人关注 / 24天以前发布,120,"9,896元/平"
塞纳维拉花园 5室2厅 南,塞纳维拉花园 -凤岭北,5室2厅 | 268.16平米 | 南 | 其他 | 低楼层(共8层)  | 板塔结合,0人关注 / 27天以前发布,436,"16,259元/平"
嘉和城蒙特利岛精装双拼别墅诚心出售 地理位置好,蒙特利岛 -兴宁东,3室2厅 | 171.38平米 | 南 北 | 精装 | 低楼层(共2层)  | 暂无数据,0人关注 / 15天以前发布,290,"16,922元/平"
地铁公园房  8字头 毛坏  业主诚心出售,锦兰公馆 -经开区,3室1厅 | 111.02平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,95,"8,558元/平"
苹果园新组团三房两厅新装修免双税总价低,恒大苹果园·金色阳光 -琅东,3室2厅 | 80.14平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼,0人关注 / 23天以前发布,85,"10,607元/平"
高楼层精装交付，业主诚心出售，可随时看房,彰泰郡 -五象湖,3室2厅 | 86.8平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,0人关注 / 23天以前发布,135,"15,553元/平"
2/3号线地铁宝能五象湖一号4-2-1-2 106.00m² 122 万,宝能五象湖一号 -五象湖,4室2厅 | 105.61平米 | 南 北 | 毛坯 | 低楼层(共31层)  | 塔楼,0人关注 / 25天以前发布,140,"13,257元/平"
绿地诚心出售精装三房，朝南，采光好，满五唯一,绿地中央广场 -青秀万达,3室2厅 | 107.77平米 | 南 北 | 精装 | 低楼层(共29层)  | 塔楼,1人关注 / 24天以前发布,160,"14,847元/平"
四房户型好 南北对流 无抵押 看房方便 装修保养好,盛天华府 -东盟商务区,4室1厅 | 119.14平米 | 南 北 | 其他 | 低楼层(共28层)  | 塔楼,0人关注 / 15天以前发布,263,"22,075元/平"
采光好. 大阳台 空间大，电梯房看房随时预约交通方便,外运·丽汇嘉园北区 -经开区,4室2厅 | 135.92平米 | 南 北 | 其他 | 低楼层(共18层)  | 塔楼,0人关注 / 16天以前发布,90,"6,622元/平"
润华·尚城街区 4室1厅 南,润华·尚城街区 -凤岭北,4室1厅 | 140.9平米 | 南 | 其他 | 低楼层(共23层)  | 板楼,0人关注 / 9天以前发布,141,"10,008元/平"
天誉半岛 地铁口小区 四房 南北朝向 高楼层 近江边,天誉半岛 -五象文旅,4室2厅 | 120平米 | 南 北 | 毛坯 | 高楼层(共31层)  | 板塔结合,0人关注 / 18天以前发布,125,"10,417元/平"
四号地铁口！锦官城稀有毛坯大八房，三代同堂不显拥挤,新希望锦官城 -经开区,8室2厅 | 227平米 | 北 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 13天以前发布,205,"9,031元/平"
五象层高3米.3个阳台3卫的大平层5房4号线飞龙路地铁口,DK国际 -五象核心区,5室2厅 | 212.7平米 | 东南 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 10天以前发布,318,"14,951元/平"
五象天誉花园3组团 高层 小四房  随时看,天誉花园3组团 -五象文旅,4室2厅 | 89.42平米 | 东南 | 毛坯 | 高楼层(共29层)  | 板塔结合,0人关注 / 10天以前发布,80,"8,947元/平"
：此房楼层好，采光通风好，户型布局合理,合景·天峻广场 -龙岗,4室2厅 | 117平米 | 南 北 | 精装 | 高楼层(共26层)  | 塔楼,0人关注 / 15天以前发布,122,"10,428元/平"
天誉花园5组团 4室2厅 南,天誉花园5组团 -五象文旅,4室2厅 | 123.34平米 | 南 | 精装 | 中楼层(共30层)  | 板塔结合,5人关注 / 5个月以前发布,112,"9,081元/平"
五合大学城，业主诚意出售，南北对流,新华苑小区 -仙葫,5室2厅 | 192.99平米 | 南 | 其他 | 低楼层(共9层)  | 板塔结合,3人关注 / 2个月以前发布,102,"5,286元/平"
小孩上学方便 配套齐全 交通便利,海茵·国际花城(长福路) -仙葫,3室2厅 | 118.36平米 | 南 | 其他 | 高楼层(共6层)  | 塔楼,0人关注 / 5个月以前发布,88,"7,435元/平"
房子有证 业主诚心出售 高楼层采光好 户型方正,天誉花园3组团 -五象文旅,5室2厅 | 116.39平米 | 北 | 毛坯 | 中楼层(共42层)  | 板塔结合,0人关注 / 4个月以前发布,120,"10,311元/平"
滨江公园空气好，邕江旁万达茂五象大道成熟社区,万达茂·江山云邸 -五象文旅,4室1厅 | 143.55平米 | 南 | 毛坯 | 低楼层(共51层)  | 板塔结合,0人关注 / 3个月以前发布,195,"13,585元/平"
占天占地联排别墅，从没有过的低价，家在AAAA级景区里,蒙特利岛 -兴宁东,6室2厅 | 181.86平米 | 南 | 毛坯 | 低楼层(共4层)  | 暂无数据,45人关注 / 一年前发布,158,"8,689元/平"
顶复 楼中楼 中空 5房 使用面积300平方,阳光城丽景湾 -龙岗,5室2厅 | 172平米 | 南 北 | 毛坯 | 高楼层(共29层)  | 暂无数据,1人关注 / 4个月以前发布,215,"12,500元/平"
金湖商圈金碧苑  中间楼层 降价房 可入手,金碧苑小区 -金湖,3室2厅 | 149.14平米 | 北 | 精装 | 低楼层(共22层)  | 板塔结合,2人关注 / 一年前发布,290,"19,445元/平"
万科金域中央，地铁口，万科物业 ，精装3房出售,万科金域中央 -玉洞,4室2厅 | 126平米 | 南 | 精装 | 低楼层(共51层)  | 板楼,0人关注 / 9个月以前发布,210,"16,667元/平"
踏进公园密林处，阔然开朗是洋房,万科公园里 -五象文旅,4室2厅 | 116.08平米 | 东南 西北 | 精装 | 中楼层(共11层)  | 板塔结合,3人关注 / 11个月以前发布,155,"13,353元/平"
五象东大唐盛世品质大盘好房推荐,大唐盛世 -龙岗,3室2厅 | 122.59平米 | 南 北 | 精装 | 高楼层(共30层)  | 塔楼,0人关注 / 4个月以前发布,108,"8,810元/平"
五象湖旁高品质楼盘温馨四房值得拥有,融创九棠府 -五象湖,4室2厅 | 115.65平米 | 南 | 精装 | 低楼层(共25层)  | 塔楼,3人关注 / 一年前发布,155,"13,403元/平"
富在深山有远亲，穷在闹市无人问，毛坯四房江景房！,广源大都会 -五象核心区,4室2厅 | 124.54平米 | 北 | 毛坯 | 低楼层(共27层)  | 塔楼,1人关注 / 4个月以前发布,190,"15,257元/平"
五象东，万达茂商圈，临江小区，居住舒适度高,万达茂·御江国际 -五象文旅,4室2厅 | 143.95平米 | 南 | 精装 | 高楼层(共17层)  | 板塔结合,1人关注 / 一年前发布,195,"13,547元/平"
天苍苍 野茫茫 这套房子 也太香了,天誉半岛 -五象文旅,4室2厅 | 119.29平米 | 南 北 | 毛坯 | 高楼层(共25层)  | 塔楼,6人关注 / 一年前发布,135,"11,317元/平"
户型方正，采光好，业主诚意出售,金源一品 -五象核心区,5室2厅 | 158.91平米 | 南 | 其他 | 低楼层(共39层)  | 塔楼,0人关注 / 2个月以前发布,212,"13,341元/平"
龙光普罗旺斯波尔多 业主诚心出售 精装5房南北通透,龙光普罗旺斯波尔多庄园 -经开区,5室2厅 | 123.27平米 | 南 北 | 精装 | 中楼层(共25层)  | 板塔结合,7人关注 / 一年前发布,125,"10,141元/平"
南北对流，采光通风好，户型方正，南北双阳台，大四房,保利领秀前城翎峯台 -凤岭南,4室2厅 | 122平米 | 南 北 | 精装 | 低楼层(共33层)  | 暂无数据,0人关注 / 2个月以前发布,175,"14,345元/平"
