标题,开发商,房子信息,发布信息,售价/万,单价
盛和园 3室2厅 东南,盛和园 -赤坎开发区,3室2厅 | 102平米 | 东南 | 毛坯 | 中楼层(共36层)  | 塔楼,0人关注 / 29天以前发布,133,"13,040元/平"
盛和园 4室2厅 南,盛和园 -赤坎开发区,4室2厅 | 118平米 | 南 | 其他 | 低楼层(共30层)  | 塔楼,0人关注 / 7天以前发布,149,"12,628元/平"
城市高地 5室2厅 南 北,城市高地 -赤坎开发区,5室2厅 | 146.4平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 5天以前发布,176,"12,022元/平"
荣盛华府 4室2厅 南,荣盛华府 -赤坎开发区,4室2厅 | 145平米 | 南 | 毛坯 | 低楼层(共37层)  | 板塔结合,0人关注 / 1天以前发布,195,"13,449元/平"
嘉庆苑 2室2厅 南,嘉庆苑 -金沙湾片区,2室2厅 | 89.6平米 | 南 | 其他 | 低楼层(共9层)  | 板楼,0人关注 / 1天以前发布,80,"8,929元/平"
地税局宿舍 3室2厅 南,地税局宿舍 -海滨片区,3室2厅 | 120平米 | 南 | 其他 | 中楼层(共9层)  | 板楼,0人关注 / 5天以前发布,98,"8,167元/平"
海港小区(向前路10号) 2室1厅 南,海港小区(向前路10号) -工农片区,2室1厅 | 62平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 2天以前发布,38,"6,130元/平"
海滨新宇居 3室2厅 东南,海滨新宇居 -海滨片区,3室2厅 | 139平米 | 东南 | 简装 | 高楼层(共9层)  | 板楼,0人关注 / 7天以前发布,90,"6,475元/平"
体委宿舍 3室2厅 东南,体委宿舍 -七小片区,3室2厅 | 105平米 | 东南 | 其他 | 高楼层(共8层)  | 板楼,0人关注 / 2天以前发布,65,"6,191元/平"
四房两厅 业主诚心出售 精装空闲  有钥匙随时能看房,招商国际邮轮城 -赤坎开发区,4室2厅 | 173平米 | 东南 南 | 精装 | 低楼层(共38层)  | 平房,0人关注 / 3天以前发布,265,"15,318元/平"
西粤京基城二期 4室2厅 东,西粤京基城二期 -赤坎开发区,4室2厅 | 126平米 | 东 | 毛坯 | 高楼层(共31层)  | 塔楼,0人关注 / 12天以前发布,162,"12,858元/平"
电视机厂宿舍 2室1厅 南 北,电视机厂宿舍 -海滨片区,2室1厅 | 54平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 6天以前发布,55,"10,186元/平"
碧瑞花园 3室1厅 东南,碧瑞花园 -京基片区,3室1厅 | 120.8平米 | 东南 | 精装 | 高楼层(共17层)  | 塔楼,0人关注 / 11天以前发布,140,"11,590元/平"
虹都大厦3房诚意出售随时预约看房,虹都大厦 -百园片区,3室2厅 | 104平米 | 西南 | 简装 | 中楼层(共15层)  | 板楼,0人关注 / 12天以前发布,70,"6,731元/平"
金沙湾三期海怡园 2室1厅 北,金沙湾三期海怡园 -金沙湾片区,2室1厅 | 60平米 | 北 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 7天以前发布,68,"11,334元/平"
城市广场 4室2厅 南,城市广场 -国贸中心区,4室2厅 | 178平米 | 南 | 其他 | 高楼层(共25层)  | 板塔结合,0人关注 / 30天以前发布,150,"8,427元/平"
东新豪庭精装修电梯4房104平业主诚心出售102万,东新豪庭 -南站片区,4室2厅 | 104平米 | 东南 | 精装 | 高楼层(共23层)  | 板塔结合,1人关注 / 31天以前发布,102,"9,808元/平"
三帆海景新邨二区 3室2厅 东,三帆海景新邨二区 -城市假日片区,3室2厅 | 137.5平米 | 东 | 精装 | 高楼层(共9层)  | 板楼,0人关注 / 13天以前发布,90,"6,546元/平"
兴顺华庭 3室2厅 东,兴顺华庭 -鼎盛片区,3室2厅 | 128平米 | 东 | 毛坯 | 高楼层(共19层)  | 板塔结合,0人关注 / 7天以前发布,108,"8,438元/平"
清晖嘉园 4房2厅 精装修 小区环境优美,清晖嘉园 -赤坎开发区,4室2厅 | 106平米 | 南 | 精装 | 低楼层(共31层)  | 塔楼,0人关注 / 16天以前发布,150,"14,151元/平"
检验检疫局宿舍 2室2厅 东南,检验检疫局宿舍 -东风片区,2室2厅 | 60平米 | 东南 | 简装 | 低楼层(共10层)  | 板楼,0人关注 / 12天以前发布,42,"7,000元/平"
阳光城·丽景湾 4室2厅 东,阳光城·丽景湾 -金沙湾片区,4室2厅 | 125平米 | 东 | 精装 | 高楼层(共28层)  | 塔楼,0人关注 / 16天以前发布,138,"11,040元/平"
西粤京基城一期 5室2厅 东,西粤京基城一期 -赤坎开发区,5室2厅 | 138平米 | 东 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 12天以前发布,180,"13,044元/平"
恒怡湾 3室2厅 东南,恒怡湾 -京基片区,3室2厅 | 132平米 | 东南 | 精装 | 中楼层(共28层)  | 塔楼,0人关注 / 3天以前发布,175,"13,258元/平"
康馨嘉园 4室2厅 南,康馨嘉园 -赤坎开发区,4室2厅 | 117.7平米 | 南 | 毛坯 | 高楼层(共27层)  | 暂无数据,0人关注 / 12天以前发布,167,"14,189元/平"
硕基新城 3室2厅 东,硕基新城 -南站片区,3室2厅 | 110平米 | 东 | 精装 | 中楼层(共9层)  | 板楼,0人关注 / 12天以前发布,72,"6,546元/平"
宝江盈月花园 4室2厅 东南,宝江盈月花园 -金沙湾片区,4室2厅 | 132平米 | 东南 | 精装 | 高楼层(共30层)  | 板塔结合,0人关注 / 2天以前发布,180,"13,637元/平"
运河东路东8号 4室2厅 东南,运河东路东8号 -遂溪县,4室2厅 | 108平米 | 东南 | 简装 | 中楼层(共8层)  | 暂无数据,0人关注 / 7天以前发布,40,"3,704元/平"
鼎盛悦府 精装三房 配套齐全 看房方便,鼎盛悦府 -鼎盛片区,3室1厅 | 92平米 | 东 | 精装 | 低楼层(共30层)  | 板楼,0人关注 / 1天以前发布,112,"12,174元/平"
海宁小区新居菉苑 4室2厅 东南,海宁小区新居菉苑 -海滨片区,4室2厅 | 109.44平米 | 东南 | 精装 | 高楼层(共8层)  | 板塔结合,0人关注 / 27天以前发布,75,"6,854元/平"
全明采光，视野宽广，小区喷泉园景。,君临世纪 -京基片区,4室2厅 | 127平米 | 东南 | 毛坯 | 低楼层(共38层)  | 板塔结合,0人关注 / 1个月以前发布,190,"14,961元/平"
御景华府 4室2厅 东,御景华府 -赤坎开发区,4室2厅 | 127平米 | 东 | 毛坯 | 低楼层(共26层)  | 塔楼,0人关注 / 1个月以前发布,190,"14,961元/平"
户型方正，交通便利，配套成熟，购物生活方便,人和春天花园 -赤坎开发区,3室2厅 | 108.88平米 | 南 北 | 毛坯 | 低楼层(共25层)  | 塔楼,0人关注 / 25天以前发布,130,"11,940元/平"
绿景园林楼盘，温馨精装带大阳台，小区环境安静..,清晖嘉园 -赤坎开发区,3室2厅 | 142.55平米 | 东南 | 毛坯 | 中楼层(共28层)  | 塔楼,0人关注 / 25天以前发布,185,"12,978元/平"
盛和园 4室2厅 南,盛和园 -赤坎开发区,4室2厅 | 121平米 | 南 | 毛坯 | 高楼层(共32层)  | 暂无数据,0人关注 / 22天以前发布,168,"13,885元/平"
锦绣华景南向两层复式 少有户型  业主诚意出售,锦绣华景一二期 -城市假日片区,5室2厅 | 269平米 | 东 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 30天以前发布,200,"7,435元/平"
公园一号 4室2厅 东,公园一号 -赤坎开发区,4室2厅 | 110平米 | 东 | 精装 | 低楼层(共33层)  | 暂无数据,0人关注 / 20天以前发布,150,"13,637元/平"
南向毛坯4房2厅2卫，双阳台，一线海景,帝景银湾 -金城片区,4室1厅 | 97平米 | 南 | 毛坯 | 中楼层(共30层)  | 板塔结合,0人关注 / 26天以前发布,150,"15,464元/平"
清晖嘉园 5室2厅 东,清晖嘉园 -赤坎开发区,5室2厅 | 142平米 | 东 | 毛坯 | 中楼层(共28层)  | 塔楼,0人关注 / 29天以前发布,165,"11,620元/平"
公园一号 5室2厅 南,公园一号 -赤坎开发区,5室2厅 | 114.46平米 | 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 18天以前发布,148,"12,931元/平"
广弘天誉澜湾；广弘天誉双玺 4室2厅 东南,广弘天誉澜湾；广弘天誉双玺 -海滨片区,4室2厅 | 125平米 | 东南 | 毛坯 | 低楼层(共32层)  | 塔楼,0人关注 / 25天以前发布,165,"13,200元/平"
公园一号 4室2厅 南,公园一号 -赤坎开发区,4室2厅 | 114.46平米 | 南 | 精装 | 低楼层(共33层)  | 暂无数据,0人关注 / 18天以前发布,148,"12,931元/平"
江南世家 4室2厅 南 北,江南世家 -城市假日片区,4室2厅 | 127平米 | 南 北 | 毛坯 | 高楼层(共30层)  | 塔楼,0人关注 / 24天以前发布,180,"14,174元/平"
南國豪苑 4室2厅 东,南國豪苑 -赤坎开发区,4室2厅 | 128平米 | 东 | 毛坯 | 中楼层(共30层)  | 板塔结合,0人关注 / 28天以前发布,210,"16,407元/平"
怡福国际玫瑰园小区 3室2厅 南,怡福国际玫瑰园小区 -国贸中心区,3室2厅 | 138.44平米 | 南 | 精装 | 高楼层(共20层)  | 塔楼,0人关注 / 30天以前发布,95,"6,863元/平"
原景花园 业主诚心放卖 看房方便 有钥匙,保利·原景花园 -工农片区,3室1厅 | 126平米 | 东南 | 毛坯 | 高楼层(共40层)  | 塔楼,1人关注 / 一年前发布,118,"9,366元/平"
配套设配齐全  楼层靓  交通便利,保利·原景花园 -工农片区,4室2厅 | 146平米 | 南 | 毛坯 | 低楼层(共40层)  | 塔楼,4人关注 / 一年前发布,140,"9,590元/平"
银盛豪庭 4房2厅 户型方正视野开阔，采光充足,银盛豪庭 -新澳城市花园片区,4室2厅 | 103平米 | 西南 | 毛坯 | 中楼层(共25层)  | 塔楼,0人关注 / 一年前发布,130,"12,622元/平"
闹中取静  高层电梯房 视野开阔,万达海公馆 -赤坎开发区,5室2厅 | 151.65平米 | 南 | 毛坯 | 低楼层(共32层)  | 板塔结合,7人关注 / 一年前发布,180,"11,870元/平"
保利·原景花园 4室2厅 东,保利·原景花园 -工农片区,4室2厅 | 126平米 | 东 | 其他 | 低楼层(共40层)  | 塔楼,0人关注 / 4个月以前发布,138,"10,953元/平"
保利·原景花园 4室2厅 东南,保利·原景花园 -工农片区,4室2厅 | 127平米 | 东南 | 毛坯 | 高楼层(共40层)  | 塔楼,0人关注 / 5个月以前发布,127,"10,000元/平"
万和乐华花园 三房带入户花园 二厅一阳台  望花园小区,万和乐华花园 -城市假日片区,3室2厅 | 128平米 | 东 | 毛坯 | 中楼层(共30层)  | 板塔结合,5人关注 / 一年前发布,180,"14,063元/平"
保利原景，阳台 采光好 ，小区环境好，物业贴心。,保利·原景花园 -工农片区,4室2厅 | 121平米 | 东南 | 毛坯 | 中楼层(共33层)  | 塔楼,1人关注 / 7个月以前发布,121,"10,000元/平"
：采光好 有小花园 出入方便 位于闹市,保利原宇花园 -工农片区,3室2厅 | 130平米 | 东 | 精装 | 中楼层(共39层)  | 塔楼,3人关注 / 一年前发布,141,"10,847元/平"
紫荆府   小区新   户型好  随时可看,铭鹏紫荆府 -南站片区,4室2厅 | 97.38平米 | 东南 | 毛坯 | 中楼层(共23层)  | 塔楼,0人关注 / 一年前发布,100,"10,270元/平"
东山花园，4房户型方正，视野开阔，采光充足,东山花园南区 -南站片区,4室2厅 | 106平米 | 西南 | 毛坯 | 中楼层(共22层)  | 暂无数据,0人关注 / 一年前发布,120,"11,321元/平"
城市尚居花园4房，三面采光，有锁匙看房方便,城市尚居花园 -南站片区,4室2厅 | 98平米 | 西南 | 毛坯 | 中楼层(共21层)  | 塔楼,0人关注 / 11个月以前发布,115,"11,735元/平"
电梯房 业主诚心放卖 看房方便,铭鹏紫荆府 -南站片区,4室2厅 | 82.68平米 | 东南 | 毛坯 | 低楼层(共27层)  | 暂无数据,0人关注 / 3个月以前发布,98,"11,853元/平"
东山花园南区 4房2厅户型方正，采光充足，,东山花园南区 -南站片区,4室2厅 | 115平米 | 南 | 毛坯 | 中楼层(共21层)  | 暂无数据,0人关注 / 一年前发布,150,"13,044元/平"
城市尚居花园 5室2厅 南,城市尚居花园 -南站片区,5室2厅 | 126平米 | 南 | 毛坯 | 中楼层(共25层)  | 暂无数据,0人关注 / 4个月以前发布,160,"12,699元/平"
东山花园，4房2厅户型方正，视野开阔，采光充足,东山花园南区 -南站片区,4室2厅 | 95平米 | 西南 | 毛坯 | 高楼层(共21层)  | 暂无数据,0人关注 / 一年前发布,110,"11,579元/平"
新景豪庭 全新毛坯四房 单价总价低,新景豪庭 -南站片区,4室2厅 | 136平米 | 东 | 毛坯 | 中楼层(共23层)  | 板楼,0人关注 / 一年前发布,130,"9,559元/平"
金海湾二期 4室2厅 南,金海湾二期 -金城片区,4室2厅 | 146.77平米 | 南 | 精装 | 高楼层(共30层)  | 塔楼,3人关注 / 11个月以前发布,158,"10,766元/平"
民大蓝海峰境 3室2厅 南,民大蓝海峰境 -鼎盛片区,3室2厅 | 116平米 | 南 | 毛坯 | 高楼层(共27层)  | 塔楼,0人关注 / 4个月以前发布,170,"14,656元/平"
博达天禧 4室2厅 东,博达天禧 -南站片区,4室2厅 | 118平米 | 东 | 精装 | 中楼层(共28层)  | 暂无数据,0人关注 / 6个月以前发布,150,"12,712元/平"
东山花园5房2厅毛坯出售东南向,东山花园南区 -南站片区,5室2厅 | 130平米 | 南 | 毛坯 | 高楼层(共22层)  | 塔楼,1人关注 / 一年前发布,148,"11,385元/平"
城市假日花园，高层毛坯四房，电梯直达,城市假日花园E区一期 -城市假日片区,4室2厅 | 144平米 | 东南 | 毛坯 | 中楼层(共29层)  | 板塔结合,11人关注 / 11个月以前发布,187,"12,987元/平"
霞山电梯全新3房南向无遮挡中楼层，价格优惠,铭鹏紫荆府 -南站片区,4室2厅 | 89平米 | 南 | 毛坯 | 高楼层(共21层)  | 塔楼,2人关注 / 一年前发布,103,"11,574元/平"
低密度  小高层 正规三房 有钥匙看房方便,海港新城 -坡头区,3室1厅 | 131平米 | 东南 | 毛坯 | 高楼层(共9层)  | 板塔结合,3人关注 / 一年前发布,71.8,"5,481元/平"
电梯房 业主诚心放卖 看房方便,南亚郦都二期 -麻章区,3室2厅 | 138平米 | 西南 | 毛坯 | 低楼层(共23层)  | 板塔结合,18人关注 / 一年前发布,76,"5,508元/平"
楼层好，视野宽阔，采光充足，配套设施齐全，交通便利,碧桂园城邦花园 -麻章区,4室2厅 | 143平米 | 南 北 | 精装 | 低楼层(共32层)  | 塔楼,10人关注 / 一年前发布,128,"8,952元/平"
包地下室小车位出售，小高层前后视野无遮挡 私密性好,南亚郦都二期 -麻章区,3室2厅 | 125平米 | 东南 | 毛坯 | 高楼层(共23层)  | 板塔结合,2人关注 / 一年前发布,83,"6,640元/平"
四房两厅 业主诚心出售 看房提前约,碧桂园城邦花园 -麻章区,4室2厅 | 139平米 | 东南 | 精装 | 高楼层(共33层)  | 塔楼,2人关注 / 一年前发布,125,"8,993元/平"
碧桂园 精装4房 业主诚售 看房方便，南北对流楼层舒适,碧桂园城邦花园 -麻章区,4室2厅 | 143平米 | 南 北 | 精装 | 低楼层(共32层)  | 暂无数据,0人关注 / 一年前发布,157,"10,980元/平"
电梯房 业主诚心放卖 看房方便,南亚郦都二期 -麻章区,3室2厅 | 138平米 | 西南 | 毛坯 | 低楼层(共23层)  | 板塔结合,18人关注 / 一年前发布,76,"5,508元/平"
包地下室小车位出售，小高层前后视野无遮挡 私密性好,南亚郦都二期 -麻章区,3室2厅 | 125平米 | 东南 | 毛坯 | 高楼层(共23层)  | 板塔结合,2人关注 / 一年前发布,83,"6,640元/平"
新澳城市花园二期4-2-1-2 115.00m² 160 万,新澳城市花园二期 -新澳城市花园片区,4室2厅 | 115平米 | 西南 | 毛坯 | 低楼层(共28层)  | 暂无数据,0人关注 / 一年前发布,148,"12,870元/平"
此房采光好，通风好，好楼层，户型实用,时代君悦 -南站片区,4室2厅 | 87平米 | 南 | 毛坯 | 高楼层(共27层)  | 暂无数据,1人关注 / 8个月以前发布,110,"12,644元/平"
绿景园林楼盘，温馨精装带大阳台，小区环境安静舒适,远洋城 -南站片区,4室2厅 | 110平米 | 东 | 精装 | 高楼层(共19层)  | 暂无数据,1人关注 / 10个月以前发布,110,"10,000元/平"
锦绣华景，精装四房，人气聚集的小区，诚意出售,锦绣华景一二期 -城市假日片区,4室2厅 | 145平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,15人关注 / 一年前发布,118,"8,138元/平"
朝南户型，楼层好。采光充足，使用率高,银盛豪庭 -新澳城市花园片区,4室2厅 | 104平米 | 南 | 毛坯 | 中楼层(共25层)  | 塔楼,0人关注 / 6个月以前发布,115,"11,058元/平"
海景小区 四居室 低楼层 精装空闲,海景小区 -海滨片区,4室2厅 | 128平米 | 东 | 简装 | 低楼层(共9层)  | 板楼,15人关注 / 一年前发布,75,"5,860元/平"
业主诚心出售  看房方便  随时可以签约,金科世家 -南站片区,3室2厅 | 132.81平米 | 南 北 | 毛坯 | 高楼层(共15层)  | 板塔结合,7人关注 / 一年前发布,132,"9,940元/平"
博达天禧四房两厅一厨两卫配套齐全,博达天禧 -南站片区,4室2厅 | 118平米 | 东南 | 精装 | 中楼层(共28层)  | 暂无数据,1人关注 / 一年前发布,180,"15,255元/平"
年丰豪庭 4室2厅 南 北,年丰豪庭 -金城片区,4室2厅 | 179平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 板楼,1人关注 / 8个月以前发布,210,"11,732元/平"
通风采光好 户型方正 业主诚售 有匙看房,东新豪庭 -南站片区,4室2厅 | 142平米 | 东南 | 毛坯 | 中楼层(共23层)  | 塔楼,4人关注 / 一年前发布,147,"10,353元/平"
城市尚居花园 电梯中层毛坯4房 随时方便看房,城市尚居花园 -南站片区,4室1厅 | 99平米 | 北 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 一年前发布,125,"12,627元/平"
万豪世家 4房2厅 小区环境优美 繁华地段,万豪世家 -湿地公园片区,4室2厅 | 131平米 | 东南 | 精装 | 中楼层(共26层)  | 板楼,2人关注 / 一年前发布,158,"12,062元/平"
东南向 4房 精装未入住 楼层靓。,博达天禧 -南站片区,4室2厅 | 141平米 | 南 | 精装 | 高楼层(共28层)  | 暂无数据,5人关注 / 一年前发布,145,"10,284元/平"
