标题,开发商,房子信息,发布信息,售价/万,单价
伽蓝艺墅 2室2厅 南,伽蓝艺墅 -邯山区,2室2厅 | 115平米 | 南 | 毛坯 | 中楼层(共17层)  | 暂无数据,0人关注 / 15天以前发布,104,"9,044元/平"
报社胡同3号院3室1厅南北通透采光足,报社胡同3号院 -邯山区,3室1厅 | 62平米 | 南 北 | 其他 | 低楼层(共5层)  | 暂无数据,1人关注 / 一年前发布,65,"10,484元/平"
赵都新城9号地 98平大两居 对口赵王 好楼层 老证,赵都新城泰和园 -邯山区,2室2厅 | 98平米 | 南 | 简装 | 高楼层(共33层)  | 暂无数据,0人关注 / 3个月以前发布,95,"9,694元/平"
精装修！带车位！南北通透！美的悦江府！业主诚售,美的悦江府 -邯山区,2室2厅 | 92.5平米 | 南 北 | 其他 | 低楼层(共27层)  | 暂无数据,1人关注 / 3个月以前发布,116,"12,541元/平"
荣盛地产 阳光苑 两居室 拎包入住,荣盛阿尔卡迪亚阳光苑 -邯山区,2室2厅 | 80平米 | 南 | 精装 | 低楼层(共28层)  | 暂无数据,7人关注 / 8个月以前发布,86,"10,750元/平"
天润雅园 2室2厅 南 北,天润雅园 -邯山区,2室2厅 | 100平米 | 南 北 | 其他 | 高楼层(共32层)  | 暂无数据,0人关注 / 1个月以前发布,99,"9,900元/平"
金威园家属院3-2-1-2 135.00m² 115 万,金威园家属院 -邯山区,3室2厅 | 135平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,1人关注 / 4个月以前发布,115,"8,519元/平"
市纪委院 三室一厅一卫 中高楼层 满五年唯一,市计委院 -丛台区,3室1厅 | 80平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,10人关注 / 一年前发布,73,"9,125元/平"
大型小区，，南北通透，视野宽阔，环境好,荣盛锦绣花苑 -丛台区,2室2厅 | 89.7平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,2人关注 / 一年前发布,106,"11,818元/平"
万达旁 永乐里2居 老证价格低,永乐里小区 -丛台区,2室1厅 | 56平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,45,"8,036元/平"
梦湖澜庭孔雀城 3室2厅 南,梦湖澜庭孔雀城 -丛台区,3室2厅 | 107.51平米 | 南 | 毛坯 | 中楼层(共24层)  | 暂无数据,1人关注 / 1个月以前发布,107,"9,953元/平"
永和里社区永平里院 2室1厅 南 北,永和里社区永平里院 -丛台区,2室1厅 | 64平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,62,"9,688元/平"
美意苑 1室1厅 南 北,美意苑 -丛台区,1室1厅 | 63.22平米 | 南 北 | 精装 | 高楼层(共25层)  | 板楼,2人关注 / 6个月以前发布,60,"9,491元/平"
中央公园 2室2厅 南 北,中央公园 -丛台区,2室2厅 | 99平米 | 南 北 | 简装 | 低楼层(共33层)  | 暂无数据,0人关注 / 2个月以前发布,160,"16,162元/平"
鸿基花苑 2室2厅 南,鸿基花苑 -丛台区,2室2厅 | 85平米 | 南 | 精装 | 中楼层(共34层)  | 暂无数据,0人关注 / 1个月以前发布,111,"13,059元/平"
人和三期 2室2厅 南 北,人和三期 -丛台区,2室2厅 | 102平米 | 南 北 | 简装 | 高楼层(共32层)  | 板楼,0人关注 / 10个月以前发布,106,"10,393元/平"
汉成华都  四居室 毛坯 带车库 南北通透  交通便利,汉成华都 -丛台区,4室2厅 | 195.47平米 | 西南 | 毛坯 | 高楼层(共29层)  | 暂无数据,0人关注 / 2个月以前发布,200,"10,232元/平"
天鸿商场，滏水园小区，南北通透，老证唯一,滏水园 -丛台区,2室2厅 | 87.9平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 8个月以前发布,93,"10,581元/平"
顺田君邑 4室2厅 南 北,顺田君邑 -丛台区,4室2厅 | 157.32平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 暂无数据,1人关注 / 4个月以前发布,173,"10,997元/平"
业主着急出售  户型设计合理 可贷款 楼下就是学-校,东方新城 -丛台区,2室2厅 | 96.6平米 | 南 | 简装 | 中楼层(共18层)  | 暂无数据,31人关注 / 一年前发布,69,"7,143元/平"
全明户型  采光好  实用三居,荣盛锦绣花苑 -丛台区,3室2厅 | 134平米 | 南 北 | 精装 | 高楼层(共27层)  | 暂无数据,2人关注 / 8个月以前发布,125,"9,329元/平"
龙湖公园安居东城 精装修 两居室 老证 可贷款,连城别苑景园 -丛台区,2室2厅 | 112.42平米 | 南 | 其他 | 中楼层(共28层)  | 板楼,9人关注 / 一年前发布,129,"11,475元/平"
胜利街三号院 3室2厅 南 北,胜利街三号院 -邯山区,3室2厅 | 76.64平米 | 南 北 | 其他 | 低楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,80,"10,439元/平"
育华旁 人和三期 精装两居室 带地下室 证快满,人和三期 -丛台区,2室2厅 | 110平米 | 南 北 | 精装 | 高楼层(共24层)  | 板楼,2人关注 / 一年前发布,103,"9,364元/平"
美的满庭芳 小三居 有证能贷款,美的满庭芳 -丛台区,3室2厅 | 94.83平米 | 南 | 毛坯 | 高楼层(共29层)  | 板塔结合,20人关注 / 一年前发布,98,"10,335元/平"
万达广场 滏阳公园 *低首付 刚需房,釜河大街一号院 -丛台区,2室1厅 | 44.67平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,17人关注 / 一年前发布,37,"8,283元/平"
创鑫华城两居室可 改三居 老证急售 看房有钥匙,创鑫华城 -丛台区,2室2厅 | 98平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,1人关注 / 5个月以前发布,112,"11,429元/平"
此房南北通透中间楼层采光好临美乐城小区绿化环境好,创鑫华城 -丛台区,3室2厅 | 139平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,1人关注 / 3个月以前发布,160,"11,511元/平"
急售 滏阳公园旁精装2居室 诚心出售,滏河南大街63号 -邯山区,2室1厅 | 55平米 | 南 | 精装 | 高楼层(共5层)  | 暂无数据,2人关注 / 4个月以前发布,56.5,"10,273元/平"
滏阳河畔双公园中间2000年低层通透两居有钥匙随时看,和平苑小区 -邯山区,2室2厅 | 76平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,82,"10,790元/平"
安居•东城首府 2室2厅 南 北,安居•东城首府 -丛台区,2室2厅 | 90平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,1人关注 / 2个月以前发布,95,"10,556元/平"
复兴区。稀 缺一楼，税务局家属楼。出行便利,税务局家属楼 -复兴区,3室2厅 | 83.16平米 | 南 北 | 简装 | 低楼层(共3层)  | 暂无数据,2人关注 / 一年前发布,80,"9,621元/平"
印染厂家属院 2室1厅 南 北,印染厂家属院 -丛台区,2室1厅 | 43.5平米 | 南 北 | 简装 | 中楼层(共4层)  | 暂无数据,0人关注 / 3个月以前发布,88,"20,230元/平"
幸福街永胜里小区单价7000老证唯一随时看房,永胜里社区永胜里小区 -丛台区,2室1厅 | 50.52平米 | 南 北 | 简装 | 低楼层(共3层)  | 暂无数据,3人关注 / 3个月以前发布,35,"6,928元/平"
本房为中间层，满五年唯一，全南两居，看房方便。,美的.拉德芳斯南区 -丛台区,2室2厅 | 99.8平米 | 南 | 简装 | 中楼层(共33层)  | 板楼,0人关注 / 一年前发布,115,"11,524元/平"
南湖花南北通透大两居 带地下室带阁楼老证唯一 首付低,南湖花园 -邯山区,2室2厅 | 95.56平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,95,"9,942元/平"
洪源小区成熟地段 唯一住房 诚心卖 有钥匙看房方便,洪源小区 -邯山区,3室2厅 | 120.35平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,103,"8,559元/平"
空中花园，业主诚心出售，老证，南北通透，产权清晰。,空中花园 -邯山区,2室2厅 | 92平米 | 南 北 | 其他 | 中楼层(共5层)  | 塔楼,3人关注 / 10个月以前发布,80,"8,696元/平"
纺机家属院 2室1厅 南 北,纺机家属院 -复兴区,2室1厅 | 63平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,50,"7,937元/平"
该房屋证满五唯一，税费低可以随时过户,中煤第六十九处家属院 -复兴区,2室1厅 | 50平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 11个月以前发布,39,"7,800元/平"
幸福街 幸福馨苑 毛坯 满二 朝南 楼层好 看房方便,幸福馨苑 -丛台区,2室2厅 | 79.76平米 | 南 | 毛坯 | 中楼层(共30层)  | 板塔结合,11人关注 / 一年前发布,75,"9,404元/平"
瑞德苑小区，三居室，户型方正，可贷款,瑞德苑 -丛台区,3室2厅 | 109.15平米 | 北 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,5人关注 / 一年前发布,100,"9,162元/平"
万达学步桥两居南北通透户型好老证可贷款,永华里生活小区 -丛台区,2室1厅 | 71平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,4人关注 / 一年前发布,70,"9,860元/平"
荣盛锦绣花苑 2室1厅 南,荣盛锦绣花苑 -丛台区,2室1厅 | 79.6平米 | 南 | 简装 | 中楼层(共18层)  | 板楼,0人关注 / 4个月以前发布,92,"11,558元/平"
宏达圣水湖畔 2室2厅 南,宏达圣水湖畔 -邯山区,2室2厅 | 96平米 | 南 | 其他 | 高楼层(共31层)  | 板楼,0人关注 / 1个月以前发布,85,"8,855元/平"
复兴区。稀 缺一楼，税务局家属楼。出行便利,税务局家属楼 -复兴区,3室2厅 | 83.16平米 | 南 北 | 简装 | 低楼层(共3层)  | 暂无数据,2人关注 / 一年前发布,80,"9,621元/平"
滏阳河畔双公园中间2000年低层通透两居有钥匙随时看,和平苑小区 -邯山区,2室2厅 | 76平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,82,"10,790元/平"
安居•东城首府 2室2厅 南 北,安居•东城首府 -丛台区,2室2厅 | 90平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,1人关注 / 2个月以前发布,95,"10,556元/平"
太平沟10号院 2室1厅 南 北,太平沟10号院 -邯山区,2室1厅 | 52平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,48,"9,231元/平"
绿化路8号院 2室1厅 南 北,绿化路8号院 -邯山区,2室1厅 | 52.32平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,1人关注 / 5个月以前发布,50,"9,557元/平"
邯钢罗一生活区 3室2厅 南 北,邯钢罗一生活区 -邯山区,3室2厅 | 72平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,57,"7,917元/平"
光明路丽都院 带平台 公摊小 位置优越 有钥匙,光明路丽都院 -邯山区,2室2厅 | 89.9平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,28人关注 / 一年前发布,69,"7,676元/平"
好地段，美乐城，配套齐全，出行方便,柳颐小区竹园 -丛台区,3室2厅 | 126平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,5人关注 / 一年前发布,132,"10,477元/平"
赵都新城盛和园 3室2厅 南,赵都新城盛和园 -邯山区,3室2厅 | 117平米 | 南 | 简装 | 高楼层(共33层)  | 暂无数据,0人关注 / 1个月以前发布,120,"10,257元/平"
星城国际旁融富 中 心119平三居室临万浩丽城御景江山,融富中心A区 -丛台区,3室2厅 | 119平米 | 西南 | 精装 | 高楼层(共30层)  | 板塔结合,18人关注 / 一年前发布,85,"7,143元/平"
茂盛苑小区79号院 3室2厅 南 北,茂盛苑小区79号院 -邯山区,3室2厅 | 97.38平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,3人关注 / 9个月以前发布,93,"9,551元/平"
浴新南大街中间层出售！南北通透！老证唯一税费少！,浴新南大街180号院 -邯山区,3室1厅 | 75.05平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,56,"7,462元/平"
中柳林小区 房证满五唯一  全阳面户型 小区停车方便,中柳林小区 -邯山区,2室1厅 | 59.8平米 | 南 | 精装 | 高楼层(共6层)  | 塔楼,4人关注 / 一年前发布,56,"9,365元/平"
此房，精装，南北通透，视野宽阔，格局好，诚心出售,荣盛锦绣花苑 -丛台区,2室2厅 | 92.97平米 | 南 北 | 精装 | 高楼层(共17层)  | 暂无数据,11人关注 / 一年前发布,102,"10,972元/平"
光大小区 3室2厅 南,光大小区 -邯山区,3室2厅 | 108平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,91,"8,426元/平"
本房为中间层，满五年唯一，全南两居，看房方便。,美的.拉德芳斯南区 -丛台区,2室2厅 | 99.8平米 | 南 | 简装 | 中楼层(共33层)  | 板楼,0人关注 / 一年前发布,115,"11,524元/平"
邯钢路17号院 老证 一层 通阳台 真实在售 配套齐全,邯钢路17号院 -邯山区,2室2厅 | 86.42平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 暂无数据,0人关注 / 11个月以前发布,83,"9,605元/平"
瑞德苑小区，三居室，户型方正，可贷款,瑞德苑 -丛台区,3室2厅 | 109.15平米 | 北 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,5人关注 / 一年前发布,100,"9,162元/平"
幸福街 幸福馨苑 毛坯 满二 朝南 楼层好 看房方便,幸福馨苑 -丛台区,2室2厅 | 79.76平米 | 南 | 毛坯 | 中楼层(共30层)  | 板塔结合,11人关注 / 一年前发布,75,"9,404元/平"
该房屋证满五唯一，税费低可以随时过户,中煤第六十九处家属院 -复兴区,2室1厅 | 50平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 11个月以前发布,39,"7,800元/平"
通达名园 2室2厅 南 北,通达名园 -丛台区,2室2厅 | 86平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,0人关注 / 3个月以前发布,103,"11,977元/平"
美乐城 创鑫两居可 改三居老证，有钥匙看房方便,创鑫华城 -丛台区,2室2厅 | 98平米 | 南 | 其他 | 中楼层(共33层)  | 板楼,1人关注 / 5个月以前发布,110,"11,225元/平"
胜利街三号院 大两居老证 可贷款,胜利街三号院 -邯山区,2室1厅 | 63.74平米 | 北 南 | 简装 | 高楼层(共7层)  | 板楼,2人关注 / 一年前发布,53,"8,316元/平"
渚河路街道绿化南社区71号院 2室1厅 西南,渚河路街道绿化南社区71号院 -邯山区,2室1厅 | 45.7平米 | 西南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,46,"10,066元/平"
和平路老证可贷款，诚心出售看房方便,和平路307号市政院 -丛台区,3室1厅 | 67.17平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,68,"10,124元/平"
赵都新城福和园 有证可贷款1楼 1楼,赵都新城福和园 -邯山区,3室2厅 | 129.19平米 | 南 北 | 精装 | 低楼层(共28层)  | 暂无数据,1人关注 / 一年前发布,120,"9,289元/平"
汉成华都4居室采光好全明户型无遮挡,汉成华都 -丛台区,4室2厅 | 167.57平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 塔楼,6人关注 / 一年前发布,152,"9,071元/平"
中华南大街13号院 2室1厅 南,中华南大街13号院 -邯山区,2室1厅 | 48.17平米 | 南 | 简装 | 高楼层(共4层)  | 板塔结合,1人关注 / 11个月以前发布,38,"7,889元/平"
此房老证二套，精装修，户型方正，通风好,电力设备厂东院 -丛台区,3室2厅 | 89平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,8人关注 / 一年前发布,96,"10,787元/平"
中煤社区 2室1厅 东 西,中煤社区 -丛台区,2室1厅 | 45.33平米 | 东 西 | 简装 | 中楼层(共4层)  | 暂无数据,3人关注 / 4个月以前发布,41,"9,045元/平"
光明南112号院 老证可贷款满五南北通透,光明南大街112号院 -邯山区,2室1厅 | 46.3平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,39,"8,424元/平"
小区环境优美，小区环境好，内有健身器材和娱乐广场,邯钢罗一生活区 -邯山区,2室1厅 | 58.15平米 | 西 | 简装 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,46,"7,911元/平"
胜利街1号院 南北通透 双气带小房 老证可贷款,胜利街一号院 -邯山区,2室1厅 | 58.41平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,50,"8,561元/平"
老证唯一 交通方便 大型社区 停车方便,邯钢罗一生活区 -邯山区,2室1厅 | 59平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,5人关注 / 一年前发布,60,"10,170元/平"
鑫鑫小区 3室2厅 南 北,鑫鑫小区 -邯山区,3室2厅 | 93.3平米 | 南 北 | 毛坯 | 高楼层(共5层)  | 暂无数据,0人关注 / 5个月以前发布,80,"8,575元/平"
人和小区一期 3室2厅 南 北,人和小区一期 -丛台区,3室2厅 | 109.86平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,119,"10,832元/平"
宏达圣水湖畔 1室1厅 南,宏达圣水湖畔 -邯山区,1室1厅 | 55平米 | 南 | 简装 | 低楼层(共32层)  | 板楼,1人关注 / 3个月以前发布,51,"9,273元/平"
太平沟10号院 3室1厅 南 北,太平沟10号院 -邯山区,3室1厅 | 71.9平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,67,"9,319元/平"
育德+28中 学 区 交通方便，有医院，生活方便，,罗城头3号院 -邯山区,3室1厅 | 62平米 | 南 北 | 简装 | 高楼层(共5层)  | 暂无数据,0人关注 / 5个月以前发布,42,"6,775元/平"
荣盛阿尔卡迪亚蓝天城 3室2厅 南 北,荣盛阿尔卡迪亚蓝天城 -邯山区,3室2厅 | 128平米 | 南 北 | 精装 | 中楼层(共28层)  | 暂无数据,0人关注 / 1个月以前发布,139,"10,860元/平"
南北通透格局，楼层好，视野宽阔，采光充足、交通便利,缝纫机总厂家属院 -邯山区,2室1厅 | 63.47平米 | 南 | 简装 | 高楼层(共4层)  | 板楼,12人关注 / 10个月以前发布,43,"6,775元/平"
次房装修好从未住过，带家具家电出售，可拎包入住,万浩家园 -邯山区,2室1厅 | 89平米 | 东 西 | 精装 | 高楼层(共24层)  | 板楼,0人关注 / 2个月以前发布,75,"8,427元/平"
