标题,开发商,房子信息,发布信息,售价/万,单价
户型好正宗4室2厅2卫 朝南 正对中庭 装修保存完好,春天印象北区 -城北,4室2厅 | 132.76平米 | 南 | 精装 | 高楼层(共26层)  | 板楼,0人关注 / 4天以前发布,122.5,"9,228元/平"
保利海德花园 天立旁 电梯小洋房 总高10楼,保利海德花园 -柳梢堰,5室2厅 | 215平米 | 南 | 毛坯 | 高楼层(共10层)  | 板楼,7人关注 / 一年前发布,199,"9,256元/平"
城南天悦华府，顶跃建面126平，买一层得一层,天悦华府 -广汉市,3室2厅 | 126平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,2人关注 / 8个月以前发布,46,"3,651元/平"
小区环境优雅。小区配套齐全，物业做的都很好，,德阳碧桂园 -旌阳区,6室3厅 | 223平米 | 西南 | 毛坯 | 低楼层(共3层)  | 暂无数据,2人关注 / 11个月以前发布,330,"14,799元/平"
满五唯一 城北很难再遇再遇顶跃户型 光照足。不临街 .,怡景花苑 -广汉市,5室2厅 | 153平米 | 南 | 毛坯 | 高楼层(共6层)  | 塔楼,9人关注 / 7个月以前发布,89,"5,817元/平"
东湖山花雨别墅，带前后花园，户型方正采光无遮挡。,东湖山花雨别墅 -旌阳区,4室3厅 | 258.27平米 | 东 | 毛坯 | 4层  | 板楼 | 联排别墅 ,1人关注 / 一年前发布,350,"13,552元/平"
套四双卫，中间楼层，装修巴适得很，房东诚心出售,黎康塞纳湾 -广汉市,4室2厅 | 138平米 | 东 | 精装 | 中楼层(共15层)  | 板塔结合,3人关注 / 一年前发布,85,"6,160元/平"
都市乐章 3室2厅 南,都市乐章 -文庙,3室2厅 | 131平米 | 南 | 其他 | 高楼层(共6层)  | 塔楼,1人关注 / 5个月以前发布,87.8,"6,703元/平"
时代星座 电梯精装套3 带100平花园,东电一生活区 -城北,3室2厅 | 87.56平米 | 北 | 精装 | 低楼层(共16层)  | 板塔结合,20人关注 / 一年前发布,66,"7,538元/平"
静水花苑 5室3厅 南,静水花苑 -岷山路小学,5室3厅 | 242平米 | 南 | 简装 | 低楼层(共2层)  | 暂无数据,1人关注 / 一年前发布,288,"11,901元/平"
老城的电梯房，星坤南轩星城 周 边配套成熟,星坤南轩星城 -绵竹市,4室2厅 | 147平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 暂无数据,3人关注 / 一年前发布,74.8,"5,089元/平"
东湖山花雨别墅，带前后花园，户型方正采光无遮挡。,东湖山花雨别墅 -旌阳区,4室3厅 | 258.27平米 | 东 | 毛坯 | 4层  | 板楼 | 联排别墅 ,1人关注 / 一年前发布,350,"13,552元/平"
套四双卫，中间楼层，装修巴适得很，房东诚心出售,黎康塞纳湾 -广汉市,4室2厅 | 138平米 | 东 | 精装 | 中楼层(共15层)  | 板塔结合,3人关注 / 一年前发布,85,"6,160元/平"
城南天悦华府，顶跃建面126平，买一层得一层,天悦华府 -广汉市,3室2厅 | 126平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,2人关注 / 8个月以前发布,46,"3,651元/平"
小区环境优雅。小区配套齐全，物业做的都很好，,德阳碧桂园 -旌阳区,6室3厅 | 223平米 | 西南 | 毛坯 | 低楼层(共3层)  | 暂无数据,2人关注 / 11个月以前发布,330,"14,799元/平"
老城的电梯房，星坤南轩星城 周 边配套成熟,星坤南轩星城 -绵竹市,4室2厅 | 147平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 暂无数据,3人关注 / 一年前发布,74.8,"5,089元/平"
满五唯一 城北很难再遇再遇顶跃户型 光照足。不临街 .,怡景花苑 -广汉市,5室2厅 | 153平米 | 南 | 毛坯 | 高楼层(共6层)  | 塔楼,9人关注 / 7个月以前发布,89,"5,817元/平"
城北带花园平台的房子，精装套三双卫 房东诚心出售,经典上城 -广汉市,3室2厅 | 116平米 | 南 | 精装 | 中楼层(共6层)  | 塔楼,1人关注 / 4个月以前发布,72,"6,207元/平"
简装套三 房东诚心出售  看房方便,工行中区支行宿舍 -文庙,4室2厅 | 115平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,14人关注 / 一年前发布,53,"4,609元/平"
文峰楼 3室3厅 东南 南,文峰楼 -文庙,3室3厅 | 182平米 | 东南 南 | 简装 | 高楼层(共15层)  | 板楼,8人关注 / 一年前发布,90,"4,946元/平"
临湖的房子，旌湖星辰六跃7带四十多平米花园，老证！,旌湖星辰 -经开区,5室2厅 | 168平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,5人关注 / 一年前发布,85,"5,060元/平"
黄河片区  东江首府  大平层  全临湖,东江首府 -玉泉,6室1厅 | 185平米 | 西北 | 毛坯 | 高楼层(共29层)  | 塔楼,12人关注 / 一年前发布,188,"10,163元/平"
鼎虹嘉苑三期B区 空户 精装三室家具家电齐全,鼎虹嘉苑三期 -五洲广场,3室2厅 | 108平米 | 东 | 精装 | 高楼层(共6层)  | 塔楼,10人关注 / 一年前发布,39.8,"3,686元/平"
筑境100精装套五   诚心出售  利用率高   户型好,筑境100 -经开区,5室1厅 | 140.66平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,9人关注 / 8个月以前发布,112.8,"8,020元/平"
静水花苑 5室3厅 南,静水花苑 -岷山路小学,5室3厅 | 242平米 | 南 | 简装 | 低楼层(共2层)  | 暂无数据,1人关注 / 一年前发布,288,"11,901元/平"
时代星座 电梯精装套3 带100平花园,东电一生活区 -城北,3室2厅 | 87.56平米 | 北 | 精装 | 低楼层(共16层)  | 板塔结合,20人关注 / 一年前发布,66,"7,538元/平"
房子户型方正，小区绿色的环形跑道，游泳池，网球场,剑桥城 -绵竹市,4室2厅 | 118.23平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,1人关注 / 5个月以前发布,51,"4,314元/平"
房子户型方正，小区绿色的环形跑道，游泳池，网球场,剑桥城 -绵竹市,5室2厅 | 118平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,0人关注 / 5个月以前发布,58,"4,916元/平"
电梯花园洋房小区采用人脸识别安全性高绵竹第二大小区,剑桥城 -绵竹市,5室2厅 | 118平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板塔结合,1人关注 / 7个月以前发布,55,"4,662元/平"
天府苑 中等装修 步梯1楼大套4老证支持按揭地式繁华,天府苑 -广汉市,4室2厅 | 205平米 | 南 | 精装 | 低楼层(共6层)  | 暂无数据,9人关注 / 一年前发布,77,"3,757元/平"
黄河片区经典大平层，单价五千多车位，空户品质小区,碧桂园二期时光里 -旌阳区,5室2厅 | 250平米 | 南 北 | 毛坯 | 低楼层(共15层)  | 板塔结合,1人关注 / 3个月以前发布,155,"6,200元/平"
出行方便，居住方便舒适，配套成熟,中央欣城 -广汉市,3室2厅 | 122.83平米 | 东 西 | 精装 | 中楼层(共11层)  | 塔楼,0人关注 / 5个月以前发布,78,"6,351元/平"
老小区，满五唯一，户型巴适，采光较好,银杏花园 -岷山路小学,4室1厅 | 166.8平米 | 东南 | 简装 | 中楼层(共8层)  | 暂无数据,2人关注 / 一年前发布,69.8,"4,185元/平"
芙蓉苑 2室2厅 南 北,芙蓉苑 -102生活广场,2室2厅 | 95平米 | 南 北 | 其他 | 中楼层(共7层)  | 塔楼,0人关注 / 1个月以前发布,47.8,"5,032元/平"
万达华府 4室2厅 西北,万达华府 -万达广场,4室2厅 | 118平米 | 西北 | 其他 | 高楼层(共32层)  | 塔楼,0人关注 / 1个月以前发布,120,"10,170元/平"
吾悦华府 3室2厅 南,吾悦华府 -工农村,3室2厅 | 107平米 | 南 | 其他 | 高楼层(共25层)  | 板塔结合,0人关注 / 1个月以前发布,70,"6,543元/平"
锦绣上城 3室2厅 西南,锦绣上城 -102生活广场,3室2厅 | 83平米 | 西南 | 其他 | 低楼层(共27层)  | 板塔结合,0人关注 / 30天以前发布,61.8,"7,446元/平"
华泰庭院 3室1厅 南,华泰庭院 -玉泉,3室1厅 | 87平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 29天以前发布,52,"5,978元/平"
旌银房地产公司宿舍 2室1厅 南 北,旌银房地产公司宿舍 -102生活广场,2室1厅 | 70.3平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 27天以前发布,22,"3,130元/平"
和泰锦苑 3室2厅 东,和泰锦苑 -五洲广场,3室2厅 | 90平米 | 东 | 其他 | 高楼层(共27层)  | 板楼,0人关注 / 1个月以前发布,62,"6,889元/平"
欧城联邦二期中庭朝南，视野好，采光好,金雁·欧城联邦 -广汉市,3室2厅 | 90平米 | 南 | 其他 | 31层  | 塔楼,0人关注 / 24天以前发布,56,"6,223元/平"
东泰翡翠郡 4室2厅 南,东泰翡翠郡 -广汉市,4室2厅 | 136.74平米 | 南 | 其他 | 低楼层(共25层)  | 塔楼,0人关注 / 28天以前发布,72,"5,266元/平"
金科·集美水岸 3室2厅 北,金科·集美水岸 -广汉市,3室2厅 | 107.3平米 | 北 | 其他 | 中楼层(共11层)  | 板楼,0人关注 / 1个月以前发布,74.8,"6,972元/平"
万达华府正临湖横厅四室，户型方正视野好,万达华府 -万达广场,4室2厅 | 141平米 | 西 | 毛坯 | 中楼层(共32层)  | 塔楼,0人关注 / 23天以前发布,123,"8,724元/平"
欧城联邦二期中庭朝南，视野好，采光好,金雁·欧城联邦 -广汉市,3室2厅 | 90平米 | 南 | 其他 | 31层  | 塔楼,0人关注 / 24天以前发布,56,"6,223元/平"
城西品质住宅，空气清新环境优雅,华景川万悦城 -广汉市,3室2厅 | 88平米 | 南 北 | 其他 | 中楼层(共27层)  | 板塔结合,0人关注 / 22天以前发布,56.5,"6,421元/平"
瑞和园 3室2厅 南 北,瑞和园 -广汉市,3室2厅 | 109平米 | 南 北 | 其他 | 中楼层(共6层)  | 塔楼,0人关注 / 28天以前发布,58,"5,322元/平"
此房新小区，清水房，户型方正，采光通透，看房方便,时代天骄 -五洲广场,3室2厅 | 116平米 | 东南 | 其他 | 中楼层(共24层)  | 暂无数据,0人关注 / 30天以前发布,86.9,"7,492元/平"
房东诚心出售，欧城联邦红色房子,金雁·欧城联邦 -广汉市,3室2厅 | 113平米 | 南 | 其他 | 中楼层(共32层)  | 塔楼,0人关注 / 20天以前发布,69,"6,107元/平"
碧桂园旌湖上境 4室2厅 东,碧桂园旌湖上境 -万达广场,4室2厅 | 120平米 | 东 | 其他 | 低楼层(共34层)  | 板楼,0人关注 / 23天以前发布,92,"7,667元/平"
经纬宿舍电梯精装三室 老证可贷款 出门就是旌湖 城南,经委宿舍 -旌东,3室2厅 | 127平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 20天以前发布,66.8,"5,260元/平"
四川省核工业地质局二八二大队 3室2厅 南 北,四川省核工业地质局二八二大队 -旌东,3室2厅 | 108平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 24天以前发布,50.8,"4,704元/平"
金雁品质楼盘 老证 户型方正 对中庭 中间楼层,金雁·欧城联邦 -广汉市,3室2厅 | 122.2平米 | 东南 南 | 毛坯 | 中楼层(共27层)  | 塔楼,0人关注 / 29天以前发布,74,"6,056元/平"
汇乐花城  简单装修 交通便利老证看房方便,汇乐花城 -旌东,3室1厅 | 104平米 | 东南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 30天以前发布,58,"5,577元/平"
雒城一号 电梯洋房 有证可按揭 业主诚心卖,雒城一号A区 -广汉市,3室2厅 | 108平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 板塔结合,0人关注 / 26天以前发布,57.8,"5,352元/平"
此房是房东自住装修，带家具家电，设计温馨，适宜居家,南滨佳苑 -经开区,3室2厅 | 95平米 | 西南 | 其他 | 低楼层(共33层)  | 板楼,1人关注 / 1个月以前发布,67.7,"7,127元/平"
东汽宿舍区 2室2厅 南 北,东汽宿舍区 -德什路口,2室2厅 | 72平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 21天以前发布,29,"4,028元/平"
东方友谊 3室2厅 南,东方友谊 -东电生活区,3室2厅 | 109.96平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 25天以前发布,58.8,"5,348元/平"
学苑小区 3室2厅 东南,学苑小区 -东电生活区,3室2厅 | 95平米 | 东南 | 其他 | 中楼层(共7层)  | 板塔结合,0人关注 / 28天以前发布,49.8,"5,243元/平"
清河苑 3室2厅 南,清河苑 -天元,3室2厅 | 115平米 | 南 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 22天以前发布,48,"4,174元/平"
碧桂园旌湖上境北区 3室2厅 南,碧桂园旌湖上境北区 -万达广场,3室2厅 | 127平米 | 南 | 其他 | 中楼层(共31层)  | 板楼,0人关注 / 26天以前发布,108,"8,504元/平"
沙河街28号 3室2厅 北,沙河街28号 -岷山路小学,3室2厅 | 92.8平米 | 北 | 其他 | 中楼层(共7层)  | 暂无数据,1人关注 / 19天以前发布,49,"5,281元/平"
城南鑫沙时代 精装 内跃 套四双卫,鑫沙时代 -岷山路小学,4室2厅 | 118平米 | 东 | 其他 | 中楼层(共33层)  | 板塔结合,0人关注 / 25天以前发布,77.8,"6,594元/平"
城南东汽馨苑 房东诚心卖精装修3室拎包入住华庭阳光旁,东汽馨苑 -经开区,3室1厅 | 95平米 | 东南 | 其他 | 低楼层(共11层)  | 板塔结合,0人关注 / 18天以前发布,63.8,"6,716元/平"
敏捷东樾府 3室2厅 北 南,敏捷东樾府 -柳梢堰,3室2厅 | 114平米 | 北 南 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 23天以前发布,65.8,"5,772元/平"
电信广场山水康城洋房一梯两户顶跃带花园,山水康城 -经开区,3室2厅 | 92.78平米 | 南 | 其他 | 高楼层(共11层)  | 暂无数据,0人关注 / 21天以前发布,72,"7,761元/平"
户型方正，阳光充足，视野开阔，坐北朝南,雍锦坊 -广汉市,3室2厅 | 101.48平米 | 南 | 其他 | 高楼层(共11层)  | 板塔结合,0人关注 / 19天以前发布,53,"5,223元/平"
城西别墅区，诚心出售，欢迎参观,瞿上别院 -广汉市,4室1厅 | 315.53平米 | 南 | 其他 | 低楼层(共2层)  | 暂无数据,0人关注 / 24天以前发布,252,"7,987元/平"
嘉铭悦城 3室2厅 南,嘉铭悦城 -广汉市,3室2厅 | 110平米 | 南 | 其他 | 中楼层(共11层)  | 板塔结合,0人关注 / 29天以前发布,93.8,"8,528元/平"
方正套三，朝南，视野开阔，阳光充足,雍锦坊 -广汉市,3室2厅 | 107.66平米 | 南 | 其他 | 高楼层(共11层)  | 板塔结合,0人关注 / 19天以前发布,54,"5,016元/平"
港式大横厅户型，户型方正，套四双卫,奥园玖珑湾 -广汉市,4室1厅 | 126.05平米 | 东北 | 其他 | 高楼层(共14层)  | 板塔结合,0人关注 / 26天以前发布,82,"6,506元/平"
大名城前排正临湖中间楼层标准套四清水,中融大名城 -工农村,3室2厅 | 146.02平米 | 东 | 毛坯 | 中楼层(共32层)  | 板塔结合,0人关注 / 22天以前发布,123,"8,424元/平"
旌南小区 3室2厅 南,旌南小区 -五洲广场,3室2厅 | 133平米 | 南 | 其他 | 高楼层(共11层)  | 板楼,0人关注 / 25天以前发布,79.8,"6,000元/平"
中迪国际 3室2厅 西南,中迪国际 -工农村,3室2厅 | 109.4平米 | 西南 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 29天以前发布,68.8,"6,289元/平"
大三室，精装修，直接拎包入住，房东诚心卖,吾悦华府 -工农村,3室2厅 | 129平米 | 东南 | 精装 | 中楼层(共34层)  | 暂无数据,0人关注 / 17天以前发布,119.8,"9,287元/平"
华庭阳光温馨三室带产权车位 老证可贷款 有钥匙 旌东,华庭阳光 -经开区,3室1厅 | 121.46平米 | 南 | 其他 | 高楼层(共34层)  | 塔楼,0人关注 / 25天以前发布,73.8,"6,077元/平"
滨西苑 4室2厅 南,滨西苑 -广汉市,4室2厅 | 230平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,79.8,"3,470元/平"
奥园顶跃，14跃15，168平豪气户型,奥园玖珑湾 -广汉市,4室2厅 | 168平米 | 东南 | 其他 | 高楼层(共14层)  | 板塔结合,0人关注 / 1个月以前发布,120,"7,143元/平"
中亚水岸花都空间宽阔三层面积采光好环境好,中亚水岸花都 -五洲广场,3室2厅 | 167平米 | 东南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 29天以前发布,112,"6,707元/平"
玉泉片区，好楼层户型方正通透采光好商圈成熟买菜方便,福康自有自宅 -玉泉,2室2厅 | 89平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,52,"5,843元/平"
中融大名城 5室2厅 东北,中融大名城 -工农村,5室2厅 | 176平米 | 东北 | 毛坯 | 高楼层(共30层)  | 板塔结合,0人关注 / 1个月以前发布,155,"8,807元/平"
光华校区旁套二，主城区，交通便利，生活买菜方便。,城建家园 -广汉市,2室1厅 | 61平米 | 南 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 29天以前发布,28.8,"4,722元/平"
好楼层，采光充足，交通便利！！！！！！,万兴花园 -玉泉,2室2厅 | 104平米 | 南 | 简装 | 中楼层(共5层)  | 板塔结合,0人关注 / 1个月以前发布,65,"6,250元/平"
精装万兴花园三楼套二 有钥匙 品质楼盘,万兴花园 -玉泉,2室1厅 | 98平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,68,"6,939元/平"
德阳城南惠安西苑两室精装拎包入住低首付,惠安西苑 -五洲广场,2室2厅 | 80平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 27天以前发布,33.8,"4,225元/平"
福康瑞琪曼二期 2室1厅 东南,福康瑞琪曼二期 -黄河片区,2室1厅 | 83.67平米 | 东南 | 精装 | 高楼层(共26层)  | 板塔结合,0人关注 / 22天以前发布,77.8,"9,299元/平"
城南，1010珠江路小区，简装舒适两房，总价低,珠江西路小区 -五洲广场,2室1厅 | 75.39平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 25天以前发布,22.8,"3,025元/平"
东江首府3室2厅1厨2卫，123.6平米,东江首府 -玉泉,3室2厅 | 123.6平米 | 东 | 毛坯 | 低楼层(共29层)  | 塔楼,0人关注 / 25天以前发布,108,"8,738元/平"
四川省核工业地质局二八二大队 2室2厅 东,四川省核工业地质局二八二大队 -旌东,2室2厅 | 68平米 | 东 | 简装 | 低楼层(共8层)  | 暂无数据,0人关注 / 1个月以前发布,34,"5,000元/平"
新里程英伦联邦 2室2厅 南,新里程英伦联邦 -工农村,2室2厅 | 73.89平米 | 南 | 精装 | 中楼层(共27层)  | 板塔结合,0人关注 / 29天以前发布,56.8,"7,688元/平"
华西衡山家园 2室1厅 南,华西衡山家园 -德什路口,2室1厅 | 73.59平米 | 南 | 简装 | 中楼层(共22层)  | 板塔结合,0人关注 / 27天以前发布,36.8,"5,001元/平"
