标题,开发商,房子信息,发布信息,售价/万,单价
御景苑电梯中层商品房，南北通透大H户型，单价低！,御景苑三期 -元宝区,2室2厅 | 98.56平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,0人关注 / 3天以前发布,74,"7,509元/平"
恒景溪山一号环境 封闭园区 交通便利 电梯高层 可贷款,恒景溪山壹号 -振安区,3室2厅 | 122平米 | 南 北 | 其他 | 高楼层(共17层)  | 暂无数据,0人关注 / 3个月以前发布,79.3,"6,500元/平"
绿云嘉园 步梯跃层 可贷款 前排采光视野好,绿云嘉园 -振安区,3室2厅 | 157平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 14天以前发布,43,"2,739元/平"
紫光福郡  精装修 拎包入住 看房方便,紫光福郡东区 -振安区,2室2厅 | 102.54平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,68,"6,632元/平"
绿云嘉园 南北通透 大H户型 步梯2层 可贷款,绿云嘉园 -振安区,2室2厅 | 112平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,75,"6,697元/平"
绿云嘉园 南北通透 可贷款 阳光滋滋好,绿云嘉园 -振安区,3室2厅 | 131平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,5人关注 / 一年前发布,71.3,"5,443元/平"
恒景溪山一号环境 封闭园区 交通便利 电梯高层 可贷款,恒景溪山壹号 -振安区,3室2厅 | 122平米 | 南 北 | 其他 | 高楼层(共17层)  | 暂无数据,0人关注 / 3个月以前发布,79.3,"6,500元/平"
绿云嘉园 步梯跃层 可贷款 前排采光视野好,绿云嘉园 -振安区,3室2厅 | 157平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 14天以前发布,43,"2,739元/平"
长隆家园  步梯3层  南北通透  有本可贷款,長隆家園 -振安区,2室1厅 | 80平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,6人关注 / 11个月以前发布,43.8,"5,475元/平"
玫瑰港湾一线江景  格局合理 五明户型  光线好,华盛玫瑰港湾南区 -振安区,2室1厅 | 115平米 | 南 北 | 精装 | 低楼层(共30层)  | 板楼,0人关注 / 2个月以前发布,88,"7,653元/平"
紫光福郡 带大露台 格局合理 正规三室 格局合理,紫光福郡东区 -振安区,3室1厅 | 141平米 | 南 北 | 其他 | 低楼层(共12层)  | 板楼,0人关注 / 1个月以前发布,111.5,"7,908元/平"
绿云嘉园 前排不上坡 五明户型  阳光好 歩梯三层,绿云嘉园 -振安区,2室2厅 | 84平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,31人关注 / 一年前发布,53.5,"6,370元/平"
绿云嘉园 优质好房 南北通透大H精装两居 有房照可贷款,绿云嘉园 -振安区,2室2厅 | 118平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,78,"6,611元/平"
滨江一号两居室精装修拎包入住户型方正,滨江壹号 -振兴区,2室2厅 | 92.62平米 | 南 | 精装 | 中楼层(共28层)  | 暂无数据,1人关注 / 9个月以前发布,50,"5,399元/平"
启航SOHO雄业商务大厦A座 1室1厅 南,启航SOHO雄业商务大厦A座 -元宝区,1室1厅 | 42平米 | 南 | 其他 | 高楼层(共27层)  | 塔楼,0人关注 / 15天以前发布,28,"6,667元/平"
格局好 阳光充足 交通便利 园区物业都好,保利锦江林语二期 -振兴区,1室1厅 | 47平米 | 西 | 其他 | 高楼层(共17层)  | 板楼,2人关注 / 一年前发布,20.5,"4,362元/平"
欧尚商圈 鸭纸官院 南北向 格局好  精装可贷款,鸭纸小区 -元宝区,2室1厅 | 57平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,7人关注 / 一年前发布,28,"4,913元/平"
此房简装 房改满五 步梯4楼 看房方便,南立交桥小区 -振兴区,2室2厅 | 72.58平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,2人关注 / 一年前发布,35,"4,823元/平"
一路线 精装南北通透两居 阳光采光视野好  可贷款,一八三小区 -振安区,2室1厅 | 58平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 4个月以前发布,29.8,"5,138元/平"
保利二期 精装修一室  适合自住 阳光视野好,保利锦江林语二期 -振兴区,1室1厅 | 48.5平米 | 东 西 | 其他 | 中楼层(共10层)  | 板楼,0人关注 / 3个月以前发布,34.8,"7,176元/平"
商品房，电梯中层，大落地窗，出行方便,佰阳颐园 -振兴区,2室2厅 | 120平米 | 南 北 | 简装 | 高楼层(共13层)  | 板楼,10人关注 / 一年前发布,89.7,"7,475元/平"
此房为步梯六楼，一室一厅，**可用,桃源社区 -振兴区,1室1厅 | 38.97平米 | 南 北 | 其他 | 中楼层(共8层)  | 板楼,0人关注 / 4天以前发布,20,"5,133元/平"
民兴国际 商品 南北通透大H两居 带露台20平,民兴国际花园 -振安区,2室1厅 | 77平米 | 南 北 | 精装 | 高楼层(共6层)  | 塔楼,0人关注 / 2个月以前发布,39.8,"5,169元/平"
宝山新城唯一一套毛坯房阳光好，前后无遮挡，电梯洋房,金海寶山新城 -元宝区,2室2厅 | 114.54平米 | 南 北 | 毛坯 | 高楼层(共9层)  | 板楼,10人关注 / 8个月以前发布,102,"8,906元/平"
小区配套设施齐全，园区绿化好，房子全阳面，户型方正,滨江壹号 -振兴区,3室2厅 | 123平米 | 东南 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,105,"8,537元/平"
步梯矮层，南北通透大H户型，精装修，拎包入住,天诚佳园 -元宝区,2室2厅 | 96平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 1个月以前发布,72.8,"7,584元/平"
宗裕城A区步梯好楼层，格局好，阳光好。,宗裕城A区 -元宝区,2室2厅 | 85平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,63,"7,412元/平"
福民，19，步梯3楼，精装修，可以贷款,振一街 -振兴区,2室1厅 | 79平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,46.9,"5,937元/平"
户型利用率高，布局合理。通透户型，采光好，环境好,金和温州城 -振兴区,3室2厅 | 121平米 | 南 北 | 简装 | 高楼层(共17层)  | 板楼,0人关注 / 1个月以前发布,70,"5,786元/平"
新上房源 九江丽都 园区好位置 三室一卫,九江丽都 -元宝区,3室2厅 | 120平米 | 南 北 | 精装 | 高楼层(共12层)  | 板楼,0人关注 / 31天以前发布,120,"10,000元/平"
两室一厅 步梯 普通装修 阳光好,天后四中家属楼 -元宝区,2室1厅 | 67.22平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,28.5,"4,240元/平"
御景苑四室电梯房，清水，装修随意，看房方便,御景苑三期 -元宝区,4室2厅 | 181平米 | 南 北 | 毛坯 | 低楼层(共14层)  | 板楼,0人关注 / 28天以前发布,160,"8,840元/平"
前排不上坡精装三室，手续齐全可贷款，一点坡没有,御景苑 -元宝区,3室2厅 | 139平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 28天以前发布,140,"10,072元/平"
桃源逸景 步梯三楼 户型规整 拎包即住 可按揭,桃源逸景花園 -振兴区,3室2厅 | 123.88平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 23天以前发布,109,"8,799元/平"
萬隆和馨園 3室2厅 东 西,萬隆和馨園 -振兴区,3室2厅 | 137.34平米 | 东 西 | 简装 | 高楼层(共8层)  | 板塔结合,0人关注 / 21天以前发布,130,"9,466元/平"
书香府第 四居三厅两卫 南北通透 户型规整阳光好,书香府第 -振安区,4室3厅 | 229平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 19天以前发布,135,"5,896元/平"
金地水岸豪庭 一线江景 简装三室 在家俯瞰异国风情,金地水岸豪庭 -振兴区,3室2厅 | 133平米 | 南 北 | 简装 | 低楼层(共31层)  | 板楼,0人关注 / 27天以前发布,180,"13,534元/平"
韩国城，电梯小高层，四居室，落地窗，户型规整可贷款,韩国城 -振兴区,4室2厅 | 181平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,1人关注 / 30天以前发布,165,"9,117元/平"
优山美地步梯高层  单价3000,优山美地东区 -元宝区,3室2厅 | 104平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 31天以前发布,33,"3,174元/平"
阁楼，精装修，有露台阳光房，随时看房，可贷款,五州东都屹景 -元宝区,2室1厅 | 80.74平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 28天以前发布,45,"5,574元/平"
金色水岸三居室采光好视野开阔户型方正,新宇金色水岸 -振兴区,3室1厅 | 130平米 | 西南 | 其他 | 低楼层(共16层)  | 板楼,0人关注 / 23天以前发布,70,"5,385元/平"
此房南向房采光好，格局立正，小区环境优美，交通便利,上城·左岸 -振兴区,3室1厅 | 99.76平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,1人关注 / 一年前发布,72,"7,218元/平"
太阳尚品四居室精装修通透户型中 央 空调拎包入住,太阳尚品 -振兴区,4室1厅 | 138.72平米 | 东南 | 其他 | 中楼层(共25层)  | 板楼,0人关注 / 一年前发布,88,"6,344元/平"
三街六纬、精装未住、格局方正、南北通透。,三街六纬小区 -振兴区,3室2厅 | 153.47平米 | 南 北 | 其他 | 中楼层(共8层)  | 暂无数据,5人关注 / 一年前发布,82,"5,344元/平"
黄 金沁园 精装修 拎包入住 干净利落 阳光充足 精装修,黄金沁园 -振兴区,3室2厅 | 140.37平米 | 西南 | 其他 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,75,"5,344元/平"
电梯商品房 位置好 可贷款 精装修 3室 南北通透,宗裕城C区 -元宝区,3室2厅 | 108平米 | 南 北 | 精装 | 中楼层(共9层)  | 板楼,6人关注 / 一年前发布,72.8,"6,741元/平"
学子园二期 电梯高层 精装修通透三居室,学子园 -振兴区,3室2厅 | 117.22平米 | 东南 西北 | 其他 | 高楼层(共12层)  | 平房,42人关注 / 一年前发布,78.8,"6,723元/平"
六纬路东辰小区 步梯六楼 123.18平 125万,东晨小区 -振兴区,4室2厅 | 123.18平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,125,"10,148元/平"
绿城精装修三居室户型方正小区中间位置,绿城紫金园 -振兴区,3室2厅 | 113.17平米 | 西南 | 其他 | 低楼层(共13层)  | 板楼,1人关注 / 一年前发布,94,"8,307元/平"
，配套齐全，户型规整，阳光充足，视野开阔,军苑新村 -振兴区,3室2厅 | 117.99平米 | 南 | 精装 | 高楼层(共8层)  | 板楼,0人关注 / 2个月以前发布,71.5,"6,060元/平"
富贵山庄 一楼带小花园 三室两厅两卫 精装修 拎包入住,富貴山莊A区 -振兴区,3室2厅 | 150.94平米 | 南 北 | 其他 | 低楼层(共25层)  | 板楼,2人关注 / 11个月以前发布,115.6,"7,659元/平"
林江名城  两室小户型 采光充足视野好 不是顶楼,林江名城 -元宝区,2室1厅 | 58.03平米 | 南 | 简装 | 高楼层(共12层)  | 板楼,10人关注 / 一年前发布,32.5,"5,601元/平"
丹建馨园 3室2厅 南 北,丹建馨园 -振兴区,3室2厅 | 121平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,1人关注 / 17天以前发布,109,"9,009元/平"
交通便利，出行方便。房主急售.,胜利家园 -振兴区,3室2厅 | 160.24平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,69,"4,307元/平"
伊山风景电梯四楼精装南北通透户型规整,金地•伊山风景 -元宝区,2室2厅 | 114平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,1人关注 / 4个月以前发布,117,"10,264元/平"
此房满5年，电梯房，独立封闭园区,华美馨园小区 -振兴区,3室1厅 | 197平米 | 东 西 | 简装 | 中楼层(共16层)  | 板楼,2人关注 / 4个月以前发布,140,"7,107元/平"
安民新春三居室户型方正采光好视野好,安民新春 -振兴区,3室2厅 | 115.35平米 | 东南 | 毛坯 | 高楼层(共6层)  | 板楼,18人关注 / 一年前发布,21,"1,821元/平"
商品房，单价六千多，精装修，园区中间，南北通透,知春园 -振兴区,3室2厅 | 190.92平米 | 南 北 | 其他 | 高楼层(共15层)  | 板楼,0人关注 / 16天以前发布,131.8,"6,904元/平"
江景之都 3室2厅 南 北,江景之都 -元宝区,3室2厅 | 171平米 | 南 北 | 其他 | 高楼层(共29层)  | 板楼,0人关注 / 8天以前发布,171,"10,000元/平"
御景苑 电梯洋房 4室2卫 有房照可贷款 阳光滋滋好,御景苑三期 -元宝区,4室2厅 | 182平米 | 南 北 | 其他 | 低楼层(共14层)  | 板楼,2人关注 / 8个月以前发布,175,"9,616元/平"
金园大厦三居室装修好江景房采光好视野开阔,金园大厦 -振兴区,3室1厅 | 129.48平米 | 南 北 | 其他 | 高楼层(共30层)  | 板楼,0人关注 / 11个月以前发布,83.5,"6,449元/平"
滨江一号三居室户型方正采光好视野开阔,滨江壹号 -振兴区,3室2厅 | 124平米 | 南 北 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 11个月以前发布,70,"5,646元/平"
新世纪佳园A区，顶楼视野阳光好,新世纪佳园A区 -振兴区,3室2厅 | 157.31平米 | 南 | 其他 | 高楼层(共26层)  | 板楼,0人关注 / 13天以前发布,95,"6,040元/平"
有房本能贷款，楼层好，精装修，户型好，阳光好！,御景苑 -元宝区,3室2厅 | 152.1平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,11人关注 / 一年前发布,133,"8,745元/平"
绿云嘉园 精装电梯大跃层  有房照可贷款 采光视野好,绿云嘉园 -振安区,3室2厅 | 170平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,6人关注 / 7个月以前发布,79.8,"4,695元/平"
步梯商品房，满五唯一，采光刺眼,雅紫佳園 -振安区,2室2厅 | 97.41平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,5人关注 / 7个月以前发布,56,"5,749元/平"
宗裕城B区，小高层洋房，电梯跃层，装修干净漂亮,宗裕城B区 -元宝区,3室2厅 | 122.19平米 | 南 北 | 其他 | 高楼层(共9层)  | 暂无数据,4人关注 / 一年前发布,81,"6,630元/平"
世景芳华 3室2厅 西南 南,世景芳华 -振兴区,3室2厅 | 141平米 | 西南 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 5天以前发布,105,"7,447元/平"
祥泰家园 步梯2楼 商品房 可贷款,国桢路 -振兴区,1室1厅 | 62.21平米 | 南 | 毛坯 | 低楼层(共7层)  | 板楼,0人关注 / 8天以前发布,27,"4,341元/平"
胜利街黄 金沁园步梯好楼层南北通透精装两室71平商品,黄金沁园 -振兴区,2室2厅 | 71平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 11天以前发布,52,"7,324元/平"
绿云嘉园 2室1厅 南 北,绿云嘉园 -振安区,2室1厅 | 70平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 7天以前发布,38.5,"5,500元/平"
聚隆公园  通透大两居 可贷款阳光好 业主诚意出售,聚隆公园A区 -元宝区,2室2厅 | 109.62平米 | 东 西 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,90,"8,211元/平"
新世纪佳园A区，电梯高层，视野阳光好,新世纪佳园A区 -振兴区,4室2厅 | 192平米 | 南 | 毛坯 | 高楼层(共26层)  | 板楼,0人关注 / 13天以前发布,110,"5,730元/平"
新世纪佳园A区，顶楼视野阳光好,新世纪佳园A区 -振兴区,3室2厅 | 157.31平米 | 南 | 其他 | 高楼层(共26层)  | 板楼,0人关注 / 13天以前发布,95,"6,040元/平"
金叶东方明珠 三室两厅两卫 精装修 一线江景,金叶东方明珠 -振兴区,3室2厅 | 152.3平米 | 南 北 | 其他 | 低楼层(共30层)  | 板楼,0人关注 / 1个月以前发布,140,"9,193元/平"
宏安北园 2室2厅 南 北,宏安北园 -元宝区,2室2厅 | 132.61平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 28天以前发布,86,"6,486元/平"
知春园 园区电梯小高层 三室均朝阳 可贷款 近万达,知春园 -振兴区,3室2厅 | 123.73平米 | 南 北 | 简装 | 低楼层(共12层)  | 板塔结合,7人关注 / 9个月以前发布,116.8,"9,440元/平"
万达商圈 电梯中层 精装修 拎包入住 支持各种贷款,万达华府 -振兴区,2室1厅 | 94平米 | 西 北 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 7天以前发布,85,"9,043元/平"
港湾小区 1室1厅 南,港湾小区 -振兴区,1室1厅 | 40平米 | 南 | 其他 | 高楼层(共8层)  | 板楼,0人关注 / 2天以前发布,12,"3,000元/平"
书香苑 看操场 楼层 阳光好 拎包即住,馨园书香苑 -振兴区,2室1厅 | 82平米 | 南 北 | 其他 | 低楼层(共30层)  | 板楼,0人关注 / 4天以前发布,75,"9,147元/平"
亿龙国际 电梯中层 采光好 支持各种贷款,亿龙国际公寓 -元宝区,2室1厅 | 86.3平米 | 东 南 | 其他 | 中楼层(共14层)  | 塔楼,0人关注 / 1个月以前发布,55,"6,374元/平"
青花园小区，目前房主在住，诚心出售，价格可谈。,清花园小区 -振兴区,2室2厅 | 83平米 | 西 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 10个月以前发布,34.6,"4,169元/平"
步梯五楼非顶 格局好视野好 私产 小区位置优越 可贷款,九街230住宅楼 -振兴区,3室2厅 | 110.16平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 8个月以前发布,94.6,"8,588元/平"
宗裕城B区步梯好楼层 精装修 温泉入户，可贷款。,宗裕城B区 -元宝区,2室2厅 | 95.72平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 6天以前发布,68.8,"7,188元/平"
宝隆大厦 一线江景 无遮挡  阳光好 可贷款,宝隆大厦 -振兴区,3室2厅 | 150平米 | 南 北 | 其他 | 中楼层(共32层)  | 塔楼,0人关注 / 8天以前发布,150,"10,000元/平"
名仕庄园 不临街 采光好  诚心出售 格局合理,名仕莊園 -振安区,3室2厅 | 135平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,15人关注 / 一年前发布,87,"6,445元/平"
陽光家園 3室2厅 南 北,陽光家園 -元宝区,3室2厅 | 121平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 3天以前发布,70,"5,786元/平"
