标题,开发商,房子信息,发布信息,售价/万,单价
老城区 西门九曲小区套三简装104平2楼  公摊小,九曲河小区 -雁江区,3室1厅 | 104平米 | 南 | 简装 | 低楼层(共7层)  | 暂无数据,4人关注 / 7个月以前发布,39,"3,750元/平"
爱琴海  三室两厅两卫  地段好,爱琴海 -雁江区,3室2厅 | 117.53平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 6个月以前发布,66.8,"5,684元/平"
春天半岛套三单卫  地段好 商圈大,春天半岛一区 -雁江区,3室1厅 | 92.32平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,40,"4,333元/平"
金洋花园  三室一厅一卫 精装房,金洋花园A区 -雁江区,3室2厅 | 118.26平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 7个月以前发布,53,"4,482元/平"
圣高广场旁 雁江华府跃层 131㎡ 品质小区,雁江华府 -雁江区,3室2厅 | 131平米 | 西北 | 毛坯 | 高楼层(共20层)  | 暂无数据,0人关注 / 1个月以前发布,96,"7,329元/平"
好房出售！资阳北站地铁口三桥低楼层现浇房三室精装修,景都苑小区 -雁江区,3室2厅 | 93平米 | 南 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 7个月以前发布,49.8,"5,355元/平"
水润东都 3室2厅 南 西南,水润东都 -雁江区,3室2厅 | 109.64平米 | 南 西南 | 毛坯 | 高楼层(共11层)  | 暂无数据,0人关注 / 8个月以前发布,62,"5,655元/平"
水润东都清水套三双卫楼层好税费低,水润东都 -雁江区,3室2厅 | 125平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 8个月以前发布,64.3,"5,144元/平"
城南长弘广场旁地铁口城南春天套三精装修，拎包入住！,城南春天 -雁江区,3室2厅 | 110平米 | 南 | 精装 | 中楼层(共17层)  | 暂无数据,0人关注 / 9个月以前发布,79.8,"7,255元/平"
城西临空经济区！世纪华庭电梯套三双卫精装修拎包入住,世纪华庭 -雁江区,3室2厅 | 120平米 | 南 | 其他 | 低楼层(共26层)  | 塔楼,1人关注 / 7个月以前发布,66.8,"5,567元/平"
出售万达地铁口蜀亨花园中间楼层素颜户型方正配套齐全,牡丹园 -雁江区,3室2厅 | 136.7平米 | 南 | 毛坯 | 中楼层(共7层)  | 板塔结合,4人关注 / 6个月以前发布,54.8,"4,009元/平"
出售万达地铁口蜀亨花园中间楼层素颜户型方正配套齐全,牡丹园 -雁江区,3室2厅 | 136.7平米 | 南 | 毛坯 | 低楼层(共7层)  | 板塔结合,1人关注 / 6个月以前发布,54.8,"4,009元/平"
沱东圣高商圈 地铁口 区政府上东国际 套三双卫精装,上东国际 -雁江区,3室2厅 | 108平米 | 南 | 精装 | 低楼层(共25层)  | 暂无数据,1人关注 / 3个月以前发布,75.8,"7,019元/平"
四海国际社区 3室2厅 西南,四海国际社区 -雁江区,3室2厅 | 118.43平米 | 西南 | 毛坯 | 中楼层(共5层)  | 暂无数据,1人关注 / 9个月以前发布,76.4,"6,452元/平"
急售！上东逸景106套三双卫底层可自营！,上东逸景 -雁江区,3室2厅 | 106平米 | 东南 | 毛坯 | 低楼层(共25层)  | 塔楼,0人关注 / 5个月以前发布,56.6,"5,340元/平"
城南春天，89平套4，房东装修，全新品牌家具家电。,城南春天 -雁江区,4室2厅 | 89平米 | 西南 | 简装 | 低楼层(共27层)  | 板塔结合,0人关注 / 11个月以前发布,68.8,"7,731元/平"
急售！富力洋房套四双卫还有40多个月的物业费！可谈,富力天禧花园 -雁江区,4室2厅 | 131.59平米 | 南 | 毛坯 | 低楼层(共13层)  | 暂无数据,1人关注 / 6个月以前发布,85.4,"6,490元/平"
凯旋国际洋房过户税低，旁边配套设施齐全，出行方便,筑鼎凯旋国际 -雁江区,3室2厅 | 110平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,0人关注 / 5个月以前发布,78.8,"7,164元/平"
万达旁 世纪名苑 同等面积楼顶花园,世纪名苑 -雁江区,3室2厅 | 119.8平米 | 东南 | 精装 | 高楼层(共6层)  | 塔楼,2人关注 / 9个月以前发布,59,"4,925元/平"
气象苑经典错层，小区干净 安静 优美,气象苑 -雁江区,3室2厅 | 123平米 | 东南 | 精装 | 中楼层(共7层)  | 塔楼,0人关注 / 8个月以前发布,53.8,"4,374元/平"
市政府旁 优品上城 现房直接网签无过户费 看房方便,优品上城B区 -雁江区,3室2厅 | 95.33平米 | 东南 | 毛坯 | 高楼层(共29层)  | 暂无数据,4人关注 / 5个月以前发布,51,"5,350元/平"
圣高旁，圣桦名城94㎡套三 看中庭 满两年,圣桦名城 -雁江区,3室1厅 | 94平米 | 南 | 毛坯 | 高楼层(共28层)  | 板塔结合,0人关注 / 6个月以前发布,56.8,"6,043元/平"
资阳老城区东门三室两厅一厨一卫,日杂巷小区 -雁江区,3室2厅 | 90平米 | 东南 | 简装 | 中楼层(共8层)  | 暂无数据,1人关注 / 7个月以前发布,35,"3,889元/平"
玫瑰园清水中层 朝中庭 三室两厅两卫,玫瑰苑 -雁江区,3室2厅 | 108平米 | 东 南 | 毛坯 | 中楼层(共23层)  | 塔楼,0人关注 / 10个月以前发布,61.8,"5,723元/平"
沱东新区套四双卫纯素颜急售.....,中交锦湾 -雁江区,4室2厅 | 156平米 | 东南 | 其他 | 中楼层(共32层)  | 暂无数据,0人关注 / 8个月以前发布,102,"6,539元/平"
老城上西街 建设西路 3室3厅2卫 有小区 可,建西路 -雁江区,3室3厅 | 152.89平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,50.8,"3,323元/平"
好房出售，户型方正浪费少，诚心价可谈。,优品道资溪学府 -雁江区,4室2厅 | 127平米 | 东南 南 | 毛坯 | 低楼层(共34层)  | 板塔结合,1人关注 / 6个月以前发布,84.9,"6,686元/平"
金山花苑4楼精装修好房急售急售！家具家电齐全！！,金山花园 -雁江区,3室2厅 | 116.82平米 | 东 | 精装 | 中楼层(共7层)  | 暂无数据,1人关注 / 11个月以前发布,68,"5,821元/平"
急售！急售！急售！急售。套三双卫精装房,圣桦名城 -雁江区,3室2厅 | 85平米 | 东南 | 精装 | 高楼层(共28层)  | 板楼,4人关注 / 6个月以前发布,65.8,"7,742元/平"
沱东圣高商圈 区政府中医院旁 玫瑰苑 套三双卫精装,玫瑰苑 -雁江区,3室2厅 | 108平米 | 南 | 精装 | 低楼层(共23层)  | 塔楼,0人关注 / 1个月以前发布,68.8,"6,371元/平"
喜悦长岛江景房，毛胚套三双卫大横厅，想怎么装怎么装,喜悦长岛 -雁江区,3室2厅 | 113平米 | 南 | 毛坯 | 中楼层(共29层)  | 暂无数据,0人关注 / 3个月以前发布,80,"7,080元/平"
长虹广场地铁口 喜悦江南半岛套三精装修户型方正采光,喜悦江南半岛 -雁江区,3室2厅 | 128平米 | 南 | 精装 | 中楼层(共18层)  | 暂无数据,5人关注 / 11个月以前发布,79.8,"6,235元/平"
沱东圣高广场 东城一号洋房2梯2户 套四双卫清水,东城1号 -雁江区,4室2厅 | 128.2平米 | 南 | 毛坯 | 中楼层(共18层)  | 暂无数据,2人关注 / 9个月以前发布,83.8,"6,537元/平"
沱江 望江府 正朝南 三室两厅双卫,道轩雁城大院 -雁江区,3室2厅 | 107平米 | 南 | 毛坯 | 高楼层(共27层)  | 暂无数据,1人关注 / 4个月以前发布,72.8,"6,804元/平"
高铁片区  蓝光公园学府 南北通透 套四双卫 品质小区,蓝光公园学府 -雁江区,4室2厅 | 136平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 暂无数据,5人关注 / 10个月以前发布,69,"5,074元/平"
世纪花园b区套三双卫精装，家电家具齐全，采光充足,世纪花园B区 -雁江区,3室2厅 | 135.75平米 | 东南 | 精装 | 低楼层(共7层)  | 暂无数据,2人关注 / 7个月以前发布,53,"3,905元/平"
老城上西街 建设西路 3室3厅2卫 有小区 可,建西路 -雁江区,3室3厅 | 152.89平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,50.8,"3,323元/平"
资阳老城区东门三室两厅一厨一卫,日杂巷小区 -雁江区,3室2厅 | 90平米 | 东南 | 简装 | 中楼层(共8层)  | 暂无数据,1人关注 / 7个月以前发布,35,"3,889元/平"
急售！急售！急售！急售。套三双卫精装房,圣桦名城 -雁江区,3室2厅 | 85平米 | 东南 | 精装 | 高楼层(共28层)  | 板楼,4人关注 / 6个月以前发布,65.8,"7,742元/平"
沱东圣高商圈 区政府中医院旁 玫瑰苑 套三双卫精装,玫瑰苑 -雁江区,3室2厅 | 108平米 | 南 | 精装 | 低楼层(共23层)  | 塔楼,0人关注 / 1个月以前发布,68.8,"6,371元/平"
好房出售，户型方正浪费少，诚心价可谈。,优品道资溪学府 -雁江区,4室2厅 | 127平米 | 东南 南 | 毛坯 | 低楼层(共34层)  | 板塔结合,1人关注 / 6个月以前发布,84.9,"6,686元/平"
金山花苑4楼精装修好房急售急售！家具家电齐全！！,金山花园 -雁江区,3室2厅 | 116.82平米 | 东 | 精装 | 中楼层(共7层)  | 暂无数据,1人关注 / 11个月以前发布,68,"5,821元/平"
沱东新区套四双卫纯素颜急售.....,中交锦湾 -雁江区,4室2厅 | 156平米 | 东南 | 其他 | 中楼层(共32层)  | 暂无数据,0人关注 / 8个月以前发布,102,"6,539元/平"
玫瑰园清水中层 朝中庭 三室两厅两卫,玫瑰苑 -雁江区,3室2厅 | 108平米 | 东 南 | 毛坯 | 中楼层(共23层)  | 塔楼,0人关注 / 10个月以前发布,61.8,"5,723元/平"
沱东吴仲良旁 沱二桥小区 套三双卫精装修 家具家电齐,沱二桥小区 -雁江区,3室2厅 | 118平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,50.8,"4,306元/平"
万达 筑鼎凯旋国际 四室两厅 出行方便 小区环境好,筑鼎凯旋国际 -雁江区,4室2厅 | 141平米 | 南 | 毛坯 | 低楼层(共11层)  | 塔楼,1人关注 / 11个月以前发布,118,"8,369元/平"
沱东新区字库泓城水韵四室两厅小区环境好家具家电齐全,中城建弘城水韵 -雁江区,4室2厅 | 118平米 | 南 | 精装 | 中楼层(共32层)  | 暂无数据,0人关注 / 11个月以前发布,91.8,"7,780元/平"
道轩幸福公馆4室2厅2卫，原房东精装修，可拎包入住,幸福公馆 -雁江区,4室2厅 | 103.73平米 | 南 北 | 其他 | 中楼层(共21层)  | 暂无数据,1人关注 / 11个月以前发布,86.8,"8,368元/平"
沱东字库山旁，伊顿庄园，好楼层7~8,伊顿庄园 -雁江区,4室2厅 | 126平米 | 东南 | 毛坯 | 高楼层(共9层)  | 暂无数据,0人关注 / 4个月以前发布,96.8,"7,683元/平"
房东诚心出售，价位可小刀，很合适,江南花都 -雁江区,3室2厅 | 105平米 | 东南 | 精装 | 低楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,60.8,"5,791元/平"
筑鼎凯旋国际 3室2厅 东南 东北,筑鼎凯旋国际 -雁江区,3室2厅 | 102平米 | 东南 东北 | 毛坯 | 中楼层(共28层)  | 塔楼,0人关注 / 7个月以前发布,68.8,"6,746元/平"
曼购旁  皇龙财富新村  跃层花园房,财富新村 -雁江区,6室2厅 | 196平米 | 南 | 毛坯 | 高楼层(共18层)  | 塔楼,2人关注 / 4个月以前发布,89.9,"4,587元/平"
出售圣桦名城套三双卫清水对中庭,圣桦名城 -雁江区,3室2厅 | 94.13平米 | 南 | 毛坯 | 中楼层(共28层)  | 塔楼,0人关注 / 4个月以前发布,56,"5,950元/平"
凯旋国际 经典户型 套三变套四 现浇好阳台,筑鼎凯旋国际 -雁江区,3室2厅 | 112平米 | 东 东南 | 毛坯 | 中楼层(共28层)  | 塔楼,0人关注 / 8个月以前发布,73,"6,518元/平"
圣桦109平米 横厅套三双卫 看中庭花园,圣桦名城 -雁江区,3室2厅 | 109平米 | 南 | 毛坯 | 高楼层(共28层)  | 板塔结合,0人关注 / 5个月以前发布,59.8,"5,487元/平"
圣高旁套四双卫看中庭江景房交通便利购物读书就医方便,中交锦亭 -雁江区,4室2厅 | 122平米 | 南 | 毛坯 | 高楼层(共23层)  | 暂无数据,0人关注 / 1个月以前发布,76,"6,230元/平"
中交锦亭   套四双卫  清水买到直接装修,中交锦亭 -雁江区,4室2厅 | 117平米 | 南 | 毛坯 | 低楼层(共23层)  | 塔楼,2人关注 / 8个月以前发布,66,"5,642元/平"
筑鼎凯旋国际 3室2厅 南,筑鼎凯旋国际 -雁江区,3室2厅 | 108.29平米 | 南 | 毛坯 | 低楼层(共18层)  | 塔楼,4人关注 / 7个月以前发布,63.8,"5,892元/平"
房东急售。凯旋国际套四双卫‘户型方正。采光好,筑鼎凯旋国际 -雁江区,4室2厅 | 120平米 | 西南 | 毛坯 | 高楼层(共26层)  | 塔楼,0人关注 / 4个月以前发布,78.8,"6,567元/平"
沱江新城 江边小区 金山名苑 套三双卫精装 中间楼层,金山名苑 -雁江区,3室2厅 | 118平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,58.8,"4,984元/平"
圣高旁套四双卫看中庭江景房交通便利购物读书就医方便,中交锦亭 -雁江区,4室2厅 | 122平米 | 南 | 毛坯 | 高楼层(共23层)  | 暂无数据,0人关注 / 1个月以前发布,76,"6,230元/平"
教育园区三贤公园博物馆 同福小区B区 套三双卫精装,同福小区B区 -雁江区,3室2厅 | 92平米 | 南 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,55.8,"6,066元/平"
资阳地铁口曼购商圈套四精装出售..,京龙领地坐标 -雁江区,4室2厅 | 132平米 | 东南 | 精装 | 高楼层(共28层)  | 暂无数据,0人关注 / 8个月以前发布,69.8,"5,288元/平"
圣桦109平米 横厅套三双卫 看中庭花园,圣桦名城 -雁江区,3室2厅 | 109平米 | 南 | 毛坯 | 高楼层(共28层)  | 板塔结合,0人关注 / 5个月以前发布,59.8,"5,487元/平"
曼购旁  皇龙财富新村  跃层花园房,财富新村 -雁江区,6室2厅 | 196平米 | 南 | 毛坯 | 高楼层(共18层)  | 塔楼,2人关注 / 4个月以前发布,89.9,"4,587元/平"
出售圣桦名城套三双卫清水对中庭,圣桦名城 -雁江区,3室2厅 | 94.13平米 | 南 | 毛坯 | 中楼层(共28层)  | 塔楼,0人关注 / 4个月以前发布,56,"5,950元/平"
圣高旁，圣桦名城，109平横厅套三 中间楼层看中庭,圣桦名城 -雁江区,3室2厅 | 109平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 板塔结合,0人关注 / 5个月以前发布,56.92,"5,223元/平"
远离闹市喧嚣，尽享静薏人生 上东逸景你值得拥有,上东逸景 -雁江区,4室2厅 | 117.37平米 | 南 | 毛坯 | 中楼层(共30层)  | 板塔结合,0人关注 / 8个月以前发布,68,"5,794元/平"
圣高广场 紫韵东城 精装修 套四双卫 中交锦亭,博邦紫韵东城 -雁江区,4室2厅 | 135平米 | 东南 | 精装 | 低楼层(共32层)  | 塔楼,0人关注 / 4个月以前发布,92,"6,815元/平"
万达 筑鼎凯旋国际 四室两厅 出行方便 小区环境好,筑鼎凯旋国际 -雁江区,4室2厅 | 141平米 | 南 | 毛坯 | 低楼层(共11层)  | 塔楼,1人关注 / 11个月以前发布,118,"8,369元/平"
沱东新区字库泓城水韵四室两厅小区环境好家具家电齐全,中城建弘城水韵 -雁江区,4室2厅 | 118平米 | 南 | 精装 | 中楼层(共32层)  | 暂无数据,0人关注 / 11个月以前发布,91.8,"7,780元/平"
道轩幸福公馆4室2厅2卫，原房东精装修，可拎包入住,幸福公馆 -雁江区,4室2厅 | 103.73平米 | 南 北 | 其他 | 中楼层(共21层)  | 暂无数据,1人关注 / 11个月以前发布,86.8,"8,368元/平"
房东诚心出售，价位可小刀，很合适,江南花都 -雁江区,3室2厅 | 105平米 | 东南 | 精装 | 低楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,60.8,"5,791元/平"
沱东字库山旁，伊顿庄园，好楼层7~8,伊顿庄园 -雁江区,4室2厅 | 126平米 | 东南 | 毛坯 | 高楼层(共9层)  | 暂无数据,0人关注 / 4个月以前发布,96.8,"7,683元/平"
筑鼎凯旋国际 3室2厅 东南 东北,筑鼎凯旋国际 -雁江区,3室2厅 | 102平米 | 东南 东北 | 毛坯 | 中楼层(共28层)  | 塔楼,0人关注 / 7个月以前发布,68.8,"6,746元/平"
万达御府，万达广场，博文九义校，体育馆,资阳万达二期 -雁江区,4室2厅 | 141平米 | 东南 | 毛坯 | 低楼层(共33层)  | 暂无数据,1人关注 / 4个月以前发布,85.7,"6,079元/平"
天竹A区三室两厅两卫原房东精装出售,天竹A区 -雁江区,4室3厅 | 145平米 | 东南 | 精装 | 中楼层(共7层)  | 暂无数据,1人关注 / 6个月以前发布,55.8,"3,849元/平"
万达广场，万达御府，博文九义校，体育馆,资阳万达二期 -雁江区,3室2厅 | 118平米 | 东南 | 毛坯 | 低楼层(共33层)  | 板塔结合,2人关注 / 4个月以前发布,82.5,"6,992元/平"
三贤公园旁 文博园 园林式小区 标准套三双卫诚售,振越文博园 -雁江区,3室2厅 | 114平米 | 北 | 精装 | 中楼层(共7层)  | 暂无数据,2人关注 / 10个月以前发布,69.8,"6,123元/平"
三贤公园旁 弘乐府公园里的房子 标准套三 园林式小区,弘乐府公园一号 -雁江区,3室2厅 | 122平米 | 东南 | 精装 | 低楼层(共6层)  | 暂无数据,2人关注 / 11个月以前发布,66.8,"5,476元/平"
北门车站旁 静河源 标准套三 房东诚心出售 交通方便,静河源 -雁江区,3室2厅 | 103平米 | 东南 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 8个月以前发布,43.8,"4,253元/平"
多弗绿城标准套三 单卫 中间楼层 房东诚心出售 次新房,多弗绿城·诚园 -雁江区,2室2厅 | 84.78平米 | 南 | 毛坯 | 高楼层(共28层)  | 暂无数据,0人关注 / 7个月以前发布,50.9,"6,004元/平"
恒大城精装套三诚心出售，欢迎咨询,恒大城一期 -雁江区,3室2厅 | 118平米 | 东南 南 | 精装 | 高楼层(共32层)  | 暂无数据,1人关注 / 3个月以前发布,64.8,"5,492元/平"
万达二期御府名邸 清水房三室两卫,资阳万达二期 -雁江区,3室2厅 | 124.52平米 | 南 | 毛坯 | 低楼层(共33层)  | 暂无数据,5人关注 / 7个月以前发布,79.3,"6,369元/平"
金洋花园位置优越 配套齐全 交通便利,金洋花园B区 -雁江区,3室2厅 | 130平米 | 东 南 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 11个月以前发布,53.8,"4,139元/平"
