标题,开发商,房子信息,发布信息,售价/万,单价
东坝江景房，朝南，精装修三房双卫，拎包入住，,翡翠城 -东坝,3室2厅 | 136.33平米 | 南 | 其他 | 中楼层(共24层)  | 暂无数据,0人关注 / 8天以前发布,123,"9,023元/平"
带车位 朝小区  诚心出售   产权清晰,邦泰天誉 -万源,3室2厅 | 89平米 | 东南 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 22天以前发布,85,"9,551元/平"
邦泰天誉 3室2厅 东南 南,邦泰天誉 -万源,3室2厅 | 89平米 | 东南 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 22天以前发布,83,"9,326元/平"
恒昌如意湖畔 4室2厅 北,恒昌如意湖畔 -万源,4室2厅 | 142平米 | 北 | 其他 | 中楼层(共31层)  | 暂无数据,0人关注 / 25天以前发布,130,"9,155元/平"
清水套四   小区离凤凰山公园近,天立凤凰唐城二期 -老城,4室2厅 | 113.33平米 | 东南 | 其他 | 高楼层(共29层)  | 暂无数据,0人关注 / 21天以前发布,83.5,"7,368元/平"
老城锦绣华庭清水套四 房东诚心卖,锦绣华庭 -老城,4室2厅 | 106平米 | 南 | 其他 | 低楼层(共9层)  | 暂无数据,0人关注 / 22天以前发布,92,"8,680元/平"
小西街疾控中心宿舍楼 2室2厅 南,小西街疾控中心宿舍楼 -老城,2室2厅 | 98.21平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 5个月以前发布,50,"5,092元/平"
带车位出售，电梯房，户型方正，拎包入住,邦泰挪威森林 -东坝,2室2厅 | 64.32平米 | 南 | 精装 | 中楼层(共33层)  | 暂无数据,1人关注 / 一年前发布,68,"10,573元/平"
东坝水榭花都后门 交通便利 配套成熟,白鹭街65号 -东坝,2室2厅 | 98.34平米 | 北 | 简装 | 低楼层(共6层)  | 暂无数据,32人关注 / 一年前发布,50,"5,085元/平"
此房源地处老城位置，好楼层，采光好。,万兴苑 -老城,2室2厅 | 88平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,2人关注 / 10个月以前发布,56,"6,364元/平"
东坝广中旁低税费采光优秀楼层好旁边配套齐全看房方便,105厂二生活区 -东坝,2室2厅 | 100平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,4人关注 / 5个月以前发布,47.8,"4,780元/平"
老城繁华地段精装套二，满二唯一,城北壹号 -老城,2室1厅 | 83平米 | 东 | 精装 | 中楼层(共22层)  | 暂无数据,0人关注 / 10天以前发布,74,"8,916元/平"
地震后修建，小区面积大，房屋户型方正，停车方便..,福康花园小区 -雪峰,2室1厅 | 60.29平米 | 西南 | 简装 | 中楼层(共7层)  | 暂无数据,2人关注 / 5个月以前发布,43,"7,133元/平"
金御美林 2室1厅 西南,金御美林 -老城,2室1厅 | 78平米 | 西南 | 其他 | 低楼层(共23层)  | 暂无数据,0人关注 / 12天以前发布,60,"7,693元/平"
出行方便，户型方正，居住方便舒适,中国银行宿舍 -东坝,2室2厅 | 71.68平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 23天以前发布,47,"6,557元/平"
户型方正，坐北朝南，小区环境好,御锦湾 -东坝,3室2厅 | 98平米 | 东 | 其他 | 低楼层(共32层)  | 暂无数据,0人关注 / 一年前发布,128,"13,062元/平"
天立清水洋房5楼 看房方便 有钥匙,学府华庭 -东坝,车位 | 101平米 | 南 北  | 暂无数据,2人关注 / 一年前发布,88,"8,713元/平"
学府华庭 4室2厅 南,学府华庭 -东坝,4室2厅 | 98.9平米 | 南 | 其他 | 中楼层(共31层)  | 暂无数据,0人关注 / 7个月以前发布,120,"12,134元/平"
广博小区，出行方便，户型方正三室双卫，看房方便,广博小区 -东坝,3室2厅 | 151.41平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,5人关注 / 一年前发布,86,"5,680元/平"
汤山国际 四室两厅 小区环境干净舒适,汤山国际社区 -东坝,4室2厅 | 157平米 | 南 | 其他 | 高楼层(共31层)  | 暂无数据,0人关注 / 一年前发布,70,"4,459元/平"
天立学府华庭，清水房，三室两厅一厨两卫。,学府华庭 -东坝,3室2厅 | 95.5平米 | 北 | 其他 | 中楼层(共31层)  | 暂无数据,5人关注 / 一年前发布,72,"7,540元/平"
房东转手 洋房 带车位 中间楼层 户型方正 环境好,学府华庭 -东坝,车位 | 101.5平米 | 南  | 暂无数据,2人关注 / 4个月以前发布,87,"8,572元/平"
电梯清水现房.坐北朝南，一线江景视野.,万融盛世 -南河,2室2厅 | 81.11平米 | 南 | 其他 | 中楼层(共30层)  | 塔楼,4人关注 / 一年前发布,65,"8,014元/平"
此房是老小区多层。地理位置佳 ，值得入手,皇泽公寓 -老城,3室2厅 | 114平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据,4人关注 / 一年前发布,64,"5,615元/平"
老城北街，满五，130平带楼顶花园套三出售,金达商城 -老城,3室2厅 | 130平米 | 南 西 | 其他 | 高楼层(共7层)  | 暂无数据,6人关注 / 一年前发布,76,"5,847元/平"
天誉东区 江景房  带车位  中间楼层  有钥匙 随时看房,邦泰天誉 -万源,3室2厅 | 93平米 | 北 | 其他 | 高楼层(共21层)  | 暂无数据,0人关注 / 2个月以前发布,118,"12,689元/平"
温州商城 2室2厅 东南,温州商城 -老城,2室2厅 | 106平米 | 东南 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 一年前发布,59,"5,567元/平"
此房满五唯一，视野宽阔，采光充足，交通便利，,景江花园 -老城,3室2厅 | 136.5平米 | 东 | 其他 | 高楼层(共5层)  | 暂无数据,2人关注 / 9个月以前发布,68,"4,982元/平"
此房满五，朝向格局好，楼层采光好，江景房,富康家园 -老城,4室2厅 | 162平米 | 西北 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,90,"5,556元/平"
南河。。。南环路。。安居巷。。。。,安居巷 -南河,3室2厅 | 116.99平米 | 南 | 其他 | 中楼层(共5层)  | 暂无数据,21人关注 / 一年前发布,43,"3,676元/平"
精装三居室   东坝  中间楼层,世达佳苑 -东坝,3室2厅 | 98.16平米 | 东北 | 其他 | 中楼层(共5层)  | 暂无数据,3人关注 / 9个月以前发布,66,"6,724元/平"
此房满五唯一， 套五三卫，业主诚心出售，可拎包入住,阳光小区 -东坝,5室2厅 | 193平米 | 南 | 其他 | 低楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,140,"7,254元/平"
震后清水大三房 南北朝向 通透 楼层好 房东急售 可谈,香山怡园 -东坝,3室2厅 | 118平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,67,"5,678元/平"
位于东坝大三室，装修简洁大方，采光好,启明星花园 -东坝,3室2厅 | 122.77平米 | 北 | 其他 | 高楼层(共15层)  | 暂无数据,3人关注 / 一年前发布,90,"7,331元/平"
120厂宿舍 2室2厅 南,120厂宿舍 -东坝,2室2厅 | 77.72平米 | 南 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 2个月以前发布,26.8,"3,449元/平"
此房出行方便，适合刚需，出门买东西也是很方便,市检察院宿舍 -老城,3室2厅 | 85平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,55,"6,471元/平"
小区人车分流 物业治安管理好。,东山半岛 -东坝,3室2厅 | 94.76平米 | 北 | 其他 | 低楼层(共9层)  | 暂无数据,1人关注 / 7个月以前发布,82,"8,654元/平"
南街大两室。，户型方正，适合居住 。。。,建一公司宿舍 -老城,2室2厅 | 107平米 | 东南 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,65,"6,075元/平"
万源邦泰天誉 户型方正 采光好,邦泰天誉 -万源,3室2厅 | 98.3平米 | 南 北 | 其他 | 中楼层(共17层)  | 暂无数据,0人关注 / 3个月以前发布,130,"13,225元/平"
房子急售 三室两厅 户型方正 楼层好 小区环境好,和成原著 -东坝,3室2厅 | 82.46平米 | 西南 | 其他 | 高楼层(共26层)  | 暂无数据,2人关注 / 6个月以前发布,65,"7,883元/平"
老城图腾旁4房双卫，地段好，配套全,广元商城住宿楼 -老城,4室2厅 | 146平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,78,"5,343元/平"
此房附   近交通便利，出行方便,古渡路185号 -未知商圈,3室2厅 | 98.7平米 | 南 | 其他 | 低楼层(共8层)  | 暂无数据,0人关注 / 一年前发布,55,"5,573元/平"
育才路苴国市场4楼地段好，户型方正,苴国市场小区 -东坝,2室2厅 | 97平米 | 东 西 | 简装 | 中楼层(共6层)  | 平房,0人关注 / 一年前发布,65,"6,702元/平"
天誉西区高档住宅，南北通风，电梯入户私享独立空间；,邦泰天誉西区 -万源,3室2厅 | 122平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 8个月以前发布,160,"13,115元/平"
上西2室2厅 交通便利 小区环境干净舒适 适合居住,兴和丽景 -上西坝,2室2厅 | 82.86平米 | 西南 | 毛坯 | 中楼层(共11层)  | 暂无数据,3人关注 / 一年前发布,48,"5,793元/平"
上西3居2厅1厨1卫。121平米，65万户型方正，,上西邮政公寓 -上西坝,3室2厅 | 121平米 | 东南 | 其他 | 高楼层(共8层)  | 暂无数据,0人关注 / 一年前发布,65,"5,372元/平"
3室2厅 交通便利 小区环境干净舒适 适合居住,广元环卫局宿舍 -南河,3室2厅 | 138.91平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,72,"5,184元/平"
两个卧室采光很好，空间也很大。客厅也很大,税务小区 -上西坝,2室2厅 | 104平米 | 南 西南 | 其他 | 中楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,56,"5,385元/平"
老城大套三，中间楼层，装修保养很好，可直接入住,五金站宿舍 -老城,3室2厅 | 126平米 | 西 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,75,"5,953元/平"
上西广旺小区 大三室两厅双卫 满五年 带屋顶花园,广旺小区 -上西坝,3室2厅 | 126平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,4人关注 / 一年前发布,65,"5,159元/平"
上西邮政公寓  中楼层  户型方正  低价出售。,上西邮政公寓 -上西坝,3室2厅 | 126.49平米 | 东南 | 其他 | 中楼层(共8层)  | 暂无数据,1人关注 / 一年前发布,61,"4,823元/平"
低 价 清 水 套 三 好 房 源 手 慢 无,学府华庭 -东坝,3室2厅 | 81平米 | 北 | 其他 | 中楼层(共12层)  | 暂无数据,3人关注 / 一年前发布,61,"7,531元/平"
此房满5年，出行方便，户型方正，采光好,民兴小区 -老城,3室2厅 | 132.11平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,2人关注 / 7个月以前发布,60,"4,542元/平"
邦泰好户型 电梯入户 对湖景观,邦泰天誉 -万源,3室2厅 | 89平米 | 东南 | 其他 | 中楼层(共15层)  | 暂无数据,0人关注 / 一年前发布,105,"11,798元/平"
此房位置好 户型格局漂亮 采光好 周 围配套齐全,鑫苑小区 -老城,3室2厅 | 133.29平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,70,"5,252元/平"
下西滨江一号毛坯(3室2厅2卫) 采光户型不错 急售,滨江一号 -下西坝,3室2厅 | 89.23平米 | 东南 | 其他 | 中楼层(共30层)  | 暂无数据,0人关注 / 一年前发布,66,"7,397元/平"
东坝大四居  带车位出售  带屋顶花园,今日家园 -东坝,4室2厅 | 143平米 | 北 | 其他 | 高楼层(共11层)  | 暂无数据,12人关注 / 一年前发布,121,"8,462元/平"
春馨苑小区 2室2厅 南 北,春馨苑小区 -雪峰,2室2厅 | 70.52平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,1人关注 / 10个月以前发布,41,"5,814元/平"
上西坝电梯大三室，满五唯一，税费低,蔷薇小区 -上西坝,3室2厅 | 130.17平米 | 东南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,61,"4,687元/平"
此房高校门口，格局好，楼层好，视野宽阔，采光佳，,学都瑞景 -东坝,2室2厅 | 97.88平米 | 西南 南 | 其他 | 高楼层(共23层)  | 暂无数据,1人关注 / 一年前发布,74,"7,561元/平"
图腾海博春天广场  三房 93.1平  115万可谈！,图腾海博春天中心广场 -老城,3室2厅 | 133.57平米 | 西南 | 其他 | 低楼层(共43层)  | 暂无数据,1人关注 / 一年前发布,89.8,"6,724元/平"
套二，楼层好 ，房子江景。户型方正,翠堤春晓 -下西坝,2室2厅 | 74.39平米 | 南 | 其他 | 高楼层(共31层)  | 暂无数据,4人关注 / 一年前发布,52,"6,991元/平"
邦泰天誉 3室2厅 北,邦泰天誉 -万源,3室2厅 | 99平米 | 北 | 其他 | 低楼层(共17层)  | 暂无数据,0人关注 / 1个月以前发布,125,"12,627元/平"
高铁站旁 江景房 精装套三 拎包入住,凰城西江月 -上西坝,3室2厅 | 92.81平米 | 南 | 其他 | 高楼层(共28层)  | 暂无数据,2人关注 / 一年前发布,88,"9,482元/平"
水上公园读书方便，套三简单装修，小区停车方便。,市政府二宿舍 -东坝,3室2厅 | 95.3平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据,17人关注 / 一年前发布,63.5,"6,664元/平"
万源品质小区，环境优美，南  北通透,邦泰天誉西区 -万源,3室2厅 | 122平米 | 北 | 其他 | 低楼层(共6层)  | 暂无数据,1人关注 / 8个月以前发布,137,"11,230元/平"
万源！邦泰天誉 毛坯三室 带车位出售，价格可谈,邦泰天誉 -万源,3室2厅 | 99平米 | 南 | 毛坯 | 低楼层(共17层)  | 暂无数据,0人关注 / 4个月以前发布,120,"12,122元/平"
下西龙湾世纪城，三室两厅一厨一卫，精装修，拎包入住,龙湾 -下西坝,3室2厅 | 86平米 | 东南 | 其他 | 中楼层(共29层)  | 暂无数据,3人关注 / 10个月以前发布,68,"7,907元/平"
精装现房，采光无遮挡，即买即住,天立凤凰唐城 -东坝,3室2厅 | 118平米 | 西北 | 其他 | 中楼层(共32层)  | 暂无数据,1人关注 / 7个月以前发布,85,"7,204元/平"
天立学府华庭 清水房  三室两厅一厨两卫,学府华庭 -东坝,3室2厅 | 95.97平米 | 北 | 其他 | 高楼层(共31层)  | 暂无数据,1人关注 / 一年前发布,72,"7,503元/平"
鸿宇时代清水大三居即买即装修98万,鸿宇时代 -东坝,3室2厅 | 115.7平米 | 南 | 其他 | 中楼层(共30层)  | 暂无数据,0人关注 / 3个月以前发布,98,"8,471元/平"
实验小 学旁 大三室 小区中间靠中庭 安静清幽 环境美,牡丹花园 -东坝,3室2厅 | 140平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,18人关注 / 一年前发布,85,"6,072元/平"
东坝中装大两居  卧室可看江景 装修任你发挥,宏图公寓 -东坝,2室2厅 | 110.1平米 | 西北 | 其他 | 中楼层(共7层)  | 暂无数据,4人关注 / 一年前发布,50,"4,542元/平"
急售 三居室采光好    周 边配套齐全,工商小区 -东坝,3室2厅 | 93平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,1人关注 / 1个月以前发布,40,"4,302元/平"
万源现房，朝南，有证可按揭，户型方正,邦泰天誉 -万源,3室2厅 | 99平米 | 南 | 其他 | 低楼层(共17层)  | 暂无数据,2人关注 / 11个月以前发布,108,"10,910元/平"
铂金轻奢地段，双证齐全，全明采光，200平米的大阳台,今日家园 -东坝,3室2厅 | 158平米 | 北 | 其他 | 低楼层(共15层)  | 暂无数据,3人关注 / 一年前发布,158,"10,000元/平"
皇泽小区3室2厅 交通便利 小区环境干净舒适 适合居住,皇泽公寓 -老城,3室2厅 | 130平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,72,"5,539元/平"
高档住宅，电梯入户私享独立空间；朝南，带车位,邦泰天誉西区 -万源,3室2厅 | 120平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 8个月以前发布,140,"11,667元/平"
方正3居室，中间楼层，朝南江景房。,滨江一号 -下西坝,3室2厅 | 112平米 | 南 | 其他 | 中楼层(共28层)  | 暂无数据,2人关注 / 一年前发布,75,"6,697元/平"
民兴小区 3室2厅 交通便利  适合居住,民兴小区 -老城,3室2厅 | 138平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,68,"4,928元/平"
此房证件满五年了 楼层好 格局好 配套设施齐全,宏利小区 -上西坝,4室2厅 | 137平米 | 东北 | 其他 | 中楼层(共7层)  | 暂无数据,4人关注 / 一年前发布,57,"4,161元/平"
上西工行宿舍 交通便利 小区环境干净舒适 适合居住,上西工行宿舍 -上西坝,3室2厅 | 131平米 | 西南 南 | 其他 | 低楼层(共8层)  | 暂无数据,1人关注 / 7个月以前发布,55,"4,199元/平"
急救宿舍套二诚心出售、交通便利,急救中心宿舍 -老城,2室2厅 | 84.46平米 | 西北 | 其他 | 中楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,55,"6,512元/平"
户型设计新异，采光通透，带车位出售,鸿宇时代 -东坝,3室2厅 | 120.6平米 | 南 | 其他 | 高楼层(共30层)  | 暂无数据,2人关注 / 7个月以前发布,96,"7,961元/平"
启明星花园清水三房出售  户型方正采光好,启明星花园 -东坝,3室2厅 | 123平米 | 东南 | 毛坯 | 高楼层(共15层)  | 暂无数据,5人关注 / 11个月以前发布,100,"8,131元/平"
震后大型品质小区，户型方正，房东诚心出售！,维多利亚 -下西坝,3室2厅 | 92.51平米 | 西南 | 简装 | 中楼层(共31层)  | 板塔结合,0人关注 / 2个月以前发布,65,"7,027元/平"
精致装修未入住 高品质小区，带车位出售,邦泰天誉 -万源,3室2厅 | 93平米 | 南 | 其他 | 低楼层(共25层)  | 平房,6人关注 / 10个月以前发布,113,"12,151元/平"
此房满5年，出行方便，户型方正，拎包入住,建联小区 -老城,3室2厅 | 156平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据,2人关注 / 8个月以前发布,76,"4,872元/平"
此房是三室两厅一厨一卫出售。。。。。。。。,急救中心宿舍 -老城,3室2厅 | 89平米 | 南 | 其他 | 高楼层(共9层)  | 暂无数据,0人关注 / 4个月以前发布,53,"5,956元/平"
老城图腾广场边上三室两厅两卫。。。。。。。。。。。,人和大厦 -老城,3室2厅 | 160平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 8个月以前发布,85,"5,313元/平"
