标题,开发商,房子信息,发布信息,售价/万,单价
美的三期，环境好，适合老人小孩居住,美的蝴蝶海三期 -梅山岛,2室2厅 | 79.58平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合,10人关注 / 7个月以前发布,89,"11,184元/平"
2室2厅采光佳户型方正。有阳台洗晒方便每个房间都有窗,江南庭园 -首南,2室2厅 | 61.04平米 | 南 | 精装 | 中楼层(共5层)  | 板塔结合,0人关注 / 5个月以前发布,110,"18,021元/平"
东部新城明湖板块，这套是电梯房，房东诚心出售,明湖花苑一期 -邱隘,3室2厅 | 119.95平米 | 南 | 精装 | 高楼层(共16层)  | 板塔结合,3人关注 / 4个月以前发布,320,"26,678元/平"
江北区洪塘宝龙世家 4房格局，户型方正，间间全亮,御水兰庭 -洪塘,4室2厅 | 113.94平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,0人关注 / 8个月以前发布,260,"22,820元/平"
位置好 楼层佳 全新毛坯  户型方正 视野开阔,BOBO城 -新明,3室2厅 | 140.46平米 | 南 | 毛坯 | 11层  | 板塔结合,9人关注 / 一年前发布,390,"27,766元/平"
户型正 拎包入住  南北通 采光佳,晴园二期 -高桥,3室2厅 | 62.46平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,1人关注 / 3个月以前发布,163,"26,097元/平"
横街标杆次新小区人车分流  楼层好 房东诚心出售,阳光城君望府 -横街,4室2厅 | 127.99平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,0人关注 / 8个月以前发布,207,"16,174元/平"
毛坯，看房方便，近奥特莱斯，公园，医院,橄榄树雅苑 -集士港,3室2厅 | 87.07平米 | 南 | 毛坯 | 低楼层(共15层)  | 板楼,0人关注 / 1个月以前发布,192,"22,052元/平"
大发中山隽府顶复 得房率高 带大露台,大发海隽府 -高桥,4室2厅 | 136.35平米 | 东南 | 其他 | 高楼层(共8层)  | 暂无数据,4人关注 / 7个月以前发布,410,"30,070元/平"
急售！急售，德信开发，品质小区，地段成熟，三房两卫,德信东宸 -新明,3室2厅 | 115.23平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,15人关注 / 8个月以前发布,470,"40,788元/平"
万科金域传奇  精装三室 楼层位置好 房东诚心急售!,万科•金域传奇 -潘火,3室2厅 | 89.03平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,2人关注 / 1个月以前发布,268,"30,103元/平"
颐璟园二期 全新毛坯 东首 户型佳 中间楼层 采光好,颐璟园二期 -潘火,3室2厅 | 112.75平米 | 南 | 毛坯 | 中楼层(共32层)  | 板塔结合,6人关注 / 5个月以前发布,368,"32,639元/平"
殷家花园.精装三房.拎包入住.保养好.看房方,殷家花园 -潘火,3室1厅 | 91.58平米 | 南 | 精装 | 低楼层(共25层)  | 板楼,16人关注 / 一年前发布,235,"25,661元/平"
房东诚心出售 一线海景房  楼层佳 位置佳,龙湖景瑞·寰海府 -春晓,3室1厅 | 124.6平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,0人关注 / 5个月以前发布,150,"12,039元/平"
店长推荐！滨江公园+地铁 欢乐海岸精装3室总价低,欢乐海岸一期 -钟公庙,3室2厅 | 101.53平米 | 南 北 | 精装 | 低楼层(共20层)  | 板塔结合,1人关注 / 1个月以前发布,368,"36,246元/平"
楼层适合居住，朝向采光良好 ..,怡江小区 -孔浦,3室2厅 | 89.18平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,210,"23,548元/平"
龙湖天宸原著婚装未入住 大三房诚心出售,龙湖天宸原著 -潘火,3室2厅 | 109.16平米 | 南 | 精装 | 33层  | 板楼,12人关注 / 9个月以前发布,465,"42,599元/平"
东部新城，地铁口，高层景观房。,上湖城 -邱隘,3室2厅 | 116.36平米 | 南 | 精装 | 中楼层(共26层)  | 板塔结合,1人关注 / 4个月以前发布,555,"47,697元/平"
龙湖天宸原著全新装修从未住过人,龙湖天宸原著 -潘火,3室1厅 | 110.02平米 | 南 | 精装 | 33层  | 板楼,0人关注 / 4个月以前发布,449,"40,811元/平"
户型方正，通风良好、居住环境优越、采光充足。,江南景苑北区 -高新区,3室2厅 | 113.81平米 | 东南 | 毛坯 | 低楼层(共9层)  | 板楼,3人关注 / 4个月以前发布,285,"25,042元/平"
湖山新境 4室2厅 南,湖山新境 -集士港,4室2厅 | 138.13平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,4人关注 / 一年前发布,156,"11,294元/平"
视野宽阔，万科物业，三房设计，业主诚售,万科金色水岸一期 -南部商务区,3室1厅 | 90.85平米 | 南 | 其他 | 低楼层(共17层)  | 板楼,0人关注 / 7个月以前发布,303,"33,352元/平"
中庭不临街，东首边套 无户口 。,尚江府 -姚江新区,4室2厅 | 139.81平米 | 南 | 毛坯 | 低楼层(共16层)  | 板塔结合,9人关注 / 6个月以前发布,539.8,"38,610元/平"
招商雍景湾 滨江公园旁 全新精装未住过人央 空调地暖,招商雍景湾御江花苑 -高新区,4室2厅 | 128.18平米 | 南 | 精装 | 低楼层(共23层)  | 塔楼,22人关注 / 一年前发布,429,"33,469元/平"
姜沈庭院精装小户型楼层好位置好,姜沈庭苑 -石碶,2室2厅 | 65.52平米 | 南 | 精装 | 高楼层(共14层)  | 板楼,0人关注 / 3个月以前发布,178,"27,168元/平"
合生国际城  精装两房  随时看房,合生国际城 -庄市,2室2厅 | 89.9平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,3人关注 / 4个月以前发布,239,"26,586元/平"
小区为宁波非限购潜力区域。配套完善，绿化比高,格兰春天二期 -首南,2室2厅 | 98.48平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合,16人关注 / 一年前发布,270,"27,417元/平"
君悦花园品质小区电梯房 精装修 保养好 可拎包入住,君悦花园 -东柳,3室2厅 | 152.3平米 | 南 | 精装 | 高楼层(共22层)  | 塔楼,27人关注 / 一年前发布,428,"28,103元/平"
总高9层本户朝西，正对中庭花园，安静舒适。,龙庭花苑 -东钱湖,3室2厅 | 97.94平米 | 南 | 精装 | 中楼层(共10层)  | 板楼,1人关注 / 1个月以前发布,208,"21,238元/平"
楼层好，位置好  户型方正，房东诚心出售,朗境府 -高桥,3室2厅 | 87.95平米 | 南 | 精装 | 高楼层(共34层)  | 塔楼,0人关注 / 1个月以前发布,214,"24,333元/平"
紫郡好房，业主急售，楼层好采光全天,紫郡 -潘火,3室2厅 | 136.13平米 | 南 东南 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,325,"23,875元/平"
省道旁近宁波，小区中庭，带车库，配套齐全，生活舒适,圣汐澜山 -余姚周边,3室2厅 | 93.64平米 | 南 | 毛坯 | 低楼层(共4层)  | 板楼,0人关注 / 7个月以前发布,125,"13,349元/平"
金地小区南北通风采光好位置佳户型方正,金地小区 -白云,2室1厅 | 60.34平米 | 南 | 简装 | 高楼层(共8层)  | 板楼,13人关注 / 7个月以前发布,120,"19,888元/平"
地铁口4号线，万科金域传奇，精装三房，拎包入住,万科•金域传奇 -潘火,3室2厅 | 109.62平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,1人关注 / 2个月以前发布,356,"32,476元/平"
东部新城万象府  高楼层 洋房 四室两厅两卫 带双阳台,熙润华府 -邱隘,4室2厅 | 136.87平米 | 南 | 精装 | 中楼层(共9层)  | 板楼,0人关注 / 8个月以前发布,675,"49,317元/平"
青林湾四期 经典小户型 精装 采光无影响 楼层好,青林湾四期 -望春,3室1厅 | 95.11平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,7人关注 / 9个月以前发布,303,"31,858元/平"
视野宽阔，    采光充足，配套齐全,白云二村小区 -白云,3室1厅 | 72.75平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,5人关注 / 8个月以前发布,165,"22,681元/平"
碧水云台 朝南 楼层好 采光充足 小区生活配套设施,碧水云台 -霞浦,3室2厅 | 99.25平米 | 南 | 简装 | 中楼层(共15层)  | 板楼,3人关注 / 4个月以前发布,247,"24,887元/平"
朗境府 洋房户型好 楼层位置好 低总价,朗境府 -高桥,3室2厅 | 113.84平米 | 南 | 精装 | 低楼层(共9层)  | 暂无数据,0人关注 / 2个月以前发布,305,"26,792元/平"
滨海锦苑好房出售，房东诚心卖，看房提前联系,滨海锦苑 -新碶,3室2厅 | 93.3平米 | 西南 | 其他 | 中楼层(共6层)  | 板楼,3人关注 / 3个月以前发布,205.6,"22,037元/平"
位置交通便利，楼层好，两房朝南，南北通，视野宽阔,百丈花园 -潘火,3室2厅 | 101.87平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,9人关注 / 一年前发布,237,"23,265元/平"
南部商务区院士公园旁学府一号精装住宅,学府一号 -南部商务区,3室2厅 | 86.92平米 | 东南 | 精装 | 中楼层(共33层)  | 塔楼,37人关注 / 9个月以前发布,300,"34,515元/平"
此房南北通风，视野开阔，三面采光，享受无限阳光生活,华泰剑桥·莱恩河畔 -中河,3室2厅 | 121.53平米 | 南 | 精装 | 10层  | 板楼,10人关注 / 5个月以前发布,405,"33,326元/平"
日月星城 七中旁边 楼层佳 看房方便,日月星城社区 -白鹤,3室2厅 | 143.85平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,11人关注 / 一年前发布,382,"26,556元/平"
房东急售 。中高层无遮挡 视野开阔,香槟水郡 -集士港,2室2厅 | 78.67平米 | 南 | 简装 | 中楼层(共16层)  | 板楼,10人关注 / 一年前发布,153.8,"19,551元/平"
映云庭 3室2厅 南,映云庭 -小港,3室2厅 | 130.42平米 | 南 | 其他 | 低楼层(共24层)  | 板塔结合,0人关注 / 14天以前发布,196,"15,029元/平"
仁爱，楼层好，位置佳，房东诚心出售。,丝织小区 -招宝山,2室2厅 | 54.71平米 | 南 | 简装 | 中楼层(共5层)  | 板塔结合,3人关注 / 9个月以前发布,146,"26,687元/平"
缇香郡好房  户型方正  诚心出售,景瑞缇香郡 -姜山,3室2厅 | 102.92平米 | 南 | 精装 | 低楼层(共25层)  | 板塔结合,0人关注 / 2个月以前发布,285,"27,692元/平"
此房子，精装交付，户型方正 ，视野开阔,中旅城一期·星旅城 -洪塘,3室1厅 | 109.36平米 | 南 | 其他 | 中楼层(共25层)  | 板塔结合,4人关注 / 1个月以前发布,270,"24,690元/平"
西堤阳光精装三房 楼层好采光充足 诚心出售,西堤阳光 -高桥,3室2厅 | 89.46平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 10个月以前发布,180,"20,121元/平"
长丰小面积洋房 南北 通 装修好 得房率高,一品滨江湾 -长丰,3室2厅 | 105.34平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,54人关注 / 10个月以前发布,495,"46,991元/平"
：此房户型方正，得房率高，看房方便，业主诚心出售,格兰春晨 -集士港,3室2厅 | 86.59平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,0人关注 / 2个月以前发布,198.6,"22,936元/平"
钱湖人家 84.66平三室  交通便利,钱湖人家 -东钱湖,3室1厅 | 84.66平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,168,"19,845元/平"
房东诚心出售，三房朝南，楼层好  拎包入住,华润中海凯旋华庭 -新碶,3室2厅 | 111.77平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,4人关注 / 3个月以前发布,420,"37,578元/平"
海曙区高桥海润家园诚心出售。。,海润佳园 -高桥,3室1厅 | 80.43平米 | 南 | 简装 | 中楼层(共18层)  | 板楼,18人关注 / 一年前发布,169.8,"21,112元/平"
天赋姚江3-2-1-2 116.46m² 245 万,天赋姚江 -洪塘,3室2厅 | 116.46平米 | 南 | 毛坯 | 中楼层(共16层)  | 板塔结合,1人关注 / 3个月以前发布,280,"24,043元/平"
全新毛坯中间楼层户型方正南北通,东城阳光苑二期 -邱隘,3室2厅 | 107.92平米 | 南 | 毛坯 | 中楼层(共25层)  | 板楼,21人关注 / 一年前发布,265,"24,556元/平"
荣安桃花源，品质小区，洋房得房率高，业主诚心出售,荣安桃花源 -集士港,4室2厅 | 127.61平米 | 南 | 精装 | 高楼层(共7层)  | 板塔结合,6人关注 / 8个月以前发布,359.5,"28,172元/平"
刚交付的，位置好，地铁口直距离800米,悦众家园 -首南,3室2厅 | 113.73平米 | 南 | 其他 | 中楼层(共17层)  | 暂无数据,0人关注 / 12天以前发布,280,"24,620元/平"
房龄新。看房有钥匙 房东诚心出售,隆顺家园 -新碶,3室1厅 | 97.99平米 | 南 北 | 毛坯 | 低楼层(共17层)  | 塔楼,3人关注 / 6个月以前发布,222,"22,656元/平"
东部新城万象府  高楼层 洋房 四室两厅两卫 带双阳台,熙润华府 -邱隘,4室2厅 | 136.87平米 | 南 | 精装 | 中楼层(共9层)  | 板楼,0人关注 / 8个月以前发布,675,"49,317元/平"
青林湾四期 经典小户型 精装 采光无影响 楼层好,青林湾四期 -望春,3室1厅 | 95.11平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,7人关注 / 9个月以前发布,303,"31,858元/平"
省道旁近宁波，小区中庭，带车库，配套齐全，生活舒适,圣汐澜山 -余姚周边,3室2厅 | 93.64平米 | 南 | 毛坯 | 低楼层(共4层)  | 板楼,0人关注 / 7个月以前发布,125,"13,349元/平"
君悦花园品质小区电梯房 精装修 保养好 可拎包入住,君悦花园 -东柳,3室2厅 | 152.3平米 | 南 | 精装 | 高楼层(共22层)  | 塔楼,27人关注 / 一年前发布,428,"28,103元/平"
两房朝南电梯房，中间楼层采光好，近3号线地铁银泰城,九曲小区二期 -首南,2室1厅 | 58.11平米 | 南 | 简装 | 中楼层(共18层)  | 板塔结合,10人关注 / 一年前发布,172,"29,600元/平"
小区为宁波非限购潜力区域。配套完善，绿化比高,格兰春天二期 -首南,2室2厅 | 98.48平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合,16人关注 / 一年前发布,270,"27,417元/平"
房东诚心出售，全新精装未住人，三房朝南,荣安心尚园 -潘火,3室2厅 | 119.38平米 | 南 | 精装 | 低楼层(共23层)  | 塔楼,39人关注 / 一年前发布,390,"32,669元/平"
大成郡新上四叶草户型好房5号线盎孟港站有密码随看,金隅大成郡一期 -高新区,4室2厅 | 133.48平米 | 南 | 其他 | 低楼层(共20层)  | 暂无数据,0人关注 / 2个月以前发布,480,"35,961元/平"
房子满两年，精装带家具家电，可以看月亮湖，,恒大山水城明苑 -九龙湖,3室2厅 | 99.59平米 | 南 | 精装 | 26层  | 板楼,1人关注 / 2个月以前发布,154,"15,464元/平"
明辰紫月89平3房，中间楼层，中庭位置，全亮户型,明辰紫月东区 -新明,3室2厅 | 89.94平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,9人关注 / 9个月以前发布,225,"25,017元/平"
绿化好 弯头比较适宜居住的高品质小区,青秀澜湾 -甬江,4室2厅 | 138.14平米 | 南 | 毛坯 | 中楼层(共29层)  | 板楼,14人关注 / 7个月以前发布,478,"34,603元/平"
滨江湾洋房三房南，未入住，套型方正，配套设施齐全,一品滨江湾 -长丰,3室2厅 | 122.39平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,3人关注 / 4个月以前发布,575,"46,981元/平"
君悦花园 高品质小区 近地铁口,君悦花园 -东柳,3室2厅 | 131.73平米 | 南 | 精装 | 高楼层(共20层)  | 塔楼,40人关注 / 一年前发布,362,"27,481元/平"
中南菩悦，毛坯洋房户型好 ，五号线地铁口 万科物业,中南菩悦锦庭 -石碶,4室1厅 | 116.9平米 | 南 | 毛坯 | 低楼层(共7层)  | 板楼,5人关注 / 7个月以前发布,270,"23,097元/平"
世纪长春电梯到三楼再楼梯上三楼精装修南北通方正,世纪长春小区 -南门,3室2厅 | 87.06平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,238,"27,338元/平"
黄金海岸装修好+3房+看房随时+有钥匙,黄金海岸 -新碶,3室2厅 | 107.1平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 5个月以前发布,269,"25,117元/平"
此房子，精装交付，户型方正 ，视野开阔,中旅城一期·星旅城 -洪塘,3室2厅 | 79.96平米 | 南 | 精装 | 低楼层(共25层)  | 板塔结合,1人关注 / 8个月以前发布,205,"25,638元/平"
此房子，精装交付，户型方正 ，视野开阔,中旅城一期·星旅城 -洪塘,3室1厅 | 109.36平米 | 南 | 其他 | 中楼层(共25层)  | 板塔结合,4人关注 / 1个月以前发布,270,"24,690元/平"
中海国际社区不靠高架，精装三房，保养很好，位置好,海创家园锦园 -下应,3室2厅 | 86.77平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,1人关注 / 2个月以前发布,265,"30,541元/平"
世纪长春电梯到三楼再楼梯上三楼精装修南北通方正,世纪长春小区 -南门,3室2厅 | 87.06平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,238,"27,338元/平"
八期蕞中庭位置，报价高是有原因的，谁看谁知道,青林湾八期 -望春,4室2厅 | 164.47平米 | 南 北 | 毛坯 | 高楼层(共22层)  | 板塔结合,32人关注 / 一年前发布,665,"40,433元/平"
君悦花园 高品质小区 近地铁口,君悦花园 -东柳,3室2厅 | 131.73平米 | 南 | 精装 | 高楼层(共20层)  | 塔楼,40人关注 / 一年前发布,362,"27,481元/平"
明辰紫月89平3房，中间楼层，中庭位置，全亮户型,明辰紫月东区 -新明,3室2厅 | 89.94平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,9人关注 / 9个月以前发布,225,"25,017元/平"
中南菩悦，毛坯洋房户型好 ，五号线地铁口 万科物业,中南菩悦锦庭 -石碶,4室1厅 | 116.9平米 | 南 | 毛坯 | 低楼层(共7层)  | 板楼,5人关注 / 7个月以前发布,270,"23,097元/平"
