标题,开发商,房子信息,发布信息,售价/万,单价
中南家园A区三房，拎包入，房东诚心出售，看房方便,中南家园 -湖滨商业街,3室1厅 | 74.48平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 4天以前发布,103,"13,830元/平"
荟聚旁，地铁口，精品三房，楼层好,华润江南府南区 -东亭,3室2厅 | 89.64平米 | 南 | 毛坯 | 低楼层(共34层)  | 板楼,2人关注 / 3个月以前发布,150,"16,734元/平"
江南御园房东急售，南北通风，价格可谈,融创江南御园 -高新区,4室2厅 | 112平米 | 南 | 毛坯 | 高楼层(共9层)  | 板塔结合,0人关注 / 10天以前发布,96,"8,572元/平"
优房推荐！碧桂园梅公馆 产权清晰 诚心出售,碧桂园梅公馆 -梅村,3室2厅 | 99.5平米 | 南 | 精装 | 中楼层(共25层)  | 板楼,0人关注 / 1个月以前发布,158,"15,880元/平"
次新小区 融创品质 不靠高架 楼层好 采光好 小三房,融创森邻森邻 -生态园,3室2厅 | 89.41平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板楼,1人关注 / 1个月以前发布,139,"15,547元/平"
苏宁悦城精装大三房，全屋中yang空调地暖 看房方便,苏宁悦城悦园A区 -塘铁桥,3室1厅 | 121.7平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,11人关注 / 2个月以前发布,342,"28,102元/平"
首创精装2房 满五唯一 税费少 房东急售,首创悦府 -江溪,2室1厅 | 85.62平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,13人关注 / 5个月以前发布,140,"16,352元/平"
春城实小旁。不靠高架满五唯一，诚心出售,新城香溢紫峻园 -江溪,3室2厅 | 72.4平米 | 南 | 精装 | 高楼层(共34层)  | 平房,3人关注 / 8个月以前发布,125,"17,266元/平"
刚需精装两房 拎包入住 房东诚心出售 价格可谈,世茂首府 -北大街,2室1厅 | 85.12平米 | 南 | 精装 | 低楼层(共50层)  | 板楼,15人关注 / 3个月以前发布,162,"19,032元/平"
双阳台，边套户型，满两年，实用面积大，诚心出售,美新玫瑰庄园 -坊前,3室2厅 | 86.53平米 | 南 北 | 精装 | 高楼层(共29层)  | 板楼,6人关注 / 6个月以前发布,144,"16,642元/平"
中海珑玺中上楼层，采光视野好，户型方正利用率高,中海珑玺 -塘铁桥,3室2厅 | 89.09平米 | 南 北 | 毛坯 | 中楼层(共34层)  | 板楼,26人关注 / 一年前发布,221,"24,807元/平"
苏宁大三房 视野好 三开间朝南 塘铁桥地铁 南北通透,苏宁悦城悦园A区 -塘铁桥,3室2厅 | 121.7平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板楼,77人关注 / 一年前发布,305,"25,062元/平"
富力城精装四房 带地暖 不靠高架 中间楼层 看房方便,富力城D区 -江溪,4室2厅 | 126.11平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,6人关注 / 3个月以前发布,220,"17,446元/平"
精装修，楼层不错，诚心出，三开间朝南,嘉利华府庄园九区 -堰桥,3室2厅 | 99.44平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,2人关注 / 2个月以前发布,167,"16,795元/平"
一楼带花园有地下室，业主诚售，配套成熟。,融域花园 -堰桥,3室1厅 | 113.94平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,4人关注 / 4个月以前发布,184,"16,149元/平"
带阳光露台 带入户花园  带车位 带精装家具 诚意出售,蓝光雍锦园 -东亭,3室2厅 | 117平米 | 南 北 | 精装 | 低楼层(共30层)  | 塔楼,2人关注 / 3个月以前发布,182,"15,556元/平"
电梯小洋房 看房预约 小区环境优美 停车方便 一梯两户,新城金郡 -坊前,4室2厅 | 113.32平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,5人关注 / 5个月以前发布,230,"20,297元/平"
交通便利 楼层好 采光充足 视野开阔 配套齐全,金科世界城E区 -中桥,3室2厅 | 98.12平米 | 南 | 精装 | 高楼层(共35层)  | 板塔结合,6人关注 / 3个月以前发布,195,"19,874元/平"
阳光100精装两房 户型方正 楼层好采光佳 诚心出售,阳光100国际新城南区 -刘潭,2室1厅 | 82.8平米 | 南 西 | 精装 | 低楼层(共26层)  | 板塔结合,1人关注 / 2个月以前发布,92,"11,112元/平"
三开间朝南，配套设施齐全，交通便利,中海凤凰璟园二期 -华庄,3室2厅 | 99.41平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,30人关注 / 一年前发布,238,"23,942元/平"
叙丰家园精装两房，业主自住保养好，有电梯看房方便,叙丰家园 -江溪,2室2厅 | 85.97平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,10人关注 / 一年前发布,98,"11,400元/平"
高区3房，通透边套，采光全天，自带太阳能，诚意出售,融创·瑷颐湾B区 -海岸城/市民中心,3室2厅 | 111.54平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 塔楼,4人关注 / 4个月以前发布,290,"26,000元/平"
小高层电梯房，业主诚心出售，价格看中好谈，着急出售,叙丰家园东区 -江溪,2室2厅 | 89.98平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,12人关注 / 8个月以前发布,93,"10,336元/平"
中海花园洋房，带 大 露 台，采光很好，诚心出售,中海珑玺 -塘铁桥,4室2厅 | 137.6平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,27人关注 / 5个月以前发布,459,"33,358元/平"
恒大新上大三房 无社保可买 看房方便,恒大绿洲四期 -东亭,3室2厅 | 111.61平米 | 南 | 简装 | 低楼层(共32层)  | 板楼,3人关注 / 5个月以前发布,180,"16,128元/平"
小区前排位置。前后无遮挡，毛坯大三房,观山名筑南区 -塘铁桥,4室2厅 | 127.68平米 | 南 | 毛坯 | 低楼层(共32层)  | 板楼,1人关注 / 2个月以前发布,242,"18,954元/平"
精装保养不错，此房前面是洋房，楼层优质,国信观湖湾 -新安,2室1厅 | 87.64平米 | 东南 | 精装 | 高楼层(共18层)  | 板塔结合,4人关注 / 一年前发布,169,"19,284元/平"
中海次新小区不靠高架 看房方便 业主诚心出售,中海寰宇天下西区 -坊前,3室2厅 | 114.68平米 | 南 | 精装 | 低楼层(共35层)  | 板楼,5人关注 / 3个月以前发布,185,"16,132元/平"
紧靠九里河（总价带车位）挥泪出（要拼手速）随时看房,蓝光雍锦园 -东亭,4室2厅 | 139.87平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,8人关注 / 7个月以前发布,208,"14,871元/平"
好房诚售 通透采光好房龄新中高楼层近全新装修 随时看,美新玫瑰庄园 -坊前,4室2厅 | 143.95平米 | 南 北 | 精装 | 中楼层(共29层)  | 板楼,26人关注 / 9个月以前发布,233,"16,187元/平"
自住保养好 双阳台 采光好 小高层 一梯二户 D口房,长江绿岛二期 -江溪,2室2厅 | 97.51平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,2人关注 / 3个月以前发布,152.5,"15,640元/平"
东河花园，精装三房，拎包入住，崇宁路电梯房，诚售。,留芳声巷 -三阳广场,3室1厅 | 106.6平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,9人关注 / 5个月以前发布,247,"23,171元/平"
溪南里东区 2室1厅 南,溪南里东区 -新体育中心,2室1厅 | 83.26平米 | 南 | 简装 | 中楼层(共21层)  | 板楼,16人关注 / 7个月以前发布,145,"17,416元/平"
次新小区好位置配套齐全，价格便宜业主诚心出售,新光嘉园 -旺庄,2室1厅 | 93.51平米 | 南 | 简装 | 低楼层(共34层)  | 板楼,2人关注 / 2个月以前发布,79.5,"8,502元/平"
次新小区 融创品质 不靠高架 楼层好 采光好 小三房,融创森邻森邻 -生态园,3室2厅 | 89.41平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板楼,1人关注 / 1个月以前发布,139,"15,547元/平"
优房推荐！碧桂园梅公馆 产权清晰 诚心出售,碧桂园梅公馆 -梅村,3室2厅 | 99.5平米 | 南 | 精装 | 中楼层(共25层)  | 板楼,0人关注 / 1个月以前发布,158,"15,880元/平"
高铁站旁康桥丽景挑高复式4房112万 业主诚心出售,康桥丽景 -北大街,4室0厅 | 79.23平米 | 南 | 简装 | 中楼层(共10层)  | 板楼,11人关注 / 4个月以前发布,110,"13,884元/平"
富力城 精装小三房带地暖不靠高架 房东诚心出售,富力城D区 -江溪,3室2厅 | 86.97平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,2人关注 / 6个月以前发布,153,"17,593元/平"
刚需精装两房 拎包入住 房东诚心出售 价格可谈,世茂首府 -北大街,2室1厅 | 85.12平米 | 南 | 精装 | 低楼层(共50层)  | 板楼,15人关注 / 3个月以前发布,162,"19,032元/平"
地铁口，中上间楼层，看房方便，通透户型,广南里 -江溪,1室1厅 | 46.69平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,7人关注 / 一年前发布,52,"11,138元/平"
洋房 四开间朝南 次顶楼 居住舒适 采光足 看房方便，,远洋太湖宸章 -新安,3室2厅 | 119.1平米 | 南 | 毛坯 | 高楼层(共6层)  | 暂无数据,22人关注 / 4个月以前发布,295,"24,770元/平"
苏宁悦城精装大三房，全屋中yang空调地暖 看房方便,苏宁悦城悦园A区 -塘铁桥,3室1厅 | 121.7平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,11人关注 / 2个月以前发布,342,"28,102元/平"
朗诗物业三房，西边户，两个卧室朝南，视野好，采光好,朗诗·青春未来家园 -新安,3室2厅 | 104.97平米 | 南 北 | 简装 | 高楼层(共18层)  | 塔楼,26人关注 / 6个月以前发布,166,"15,815元/平"
春城实小旁。不靠高架满五唯一，诚心出售,新城香溢紫峻园 -江溪,3室2厅 | 72.4平米 | 南 | 精装 | 高楼层(共34层)  | 平房,3人关注 / 8个月以前发布,125,"17,266元/平"
中海珑玺中上楼层，采光视野好，户型方正利用率高,中海珑玺 -塘铁桥,3室2厅 | 89.09平米 | 南 北 | 毛坯 | 中楼层(共34层)  | 板楼,26人关注 / 一年前发布,221,"24,807元/平"
罕见顶复户型，前后露台，精致装修，看房随时,天鹅湖花园A区 -长广溪/大学城,4室2厅 | 170.04平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,41人关注 / 一年前发布,310,"18,232元/平"
两房精装，拎包入住，采光无遮挡。房东诚心出。,天渝骏园二期 -山北,2室2厅 | 76.21平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,2人关注 / 2个月以前发布,128,"16,796元/平"
新街家园 包土出 房东诚心卖 随时看房 小区环境优美,新街家园 -刘潭,2室1厅 | 86.37平米 | 南 北 | 精装 | 低楼层(共32层)  | 板楼,5人关注 / 2个月以前发布,89,"10,305元/平"
栖庭新上三房  好楼层  不靠路  房东诚售,栖霞栖庭 -新体育中心,3室2厅 | 89.72平米 | 南 | 毛坯 | 高楼层(共15层)  | 板楼,2人关注 / 1个月以前发布,186,"20,732元/平"
富力城精装四房 带地暖 不靠高架 中间楼层 看房方便,富力城D区 -江溪,4室2厅 | 126.11平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,6人关注 / 3个月以前发布,220,"17,446元/平"
不靠高架，中间楼层，全天采光，首付48万到手，诚心卖,富力城D区 -江溪,3室2厅 | 89.49平米 | 南 | 精装 | 中楼层(共32层)  | 暂无数据,0人关注 / 1个月以前发布,168,"18,774元/平"
无锡东站 标准两房 高楼层视野好 精装房保养比较好,恒大城一期 -安镇,2室2厅 | 87.54平米 | 西南 | 精装 | 高楼层(共31层)  | 板楼,0人关注 / 5个月以前发布,154,"17,592元/平"
房东诚心出售，看房方便，装修保养好，税少！,长江绿岛一期 -江溪,1室1厅 | 60.91平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,1人关注 / 2个月以前发布,75,"12,314元/平"
此房为次新房，中间楼层，低总价，看房随时产权清晰,东方天郡 -东北塘,3室2厅 | 104平米 | 南 | 毛坯 | 中楼层(共29层)  | 暂无数据,0人关注 / 4个月以前发布,154,"14,808元/平"
华润江南府 精装洋房 四房 带中 央空调 房东诚心出售,华润江南府南区 -东亭,4室2厅 | 115.9平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,28人关注 / 4个月以前发布,245,"21,139元/平"
尚书苑二区 3室2厅 南,尚书苑二区 -鹅湖,3室2厅 | 105.93平米 | 南 | 简装 | 高楼层(共10层)  | 板楼,0人关注 / 24天以前发布,96,"9,063元/平"
104平精装修诚心出售价格可议,星湖花海 -东北塘,3室2厅 | 104.63平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 25天以前发布,138,"13,190元/平"
一楼有院子 已开门 精装自住 采光好 拎包入住 诚心售,芦庄五区 -中桥,2室1厅 | 59.73平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 28天以前发布,93,"15,571元/平"
博客公寓 舒适两房 电梯房 看房方便,博客公寓 -江溪,2室2厅 | 105.09平米 | 南 | 简装 | 中楼层(共33层)  | 板楼,2人关注 / 4个月以前发布,115,"10,944元/平"
南靠太湖 一梯两户洋房 精装 有地暖空调 拎包入住，,国信观湖湾 -新安,3室1厅 | 129.88平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,3人关注 / 2个月以前发布,276,"21,251元/平"
长江路地铁口 春雷嘉苑精装40万大三房 中间楼层,春雷嘉苑 -江溪,3室2厅 | 125.24平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,7人关注 / 5个月以前发布,122,"9,742元/平"
世纪锦园小高层  经典小三房户型  诚意出售,华夏世纪锦园北区 -安镇,3室2厅 | 95.71平米 | 南 北 | 简装 | 中楼层(共11层)  | 板楼,1人关注 / 一年前发布,133,"13,897元/平"
精装修，两房朝南，一房朝北 大阳台正规三房，,富力桃园 -旺庄,3室2厅 | 96.68平米 | 南 | 精装 | 高楼层(共27层)  | 板楼,0人关注 / 一年前发布,165,"17,067元/平"
新洲人家5.2米挑高，商品房仅99万，看房提前联系！,新洲人家 -旺庄,3室2厅 | 58.63平米 | 南 | 精装 | 中楼层(共15层)  | 板楼,0人关注 / 3个月以前发布,89,"15,180元/平"
次新房 满二 恒大观澜府精装3房 自住装修全屋中Y空调,恒大观澜府 -东北塘,3室2厅 | 95.38平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,160,"16,776元/平"
长江路地铁口 春雷嘉苑精装40万大三房 中间楼层,春雷嘉苑 -江溪,3室2厅 | 125.24平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,7人关注 / 5个月以前发布,122,"9,742元/平"
此房满五唯一，小高层，采光刺眼，看房方便。,花样年花郡 -坊前,4室2厅 | 186.99平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,16人关注 / 6个月以前发布,247,"13,210元/平"
梓旺苑区装修清爽 采光很好 中上楼层 房东诚心出售,梓旺新村东区 -东北塘,3室2厅 | 123.51平米 | 北 南 | 精装 | 中楼层(共6层)  | 板楼,5人关注 / 5个月以前发布,112,"9,069元/平"
花园湾小区 2室1厅 南,花园湾小区 -洛社,2室1厅 | 52.73平米 | 南 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 6天以前发布,50,"9,483元/平"
富力桃园次新小区 楼层好 精装修 拎包入住 诚心出售,富力桃园 -旺庄,4室2厅 | 118.37平米 | 南 北 | 精装 | 中楼层(共29层)  | 板楼,1人关注 / 1个月以前发布,195.8,"16,542元/平"
锡东新城 标准三房 客厅直面小区中间观景湖 价格可刀,恒大城一期 -安镇,3室2厅 | 113.81平米 | 南 北 | 精装 | 中楼层(共23层)  | 板楼,2人关注 / 1个月以前发布,175,"15,377元/平"
金洋北区四房 带子母车位 户型方正 随时可看房,金洋·奥澜 -堰桥,4室2厅 | 197.54平米 | 南 北 | 精装 | 低楼层(共5层)  | 板塔结合,1人关注 / 3个月以前发布,309,"15,643元/平"
金马国际花园 温馨精装修三房 双公园  业主诚心出售,金马国际花园 -五爱广场,3室1厅 | 126.45平米 | 南 东 | 精装 | 中楼层(共29层)  | 板塔结合,34人关注 / 8个月以前发布,260,"20,562元/平"
龙塘家园 3室1厅 南,龙塘家园 -黄巷,3室1厅 | 72.71平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 8天以前发布,89,"12,241元/平"
宝城花园 3室2厅 南,宝城花园 -东亭,3室2厅 | 147.2平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,17人关注 / 6个月以前发布,165,"11,210元/平"
毛坯小三房 中间楼层 远眺惠山 采光无遮挡 人车分流,华润橡树湾（四期五期） -堰桥,3室1厅 | 88.57平米 | 南 | 毛坯 | 中楼层(共32层)  | 板楼,1人关注 / 2个月以前发布,158,"17,839元/平"
东方银座，地铁口，地段热闹，出行方便，交通齐全,东方银座 -旺庄,5室3厅 | 215.54平米 | 南 北 | 简装 | 中楼层(共26层)  | 塔楼,1人关注 / 1个月以前发布,150,"6,960元/平"
装修保养好  可直接拎包入住  小三房  户型方正,玫瑰香堤 -东北塘,3室2厅 | 85.97平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,7人关注 / 6个月以前发布,150,"17,448元/平"
孔雀城洋房 南北通透 中间楼层 自住装修,孔雀雅园 -扬名,3室2厅 | 123.73平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,6人关注 / 2个月以前发布,325,"26,267元/平"
华宇新装3房 简单大方 带中 央空调  诚心出售,华宇·观澜华府 -坊前,3室1厅 | 78.84平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,13人关注 / 7个月以前发布,135,"17,124元/平"
胜利门旁 南北通透 四室两厅户型方正 纯毛坯 看房方便,保利达江湾城 -北大街,4室2厅 | 142.08平米 | 南 北 | 毛坯 | 高楼层(共20层)  | 板楼,2人关注 / 5个月以前发布,330,"23,227元/平"
星尚公寓精装，业主诚心出售，看房提前联系,星尚公寓 -生态园,2室1厅 | 85.68平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,10人关注 / 4个月以前发布,108,"12,606元/平"
理想城市十期三房，精装自住，景观楼层视野很好,理想城市花园十期 -堰桥,3室2厅 | 114.75平米 | 南 北 | 精装 | 高楼层(共24层)  | 板楼,0人关注 / 5个月以前发布,198,"17,255元/平"
