标题,开发商,房子信息,发布信息,售价/万,单价
南北通透 采光充足 长春公园  朝阳桥轻轨,我爱我家(建阳街) -景阳广场,3室1厅 | 161.67平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,0人关注 / 7天以前发布,130,"8,042元/平"
多恩海棠湾多层小三室房源，精装婚房，公摊小。,多恩海棠湾 -西潘家屯,3室2厅 | 97.5平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,85,"8,718元/平"
中铁城A3地块 3室1厅 南 北,中铁城A3地块 -绿园区周边,3室1厅 | 104.64平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,2人关注 / 5个月以前发布,96,"9,175元/平"
世纪广场 首地首城 轻轨三号线 毛坯房 提前约,首地首城 -北海公园,2室1厅 | 97平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 板楼,19人关注 / 一年前发布,81,"8,351元/平"
恒大绿洲110平精装全明户型可观八一水库湖景产权过二,恒大绿洲 -硅谷街南,3室2厅 | 109.17平米 | 南 东 | 精装 | 中楼层(共26层)  | 板楼,9人关注 / 一年前发布,90,"8,245元/平"
二楼 精装新 2021年交房 不把不临 白色装修 有钥匙,万科柏翠园 -南湖,3室1厅 | 194.66平米 | 南 北 | 精装 | 低楼层(共8层)  | 板塔结合,0人关注 / 1个月以前发布,368,"18,905元/平"
通安小区 多层低楼层 南北通透精装修 不把山不临街,通安小区 -和顺,2室1厅 | 52.1平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,13人关注 / 一年前发布,42,"8,062元/平"
万浦小镇A区 3室1厅 南 北,万浦小镇A区 -硅谷街南,3室1厅 | 123.67平米 | 南 北 | 精装 | 低楼层(共28层)  | 板楼,1人关注 / 1个月以前发布,106,"8,572元/平"
精装三室房，园区景观位置 产权清晰 随时可更名过户,德辉首府 -八里堡,3室1厅 | 91.62平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 3个月以前发布,80,"8,732元/平"
万科城市之光精装修天香公园 87南阳地铁二号线兴隆站,万科城市之光 -西部新城开发区,3室2厅 | 102平米 | 南 北 | 精装 | 中楼层(共23层)  | 板楼,0人关注 / 2个月以前发布,125,"12,255元/平"
万龙丽水湾三居室 中高层 采光充足 视野开阔,万龙丽水湾 -硅谷街南,3室2厅 | 132.32平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板楼,1人关注 / 一年前发布,115,"8,692元/平"
格局好，楼层好，价格优，邻商圈、公园、医院,居然世界里 -硅谷街南,2室1厅 | 86.03平米 | 南 北 | 精装 | 27层  | 板楼,14人关注 / 8个月以前发布,95,"11,043元/平"
地铁万科西宸之光 万科物业 三室地铁西湖公园 楼层好,地铁万科西宸之光 -绿园区周边,3室2厅 | 109.05平米 | 南 北 | 精装 | 低楼层(共18层)  | 塔楼,3人关注 / 3个月以前发布,111.5,"10,225元/平"
万龙名城 精装修  南北通透 劳动公园 地铁2号线,万龙名城 -和顺,3室0厅 | 117.99平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,4人关注 / 4个月以前发布,132,"11,188元/平"
中铁城A3地块 3室1厅 南 北,中铁城A3地块 -绿园区周边,3室1厅 | 104.64平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,2人关注 / 5个月以前发布,96,"9,175元/平"
格局好，楼层好，价格优，邻商圈、公园、医院,居然世界里 -硅谷街南,2室1厅 | 86.03平米 | 南 北 | 精装 | 27层  | 板楼,14人关注 / 8个月以前发布,95,"11,043元/平"
地铁万科西宸之光 万科物业 三室地铁西湖公园 楼层好,地铁万科西宸之光 -绿园区周边,3室2厅 | 109.05平米 | 南 北 | 精装 | 低楼层(共18层)  | 塔楼,3人关注 / 3个月以前发布,111.5,"10,225元/平"
产权过五  不把不临  多层三楼    52,万科上东区 -劳动公园,3室2厅 | 139.8平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,152,"10,873元/平"
精装三室房，园区景观位置 产权清晰 随时可更名过户,德辉首府 -八里堡,3室1厅 | 91.62平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 3个月以前发布,80,"8,732元/平"
政协花园  三室两厅一厨一卫  一梯一户 独立电梯前室,政协花园 -净月区,3室2厅 | 119平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 板楼,1人关注 / 4个月以前发布,130,"10,925元/平"
二楼 精装新 2021年交房 不把不临 白色装修 有钥匙,万科柏翠园 -南湖,3室1厅 | 194.66平米 | 南 北 | 精装 | 低楼层(共8层)  | 板塔结合,0人关注 / 1个月以前发布,368,"18,905元/平"
卖场，飞悦经典，标准两室，南北正房，采光充足6号线,飞悦经典 -硅谷街北,2室2厅 | 85平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,5人关注 / 6个月以前发布,84,"9,883元/平"
万科城市之光精装修天香公园 87南阳地铁二号线兴隆站,万科城市之光 -西部新城开发区,3室2厅 | 102平米 | 南 北 | 精装 | 中楼层(共23层)  | 板楼,0人关注 / 2个月以前发布,125,"12,255元/平"
万龙丽水湾三居室 中高层 采光充足 视野开阔,万龙丽水湾 -硅谷街南,3室2厅 | 132.32平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板楼,1人关注 / 一年前发布,115,"8,692元/平"
急急急售三室精装，过五唯一，精装从未住过,吉星花园(南关区) -南部新城,3室2厅 | 108.07平米 | 南 北 | 精装 | 中楼层(共31层)  | 塔楼,2人关注 / 5个月以前发布,95,"8,791元/平"
伊通河中东瑞家旁 单价5字头房源 随时看房 可贷款,东逸美郡一期 -和顺,3室1厅 | 112平米 | 南 北 | 简装 | 高楼层(共20层)  | 板楼,0人关注 / 1个月以前发布,63,"5,625元/平"
碧水云天 楼层好 标准格局 房主诚心卖！！！,碧水云天 -四联大街,3室1厅 | 119.69平米 | 南 北 | 简装 | 中楼层(共17层)  | 板楼,1人关注 / 4个月以前发布,88,"7,353元/平"
精装修可做婚房  南北通透  大H户型 全封闭小区,中冶蓝城 -北环沿线,2室2厅 | 95平米 | 南 北 | 精装 | 低楼层(共22层)  | 板楼,4人关注 / 5个月以前发布,75,"7,895元/平"
昂展公园里 精装3室 好楼层 出门地铁 公园,昂展公园里 -硅谷街南,3室2厅 | 125平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,1人关注 / 2个月以前发布,115,"9,200元/平"
南湖新村面积小总价低优质房源推荐,南湖新村 -南湖,2室1厅 | 54.5平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,21人关注 / 一年前发布,125,"22,936元/平"
南湖新村   三室一厅 精装修  南北通透,南湖新村 -南湖,3室1厅 | 76.32平米 | 南 北 | 精装 | 中楼层(共4层)  | 板楼,1人关注 / 1个月以前发布,210,"27,516元/平"
东皇君园一期多层两居室，标准格局,东皇君园一期 -长沈路,2室1厅 | 88.41平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,6人关注 / 一年前发布,61,"6,900元/平"
五环高尔夫  带车库  楼层好  不挡光,五环高尔夫家园 -普阳,3室2厅 | 150平米 | 南 北 | 简装 | 中楼层(共11层)  | 塔楼,11人关注 / 11个月以前发布,135,"9,000元/平"
万龙丽水湾两居室  不把不临 中间楼层 不挡光,万龙丽水湾 -硅谷街南,2室2厅 | 89平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,13人关注 / 一年前发布,91,"10,225元/平"
南北通透 楼层好 正规户型 朝向南北 采光足,保利百合香湾C区 -八里堡,2室1厅 | 92.5平米 | 南 北 | 简装 | 中楼层(共11层)  | 板塔结合,39人关注 / 一年前发布,67,"7,244元/平"
金质融城 电梯房 三居室 临地铁 近扶贫市场,金质融城三期 -长新街,3室1厅 | 98.66平米 | 南 北 | 简装 | 中楼层(共11层)  | 板塔结合,7人关注 / 一年前发布,89.9,"9,113元/平"
吉大尚德恒大绿洲119平精装3室2厅南北通透,恒大绿洲 -硅谷街南,3室2厅 | 119平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,1人关注 / 1个月以前发布,98,"8,236元/平"
加州枫景华岳 三居室不把山 格局好 产权满二 可贷款,东安加州枫景 -净月区,3室2厅 | 121.64平米 | 南 北 | 精装 | 中楼层(共28层)  | 板楼,6人关注 / 5个月以前发布,120,"9,866元/平"
精装房，公园旁，近欧亚，南北正房南明厅,万龙丽水湾 -硅谷街南,3室2厅 | 133.15平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,1人关注 / 3个月以前发布,96,"7,210元/平"
业主诚心出售  清水毛坯  中间楼层,恒盛豪庭 -硅谷街南,3室2厅 | 143平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板楼,1人关注 / 4个月以前发布,95,"6,644元/平"
昂展公园里 人车分流  精装修 南北通透,昂展公园里 -硅谷街南,2室2厅 | 97平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,2人关注 / 一年前发布,82,"8,454元/平"
地铁西宸之光 精装三室 不把不临 中间楼层 位置好,地铁万科西宸之光 -绿园区周边,3室2厅 | 108平米 | 南 北 | 精装 | 中楼层(共18层)  | 塔楼,17人关注 / 4个月以前发布,116,"10,741元/平"
万科城市之光 出门地铁和XUE校 17楼 采光好,万科城市之光 -西部新城开发区,2室1厅 | 87平米 | 南 北 | 精装 | 高楼层(共23层)  | 板楼,4人关注 / 一年前发布,105,"12,069元/平"
封闭小区 新竹花园 多层4楼 欧亚 华联 四大公园 早市,新竹花园一期 -天嘉,2室1厅 | 98平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,67,"6,837元/平"
地铁2号线长春公园采光好配套齐全交通便利拎包入住,上海盛世名城 -景阳广场,2室1厅 | 64.64平米 | 南 | 精装 | 中楼层(共20层)  | 板楼,0人关注 / 3个月以前发布,53,"8,200元/平"
万龙银河城南北通透三室 房主诚心出售随时看房,万龙银河城一期 -宽城区周边,3室2厅 | 95平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,3人关注 / 一年前发布,62,"6,527元/平"
此房产权过5，南北通透适合开小卖店快递驿站 位置好,中铁十三局小区 -万通,2室1厅 | 65.26平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,52,"7,969元/平"
交通小区 4楼 人民大街繁荣路交汇 拎包入住,交通小区(繁荣路) -净水厂,2室1厅 | 76平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 1个月以前发布,56,"7,369元/平"
南湖新村  位置好  户口清晰 格局好 有钥匙,南湖新村 -南湖,2室1厅 | 79.04平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,28人关注 / 一年前发布,146,"18,472元/平"
精装修  南北通透  产权满2年 没住过,中国铁建·西派府 -东方广场南,3室1厅 | 121.58平米 | 南 北 | 精装 | 高楼层(共24层)  | 板楼,8人关注 / 6个月以前发布,123,"10,117元/平"
昂展公园里 人车分流  精装修 南北通透,昂展公园里 -硅谷街南,2室2厅 | 97平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,2人关注 / 一年前发布,82,"8,454元/平"
加州枫景华岳 三居室不把山 格局好 产权满二 可贷款,东安加州枫景 -净月区,3室2厅 | 121.64平米 | 南 北 | 精装 | 中楼层(共28层)  | 板楼,6人关注 / 5个月以前发布,120,"9,866元/平"
精装房，公园旁，近欧亚，南北正房南明厅,万龙丽水湾 -硅谷街南,3室2厅 | 133.15平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,1人关注 / 3个月以前发布,96,"7,210元/平"
瑞凯国际近地铁两室精装产权在手看房方便,东安瑞凯国际二期 -南部新城,2室2厅 | 88.97平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,9人关注 / 一年前发布,85,"9,554元/平"
急卖！中海盛世城，北侧不带连廊，不把山，不临街,中海盛世城B区文承府 -二道区周边,3室2厅 | 99.6平米 | 南 北 | 精装 | 中楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,90,"9,037元/平"
12年封闭小区，两室格局，一南一北卧室，采光无遮挡,领秀朝阳B区 -红旗,2室1厅 | 55.12平米 | 南 北 | 简装 | 中楼层(共18层)  | 板楼,9人关注 / 9个月以前发布,48.8,"8,854元/平"
新星宇左岸 中间楼层 精装俩室 南北通透,新星宇左岸 -硅谷街北,2室1厅 | 89.63平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,9人关注 / 8个月以前发布,75,"8,368元/平"
力旺美林标准两居南北通透全天采光有钥匙随时看,力旺美林 -南部新城,2室1厅 | 87.62平米 | 南 北 | 简装 | 中楼层(共13层)  | 板楼,54人关注 / 一年前发布,84,"9,587元/平"
万科城三期 小高五楼 精装修一天未住 出价就谈,万科城三期 -净月区,3室1厅 | 102平米 | 南 北 | 精装 | 低楼层(共19层)  | 板楼,11人关注 / 一年前发布,95,"9,314元/平"
保利春天里南北通透精装两居室，拎包入住,保利春天里 -硅谷街北,2室2厅 | 91.86平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,4人关注 / 11个月以前发布,96,"10,451元/平"
欧亚，公摊小。楼层好。交通便利,咖啡小镇 -硅谷街北,2室2厅 | 95.68平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,1人关注 / 8个月以前发布,90,"9,407元/平"
拎包入住 南北经典两室格局 好楼层采光好  满五非一,新发翡翠花溪 -硅谷街北,2室2厅 | 98.24平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,22人关注 / 一年前发布,97,"9,874元/平"
价格低 户型好 不把山不临大街 毛坯自主装修,绿地城 -硅谷街南,2室2厅 | 90.51平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,0人关注 / 一年前发布,85,"9,392元/平"
澳海澜庭精装两室婚房未入住  产权在手,澳海澜庭 -硅谷街南,2室1厅 | 88.9平米 | 南 北 | 精装 | 低楼层(共28层)  | 板楼,5人关注 / 一年前发布,76,"8,549元/平"
亚泰樱花苑    地铁口   南北通透  三室,亚泰樱花苑 -万通,3室2厅 | 94.97平米 | 南 北 | 精装 | 中楼层(共12层)  | 塔楼,1人关注 / 2个月以前发布,99,"10,425元/平"
一楼 养老房 带花园 精装修拎包入住,卫星花园 -净水厂,2室2厅 | 84.12平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,4人关注 / 3个月以前发布,78,"9,273元/平"
保利春天里，拎包入住。东师慧仁旁。,保利春天里 -硅谷街北,2室1厅 | 88.17平米 | 南 北 | 精装 | 低楼层(共15层)  | 板楼,13人关注 / 5个月以前发布,85,"9,641元/平"
华岳  保利香槟三室两厅两卫 产权过二,保利香槟 -净月区,3室2厅 | 131.7平米 | 南 北 | 简装 | 高楼层(共25层)  | 板楼,13人关注 / 一年前发布,139,"10,555元/平"
桂林路百汇街南北通透小户型随时看房,桂林路 -桂林路,2室0厅 | 50.04平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,42人关注 / 一年前发布,39,"7,794元/平"
亚泰杏花苑 不把不临 飞机户型 中高楼层 采光好,亚泰花园杏花苑 -万通,3室2厅 | 132.05平米 | 南 北 | 简装 | 高楼层(共12层)  | 塔楼,11人关注 / 4个月以前发布,112,"8,482元/平"
此房是166平三室两卫精装修产权过五唯一可以贷款,恒盛豪庭 -硅谷街南,3室2厅 | 165平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,2人关注 / 4个月以前发布,128,"7,758元/平"
南北通透，随时看房，格局方正，价格可议,南郡水云天3号 -硅谷街南,3室2厅 | 120.21平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,2人关注 / 4个月以前发布,84.5,"7,030元/平"
万科惠斯勒小镇 电梯房 中间楼层 格局 好,万科惠斯勒小镇 -净月区,3室2厅 | 133.05平米 | 南 北 | 精装 | 中楼层(共14层)  | 板楼,46人关注 / 一年前发布,147,"11,049元/平"
保利香槟 3室1厅 南 北,保利香槟 -净月区,3室1厅 | 133.48平米 | 南 北 | 简装 | 中楼层(共24层)  | 板楼,1人关注 / 2个月以前发布,143,"10,714元/平"
南城家园D区 3室1厅 南 北,南城家园D区 -南部新城,3室1厅 | 84.67平米 | 南 北 | 其他 | 低楼层(共15层)  | 板楼,0人关注 / 2个月以前发布,49,"5,788元/平"
中国铁建花语城 房龄新 中间楼层 地铁6号线,中国铁建花语城 -硅谷街北,3室1厅 | 111平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,149,"13,424元/平"
天安第一城三期洋房 楼层好 精装修 带车位带家具家电,天安第一城三期 -欧亚卖场,4室2厅 | 170平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,220,"12,942元/平"
中间楼层采光好恒大城急售园区有人工湖,恒大城 -北环沿线,2室2厅 | 99.44平米 | 南 | 精装 | 中楼层(共31层)  | 板楼,1人关注 / 一年前发布,71,"7,140元/平"
保利春天里南北通透精装两居室，拎包入住,保利春天里 -硅谷街北,2室2厅 | 91.86平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,4人关注 / 11个月以前发布,96,"10,451元/平"
欧亚，公摊小。楼层好。交通便利,咖啡小镇 -硅谷街北,2室2厅 | 95.68平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,1人关注 / 8个月以前发布,90,"9,407元/平"
万科惠斯勒小镇 电梯房 中间楼层 格局 好,万科惠斯勒小镇 -净月区,3室2厅 | 133.05平米 | 南 北 | 精装 | 中楼层(共14层)  | 板楼,46人关注 / 一年前发布,147,"11,049元/平"
亚泰杏花苑 不把不临 飞机户型 中高楼层 采光好,亚泰花园杏花苑 -万通,3室2厅 | 132.05平米 | 南 北 | 简装 | 高楼层(共12层)  | 塔楼,11人关注 / 4个月以前发布,112,"8,482元/平"
南北通透，随时看房，格局方正，价格可议,南郡水云天3号 -硅谷街南,3室2厅 | 120.21平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,2人关注 / 4个月以前发布,84.5,"7,030元/平"
此房是166平三室两卫精装修产权过五唯一可以贷款,恒盛豪庭 -硅谷街南,3室2厅 | 165平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,2人关注 / 4个月以前发布,128,"7,758元/平"
