标题,开发商,房子信息,发布信息,售价/万,单价
伟星长江之歌 5室2厅 南,伟星长江之歌 -城南滨江版块,5室2厅 | 240平米 | 南 | 其他 | 高楼层(共40层)  | 塔楼,0人关注 / 5天以前发布,361,"15,042元/平"
中间楼层  彩光好 视野好 全新毛坯,官山花园 -八佰伴,2室1厅 | 71.2平米 | 南 北 | 毛坯 | 高楼层(共25层)  | 板塔结合,1人关注 / 3个月以前发布,120,"16,854元/平"
荷夏园   白坯房  一房朝南  一房朝北 储藏室20平米,南瑞新城荷夏园 -南瑞新城,2室1厅 | 67.87平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,63,"9,283元/平"
碧桂园翡翠印象74.7平，10楼共11层，全屋品牌,无为碧桂园翡翠印象 -无为县,2室2厅 | 74.7平米 | 南 北 | 精装 | 高楼层(共11层)  | 暂无数据,1人关注 / 2个月以前发布,68.8,"9,211元/平"
弋江嘉园三期 2室1厅 南,弋江嘉园三期 -柏庄时代广场,2室1厅 | 56.5平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,59.8,"10,585元/平"
产权清晰，楼层好，视野采光佳、荟萃、,渡春花园 -中山路步行街,2室1厅 | 67平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,79.8,"11,911元/平"
天置山庄南区 2室2厅 南 北,天置山庄南区 -八佰伴,2室2厅 | 83.63平米 | 南 北 | 其他 | 中楼层(共7层)  | 平房,0人关注 / 1个月以前发布,123,"14,708元/平"
碧桂园翡翠印象  中层采光优良 小区品质优秀,无为碧桂园翡翠印象 -无为县,3室2厅 | 91.59平米 | 南 北 | 其他 | 中楼层(共15层)  | 暂无数据,0人关注 / 1个月以前发布,65,"7,097元/平"
房屋格局好，楼层好，视野宽阔，采光充足,美加印象 -华强城,2室2厅 | 86.01平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,19人关注 / 11个月以前发布,105,"12,208元/平"
团结一村 2室1厅 南,团结一村 -弋矶山,2室1厅 | 44.62平米 | 南 | 其他 | 中楼层(共7层)  | 塔楼,5人关注 / 一年前发布,74,"16,585元/平"
新上房源 滨江山庄 多层2楼 采光好 配套齐全 无贷,滨江山庄 -红旗,1室1厅 | 48.79平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,2人关注 / 1个月以前发布,48,"9,839元/平"
此房采光无遮挡   中上好楼层   户型方正,中央城D区 -中央城财富街,2室2厅 | 85.54平米 | 南 | 其他 | 高楼层(共33层)  | 板楼,2人关注 / 5个月以前发布,135,"15,783元/平"
滨江骏景 大两居  带车位一起 诚意出售,滨江骏景 -无为县,2室2厅 | 96.51平米 | 南 | 其他 | 中楼层(共14层)  | 暂无数据,1人关注 / 2个月以前发布,76.6,"7,938元/平"
南北通透两房，中间楼层，采光好，价格低，看房随时,伟星雍璟台北区 -雕塑公园,2室2厅 | 88.39平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 板塔结合,0人关注 / 3个月以前发布,128,"14,482元/平"
颐景湾畔 急售 价格能谈 全新毛坯 好楼层 采光好,颐景湾畔 -方特一期,2室2厅 | 87.67平米 | 南 | 其他 | 中楼层(共15层)  | 板楼,0人关注 / 2个月以前发布,135,"15,399元/平"
春江明月二期全新毛坯，随时看房，诚心出售，交通便利,春江明月誉峰 -南瑞新城,3室2厅 | 96.85平米 | 南 北 | 其他 | 低楼层(共27层)  | 暂无数据,0人关注 / 2个月以前发布,103,"10,636元/平"
此房视野开阔，装修比较不错，适合拎包入住,弋江嘉园·徽韵 -柏庄时代广场,2室1厅 | 62.86平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,54.5,"8,671元/平"
大圣小区 楼层采光好 配套成熟 看房方便 优惠出售,大圣小区 -凤鸣湖景区,3室2厅 | 97平米 | 南 | 毛坯 | 高楼层(共7层)  | 板塔结合,9人关注 / 一年前发布,30,"3,093元/平"
弋江嘉园三期 精装两房 无增值税 看房方便有钥匙,弋江嘉园三期 -柏庄时代广场,2室2厅 | 90.44平米 | 南 北 | 精装 | 低楼层(共28层)  | 板楼,7人关注 / 8个月以前发布,79,"8,736元/平"
藕香园精装修2房 楼层好 光线充足,莲塘新邨藕香园 -方特一期,2室1厅 | 60平米 | 南 | 其他 | 中楼层(共8层)  | 塔楼,9人关注 / 7个月以前发布,48,"8,000元/平"
户型好，小区新，小区绿化好.....,高速东方御府 -万春购物广场,3室2厅 | 105.83平米 | 南 | 其他 | 低楼层(共29层)  | 板楼,0人关注 / 2个月以前发布,95,"8,977元/平"
碧桂园白鹭湾，精装大三房、车库直达拎包可住、急售中,芜湖碧桂园白鹭湾 -龙湖街道,3室2厅 | 129平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,72,"5,582元/平"
安展·蔚然家园 1室1厅 南,安展·蔚然家园 -芜湖市政府,1室1厅 | 66.85平米 | 南 | 其他 | 中楼层(共11层)  | 板塔结合,0人关注 / 7个月以前发布,96,"14,361元/平"
汀海一品，环境好。户型方正，业主诚售！,汀海壹品 -汀棠公园,3室2厅 | 121平米 | 南 | 其他 | 低楼层(共16层)  | 板塔结合,17人关注 / 5个月以前发布,160,"13,224元/平"
东方龙城•景福苑 2室1厅 南,东方龙城•景福苑 -大砻坊,2室1厅 | 57.98平米 | 南 | 简装 | 中楼层(共27层)  | 塔楼,1人关注 / 4个月以前发布,76,"13,108元/平"
全新装修  一次未住  诚心卖,蓝湾半岛 -柏庄时代广场,2室1厅 | 83平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,9人关注 / 4个月以前发布,79.8,"9,615元/平"
楼层好 视野开阔 居住舒适 诚心出售,东方龙城清荷苑 -大砻坊,2室1厅 | 86平米 | 南 | 毛坯 | 高楼层(共30层)  | 板楼,0人关注 / 2个月以前发布,119.8,"13,931元/平"
万春花园西区 2室1厅 南,万春花园西区 -万春购物广场,2室1厅 | 67平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,38,"5,672元/平"
南瑞南苑小区  经典两房 楼层好,南苑小区 -南瑞新城,2室2厅 | 70.5平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,56,"7,944元/平"
业主诚心出售，产证已办，无任何纠纷,雎鸠悦园 -鸠兹古镇,2室2厅 | 81.75平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 板楼,1人关注 / 2个月以前发布,66,"8,074元/平"
东方龙城采薇苑，二房朝南，看房方便，有钥匙,东方龙城采薇苑 -大砻坊,2室2厅 | 91.7平米 | 南 | 毛坯 | 高楼层(共34层)  | 塔楼,22人关注 / 11个月以前发布,123,"13,414元/平"
全明户型，厨卫分明，视野开阔，楼层好，采光无遮...,弋江嘉园三期 -柏庄时代广场,2室1厅 | 86.86平米 | 南 | 精装 | 中楼层(共28层)  | 板楼,1人关注 / 2个月以前发布,83.8,"9,648元/平"
此房户型方正楼层好视野开阔采光十足配套设施齐全.,澳然天成 -银湖公园,1室1厅 | 54.9平米 | 北 | 其他 | 中楼层(共15层)  | 板楼,1人关注 / 2个月以前发布,38,"6,922元/平"
颐景湾畔精 装2房 137万 拎包入住,颐景湾畔 -方特一期,2室2厅 | 91.55平米 | 南 | 精装 | 中楼层(共15层)  | 板楼,46人关注 / 一年前发布,137,"14,965元/平"
颐景湾畔 4室2厅 空中花园 诚心出售,颐景湾畔 -方特一期,4室2厅 | 112平米 | 南 北 | 其他 | 高楼层(共15层)  | 板楼,2人关注 / 8个月以前发布,168,"15,000元/平"
华仑港湾，银泰城旁，交通方便，诚心出售,华仑港湾 -城南滨江版块,2室2厅 | 98.78平米 | 南 | 简装 | 高楼层(共30层)  | 板楼,4人关注 / 一年前发布,160,"16,198元/平"
新华联铂悦府大两房 中上楼层 采光充足  业主诚售！,新华联铂悦府 -鸠兹古镇,2室2厅 | 95.21平米 | 南 北 | 简装 | 中楼层(共16层)  | 板楼,0人关注 / 2个月以前发布,108,"11,344元/平"
小区内有幼儿园 ，有菜市场，有购物长,旭日天都六组团 -伟星星悦广场,2室1厅 | 81平米 | 南 北 | 其他 | 低楼层(共17层)  | 板楼,0人关注 / 2个月以前发布,78,"9,630元/平"
城市心脏，闹中取静，低总价两房，南北通双南户型,团结二村 -八佰伴,2室1厅 | 44.86平米 | 南 北 | 其他 | 中楼层(共5层)  | 塔楼,0人关注 / 2个月以前发布,75.8,"16,898元/平"
城市心脏，闹中取静，低总价两房，南北通双南户型,团结二村 -八佰伴,2室1厅 | 44.86平米 | 南 北 | 其他 | 中楼层(共5层)  | 塔楼,0人关注 / 2个月以前发布,75.8,"16,898元/平"
沈巷伟星中央公馆 毛坯两室 好楼层，房东诚心出售,伟星中央公馆 -江北大龙湾,2室1厅 | 80.5平米 | 南 北 | 其他 | 低楼层(共24层)  | 暂无数据,0人关注 / 2个月以前发布,53.9,"6,696元/平"
满五唯一 无个税 多层公摊小 诚心出售,东部星城东区 -大阳垾,2室2厅 | 75.32平米 | 北 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 31天以前发布,57,"7,568元/平"
户型很不错，采光好  价格诚心卖,信德悦城 -万春购物广场,2室2厅 | 87.63平米 | 东南 | 其他 | 中楼层(共23层)  | 板楼,6人关注 / 4个月以前发布,81,"9,244元/平"
纯毛坯，单价低，装修自主设计，南北透通户型,弋江嘉园二期 -柏庄时代广场,2室1厅 | 78.09平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,5人关注 / 5个月以前发布,57,"7,300元/平"
东方红郡 好楼层，视野开阔，采光无忧，配套设施齐全,东方红郡怡园 -芜湖市政府,2室2厅 | 88.6平米 | 南 | 其他 | 高楼层(共16层)  | 板楼,0人关注 / 1个月以前发布,125,"14,109元/平"
汀苑小区，房东诚心出售，有钥匙随时看房。,汀苑小区 -芜湖站,2室1厅 | 43.05平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 2个月以前发布,35,"8,131元/平"
业主诚心出售，价格可谈，欢迎看房,万春新苑乐苑 -万春购物广场,1室2厅 | 67.42平米 | 南 | 其他 | 低楼层(共34层)  | 板楼,0人关注 / 1个月以前发布,38,"5,637元/平"
毛坯2房，不靠马路，万科物业 有钥匙随时看房,城市之光第四街区 -雕塑公园,2室2厅 | 91平米 | 南 | 精装 | 高楼层(共16层)  | 暂无数据,0人关注 / 2个月以前发布,120,"13,187元/平"
东紫园精装两房 楼层好 房东诚心卖 价格可谈,东紫园 -大阳垾,2室2厅 | 87.81平米 | 南 | 其他 | 低楼层(共17层)  | 板楼,1人关注 / 7个月以前发布,93,"10,592元/平"
此房诚意出售，格局方正，配套设施齐全,森林湖 -无为县,2室1厅 | 76平米 | 南 | 其他 | 低楼层(共16层)  | 暂无数据,0人关注 / 1个月以前发布,70,"9,211元/平"
此房楼层好，视野开阔。采光佳，交通便利，看房方便,绿地镜湖世纪城城市荣域 -绿地镜湖新城,2室1厅 | 47.63平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,2人关注 / 3个月以前发布,46,"9,658元/平"
碧桂园三房朝南、指纹入户，高层景观、可观10里美景,芜湖碧桂园镜湖春色 -龙湖街道,3室2厅 | 96平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,2人关注 / 9个月以前发布,54,"5,625元/平"
新华联铂悦府大两房 中上楼层 采光充足  业主诚售！,新华联铂悦府 -鸠兹古镇,2室2厅 | 95.21平米 | 南 北 | 简装 | 中楼层(共16层)  | 板楼,0人关注 / 2个月以前发布,108,"11,344元/平"
团结三村 2室1厅 南,团结三村 -弋矶山,2室1厅 | 53.18平米 | 南 | 其他 | 中楼层(共5层)  | 塔楼,1人关注 / 11个月以前发布,85,"15,984元/平"
伟星公园大道北峯 2室2厅 南 北,伟星公园大道北峯 -雕塑公园,2室2厅 | 88.37平米 | 南 北 | 其他 | 低楼层(共11层)  | 板楼,3人关注 / 一年前发布,145,"16,409元/平"
一房公摊小，配套设施齐全，采光很好,松韵园 -南瑞新城,1室1厅 | 46.03平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,2人关注 / 2个月以前发布,48.6,"10,559元/平"
赭山校口！多层大三居！拎包即入住！,财兴小区 -镜湖中心,3室2厅 | 121.72平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,12人关注 / 一年前发布,165,"13,556元/平"
天香苑  无土地出让金  满二  近29中,天香苑二期 -华强城,3室2厅 | 100.83平米 | 南 | 精装 | 低楼层(共17层)  | 板塔结合,0人关注 / 2个月以前发布,115,"11,406元/平"
金鼎花园房东诚心出售 精装三房,金鼎花园 -八佰伴,3室2厅 | 122平米 | 南 北 | 其他 | 低楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,148,"12,132元/平"
此房为通透户型，采光无遮挡，买来即可使用,水岸星城 -绿地镜湖新城,3室2厅 | 106平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,6人关注 / 一年前发布,56,"5,284元/平"
金浩  精装好房  带车位  已改3房,金浩·仁和天地 -芜湖市政府,3室2厅 | 79.25平米 | 南 | 其他 | 高楼层(共19层)  | 板塔结合,0人关注 / 3个月以前发布,98.5,"12,430元/平"
东方红郡怡园，满2年，价格低随时看房,东方红郡怡园 -芜湖市政府,3室2厅 | 120.8平米 | 南 北 | 其他 | 高楼层(共16层)  | 板楼,2人关注 / 2个月以前发布,130,"10,762元/平"
万春新苑雅苑 3室2厅 南,万春新苑雅苑 -万春购物广场,3室2厅 | 132平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,88,"6,667元/平"
视野开阔！采光充足！精装修三房！,弋江嘉园二期 -柏庄时代广场,3室2厅 | 84.78平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,7人关注 / 一年前发布,75,"8,847元/平"
新上，中央城E区，精装通透小三房，采光刺眼，诚心卖,中央城E区 -中央城财富街,3室2厅 | 92.89平米 | 南 北 | 精装 | 高楼层(共24层)  | 板楼,1人关注 / 1个月以前发布,135,"14,534元/平"
中央城C区边户大三房，中间楼层，婚房精装修,中央城C区 -中央城财富街,3室2厅 | 128.84平米 | 南 | 精装 | 中楼层(共28层)  | 板塔结合,9人关注 / 6个月以前发布,192,"14,903元/平"
白金湾 精装三室 楼层好位置佳,白金湾 -镜湖中心,3室2厅 | 107平米 | 南 北 | 其他 | 中楼层(共22层)  | 板楼,1人关注 / 2个月以前发布,220,"20,561元/平"
美加印象  满五唯一  车位  拎包住,美加印象 -华强城,3室2厅 | 124平米 | 南 | 精装 | 中楼层(共19层)  | 板塔结合,0人关注 / 4个月以前发布,163,"13,146元/平"
简单装修自住房  远离高速  业主诚意急售,大发融悦东方 -伟星星悦广场,3室2厅 | 104.64平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,1人关注 / 5个月以前发布,139,"13,284元/平"
江南春城 中间楼层，全天采光，户型方正，公摊小,江南春城 -柏庄时代广场,2室2厅 | 76.82平米 | 南 | 其他 | 中楼层(共7层)  | 板塔结合,0人关注 / 2个月以前发布,70,"9,113元/平"
全天采光，装修保养好，东西全丢，學位未用！！,中央城•学府壹号 -中央城财富街,3室2厅 | 91.22平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,168,"18,418元/平"
钻石湾天悦140平，中层边户，品质住宅富人亨受！！,碧桂园钻石湾天悦 -无为县,4室2厅 | 140平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 暂无数据,4人关注 / 5个月以前发布,140,"10,000元/平"
美加印象  满五唯一  车位  拎包住,美加印象 -华强城,3室2厅 | 124平米 | 南 | 精装 | 中楼层(共19层)  | 板塔结合,0人关注 / 4个月以前发布,163,"13,146元/平"
孝心楼层+楼栋位置安静+自住中等装修+诚心出售,东方花园 -八佰伴,2室1厅 | 61平米 | 南 | 其他 | 低楼层(共7层)  | 塔楼,3人关注 / 一年前发布,110,"18,033元/平"
温馨三室小户型，总低，无压力，高铁站繁华地段商圈。,京福振兴苑 -无为县,3室1厅 | 87.78平米 | 南 | 简装 | 高楼层(共11层)  | 暂无数据,7人关注 / 5个月以前发布,43.89,"5,000元/平"
简单装修自住房  远离高速  业主诚意急售,大发融悦东方 -伟星星悦广场,3室2厅 | 104.64平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,1人关注 / 5个月以前发布,139,"13,284元/平"
业主诚心出售此房 卖房置换 此房无贷款 价格可议,奥韵康城 -南瑞新城,3室2厅 | 110.6平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,4人关注 / 一年前发布,118,"10,670元/平"
精装大三房 采光不挡 通透户型 家具家电齐全,芜湖碧桂园镜湖春色 -龙湖街道,3室2厅 | 129平米 | 南 | 其他 | 低楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,80,"6,202元/平"
次新小区 电梯洋房 一梯两户 中上楼层 全新毛坯,融创金地童话森林 -柏庄时代广场,3室2厅 | 104平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,0人关注 / 1个月以前发布,162,"15,577元/平"
芜湖古城 3室2厅 南,芜湖古城 -大砻坊,3室2厅 | 135.46平米 | 南 | 精装 | 中楼层(共4层)  | 暂无数据,4人关注 / 2个月以前发布,335,"24,731元/平"
上新 银苑小区精装复室4房 全新装修户型通透 业主诚售,银苑小區 -镜湖中心,4室2厅 | 151.95平米 | 南 北 | 其他 | 高楼层(共6层)  | 塔楼,0人关注 / 2个月以前发布,165,"10,859元/平"
万厦城市经典107平，中上层，通透户型，视野广,万厦城市经典 -无为县,3室2厅 | 107平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板塔结合,1人关注 / 6个月以前发布,95,"8,879元/平"
面积小 总价低 孝心楼层 无增值税,团结二村 -八佰伴,2室1厅 | 41.73平米 | 南 北 | 其他 | 低楼层(共5层)  | 塔楼,0人关注 / 1个月以前发布,72,"17,254元/平"
园丁一区 好楼层 飞 机户型  自带16平 大 储 藏 室,园丁一区 -汀棠公园,3室1厅 | 81.17平米 | 南 北 | 其他 | 中楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,86,"10,596元/平"
