标题,开发商,房子信息,发布信息,售价/万,单价
箭八组合，步梯3楼，离菜市近，户型方正，采光好,华庭苑 -箭盘山,3室2厅 | 129.79平米 | 南 北 | 简装 | 中楼层(共8层)  | 板塔结合,0人关注 / 10天以前发布,103,"7,936元/平"
海雅柳江湾精装四房  大露台 通风采好好,海雅·柳江湾 -大桥商圈,4室2厅 | 133平米 | 南 | 精装 | 低楼层(共13层)  | 暂无数据,0人关注 / 31天以前发布,140,"10,527元/平"
鱼峰柳石格林庄园精装修三房步梯低楼层带家具家电急售,天润·格林庄园 -龙潭公园,4室2厅 | 124.01平米 | 南 北 | 精装 | 中楼层(共8层)  | 板塔结合,0人关注 / 19天以前发布,100.5,"8,105元/平"
桂景湾，水天一中式轻奢田园风带露台楼中楼，诚意出售,水天一州 -桂景湾商圈,5室2厅 | 151.31平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 26天以前发布,98,"6,477元/平"
河西小区 沃尔玛商圈 壶西中 生活方便,河西小区老北区 -沃尔玛商圈,4室2厅 | 160平米 | 南 | 简装 | 高楼层(共8层)  | 板塔结合,0人关注 / 19天以前发布,90,"5,625元/平"
民泰东园恒大商圈 八中东 带大露台 证满唯一,民泰东园 -西江宾馆,5室3厅 | 183.57平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,0人关注 / 19天以前发布,115,"6,265元/平"
十一冶二区  一楼 活动空间大  老人小孩宜居住,十一冶二区 -沃尔玛商圈,5室2厅 | 52.9平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,0人关注 / 28天以前发布,45,"8,507元/平"
带40平露台 南北通户型 沃尔玛旁 业主保养干净,金河湾 -沃尔玛商圈,5室2厅 | 211.34平米 | 东南 | 精装 | 高楼层(共6层)  | 塔楼,0人关注 / 25天以前发布,123,"5,821元/平"
鱼峰新区，万象城商圈，大四房，户型方正，拎包入住！,中海天钻 -万象城商圈,4室2厅 | 192平米 | 南 北 | 精装 | 高楼层(共19层)  | 塔楼,0人关注 / 17天以前发布,290,"15,105元/平"
金河湾5房楼中楼，花园式小区，配套全,金河湾 -沃尔玛商圈,5室2厅 | 178.41平米 | 南 西南 | 精装 | 高楼层(共7层)  | 塔楼,0人关注 / 25天以前发布,103,"5,774元/平"
万达商圈银山 小旁电梯大2房首付低月供1500 急售,望泰·龙城华府 -航一路商圈,2室1厅 | 80平米 | 南 北 | 简装 | 高楼层(共18层)  | 板塔结合,0人关注 / 25天以前发布,62,"7,750元/平"
柳南万达旁，旁边有菜市，买菜购物方便，校园近,华清园 -柳邕路商圈,1室1厅 | 50.4平米 | 南 北 | 精装 | 高楼层(共7层)  | 塔楼,0人关注 / 17天以前发布,41,"8,135元/平"
古亭山 倚山书香居  精装大四房 无公摊,倚山书香居 -古亭山商圈,4室2厅 | 184.6平米 | 东南 | 精装 | 高楼层(共7层)  | 板塔结合,0人关注 / 7个月以前发布,110,"5,959元/平"
保利大江郡金装大4房.看房提前约..,保利·大江郡 -保利商圈,4室2厅 | 120.48平米 | 北 | 精装 | 中楼层(共32层)  | 板塔结合,10人关注 / 一年前发布,159,"13,198元/平"
古亭山 冠亚国际星城精装三房  业主诚心出售,冠亚·国际星城东区 -古亭山商圈,3室2厅 | 118.94平米 | 南 北 | 精装 | 高楼层(共18层)  | 塔楼,3人关注 / 6个月以前发布,89,"7,483元/平"
古亭山 冠亚国际星城 精装大三房 诚心出售,冠亚·国际星城东区 -古亭山商圈,3室2厅 | 108.78平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼,1人关注 / 6个月以前发布,80,"7,355元/平"
户型好，环境好，配套好，生活便利的楼中楼,长虹世纪 -箭盘山,4室3厅 | 186.49平米 | 东南 | 精装 | 高楼层(共6层)  | 塔楼,0人关注 / 1个月以前发布,118,"6,328元/平"
阳光花园4房精装，楼中楼空间大采光好户型正产权清晰,阳光花园 -九头山,4室2厅 | 175.25平米 | 东南 | 精装 | 低楼层(共9层)  | 板楼,0人关注 / 2个月以前发布,135,"7,704元/平"
柳南区西环天鹅湖  电梯11楼 楼中楼  5房 户型方正,天鹅湖 -磨滩商圈,5室2厅 | 160平米 | 南 北 | 简装 | 高楼层(共11层)  | 板塔结合,0人关注 / 14天以前发布,150,"9,375元/平"
沃尔玛商圈，配套设施齐全、采光通透在水一方4房,在水一方 -沃尔玛商圈,4室2厅 | 243平米 | 东南 | 毛坯 | 高楼层(共7层)  | 板塔结合,0人关注 / 10天以前发布,309,"12,717元/平"
沃尔玛商圈，配套设施齐全、采光通透在水一方4房,在水一方 -沃尔玛商圈,4室2厅 | 243平米 | 东南 | 毛坯 | 高楼层(共7层)  | 板塔结合,0人关注 / 10天以前发布,309,"12,717元/平"
成熟地段金沙苑4加1房，无公摊带顶楼两个露台，保养新,金沙苑 -杨柳郡商圈,5室2厅 | 150.23平米 | 南 | 精装 | 高楼层(共7层)  | 塔楼,1人关注 / 1个月以前发布,85,"5,658元/平"
恒大翡翠龙庭南北通透3房！满五唯一！业主诚心卖房！,恒大翡翠龙庭 -恒大商圈,3室2厅 | 120平米 | 南 北 | 精装 | 低楼层(共31层)  | 塔楼,0人关注 / 7天以前发布,128,"10,667元/平"
静兰桥头 盛天龙湾精装三房 业主诚心出售,盛天龙湾北区 -古亭山商圈,3室2厅 | 116.52平米 | 南 | 精装 | 中楼层(共25层)  | 塔楼,0人关注 / 3个月以前发布,83,"7,124元/平"
康城小区+别墅洋房+有天有地有入户前后花园,康城小区 -黄村商圈,5室2厅 | 281.75平米 | 东南 | 简装 | 中楼层(共4层)  | 塔楼,4人关注 / 4个月以前发布,175,"6,212元/平"
南亚名邸四房两厅两卫三阳台电梯精装万象城旁,南亚·名邸 -恒大商圈,4室2厅 | 190.64平米 | 南 | 精装 | 中楼层(共25层)  | 塔楼,1人关注 / 4个月以前发布,170,"8,918元/平"
十五中，雅小，菜市、商场、吃住、出行方便,广雅路北四巷 -雅儒商圈,2室2厅 | 64.74平米 | 南 | 简装 | 中楼层(共8层)  | 暂无数据,0人关注 / 1个月以前发布,55,"8,496元/平"
此房格局通透，视野宽阔，采光充足，通风良好。,福安苑 -基隆商圈,3室1厅 | 102.69平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,51.6,"5,025元/平"
隆升小区电梯房，全新毛坯，急售,隆升小区 -柳城县,2室2厅 | 89.83平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 暂无数据,0人关注 / 1个月以前发布,29,"3,229元/平"
恒大雅苑旁 精装小三房 孝心楼层采光通风好，拎包入住,鑫运翠林之约 -基隆商圈,3室2厅 | 94.59平米 | 南 | 精装 | 低楼层(共7层)  | 板塔结合,0人关注 / 22天以前发布,61,"6,449元/平"
万象商圈 华展精装大三房 拎包入住 业主急售,华展·华园 -万象城商圈,3室2厅 | 117.78平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,96,"8,151元/平"
柳南万达旁怡华名都步梯温馨2房,怡华·名都 -柳邕路商圈,2室2厅 | 86.35平米 | 南 北 | 简装 | 中楼层(共7层)  | 板塔结合,0人关注 / 26天以前发布,62,"7,181元/平"
基隆市场精美三房，舒适，采光好，户型方正,兴隆市场 -基隆商圈,3室1厅 | 122.11平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 31天以前发布,65,"5,324元/平"
柳南万达商圈航鹰银华庄园精装三房业主价70万,银华庄园 -柳邕路商圈,3室2厅 | 92.76平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 19天以前发布,70,"7,547元/平"
柳南万达商圈46中宏祥园精装两房，户型方正视野开阔,宏祥园 -永前路商圈,2室2厅 | 83.84平米 | 南 北 | 精装 | 高楼层(共30层)  | 板塔结合,0人关注 / 16天以前发布,65,"7,753元/平"
柳北+保利二期+全屋硅藻泥南向两房+好视野+双阳台,保利·大江郡 -保利商圈,2室2厅 | 83.23平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 22天以前发布,113,"13,577元/平"
俯视花园，江边楼盘，安静生活，业主诚心出售。,碧桂园·滨江府 -河东开发区,3室2厅 | 119平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 27天以前发布,153,"12,858元/平"
正正三十五校园门口  一楼3房  可做午托麻将室  40万,跃进小区 -保利商圈,3室1厅 | 54.14平米 | 西南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 29天以前发布,38.8,"7,167元/平"
白沙路保利大江郡精装一房一厅朝南户型,保利·大江郡 -保利商圈,1室1厅 | 51.59平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 27天以前发布,62,"12,018元/平"
河东碧桂园9字头精装房，南北双阳台对流，中高楼层,柳州碧桂园 -河东开发区,3室2厅 | 114.95平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 11天以前发布,113,"9,831元/平"
屏山大道小户型两房电梯高层楼采光好,荣和千千树 -箭盘山,2室2厅 | 55平米 | 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,79,"14,364元/平"
朝南户型、小三房、就读方便、全新毛坯、通风采光好,柳州绿城杨柳郡 -杨柳郡商圈,3室2厅 | 97平米 | 南 | 毛坯 | 低楼层(共31层)  | 暂无数据,0人关注 / 1个月以前发布,130,"13,403元/平"
大润发楼上  小桃源苑 精装 三房 步梯四楼 楼龄新,小桃源苑 -驾鹤商业街,3室2厅 | 96平米 | 西北 | 精装 | 中楼层(共6层)  | 塔楼,0人关注 / 1个月以前发布,92,"9,584元/平"
杨柳郡紫荆苑 3室2厅 东,杨柳郡紫荆苑 -柳钢商圈,3室2厅 | 107平米 | 东 | 毛坯 | 低楼层(共25层)  | 暂无数据,0人关注 / 1个月以前发布,128,"11,963元/平"
杨柳郡紫荆苑 3室2厅 东,杨柳郡紫荆苑 -柳钢商圈,3室2厅 | 107平米 | 东 | 毛坯 | 高楼层(共25层)  | 暂无数据,0人关注 / 1个月以前发布,140,"13,085元/平"
杨柳郡紫荆苑 3房2厅有钥匙看房方便,杨柳郡紫荆苑 -柳钢商圈,3室2厅 | 108.7平米 | 南 | 毛坯 | 中楼层(共32层)  | 暂无数据,0人关注 / 30天以前发布,129,"11,868元/平"
此房户型好，朝南户型，采光好，生活交通都便利,活塞厂宿舍 -九头山,2室2厅 | 65.8平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 24天以前发布,34.9,"5,304元/平"
通建中天城南北朝向4房出售，毛坯房，公摊少，,通建中天城 -柳钢商圈,4室2厅 | 112.31平米 | 北 东北 | 毛坯 | 低楼层(共30层)  | 塔楼,0人关注 / 1个月以前发布,125,"11,130元/平"
城中区 桂中大道 彰泰城毛坯四房 有车位 业主急售,彰泰城 -河东开发区,4室2厅 | 114平米 | 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 30天以前发布,125,"10,965元/平"
钱隆世家 毛坯 孝心4房 价格好谈,云星钱隆世家 -杨柳郡商圈,4室2厅 | 117.14平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,0人关注 / 1个月以前发布,102,"8,708元/平"
钱隆世家 毛坯 孝心4房 价格好谈,云星钱隆世家 -杨柳郡商圈,4室2厅 | 117.14平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,0人关注 / 1个月以前发布,102,"8,708元/平"
柳州市飞鹅路71号逸夫小学宿舍 4室2厅 南 北,柳州市飞鹅路71号逸夫小学宿舍 -城站路商圈,4室2厅 | 69.48平米 | 南 北 | 简装 | 高楼层(共5层)  | 暂无数据,0人关注 / 29天以前发布,42,"6,045元/平"
锌品厂宿舍 2室1厅 南,锌品厂宿舍 -保利商圈,2室1厅 | 62.9平米 | 南 | 简装 | 高楼层(共7层)  | 板塔结合,0人关注 / 27天以前发布,42,"6,678元/平"
雅馨家园 3室2厅 南,雅馨家园 -雅儒商圈,3室2厅 | 100平米 | 南 | 简装 | 高楼层(共12层)  | 板塔结合,0人关注 / 24天以前发布,90,"9,000元/平"
户型很好，楼层好，采光充足，配套齐全，交通便利,龙光玖珑府 -柳东新区,3室2厅 | 92.46平米 | 南 | 毛坯 | 低楼层(共38层)  | 暂无数据,0人关注 / 24天以前发布,69.5,"7,517元/平"
三棉东两房 步梯2楼 房龄新 阳光一百窑埠古镇隔壁,三棉东小区 -窑埠古镇,2室1厅 | 78平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 28天以前发布,59.5,"7,629元/平"
中梁百悦首府3房，户型方正，采光好，配套全,中梁·百悦首府 -沃尔玛商圈,3室2厅 | 95.68平米 | 南 北 | 毛坯 | 高楼层(共20层)  | 暂无数据,0人关注 / 20天以前发布,85,"8,884元/平"
鱼峰区兴怡园东区户型方正采光好诚心出售,兴怡园东区 -恒大商圈,3室2厅 | 108.98平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,0人关注 / 23天以前发布,96,"8,809元/平"
朝南大三房公摊小实际使用面积大，清水毛坯有钥匙,南俪首座 -航四路商圈,3室2厅 | 107.9平米 | 南 | 毛坯 | 低楼层(共18层)  | 板塔结合,0人关注 / 21天以前发布,93,"8,620元/平"
航三路航鹰愿景品格大四房带大露台诚心出售,愿景品格 -航三路商圈,4室2厅 | 166平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,0人关注 / 29天以前发布,94,"5,663元/平"
蔚莱别苑3-2-1-1 101.00m² 71 万,蔚莱别苑 -柳东新区,3室2厅 | 101平米 | 南 北 | 毛坯 | 低楼层(共29层)  | 塔楼,0人关注 / 19天以前发布,71,"7,030元/平"
此房源好楼层，采光好，购物方便，适合各种人群居住。,柳城大埔商贸城住宅小区 -柳城县,3室2厅 | 128平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 27天以前发布,41,"3,204元/平"
杨柳郡紫荆苑 3室2厅 南 北,杨柳郡紫荆苑 -柳钢商圈,3室2厅 | 97.15平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 暂无数据,0人关注 / 24天以前发布,115,"11,838元/平"
逸夫航鹰柳南万达商圈 精装楼中楼6房 大露台航星花园,航星花园 -航二路商圈,6室3厅 | 245平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,0人关注 / 25天以前发布,115,"4,694元/平"
盛天悦景台锦园（三房两厅两卫）多阳台视野无遮挡,盛天悦景台悦锦园 -东环商厦,3室2厅 | 124平米 | 东 | 毛坯 | 中楼层(共33层)  | 平房,0人关注 / 20天以前发布,145,"11,694元/平"
3房2厅，户型方正，通风采光好，房子使用率高，,柳州佳力电工有限责任公司职工住宅楼 -龙潭公园,3室2厅 | 87.8平米 | 西南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 28天以前发布,65,"7,404元/平"
蔚莱别苑3-2-1-2 130.55m² 中层,蔚莱别苑 -柳东新区,3室2厅 | 130.55平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 塔楼,0人关注 / 22天以前发布,90,"6,894元/平"
铁一 火车站商圈 电梯精装大3房 中楼层 明厨明卫 婚房,锦业华城 -城站路商圈,3室1厅 | 116.28平米 | 南 北 | 精装 | 中楼层(共19层)  | 塔楼,0人关注 / 25天以前发布,109.5,"9,417元/平"
此房源好楼层，视野开阔，交通便利，适合各种人群居住,白阳南路54号 -柳城县,3室2厅 | 97.25平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 暂无数据,0人关注 / 28天以前发布,33,"3,394元/平"
三中路 三十六中旁 正三房 好楼层,柳建大院 -三中商圈,3室2厅 | 110平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 25天以前发布,65,"5,910元/平"
天江一都 3室2厅 南 北,天江一都 -雅儒商圈,3室2厅 | 132平米 | 南 北 | 简装 | 中楼层(共7层)  | 塔楼,0人关注 / 23天以前发布,125,"9,470元/平"
盛天悦景台悦锦园 4室2厅 东 东南,盛天悦景台悦锦园 -东环商厦,4室2厅 | 124.26平米 | 东 东南 | 毛坯 | 低楼层(共33层)  | 平房,0人关注 / 22天以前发布,125,"10,060元/平"
阳光城丽景湾 轻轨2号线规划经过 轻轨边上物业,阳光城·丽景湾 -九头山,3室2厅 | 104.8平米 | 东南 | 精装 | 低楼层(共21层)  | 暂无数据,0人关注 / 18天以前发布,81,"7,730元/平"
河北新村三区靓房出售 精装两房两厅 单价4字头！,河北新村三区10号 -三中商圈,2室2厅 | 64平米 | 南 | 精装 | 高楼层(共7层)  | 塔楼,0人关注 / 29天以前发布,31,"4,844元/平"
市郊联社办公楼 3室1厅 南 北,市郊联社办公楼 -雅儒商圈,3室1厅 | 80平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 26天以前发布,53,"6,625元/平"
江景朝南户型、三房、就读方便、全新毛坯、通风采光好,杨柳郡紫荆苑 -柳钢商圈,3室2厅 | 110.33平米 | 南 北 | 毛坯 | 高楼层(共31层)  | 板塔结合,0人关注 / 19天以前发布,137.5,"12,463元/平"
通建中天城 3室2厅 南,通建中天城 -柳钢商圈,3室2厅 | 91.63平米 | 南 | 毛坯 | 低楼层(共32层)  | 暂无数据,0人关注 / 25天以前发布,94,"10,259元/平"
户型很好，楼层好，采光充足，配套齐全，交通便利,联发滨江壹号E区 -柳东新区,3室2厅 | 115.53平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 16天以前发布,90,"7,791元/平"
户型很好，楼层好，采光充足，看江景，交通便利,联发滨江壹号E区 -柳东新区,3室2厅 | 115.53平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 16天以前发布,90,"7,791元/平"
视野开阔，精装三房，带产权车位。,盛天悦景台悦锦园 -东环商厦,3室2厅 | 108平米 | 南 北 | 精装 | 高楼层(共34层)  | 塔楼,0人关注 / 26天以前发布,132,"12,223元/平"
恒大御景湾 2室2厅 南 北,恒大御景湾 -阳和商圈,2室2厅 | 79.18平米 | 南 北 | 精装 | 低楼层(共33层)  | 暂无数据,0人关注 / 26天以前发布,58,"7,326元/平"
采光充足，配套设备齐全，交通便利,红星天悦 -柳东新区,3室2厅 | 89平米 | 南 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 29天以前发布,65,"7,304元/平"
跃进路32号 2室1厅 南,跃进路32号 -三中商圈,2室1厅 | 66平米 | 南 | 简装 | 高楼层(共8层)  | 暂无数据,0人关注 / 29天以前发布,42,"6,364元/平"
户型很好，楼层好，采光充足，配套齐全，交通便利,联发滨江壹号E区 -柳东新区,3室2厅 | 115.53平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 16天以前发布,90,"7,791元/平"
